code,year,month,helada_dias
C0A3,2017,12,16
C016,2017,1,21
C016,2017,2,4
C016,2017,3,2
C016,2017,4,5
C016,2017,5,1
C016,2017,6,0
C016,2017,7,0
C016,2017,8,0
C016,2017,9,0
C016,2017,10,0
C016,2017,11,9
C016,2017,12,10
C025,2017,1,15
C025,2017,2,2
C025,2017,3,1
C025,2017,4,1
C025,2017,5,0
C025,2017,6,0
C025,2017,7,0
C025,2017,8,0
C025,2017,9,0
C025,2017,10,0
C025,2017,11,7
C025,2017,12,8
C0A2,2017,1,21
C0A2,2017,2,6
C0A2,2017,3,5
C0A2,2017,4,5
C0A2,2017,6,0
C0A2,2017,7,0
C0A2,2017,8,0
C0A2,2017,9,0
C0A2,2017,10,1
C0A2,2017,11,13
C0A2,2017,12,16
C034,2017,1,19
C034,2017,2,6
C034,2017,3,4
C034,2017,4,6
C034,2017,5,1
C034,2017,6,0
C034,2017,7,0
C034,2017,8,0
C034,2017,9,0
C034,2017,10,1
C034,2017,11,10
C034,2017,12,10
C0AA,2017,1,22
C0AA,2017,2,6
C0AA,2017,3,3
C0AA,2017,4,8
C0AA,2017,5,1
C0AA,2017,6,0
C0AA,2017,7,0
C0AA,2017,8,0
C0AA,2017,9,0
C0AA,2017,10,1
C0AA,2017,11,12
C0AA,2017,12,13
C067,2017,1,15
C067,2017,2,0
C067,2017,3,2
C067,2017,4,0
C067,2017,5,0
C067,2017,6,0
C067,2017,7,0
C067,2017,8,0
C067,2017,9,0
C067,2017,10,0
C067,2017,11,1
C067,2017,12,1
C040,2017,1,14
C040,2017,2,0
C040,2017,3,0
C040,2017,4,0
C040,2017,5,0
C040,2017,6,0
C040,2017,7,0
C040,2017,8,0
C040,2017,9,0
C040,2017,10,0
C040,2017,11,0
C040,2017,12,2
C044,2017,1,19
C044,2017,2,1
C044,2017,3,2
C044,2017,4,2
C044,2017,5,0
C044,2017,6,0
C044,2017,7,0
C044,2017,8,0
C044,2017,9,0
C044,2017,10,0
C044,2017,11,8
C044,2017,12,13
C048,2017,1,18
C048,2017,2,8
C048,2017,3,6
C048,2017,4,3
C048,2017,5,1
C048,2017,6,0
C048,2017,7,0
C048,2017,8,0
C048,2017,9,0
C048,2017,10,0
C048,2017,11,6
C048,2017,12,14
C068,2017,1,20
C068,2017,2,5
C068,2017,3,3
C068,2017,4,2
C068,2017,5,1
C068,2017,6,0
C068,2017,7,0
C068,2017,8,0
C068,2017,9,0
C068,2017,10,0
C068,2017,11,8
C068,2017,12,13
C024,2017,1,23
C024,2017,2,10
C024,2017,3,6
C024,2017,4,8
C024,2017,5,1
C024,2017,6,0
C024,2017,7,0
C024,2017,8,0
C024,2017,9,1
C024,2017,10,1
C024,2017,11,15
C024,2017,12,21
C00A,2017,1,18
C00A,2017,2,7
C00A,2017,3,5
C00A,2017,4,5
C00A,2017,5,1
C00A,2017,6,0
C00A,2017,7,0
C00A,2017,8,0
C00A,2017,9,0
C00A,2017,10,0
C00A,2017,11,6
C00A,2017,12,9
C047,2017,1,18
C047,2017,2,6
C047,2017,3,5
C047,2017,4,3
C047,2017,5,1
C047,2017,6,0
C047,2017,7,0
C047,2017,8,0
C047,2017,9,0
C047,2017,10,0
C047,2017,11,6
C047,2017,12,15
C031,2017,1,10
C031,2017,2,0
C031,2017,3,0
C031,2017,4,0
C031,2017,5,0
C031,2017,6,0
C031,2017,7,0
C031,2017,8,0
C031,2017,9,0
C031,2017,10,0
C031,2017,11,0
C031,2017,12,1
C041,2017,1,22
C041,2017,2,11
C041,2017,3,7
C041,2017,4,8
C041,2017,5,1
C041,2017,6,0
C041,2017,7,0
C041,2017,8,0
C041,2017,9,1
C041,2017,10,3
C041,2017,11,11
C041,2017,12,13
C055,2017,1,22
C055,2017,2,5
C055,2017,3,1
C055,2017,4,3
C055,2017,5,1
C055,2017,6,0
C055,2017,7,0
C055,2017,8,0
C055,2017,9,0
C055,2017,10,3
C055,2017,11,13
C055,2017,12,16
C060,2017,1,15
C060,2017,2,2
C060,2017,3,0
C060,2017,4,1
C060,2017,5,0
C060,2017,6,0
C060,2017,7,0
C060,2017,8,0
C060,2017,9,0
C060,2017,10,0
C060,2017,11,2
C060,2017,12,9
C0A1,2017,1,24
C0A1,2017,2,18
C0A1,2017,3,8
C0A1,2017,4,10
C0A1,2017,5,1
C0A1,2017,6,0
C0A1,2017,7,0
C0A1,2017,8,0
C0A1,2017,9,1
C0A1,2017,10,5
C0A1,2017,11,11
C0A1,2017,12,13
C021,2017,1,19
C021,2017,2,8
C021,2017,3,5
C021,2017,4,5
C021,2017,5,1
C021,2017,6,0
C021,2017,7,0
C021,2017,8,0
C021,2017,9,0
C021,2017,10,1
C021,2017,11,10
C021,2017,12,16
C030,2017,1,23
C030,2017,2,6
C030,2017,3,3
C030,2017,4,9
C030,2017,5,1
C030,2017,6,0
C030,2017,7,0
C030,2017,8,0
C030,2017,9,0
C030,2017,10,1
C030,2017,11,12
C030,2017,12,17
C051,2017,1,15
C051,2017,2,0
C051,2017,3,1
C051,2017,4,1
C051,2017,5,0
C051,2017,6,0
C051,2017,7,0
C051,2017,8,0
C051,2017,9,0
C051,2017,10,0
C051,2017,11,5
C051,2017,12,3
C0A0,2017,1,17
C0A0,2017,2,1
C0A0,2017,3,2
C0A0,2017,4,4
C0A0,2017,5,0
C0A0,2017,6,0
C0A0,2017,7,0
C0A0,2017,8,0
C0A0,2017,9,0
C0A0,2017,10,1
C0A0,2017,11,14
C0A0,2017,12,18
C049,2017,1,21
C049,2017,2,7
C049,2017,3,5
C049,2017,4,6
C049,2017,5,1
C049,2017,6,0
C049,2017,7,0
C049,2017,8,0
C049,2017,9,0
C049,2017,10,1
C049,2017,11,12
C049,2017,12,13
C00B,2017,5,1
C00B,2017,6,0
C00B,2017,7,0
C00B,2017,8,0
C00B,2017,9,0
C00B,2017,10,1
C00B,2017,11,13
C00B,2017,12,15
C020,2017,1,21
C020,2017,2,6
C020,2017,3,4
C020,2017,4,7
C020,2017,5,1
C020,2017,6,0
C020,2017,7,0
C020,2017,8,0
C020,2017,9,0
C020,2017,10,1
C020,2017,11,10
C020,2017,12,14
C070,2017,1,18
C070,2017,2,5
C070,2017,3,5
C070,2017,4,3
C070,2017,5,1
C070,2017,6,0
C070,2017,7,0
C070,2017,8,0
C070,2017,9,0
C070,2017,10,0
C070,2017,11,5
C070,2017,12,18
C050,2017,1,16
C050,2017,2,4
C050,2017,3,3
C050,2017,4,6
C050,2017,5,1
C050,2017,6,0
C050,2017,7,0
C050,2017,8,0
C050,2017,9,0
C050,2017,10,0
C050,2017,11,8
C050,2017,12,5
C0B1,2017,1,13
C0B1,2017,2,0
C0B1,2017,3,0
C0B1,2017,4,0
C0B1,2017,5,0
C0B1,2017,6,0
C0B1,2017,7,0
C0B1,2017,8,0
C0B1,2017,9,0
C0B1,2017,10,0
C0B1,2017,11,0
C0B1,2017,12,1
C079,2017,1,16
C079,2017,2,0
C079,2017,3,1
C079,2017,4,0
C079,2017,5,0
C079,2017,6,0
C079,2017,7,0
C079,2017,8,0
C079,2017,9,0
C079,2017,10,0
C079,2017,11,0
C079,2017,12,2
C0C1,2017,1,10
C0C1,2017,2,0
C0C1,2017,3,0
C0C1,2017,4,0
C0C1,2017,5,0
C0C1,2017,6,0
C0C1,2017,7,0
C0C1,2017,8,0
C0C1,2017,9,0
C0C1,2017,10,0
C0C1,2017,11,3
C0C1,2017,12,1
C061,2017,1,9
C061,2017,2,0
C061,2017,3,0
C061,2017,4,0
C061,2017,5,0
C061,2017,6,0
C061,2017,7,0
C061,2017,8,0
C061,2017,9,0
C061,2017,10,0
C061,2017,11,0
C061,2017,12,1
C032,2017,1,12
C032,2017,2,1
C032,2017,3,2
C032,2017,4,1
C032,2017,5,0
C032,2017,6,0
C032,2017,7,0
C032,2017,8,0
C032,2017,9,0
C032,2017,10,0
C032,2017,11,4
C032,2017,12,2
C002,2017,1,14
C002,2017,2,0
C002,2017,3,0
C002,2017,4,0
C002,2017,5,0
C002,2017,6,0
C002,2017,7,0
C002,2017,8,0
C002,2017,9,0
C002,2017,10,0
C002,2017,11,0
C002,2017,12,2
C0C2,2017,1,18
C0C2,2017,2,6
C0C2,2017,3,4
C0C2,2017,4,6
C0C2,2017,5,1
C0C2,2017,6,0
C0C2,2017,7,0
C0C2,2017,8,0
C0C2,2017,9,0
C0C2,2017,10,0
C0C2,2017,11,6
C0C2,2017,12,5
C069,2017,1,0
C069,2017,2,0
C069,2017,3,0
C069,2017,4,0
C069,2017,5,0
C069,2017,6,0
C069,2017,7,0
C069,2017,8,0
C069,2017,9,0
C069,2017,10,0
C069,2017,11,0
C069,2017,12,0
C0B6,2017,1,16
C0B6,2017,2,0
C0B6,2017,3,2
C0B6,2017,4,2
C0B6,2017,5,0
C0B6,2017,6,0
C0B6,2017,7,0
C0B6,2017,8,0
C0B6,2017,9,0
C0B6,2017,10,0
C0B6,2017,11,4
C0B6,2017,12,4
C0BE,2017,1,10
C0BE,2017,2,0
C0BE,2017,3,0
C0BE,2017,4,0
C0BE,2017,5,0
C0BE,2017,6,0
C0BE,2017,7,0
C0BE,2017,8,0
C0BE,2017,9,0
C0BE,2017,10,0
C0BE,2017,11,0
C0BE,2017,12,2
C065,2017,1,5
C065,2017,2,0
C065,2017,3,0
C065,2017,4,0
C065,2017,5,0
C065,2017,6,0
C065,2017,7,0
C065,2017,8,0
C065,2017,9,0
C065,2017,10,0
C065,2017,11,0
C065,2017,12,2
C003,2017,1,14
C003,2017,2,0
C003,2017,3,0
C003,2017,4,0
C003,2017,5,0
C003,2017,6,0
C003,2017,7,0
C003,2017,8,0
C003,2017,9,0
C003,2017,10,0
C003,2017,11,0
C003,2017,12,1
C039,2017,1,2
C039,2017,2,0
C039,2017,3,0
C039,2017,4,0
C039,2017,5,0
C039,2017,6,0
C039,2017,7,0
C039,2017,8,0
C039,2017,9,0
C039,2017,10,0
C039,2017,11,0
C039,2017,12,0
C075,2017,1,12
C075,2017,2,0
C075,2017,3,0
C075,2017,4,0
C075,2017,5,0
C075,2017,6,0
C075,2017,7,0
C075,2017,8,0
C075,2017,9,0
C075,2017,10,0
C075,2017,11,0
C075,2017,12,2
C074,2017,1,15
C074,2017,2,0
C074,2017,3,0
C074,2017,4,0
C074,2017,5,0
C074,2017,6,0
C074,2017,7,0
C074,2017,8,0
C074,2017,9,0
C074,2017,10,0
C074,2017,11,0
C074,2017,12,2
C009,2017,7,0
C009,2017,8,0
C009,2017,9,0
C009,2017,10,0
C009,2017,11,0
C009,2017,12,0
C038,2017,1,5
C038,2017,2,0
C038,2017,3,0
C038,2017,4,0
C038,2017,5,0
C038,2017,6,0
C038,2017,7,0
C038,2017,8,0
C038,2017,9,0
C038,2017,10,0
C038,2017,11,0
C038,2017,12,0
C033,2017,1,13
C033,2017,2,0
C033,2017,3,0
C033,2017,4,0
C033,2017,5,0
C033,2017,6,0
C033,2017,7,0
C033,2017,8,0
C033,2017,9,0
C033,2017,10,0
C033,2017,11,1
C033,2017,12,3
C0BD,2017,1,18
C0BD,2017,2,1
C0BD,2017,3,0
C0BD,2017,4,0
C0BD,2017,5,0
C0BD,2017,6,0
C0BD,2017,7,0
C0BD,2017,8,0
C0BD,2017,9,0
C0BD,2017,10,0
C0BD,2017,11,2
C0BD,2017,12,3
C036,2017,1,12
C036,2017,2,0
C036,2017,3,0
C036,2017,4,0
C036,2017,5,0
C036,2017,6,0
C036,2017,7,0
C036,2017,8,0
C036,2017,9,0
C036,2017,10,0
C036,2017,11,0
C036,2017,12,2
COD.,2017,1,ENE
COD.,2017,2,FEB
COD.,2017,3,MAR
COD.,2017,4,ABR
COD.,2017,5,MAY
COD.,2017,6,JUN
COD.,2017,7,JUL
COD.,2017,8,AGO
COD.,2017,9,SET
COD.,2017,10,OCT
COD.,2017,11,NOV
COD.,2017,12,DIC
,2017,4,DÍAS DE HELADA
C045,2017,1,6
C045,2017,2,0
C045,2017,3,1
C045,2017,4,0
C045,2017,5,0
C045,2017,6,0
C045,2017,7,0
C045,2017,8,0
C045,2017,9,0
C045,2017,10,0
C045,2017,11,0
C045,2017,12,1
C0B7,2017,1,17
C0B7,2017,2,1
C0B7,2017,3,0
C0B7,2017,4,1
C0B7,2017,5,0
C0B7,2017,6,0
C0B7,2017,7,0
C0B7,2017,8,0
C0B7,2017,9,0
C0B7,2017,10,0
C0B7,2017,11,2
C0B7,2017,12,3
C019,2017,1,4
C019,2017,2,0
C019,2017,3,0
C019,2017,4,0
C019,2017,5,0
C019,2017,6,0
C019,2017,7,0
C019,2017,8,0
C019,2017,9,0
C019,2017,10,0
C019,2017,11,0
C019,2017,12,0
C057,2017,1,13
C057,2017,2,0
C057,2017,3,0
C057,2017,4,0
C057,2017,5,0
C057,2017,6,0
C057,2017,7,0
C057,2017,8,0
C057,2017,9,0
C057,2017,10,0
C057,2017,11,0
C057,2017,12,2
C063,2017,1,16
C063,2017,2,0
C063,2017,3,0
C063,2017,4,0
C063,2017,5,0
C063,2017,6,0
C063,2017,7,0
C063,2017,8,0
C063,2017,9,0
C063,2017,10,0
C063,2017,11,5
C063,2017,12,4
C046,2017,1,12
C046,2017,2,1
C046,2017,3,3
C046,2017,4,2
C046,2017,5,0
C046,2017,6,0
C046,2017,7,0
C046,2017,8,0
C046,2017,9,0
C046,2017,10,0
C046,2017,11,2
C046,2017,12,6
C0BA,2017,1,9
C0BA,2017,2,0
C0BA,2017,3,0
C0BA,2017,4,0
C0BA,2017,5,0
C0BA,2017,6,0
C0BA,2017,7,0
C0BA,2017,8,0
C0BA,2017,9,0
C0BA,2017,10,0
C0BA,2017,11,0
C0BA,2017,12,0
C059,2017,1,16
C059,2017,2,2
C059,2017,3,2
C059,2017,4,1
C059,2017,5,0
C059,2017,6,0
C059,2017,7,0
C059,2017,8,0
C059,2017,9,0
C059,2017,10,0
C059,2017,11,2
C059,2017,12,4
C072,2017,1,14
C072,2017,2,4
C072,2017,3,5
C072,2017,4,2
C072,2017,5,0
C072,2017,6,0
C072,2017,7,0
C072,2017,8,0
C072,2017,9,0
C072,2017,10,0
C072,2017,11,2
C072,2017,12,10
C0B4,2017,1,14
C0B4,2017,2,0
C0B4,2017,3,0
C0B4,2017,4,0
C0B4,2017,5,0
C0B4,2017,6,0
C0B4,2017,7,0
C0B4,2017,8,0
C0B4,2017,9,0
C0B4,2017,10,0
C0B4,2017,11,1
C0B4,2017,12,1
C054,2017,1,21
C054,2017,2,7
C054,2017,3,3
C054,2017,4,5
C054,2017,5,1
C054,2017,6,0
C054,2017,7,0
C054,2017,8,0
C054,2017,9,0
C054,2017,10,2
C054,2017,11,11
C054,2017,12,13
C042,2017,1,2
C042,2017,2,0
C042,2017,3,0
C042,2017,4,0
C042,2017,5,0
C042,2017,6,0
C042,2017,7,0
C042,2017,8,0
C042,2017,9,0
C042,2017,10,0
C042,2017,11,0
C042,2017,12,0
C0B9,2017,1,15
C0B9,2017,2,0
C0B9,2017,3,1
C0B9,2017,4,0
C0B9,2017,5,0
C0B9,2017,6,0
C0B9,2017,7,0
C0B9,2017,8,0
C0B9,2017,9,0
C0B9,2017,10,0
C0B9,2017,11,1
C0B9,2017,12,2
C0C3,2017,1,15
C0C3,2017,2,0
C0C3,2017,3,1
C0C3,2017,4,0
C0C3,2017,5,0
C0C3,2017,6,0
C0C3,2017,7,0
C0C3,2017,8,0
C0C3,2017,9,0
C0C3,2017,10,0
C0C3,2017,11,1
C0C3,2017,12,1
C066,2017,1,11
C066,2017,2,0
C066,2017,3,1
C066,2017,4,0
C066,2017,5,0
C066,2017,6,0
C066,2017,7,0
C066,2017,8,0
C066,2017,9,0
C066,2017,10,0
C066,2017,11,1
C066,2017,12,4
C022,2017,1,21
C022,2017,2,3
C022,2017,3,6
C022,2017,4,3
C022,2017,5,1
C022,2017,6,0
C022,2017,7,0
C022,2017,8,0
C022,2017,9,0
C022,2017,10,0
C022,2017,11,6
C022,2017,12,8
C0B3,2017,1,15
C0B3,2017,2,1
C0B3,2017,3,2
C0B3,2017,4,0
C0B3,2017,5,0
C0B3,2017,6,0
C0B3,2017,7,0
C0B3,2017,8,0
C0B3,2017,9,0
C0B3,2017,10,0
C0B3,2017,11,5
C0B3,2017,12,3
C037,2017,1,12
C037,2017,2,0
C037,2017,3,0
C037,2017,4,0
C037,2017,5,0
C037,2017,6,0
C037,2017,7,0
C037,2017,8,0
C037,2017,9,0
C037,2017,10,0
C037,2017,11,0
C037,2017,12,1
C0E5,2017,1,17
C0E5,2017,2,0
C0E5,2017,3,0
C0E5,2017,4,0
C0E5,2017,5,0
C0E5,2017,6,0
C0E5,2017,7,0
C0E5,2017,8,0
C0E5,2017,9,0
C0E5,2017,10,0
C0E5,2017,11,4
C0E5,2017,12,5
C0DB,2017,1,19
C0DB,2017,2,2
C0DB,2017,3,1
C0DB,2017,4,2
C0DB,2017,5,0
C0DB,2017,6,0
C0DB,2017,7,0
C0DB,2017,8,0
C0DB,2017,9,0
C0DB,2017,10,0
C0DB,2017,11,6
C0DB,2017,12,7
C0D3,2017,1,18
C0D3,2017,2,0
C0D3,2017,3,0
C0D3,2017,4,1
C0D3,2017,5,0
C0D3,2017,6,0
C0D3,2017,7,0
C0D3,2017,8,0
C0D3,2017,9,0
C0D3,2017,10,0
C0D3,2017,11,1
C0D3,2017,12,6
C0DD,2017,1,16
C0DD,2017,2,0
C0DD,2017,3,0
C0DD,2017,4,0
C0DD,2017,5,0
C0DD,2017,6,0
C0DD,2017,7,0
C0DD,2017,8,0
C0DD,2017,9,0
C0DD,2017,10,0
C0DD,2017,11,0
C0DD,2017,12,4
C0E9,2017,1,16
C0E9,2017,2,1
C0E9,2017,3,0
C0E9,2017,4,0
C0E9,2017,5,0
C0E9,2017,6,0
C0E9,2017,7,0
C0E9,2017,8,0
C0E9,2017,9,0
C0E9,2017,10,0
C0E9,2017,11,0
C0E9,2017,12,1
C078,2017,1,15
C078,2017,2,0
C078,2017,3,0
C078,2017,4,0
C078,2017,5,0
C078,2017,6,0
C078,2017,7,0
C078,2017,8,0
C078,2017,9,0
C078,2017,10,0
C078,2017,11,0
C078,2017,12,0
C052,2017,1,17
C052,2017,2,0
C052,2017,3,0
C052,2017,4,1
C052,2017,5,0
C052,2017,6,0
C052,2017,7,0
C052,2017,8,0
C052,2017,9,0
C052,2017,10,0
C052,2017,11,2
C052,2017,12,4
C0E1,2017,1,19
C0E1,2017,2,0
C0E1,2017,3,0
C0E1,2017,4,2
C0E1,2017,5,0
C0E1,2017,6,0
C0E1,2017,7,0
C0E1,2017,8,0
C0E1,2017,9,0
C0E1,2017,10,0
C0E1,2017,11,3
C0E1,2017,12,5
C077,2017,1,18
C077,2017,2,0
C077,2017,3,0
C077,2017,4,0
C077,2017,5,0
C077,2017,6,0
C077,2017,7,0
C077,2017,8,0
C077,2017,9,0
C077,2017,10,0
C077,2017,11,1
C077,2017,12,3
C080,2017,1,18
C080,2017,2,1
C080,2017,3,0
C080,2017,4,1
C080,2017,5,0
C080,2017,6,0
C080,2017,7,0
C080,2017,8,0
C080,2017,9,0
C080,2017,10,0
C080,2017,11,4
C080,2017,12,5
C0E8,2017,1,17
C0E8,2017,2,0
C0E8,2017,3,0
C0E8,2017,4,0
C0E8,2017,5,0
C0E8,2017,6,0
C0E8,2017,7,0
C0E8,2017,8,0
C0E8,2017,9,0
C0E8,2017,10,0
C0E8,2017,11,1
C0E8,2017,12,4
C023,2017,1,17
C023,2017,2,0
C023,2017,3,1
C023,2017,4,2
C023,2017,5,0
C023,2017,6,0
C023,2017,7,0
C023,2017,8,0
C023,2017,9,0
C023,2017,10,0
C023,2017,11,4
C023,2017,12,6
C084,2017,1,14
C084,2017,2,0
C084,2017,3,0
C084,2017,4,0
C084,2017,5,0
C084,2017,6,0
C084,2017,7,0
C084,2017,8,0
C084,2017,9,0
C084,2017,10,0
C084,2017,11,0
C084,2017,12,2
C0EA,2017,1,15
C0EA,2017,2,0
C0EA,2017,3,0
C0EA,2017,4,0
C0EA,2017,5,0
C0EA,2017,6,0
C0EA,2017,7,0
C0EA,2017,8,0
C0EA,2017,9,0
C0EA,2017,10,0
C0EA,2017,11,1
C0EA,2017,12,2
C026,2017,1,19
C026,2017,2,6
C026,2017,3,3
C026,2017,4,5
C026,2017,5,1
C026,2017,6,0
C026,2017,7,0
C026,2017,8,0
C026,2017,9,0
C026,2017,10,0
C026,2017,11,9
C026,2017,12,10
C058,2017,1,16
C058,2017,2,2
C058,2017,3,0
C058,2017,4,0
C058,2017,5,0
C058,2017,6,0
C058,2017,7,0
C058,2017,8,0
C058,2017,9,0
C058,2017,10,0
C058,2017,11,2
C058,2017,12,4
C0F0,2017,1,16
C0F0,2017,2,0
C0F0,2017,3,0
C0F0,2017,4,0
C0F0,2017,5,0
C0F0,2017,6,0
C0F0,2017,7,0
C0F0,2017,8,0
C0F0,2017,9,0
C0F0,2017,10,0
C0F0,2017,11,0
C0F0,2017,12,1
C0F1,2017,10,0
C0F1,2017,11,1
C0F1,2017,12,3
C0E7,2017,1,17
C0E7,2017,2,0
C0E7,2017,3,0
C0E7,2017,4,0
C0E7,2017,5,0
C0E7,2017,6,0
C0E7,2017,7,0
C0E7,2017,8,0
C0E7,2017,9,0
C0E7,2017,10,0
C0E7,2017,11,0
C0E7,2017,12,3
C018,2017,1,4
C018,2017,2,0
C018,2017,3,0
C018,2017,4,0
C018,2017,5,0
C018,2017,6,0
C018,2017,7,0
C018,2017,8,0
C018,2017,9,0
C018,2017,10,0
C018,2017,11,0
C018,2017,12,0
C0DC,2017,1,16
C0DC,2017,2,0
C0DC,2017,3,0
C0DC,2017,4,0
C0DC,2017,5,0
C0DC,2017,6,0
C0DC,2017,7,0
C0DC,2017,8,0
C0DC,2017,9,0
C0DC,2017,10,0
C0DC,2017,11,0
C0DC,2017,12,1
C071,2017,1,7
C071,2017,2,0
C071,2017,3,0
C071,2017,4,0
C071,2017,5,0
C071,2017,6,0
C071,2017,7,0
C071,2017,8,0
C071,2017,9,0
C071,2017,10,0
C071,2017,11,0
C071,2017,12,3
C0EC,2017,1,13
C0EC,2017,2,0
C0EC,2017,3,0
C0EC,2017,4,0
C0EC,2017,5,0
C0EC,2017,6,0
C0EC,2017,7,0
C0EC,2017,8,0
C0EC,2017,9,0
C0EC,2017,10,0
C0EC,2017,11,0
C0EC,2017,12,2
C0DE,2017,1,11
C0DE,2017,2,0
C0DE,2017,3,0
C0DE,2017,4,0
C0DE,2017,5,0
C0DE,2017,6,0
C0DE,2017,7,0
C0DE,2017,8,0
C0DE,2017,9,0
C0DE,2017,10,0
C0DE,2017,11,5
C0DE,2017,12,5
C017,2017,1,10
C017,2017,2,0
C017,2017,3,0
C017,2017,4,0
C017,2017,5,0
C017,2017,6,0
C017,2017,7,0
C017,2017,8,0
C017,2017,9,0
C017,2017,10,0
C017,2017,11,0
C017,2017,12,1
C0F4,2017,1,18
C0F4,2017,2,0
C0F4,2017,3,0
C0F4,2017,4,0
C0F4,2017,5,0
C0F4,2017,6,0
C0F4,2017,7,0
C0F4,2017,8,0
C0F4,2017,9,0
C0F4,2017,10,0
C0F4,2017,11,0
C0F4,2017,12,3
C0D1,2017,1,16
C0D1,2017,2,0
C0D1,2017,3,1
C0D1,2017,4,2
C0D1,2017,5,0
C0D1,2017,6,0
C0D1,2017,7,0
C0D1,2017,8,0
C0D1,2017,9,0
C0D1,2017,10,0
C0D1,2017,11,1
C0D1,2017,12,3
C043,2017,1,16
C043,2017,2,0
C043,2017,3,0
C043,2017,4,0
C043,2017,5,0
C043,2017,6,0
C043,2017,7,0
C043,2017,8,0
C043,2017,9,0
C043,2017,10,0
C043,2017,11,0
C043,2017,12,5
C0D2,2017,1,16
C0D2,2017,2,0
C0D2,2017,3,0
C0D2,2017,4,0
C0D2,2017,5,0
C0D2,2017,6,0
C0D2,2017,7,0
C0D2,2017,8,0
C0D2,2017,9,0
C0D2,2017,10,0
C0D2,2017,11,0
C0D2,2017,12,3
C007,2017,1,8
C007,2017,2,0
C007,2017,3,0
C007,2017,4,0
C007,2017,5,0
C007,2017,6,0
C007,2017,7,0
C007,2017,8,0
C007,2017,9,0
C007,2017,10,0
C007,2017,11,0
C007,2017,12,0
C0D0,2017,1,16
C0D0,2017,2,0
C0D0,2017,3,0
C0D0,2017,4,1
C0D0,2017,5,0
C0D0,2017,6,0
C0D0,2017,7,0
C0D0,2017,8,0
C0D0,2017,9,0
C0D0,2017,10,0
C0D0,2017,11,3
C0D0,2017,12,3
C064,2017,1,4
C064,2017,2,0
C064,2017,3,0
C064,2017,4,0
C064,2017,5,0
C064,2017,6,0
C064,2017,7,0
C064,2017,8,0
C064,2017,9,0
C064,2017,10,0
C064,2017,11,0
C064,2017,12,0
C028,2017,1,12
C028,2017,2,0
C028,2017,3,0
C028,2017,4,0
C028,2017,5,0
C028,2017,6,0
C028,2017,7,0
C028,2017,8,0
C028,2017,9,0
C028,2017,10,0
C028,2017,11,0
C028,2017,12,4
C029,2017,1,13
C029,2017,2,0
C029,2017,3,0
C029,2017,4,0
C029,2017,5,0
C029,2017,6,0
C029,2017,7,0
C029,2017,8,0
C029,2017,9,0
C029,2017,10,0
C029,2017,11,1
C029,2017,12,1
C076,2018,1,10
C076,2018,2,14
C076,2018,3,6
C076,2018,4,1
C076,2018,5,0
C076,2018,6,0
C076,2018,7,0
C076,2018,8,0
C076,2018,9,0
C076,2018,10,2
C076,2018,11,1
C076,2018,12,7
C0A4,2018,1,13
C0A4,2018,2,15
C0A4,2018,3,7
C0A4,2018,4,1
C0A4,2018,5,2
C0A4,2018,6,0
C0A4,2018,7,0
C0A4,2018,8,0
C0A4,2018,9,0
C0A4,2018,10,2
C0A4,2018,11,4
C0A4,2018,12,13
C056,2018,1,10
C056,2018,2,15
C056,2018,3,4
C056,2018,4,0
C056,2018,5,0
C056,2018,6,0
C056,2018,7,0
C056,2018,8,0
