code,year,month,humedad_media_diaria
C0F0,2016,8,84.7
C0F0,2016,9,88.0
C0F0,2016,10,90.4
C0F0,2016,11,92.2
C0F0,2016,12,88.5
C0E7,2016,1,83.3
C0E7,2016,2,84.0
C0E7,2016,3,81.7
C0E7,2016,4,73.4
C0E7,2016,5,75.5
C0E7,2016,6,77.6
C0E7,2016,7,78.7
C0E7,2016,8,74.1
C0E7,2016,9,79.6
C0E7,2016,10,83.7
C0E7,2016,11,87.4
C0E7,2016,12,86.4
C018,2016,1,79.5
C018,2016,2,73.9
C018,2016,3,72.0
C018,2016,4,66.6
C018,2016,5,72.4
C018,2016,6,78.6
C018,2016,7,76.9
C018,2016,8,82.5
C018,2016,9,89.0
C018,2016,10,86.8
C018,2016,12,72.5
C0DC,2016,1,85.8
C0DC,2016,2,87.7
C0DC,2016,3,86.8
C0DC,2016,4,78.2
C0DC,2016,5,79.3
C0DC,2016,6,84.3
C0DC,2016,7,86.1
C0DC,2016,8,83.4
C0DC,2016,9,87.0
C0DC,2016,10,90.2
C0DC,2016,11,92.3
C0DC,2016,12,89.8
C071,2016,1,74.3
C071,2016,2,79.9
C071,2016,3,79.4
C071,2016,4,74.2
C071,2016,5,79.0
C071,2016,6,86.0
C071,2016,7,86.1
C071,2016,8,81.6
C071,2016,9,84.2
C071,2016,10,75.2
C071,2016,11,81.6
C071,2016,12,70.9
C0EC,2016,1,75.3
C0EC,2016,2,79.0
C0EC,2016,3,78.0
C0EC,2016,4,70.9
C0EC,2016,5,74.3
C0EC,2016,6,80.0
C0EC,2016,7,81.8
C0EC,2016,8,79.4
C0EC,2016,9,82.1
C0EC,2016,10,84.9
C0EC,2016,11,86.4
C0EC,2016,12,78.1
C0DE,2016,1,87.7
C0DE,2016,2,88.4
C0DE,2016,3,87.4
C0DE,2016,4,80.9
C0DE,2016,5,82.8
C0DE,2016,6,87.1
C0DE,2016,7,89.6
C0DE,2016,8,86.4
C0DE,2016,9,90.6
C0DE,2016,10,92.6
C0DE,2016,11,92.6
C0DE,2016,12,89.9
C017,2016,1,74.2
C017,2016,2,78.5
C017,2016,3,76.9
C017,2016,4,71.1
C017,2016,5,76.1
C017,2016,6,83.6
C017,2016,7,84.2
C017,2016,8,82.1
C017,2016,9,85.2
C017,2016,10,84.8
C017,2016,11,86.9
C017,2016,12,78.9
C0F4,2016,1,73.6
C0F4,2016,2,76.0
C0F4,2016,3,72.8
C0F4,2016,4,66.9
C0F4,2016,5,69.7
C0F4,2016,6,74.4
C0F4,2016,7,74.7
C0F4,2016,8,73.4
C0F4,2016,9,76.2
C0F4,2016,10,77.8
C0F4,2016,11,81.5
C0F4,2016,12,75.6
C0D1,2016,1,81.2
C0D1,2016,2,84.9
C0D1,2016,3,83.3
C0D1,2016,4,76.5
C0D1,2016,5,75.0
C0D1,2016,6,78.4
C0D1,2016,7,81.0
C0D1,2016,8,77.2
C0D1,2016,9,81.2
C0D1,2016,10,83.8
C0D1,2016,11,88.3
C0D1,2016,12,88.8
C043,2016,1,83.4
C043,2016,2,83.6
C043,2016,3,84.1
C043,2016,4,75.6
C043,2016,5,79.3
C043,2016,6,83.1
C043,2016,7,84.1
C043,2016,8,79.5
C043,2016,9,83.8
C043,2016,10,86.2
C043,2016,11,87.7
C043,2016,12,85.5
C007,2016,1,69.6
C007,2016,2,73.6
C007,2016,3,69.4
C007,2016,4,62.9
C007,2016,5,72.5
C007,2016,6,81.0
C007,2016,7,79.4
C007,2016,8,80.0
C007,2016,9,79.3
C007,2016,10,79.0
C007,2016,11,80.6
C007,2016,12,61.4
C0D0,2016,1,77.3
C0D0,2016,2,82.0
C0D0,2016,3,81.3
C0D0,2016,4,73.9
C0D0,2016,5,73.6
C0D0,2016,6,77.5
C0D0,2016,7,81.0
C0D0,2016,8,74.9
C0D0,2016,9,78.9
C0D0,2016,10,82.3
C0D0,2016,11,83.3
C0D0,2016,12,84.6
C064,2016,1,69.5
C064,2016,2,75.1
C064,2016,3,74.3
C064,2016,4,68.9
C064,2016,5,75.1
C064,2016,6,81.2
C064,2016,7,80.6
C064,2016,8,79.5
C064,2016,9,80.1
C064,2016,10,78.5
C064,2016,11,78.2
C064,2016,12,73.0
C028,2016,1,81.2
C028,2016,2,82.8
C028,2016,3,84.0
C028,2016,4,77.6
C028,2016,5,78.9
C028,2016,6,82.9
C028,2016,7,85.9
C028,2016,8,76.3
C028,2016,9,82.2
C028,2016,10,79.9
C028,2016,11,82.6
C028,2016,12,79.4
C029,2016,1,76.2
C029,2016,2,78.9
C029,2016,3,79.7
C029,2016,4,72.8
C029,2016,5,77.0
C029,2016,6,83.0
C029,2016,7,85.4
C029,2016,8,81.9
C029,2016,9,84.6
C029,2016,10,85.0
C029,2016,11,83.4
C029,2016,12,78.9
C076,2017,1,88.0
C076,2017,2,83.1
C076,2017,3,78.8
C076,2017,4,74.9
C076,2017,5,72.2
C076,2017,6,80.1
C076,2017,7,74.6
C076,2017,8,73.3
C076,2017,9,80.1
C076,2017,10,81.6
C076,2017,11,86.7
C076,2017,12,91.0
C0A4,2017,3,75.5
C0A4,2017,4,72.3
C0A4,2017,5,71.0
C0A4,2017,6,78.4
C0A4,2017,7,71.4
C0A4,2017,8,71.0
C0A4,2017,9,78.4
C0A4,2017,10,78.5
C0A4,2017,11,83.1
C0A4,2017,12,89.0
C056,2017,1,88.0
C056,2017,2,79.6
C056,2017,3,74.5
C056,2017,4,69.5
C056,2017,5,69.1
C056,2017,6,78.2
C056,2017,7,73.2
C056,2017,8,71.5
C056,2017,9,80.3
C056,2017,10,78.7
C056,2017,11,85.6
C056,2017,12,92.5
C035,2017,1,98.4
C035,2017,2,95.7
C035,2017,3,90.1
C035,2017,4,80.6
C035,2017,5,74.0
C035,2017,6,83.6
C035,2017,7,80.2
C035,2017,8,78.8
C035,2017,9,83.3
C035,2017,10,81.1
C035,2017,11,86.9
C035,2017,12,91.3
C0A3,2017,1,81.1
C0A3,2017,2,79.5
C0A3,2017,3,72.3
C0A3,2017,4,71.0
C0A3,2017,5,68.5
C0A3,2017,6,73.7
C0A3,2017,7,68.0
C0A3,2017,8,67.5
C0A3,2017,9,77.1
C0A3,2017,10,77.4
C0A3,2017,11,84.7
C0A3,2017,12,90.1
C016,2017,1,88.7
C016,2017,2,84.2
C016,2017,3,76.8
C016,2017,4,72.5
C016,2017,5,71.9
C016,2017,6,79.4
C016,2017,7,74.2
C016,2017,8,72.7
C016,2017,9,79.1
C016,2017,10,79.7
C016,2017,11,84.1
C016,2017,12,89.8
C025,2017,1,83.0
C025,2017,2,80.0
C025,2017,3,77.0
C025,2017,4,74.9
C025,2017,5,74.9
C025,2017,6,85.0
C025,2017,7,82.1
C025,2017,8,80.3
C025,2017,9,85.2
C025,2017,10,79.9
C025,2017,11,83.2
C025,2017,12,90.4
C0A2,2017,1,92.3
C0A2,2017,2,83.8
C0A2,2017,3,74.1
C0A2,2017,4,68.1
C0A2,2017,5,73.2
C0A2,2017,6,78.0
C0A2,2017,7,72.9
C0A2,2017,8,70.7
C0A2,2017,9,80.6
C0A2,2017,10,80.5
C0A2,2017,11,86.8
C0A2,2017,12,94.6
C034,2017,1,83.6
C034,2017,2,81.5
C034,2017,3,75.6
C034,2017,4,70.0
C034,2017,5,72.2
C034,2017,6,75.3
C034,2017,7,67.8
C034,2017,8,66.0
C034,2017,9,72.9
C034,2017,10,74.3
C034,2017,11,81.4
C034,2017,12,86.3
C0AA,2017,1,90.7
C0AA,2017,2,86.4
C0AA,2017,3,83.1
C0AA,2017,4,78.6
C0AA,2017,5,78.0
C0AA,2017,6,85.0
C0AA,2017,7,79.4
C0AA,2017,8,77.4
C0AA,2017,9,82.9
C0AA,2017,10,82.3
C0AA,2017,11,86.9
C0AA,2017,12,92.7
C067,2017,1,83.1
C067,2017,3,79.9
C067,2017,4,82.1
C067,2017,5,74.5
C067,2017,6,78.8
C067,2017,7,76.5
C067,2017,8,75.8
C067,2017,9,81.3
C067,2017,10,80.0
C067,2017,11,83.5
C067,2017,12,89.4
C040,2017,1,80.6
C040,2017,2,77.2
C040,2017,3,71.8
C040,2017,4,66.1
C040,2017,5,66.6
C040,2017,6,75.9
C040,2017,7,73.2
C040,2017,8,72.5
C040,2017,9,76.2
C040,2017,10,76.1
C040,2017,11,77.7
C040,2017,12,84.2
C044,2017,1,87.3
C044,2017,2,86.6
C044,2017,3,83.4
C044,2017,4,76.4
C044,2017,5,78.4
C044,2017,6,87.3
C044,2017,7,85.6
C044,2017,8,84.0
C044,2017,9,87.9
C044,2017,10,86.9
C044,2017,11,88.7
C044,2017,12,93.6
C048,2017,1,82.5
C048,2017,2,85.2
C048,2017,3,77.3
C048,2017,4,68.0
C048,2017,5,69.6
C048,2017,6,79.9
C048,2017,7,78.0
C048,2017,8,75.2
C048,2017,9,80.9
C048,2017,10,72.8
C048,2017,11,79.2
C048,2017,12,92.7
C068,2017,1,83.0
C068,2017,2,77.3
C068,2017,3,74.4
C068,2017,4,66.5
C068,2017,5,66.3
C068,2017,6,75.5
C068,2017,7,71.5
C068,2017,8,70.1
C068,2017,9,77.4
C068,2017,10,75.4
C068,2017,11,80.3
C068,2017,12,88.0
C024,2017,1,84.2
C024,2017,2,83.2
C024,2017,3,78.6
C024,2017,4,69.0
C024,2017,5,70.5
C024,2017,6,77.5
C024,2017,7,74.8
C024,2017,8,72.5
C024,2017,9,83.0
C024,2017,10,80.7
C024,2017,11,83.8
C024,2017,12,90.2
C00A,2017,1,79.8
C00A,2017,2,83.2
C00A,2017,3,77.1
C00A,2017,4,67.7
C00A,2017,5,71.6
C00A,2017,6,76.2
C00A,2017,7,62.1
C00A,2017,8,61.8
C00A,2017,9,70.7
C00A,2017,10,71.6
C00A,2017,11,78.2
C00A,2017,12,87.6
C047,2017,1,82.2
C047,2017,2,77.6
C047,2017,3,70.8
C047,2017,4,70.8
C047,2017,5,72.2
C047,2017,6,82.3
C047,2017,7,80.5
C047,2017,8,78.4
C047,2017,9,84.6
C047,2017,10,77.5
C047,2017,11,82.1
C047,2017,12,94.4
C031,2017,1,73.9
C031,2017,2,80.7
C031,2017,3,69.0
C031,2017,4,55.5
C031,2017,5,60.6
C031,2017,6,64.9
C031,2017,7,61.5
C031,2017,8,60.2
C031,2017,9,66.7
C031,2017,10,66.9
C031,2017,11,73.6
C031,2017,12,86.3
C041,2017,1,86.5
C041,2017,2,85.7
C041,2017,3,78.0
C041,2017,4,70.2
C041,2017,5,72.2
C041,2017,6,78.5
C041,2017,7,72.9
C041,2017,8,71.5
C041,2017,9,79.9
C041,2017,10,81.5
C041,2017,11,88.9
C041,2017,12,93.4
C055,2017,1,83.8
C055,2017,2,80.3
C055,2017,3,76.9
C055,2017,4,74.1
C055,2017,5,74.1
C055,2017,6,79.2
C055,2017,7,74.2
C055,2017,8,73.4
C055,2017,9,79.3
C055,2017,10,79.0
C055,2017,11,83.3
C055,2017,12,88.5
C060,2017,1,76.1
C060,2017,2,79.8
C060,2017,3,69.3
C060,2017,4,56.8
C060,2017,5,61.5
C060,2017,6,67.9
C060,2017,7,63.2
C060,2017,8,63.1
C060,2017,9,67.7
C060,2017,10,69.8
C060,2017,11,75.6
C060,2017,12,82.2
C0A1,2017,1,82.4
C0A1,2017,2,79.8
C0A1,2017,3,75.3
C0A1,2017,4,73.1
C0A1,2017,5,72.9
C0A1,2017,6,79.8
C0A1,2017,7,71.7
C0A1,2017,8,71.4
C0A1,2017,9,77.9
C0A1,2017,10,77.1
C0A1,2017,11,81.7
C0A1,2017,12,86.2
C021,2017,1,83.5
C021,2017,2,84.4
C021,2017,3,78.8
C021,2017,4,69.8
C021,2017,5,71.3
C021,2017,6,78.6
C021,2017,7,75.6
C021,2017,8,72.7
C021,2017,9,82.5
C021,2017,10,79.5
C021,2017,11,82.7
C021,2017,12,93.7
C030,2017,1,87.5
C030,2017,3,80.7
C030,2017,4,74.9
C030,2017,5,68.9
C030,2017,6,77.1
C030,2017,7,68.4
C030,2017,8,67.8
C030,2017,9,76.5
C030,2017,10,75.2
C030,2017,11,81.6
C030,2017,12,88.5
C051,2017,1,78.6
C051,2017,2,70.0
C051,2017,3,69.1
C051,2017,4,69.3
C051,2017,5,67.0
C051,2017,6,76.2
C051,2017,7,73.8
C051,2017,8,72.5
C051,2017,9,76.9
C051,2017,10,73.8
C051,2017,11,78.0
C051,2017,12,81.8
C0A0,2017,1,93.4
C0A0,2017,2,87.9
C0A0,2017,3,85.7
C0A0,2017,4,79.4
C0A0,2017,5,79.6
C0A0,2017,6,85.4
C0A0,2017,7,79.9
C0A0,2017,8,79.7
C0A0,2017,9,85.0
C0A0,2017,10,85.1
C0A0,2017,11,89.3
C0A0,2017,12,94.7
C049,2017,1,84.1
C049,2017,2,80.8
C049,2017,3,75.8
C049,2017,4,69.1
C049,2017,5,69.2
C049,2017,6,74.7
C049,2017,7,68.7
C049,2017,8,67.4
C049,2017,9,73.8
C049,2017,10,76.1
C049,2017,11,82.6
C049,2017,12,86.7
C00B,2017,5,71.8
C00B,2017,6,77.7
C00B,2017,7,72.2
C00B,2017,8,69.5
C00B,2017,9,77.0
C00B,2017,10,75.3
C00B,2017,11,81.7
C00B,2017,12,87.1
C020,2017,1,88.3
C020,2017,2,80.3
C020,2017,3,75.3
C020,2017,4,70.8
C020,2017,5,70.6
C020,2017,6,75.5
C020,2017,7,69.9
C020,2017,8,68.6
C020,2017,9,76.0
C020,2017,10,74.5
C020,2017,11,81.2
C020,2017,12,85.9
C070,2017,1,88.2
C070,2017,2,89.1
C070,2017,3,75.5
C070,2017,4,69.0
C070,2017,5,70.3
C070,2017,6,82.8
C070,2017,7,79.8
C070,2017,8,78.2
C070,2017,9,81.4
C070,2017,10,74.9
C070,2017,11,80.9
C070,2017,12,94.6
C050,2017,1,83.5
C050,2017,2,79.0
C050,2017,3,71.4
C050,2017,4,65.5
C050,2017,5,66.6
C050,2017,6,68.4
C050,2017,7,61.2
C050,2017,8,60.9
C050,2017,9,66.8
C050,2017,10,69.8
C050,2017,11,76.4
C050,2017,12,83.6
C0B1,2017,1,78.6
C0B1,2017,2,72.5
C0B1,2017,3,72.1
C0B1,2017,4,72.3
C0B1,2017,5,72.6
C0B1,2017,6,79.8
C0B1,2017,7,80.0
C0B1,2017,8,80.2
C0B1,2017,9,83.9
C0B1,2017,10,83.6
C0B1,2017,11,83.6
C0B1,2017,12,86.2
C079,2017,1,88.5
C079,2017,2,74.1
C079,2017,3,73.2
C079,2017,4,71.7
C079,2017,5,71.8
C079,2017,6,79.4
C079,2017,7,80.0
C079,2017,8,81.1
C079,2017,9,85.3
C079,2017,10,85.9
C079,2017,11,87.0
C079,2017,12,91.6
C0C1,2017,1,83.5
C0C1,2017,2,77.7
C0C1,2017,3,76.2
C0C1,2017,4,74.4
C0C1,2017,5,73.8
C0C1,2017,6,78.7
C0C1,2017,7,77.8
C0C1,2017,8,78.0
C0C1,2017,9,81.7
C0C1,2017,10,81.4
C0C1,2017,11,84.2
C0C1,2017,12,86.9
C061,2017,1,77.7
C061,2017,2,73.8
C061,2017,3,73.9
C061,2017,4,76.0
C061,2017,5,75.7
C061,2017,6,88.5
C061,2017,7,92.0
C061,2017,8,90.6
C061,2017,9,92.0
C061,2017,10,84.6
C061,2017,11,82.6
C061,2017,12,89.0
C032,2017,1,81.6
C032,2017,2,74.3
C032,2017,3,72.7
C032,2017,4,71.6
C032,2017,5,70.8
C032,2017,6,78.4
C032,2017,7,77.0
C032,2017,8,76.8
C032,2017,9,80.8
C032,2017,10,80.7
C032,2017,11,84.1
C002,2017,1,78.3
C002,2017,2,73.0
C002,2017,3,73.1
C002,2017,4,72.8
C002,2017,5,73.0
C002,2017,6,77.2
C002,2017,7,78.1
C002,2017,8,78.1
C002,2017,9,79.3
C002,2017,10,84.5
C002,2017,11,82.5
C002,2017,12,85.4
C0C2,2017,1,83.0
C0C2,2017,2,78.7
C0C2,2017,3,76.6
C0C2,2017,4,75.2
C0C2,2017,5,74.0
C0C2,2017,6,79.5
C0C2,2017,7,79.1
C0C2,2017,8,77.8
C0C2,2017,9,83.1
C0C2,2017,10,83.0
C0C2,2017,11,86.6
C0C2,2017,12,89.2
C069,2017,1,77.0
C069,2017,2,73.9
C069,2017,3,76.0
C069,2017,4,76.8
C069,2017,5,78.4
C069,2017,6,86.6
C069,2017,7,88.3
C069,2017,8,86.1
C069,2017,9,87.0
C069,2017,10,83.1
C069,2017,11,75.7
C069,2017,12,81.8
C0B6,2017,1,86.5
C0B6,2017,2,79.0
C0B6,2017,3,79.3
C0B6,2017,4,77.8
C0B6,2017,5,76.1
C0B6,2017,6,82.5
C0B6,2017,7,81.4
C0B6,2017,8,81.7
C0B6,2017,9,86.4
C0B6,2017,10,85.8
C0B6,2017,11,88.8
C0B6,2017,12,93.5
C0BE,2017,1,84.5
C0BE,2017,2,79.8
C0BE,2017,3,80.3
C0BE,2017,4,79.0
C0BE,2017,5,77.9
C0BE,2017,6,82.6
C0BE,2017,7,83.3
C0BE,2017,8,85.0
C0BE,2017,9,86.7
C0BE,2017,10,87.0
C065,2017,1,73.0
C065,2017,2,73.9
C065,2017,3,74.9
C065,2017,4,74.0
C065,2017,5,75.9
C065,2017,6,85.2
C065,2017,7,85.9
C065,2017,8,83.3
C065,2017,9,91.9
C065,2017,10,75.8
C065,2017,11,77.5
C065,2017,12,86.9
C003,2017,1,76.8
C003,2017,2,71.4
C003,2017,3,71.7
C003,2017,4,71.7
C003,2017,5,70.5
C003,2017,6,77.6
C003,2017,7,78.2
C003,2017,8,77.4
C003,2017,9,80.9
C003,2017,10,79.8
C003,2017,11,82.8
C003,2017,12,91.6
C039,2017,1,100.0
C039,2017,2,89.6
C039,2017,3,67.8
C039,2017,4,68.7
C039,2017,5,70.1
C039,2017,6,79.2
C039,2017,7,79.3
C039,2017,8,77.0
C039,2017,9,80.0
C039,2017,10,78.9
C039,2017,11,77.7
C039,2017,12,81.4
C075,2017,7,80.9
C075,2017,8,81.7
C075,2017,9,85.3
C075,2017,10,84.2
C075,2017,11,84.4
C075,2017,12,88.8
C074,2017,1,87.0
C074,2017,2,78.4
C074,2017,3,76.9
C074,2017,4,74.7
C074,2017,5,75.0
C074,2017,6,84.0
C074,2017,7,82.2
C074,2017,8,82.9
C074,2017,9,87.2
C074,2017,10,86.7
C074,2017,11,87.8
C074,2017,12,90.7
C009,2017,8,76.7
C009,2017,9,80.9
C009,2017,10,80.9
C009,2017,11,82.4
C009,2017,12,83.6
C038,2017,1,71.5
C038,2017,2,67.6
C038,2017,3,67.1
C038,2017,4,67.8
C038,2017,5,68.1
C038,2017,6,75.5
C038,2017,7,75.9
C038,2017,8,74.2
C038,2017,9,76.6
C038,2017,10,75.0
C038,2017,11,73.3
C038,2017,12,77.2
C033,2017,1,89.4
C033,2017,2,80.5
C033,2017,3,74.1
C033,2017,4,74.0
C033,2017,5,68.8
C033,2017,6,80.5
C033,2017,7,80.0
C033,2017,8,78.6
C033,2017,9,83.0
C033,2017,10,80.3
C033,2017,11,82.1
C033,2017,12,86.6
C0BD,2017,1,84.2
C0BD,2017,2,80.4
C0BD,2017,3,79.8
C0BD,2017,4,76.5
C0BD,2017,5,76.5
C0BD,2017,6,82.9
C0BD,2017,7,83.3
C0BD,2017,8,84.1
C0BD,2017,9,86.1
C0BD,2017,10,87.0
C0BD,2017,11,87.8
C0BD,2017,12,88.8
C036,2017,1,83.4
C036,2017,2,75.7
C036,2017,3,74.9
C036,2017,4,74.8
C036,2017,5,75.1
C036,2017,6,89.8
C036,2017,7,86.2
C036,2017,8,84.4
C036,2017,9,90.6
C036,2017,10,87.5
C036,2017,11,89.4
C036,2017,12,96.7
C045,2017,1,84.5
C045,2017,2,85.8
C045,2017,3,83.6
C045,2017,4,79.7
C045,2017,5,80.6
C045,2017,6,90.0
C045,2017,7,91.2
C045,2017,8,90.8
C045,2017,9,92.5
C045,2017,10,83.0
C045,2017,11,84.7
C045,2017,12,95.9
C0B7,2017,1,82.4
C0B7,2017,2,73.7
C0B7,2017,3,72.1
C0B7,2017,4,71.8
C0B7,2017,5,71.1
C0B7,2017,6,78.1
C0B7,2017,7,77.4
C0B7,2017,8,77.8
C0B7,2017,9,83.1
C0B7,2017,10,81.1
C0B7,2017,11,83.0
C0B7,2017,12,85.1
C019,2017,1,81.8
C019,2017,2,78.1
C019,2017,3,78.6
C019,2017,4,77.4
C019,2017,5,78.1
C019,2017,6,86.5
C019,2017,7,88.0
C019,2017,8,85.2
C019,2017,9,85.8
C019,2017,10,80.2
C019,2017,11,76.3
C019,2017,12,84.0
C057,2017,1,80.8
C057,2017,2,76.4
C057,2017,3,77.5
C057,2017,4,76.4
C057,2017,5,76.0
C057,2017,6,83.8
C057,2017,7,84.7
C057,2017,8,83.6
C057,2017,9,90.5
C057,2017,10,98.0
C057,2017,11,97.9
C057,2017,12,99.2
C063,2017,1,81.2
C063,2017,2,76.3
C063,2017,3,76.4
C063,2017,4,74.9
C063,2017,5,74.4
C063,2017,6,78.0
C063,2017,7,81.1
C063,2017,8,82.6
C063,2017,9,85.4
C063,2017,10,86.1
C063,2017,11,85.8
C063,2017,12,87.1
C046,2017,1,78.4
C046,2017,2,83.3
C046,2017,3,80.3
C046,2017,4,77.1
C046,2017,5,74.9
C046,2017,6,85.6
C046,2017,7,86.8
C046,2017,8,85.6
C046,2017,9,88.0
C046,2017,10,78.1
C046,2017,11,81.9
C046,2017,12,91.9
C0BA,2017,1,92.1
C0BA,2017,2,80.1
C0BA,2017,3,79.7
C0BA,2017,4,78.8
C0BA,2017,5,78.7
C0BA,2017,6,82.7
C0BA,2017,7,83.3
C0BA,2017,8,84.2
C0BA,2017,9,87.2
C0BA,2017,10,86.9
C0BA,2017,11,84.0
C0BA,2017,12,86.9
C059,2017,1,73.9
C059,2017,2,71.1
C059,2017,3,71.2
C059,2017,4,71.8
C059,2017,5,72.6
C059,2017,6,80.7
C059,2017,7,79.8
C059,2017,8,78.4
C059,2017,9,82.8
C059,2017,10,79.8
C059,2017,11,81.0
C059,2017,12,84.4
C072,2017,1,83.1
C072,2017,2,83.6
C072,2017,3,78.4
C072,2017,4,74.5
C072,2017,5,74.3
C072,2017,6,82.6
C072,2017,7,84.8
C072,2017,8,81.8
C072,2017,9,84.9
C072,2017,10,76.1
C072,2017,11,80.0
C072,2017,12,90.1
C0B4,2017,1,84.9
C0B4,2017,2,78.0
C0B4,2017,3,75.4
C0B4,2017,4,75.6
C0B4,2017,5,75.3
C0B4,2017,6,84.0
C0B4,2017,7,81.0
C0B4,2017,8,81.0
C0B4,2017,9,84.5
C0B4,2017,10,82.2
C0B4,2017,11,86.2
C0B4,2017,12,90.8
C054,2017,1,88.0
C054,2017,2,83.1
C054,2017,3,80.4
C054,2017,4,76.9
C054,2017,5,75.1
C054,2017,6,84.5
C054,2017,7,81.2
C054,2017,8,81.6
C054,2017,9,86.5
C054,2017,10,86.2
C054,2017,11,87.8
C054,2017,12,90.6
C042,2017,1,71.3
C042,2017,2,70.9
C042,2017,3,73.5
C042,2017,4,77.2
C042,2017,5,80.6
C042,2017,6,86.4
C042,2017,7,82.2
C042,2017,8,78.9
C042,2017,9,79.4
C042,2017,10,78.3
C042,2017,11,71.2
C042,2017,12,75.4
C0B9,2017,1,84.3
C0B9,2017,2,77.4
C0B9,2017,3,78.0
C0B9,2017,4,79.1
C0B9,2017,5,78.7
C0B9,2017,6,83.9
C0B9,2017,7,84.0
C0B9,2017,8,83.5
C0B9,2017,9,86.7
C0B9,2017,10,86.5
C0B9,2017,11,86.8
C0B9,2017,12,85.9
