code,year,month,humedad_media_diaria
C065,2018,8,84.9
C065,2018,9,82.4
C065,2018,10,82.3
C065,2018,11,78.0
C065,2018,12,70.9
C003,2018,1,83.5
C003,2018,2,79.3
C003,2018,3,62.7
C003,2018,4,69.3
C003,2018,5,79.0
C003,2018,6,80.9
C003,2018,7,82.8
C003,2018,8,81.7
C003,2018,9,81.2
C003,2018,10,80.1
C003,2018,11,73.0
C003,2018,12,78.0
C039,2018,1,80.1
C039,2018,2,83.6
C039,2018,3,63.4
C039,2018,4,73.7
C039,2018,5,84.3
C039,2018,6,87.2
C039,2018,7,87.9
C039,2018,8,83.8
C039,2018,9,82.2
C039,2018,10,80.8
C039,2018,11,72.0
C039,2018,12,73.5
C075,2018,1,87.4
C075,2018,2,89.1
C075,2018,3,74.0
C075,2018,4,76.9
C075,2018,5,86.8
C075,2018,6,88.1
C075,2018,7,87.9
C075,2018,8,86.3
C075,2018,9,83.3
C075,2018,10,85.5
C075,2018,11,80.6
C075,2018,12,86.0
C074,2018,1,89.1
C074,2018,2,89.0
C074,2018,3,72.7
C074,2018,4,74.5
C074,2018,5,84.4
C074,2018,6,85.6
C074,2018,7,85.7
C074,2018,8,84.9
C074,2018,9,83.1
C074,2018,10,86.3
C074,2018,11,80.7
C074,2018,12,87.6
C009,2018,1,82.8
C009,2018,2,83.1
C009,2018,3,64.7
C009,2018,4,70.2
C009,2018,5,78.2
C009,2018,6,78.9
C009,2018,7,78.0
C009,2018,8,76.3
C009,2018,9,75.3
C009,2018,10,77.0
C009,2018,11,74.2
C009,2018,12,77.7
C038,2018,1,75.4
C038,2018,2,77.0
C038,2018,3,60.5
C038,2018,4,69.6
C038,2018,5,78.0
C038,2018,6,81.1
C038,2018,7,81.1
C038,2018,8,78.8
C038,2018,9,80.3
C038,2018,12,70.8
C033,2018,1,86.4
C033,2018,2,87.3
C033,2018,3,68.7
C033,2018,4,71.8
C033,2018,5,82.3
C033,2018,6,83.4
C033,2018,7,82.7
C033,2018,8,80.6
C033,2018,9,77.6
C033,2018,10,79.5
C0BD,2018,1,88.3
C0BD,2018,2,87.1
C0BD,2018,3,74.0
C0BD,2018,4,77.7
C0BD,2018,5,84.1
C0BD,2018,6,85.2
C0BD,2018,7,86.2
C0BD,2018,8,85.4
C0BD,2018,9,84.8
C0BD,2018,10,86.2
C0BD,2018,11,82.7
C0BD,2018,12,86.2
C036,2018,1,97.5
C036,2018,2,85.0
C036,2018,3,69.3
C036,2018,4,71.9
C036,2018,5,82.0
C036,2018,6,82.6
C036,2018,7,82.2
C036,2018,8,79.8
C036,2018,9,76.9
C036,2018,10,70.3
C036,2018,11,74.1
C036,2018,12,83.9
C045,2018,1,97.0
C045,2018,3,91.7
C045,2018,4,85.6
C045,2018,5,93.2
C045,2018,6,96.5
C045,2018,7,96.4
C045,2018,8,90.0
C045,2018,9,86.9
C045,2018,10,88.9
C045,2018,11,92.5
C045,2018,12,84.0
C0B7,2018,1,84.6
C0B7,2018,2,84.6
C0B7,2018,3,68.2
C0B7,2018,4,72.3
C0B7,2018,5,81.5
C0B7,2018,6,82.2
C0B7,2018,7,82.9
C0B7,2018,8,81.6
C0B7,2018,9,79.6
C0B7,2018,10,80.6
C0B7,2018,11,73.9
C0B7,2018,12,81.9
C019,2018,1,85.4
C019,2018,2,87.4
C019,2018,3,75.7
C019,2018,4,77.1
C019,2018,5,88.0
C019,2018,6,90.9
C019,2018,7,94.2
C019,2018,8,88.5
C019,2018,9,87.3
C019,2018,10,86.4
C019,2018,11,76.4
C019,2018,12,78.5
C057,2018,1,55.7
C057,2018,2,46.8
C057,2018,3,59.3
C057,2018,4,66.6
C057,2018,5,80.2
C057,2018,6,83.9
C057,2018,7,85.9
C057,2018,8,84.8
C057,2018,9,84.9
C057,2018,10,82.8
C057,2018,11,75.2
C057,2018,12,80.1
C063,2018,1,86.1
C063,2018,2,87.7
C063,2018,3,69.9
C063,2018,4,76.5
C063,2018,5,82.2
C063,2018,6,83.4
C063,2018,7,83.7
C063,2018,8,83.3
C063,2018,9,83.1
C063,2018,10,84.1
C063,2018,11,78.9
C063,2018,12,83.0
C046,2018,2,93.9
C046,2018,3,83.6
C046,2018,4,79.2
C046,2018,5,89.2
C046,2018,6,88.0
C046,2018,7,92.4
C046,2018,8,87.7
C046,2018,9,82.2
C046,2018,10,86.8
C046,2018,11,82.1
C046,2018,12,75.7
C0BA,2018,1,85.2
C0BA,2018,2,86.2
C0BA,2018,3,71.4
C0BA,2018,4,78.9
C0BA,2018,5,84.4
C0BA,2018,6,86.4
C0BA,2018,7,86.6
C0BA,2018,8,86.5
C0BA,2018,9,85.8
C0BA,2018,10,86.0
C0BA,2018,11,83.7
C0BA,2018,12,84.8
C059,2018,1,84.0
C059,2018,2,97.5
C059,2018,3,76.8
C059,2018,4,73.1
C059,2018,5,78.8
C059,2018,6,80.2
C059,2018,7,80.2
C059,2018,8,77.2
C059,2018,9,78.0
C059,2018,10,78.2
C059,2018,11,76.0
C059,2018,12,75.9
C072,2018,1,88.2
C072,2018,2,94.2
C072,2018,3,82.1
C072,2018,4,80.7
C072,2018,5,88.6
C072,2018,6,88.0
C072,2018,7,91.0
C072,2018,8,85.4
C072,2018,9,81.3
C072,2018,10,85.5
C072,2018,11,85.8
C072,2018,12,82.6
C0B4,2018,1,89.1
C0B4,2018,2,89.3
C0B4,2018,3,74.1
C0B4,2018,4,77.3
C0B4,2018,5,84.9
C0B4,2018,6,86.1
C0B4,2018,7,85.2
C0B4,2018,8,84.0
C0B4,2018,10,83.7
C0B4,2018,11,80.1
C0B4,2018,12,82.3
C054,2018,1,90.9
C054,2018,2,90.1
C054,2018,3,77.6
C054,2018,4,78.8
C054,2018,5,87.4
C054,2018,6,86.5
C054,2018,7,86.6
C054,2018,11,81.6
C054,2018,12,86.7
C042,2018,1,76.3
C042,2018,2,77.6
C042,2018,3,64.8
C042,2018,4,73.2
C042,2018,5,82.8
C042,2018,6,84.5
C042,2018,7,86.9
C042,2018,8,84.2
C042,2018,9,84.5
C042,2018,10,84.7
C042,2018,11,75.0
C042,2018,12,75.0
C0B9,2018,1,83.6
C0B9,2018,2,86.6
C0B9,2018,3,69.0
C0B9,2018,4,77.2
C0B9,2018,5,85.0
C0B9,2018,6,85.9
C0B9,2018,7,86.3
C0B9,2018,8,84.5
C0B9,2018,9,84.5
C0B9,2018,10,85.4
C0B9,2018,11,79.6
C0B9,2018,12,81.0
C0C3,2018,1,88.8
C0C3,2018,2,87.4
C0C3,2018,3,69.8
C0C3,2018,4,75.0
C0C3,2018,5,81.5
C0C3,2018,6,83.4
C0C3,2018,7,81.6
C0C3,2018,8,80.0
C0C3,2018,9,79.4
C0C3,2018,10,83.5
C0C3,2018,11,80.8
C0C3,2018,12,89.6
C066,2018,1,88.1
C066,2018,2,94.4
C066,2018,3,79.5
C066,2018,4,79.2
C066,2018,5,89.8
C066,2018,6,90.4
C066,2018,7,93.0
C066,2018,8,87.5
C066,2018,9,82.1
C066,2018,10,84.9
C066,2018,11,81.1
C066,2018,12,77.9
C022,2018,1,93.4
C022,2018,2,94.4
C022,2018,3,82.4
C022,2018,4,81.4
C022,2018,5,91.6
C022,2018,6,91.1
C022,2018,7,93.1
C022,2018,8,89.3
C022,2018,9,87.4
C022,2018,10,90.1
C022,2018,11,87.3
C022,2018,12,90.0
C0B3,2018,1,88.5
C0B3,2018,2,92.1
C0B3,2018,3,71.9
C0B3,2018,4,73.9
C0B3,2018,5,82.2
C0B3,2018,6,87.0
C0B3,2018,7,88.0
C0B3,2018,8,82.7
C0B3,2018,9,79.8
C0B3,2018,10,82.1
C0B3,2018,11,77.2
C0B3,2018,12,83.2
C037,2018,1,84.7
C037,2018,2,89.4
C037,2018,3,69.4
C037,2018,4,75.4
C037,2018,5,86.5
C037,2018,6,82.5
C037,2018,7,82.0
C037,2018,8,80.1
C037,2018,9,78.4
C037,2018,10,78.3
C037,2018,11,72.4
C037,2018,12,74.3
C0E5,2018,2,85.5
C0E5,2018,3,70.8
C0E5,2018,4,71.8
C0E5,2018,5,82.9
C0E5,2018,6,82.0
C0E5,2018,7,83.0
C0E5,2018,8,82.3
C0E5,2018,9,80.1
C0E5,2018,10,83.5
C0E5,2018,11,78.7
C0E5,2018,12,87.5
C0DB,2018,1,89.2
C0DB,2018,2,86.9
C0DB,2018,3,73.3
C0DB,2018,4,74.7
C0DB,2018,5,83.4
C0DB,2018,6,82.6
C0DB,2018,7,82.8
C0DB,2018,8,81.6
C0DB,2018,9,80.1
C0DB,2018,10,84.8
C0DB,2018,11,80.0
C0DB,2018,12,88.0
C0D3,2018,1,88.3
C0D3,2018,2,87.9
C0D3,2018,3,71.7
C0D3,2018,4,75.6
C0D3,2018,5,84.9
C0D3,2018,6,86.2
C0D3,2018,7,86.7
C0D3,2018,8,86.5
C0D3,2018,9,84.9
C0D3,2018,10,86.3
C0D3,2018,11,80.8
C0D3,2018,12,85.9
C0DD,2018,1,82.0
C0DD,2018,2,84.9
C0DD,2018,3,67.7
C0DD,2018,4,73.8
C0DD,2018,5,85.5
C0DD,2018,6,86.7
C0DD,2018,7,88.1
C0DD,2018,8,87.6
C0DD,2018,9,87.2
C0DD,2018,10,87.2
C0DD,2018,11,77.5
C0DD,2018,12,79.9
C0E9,2018,1,96.1
C0E9,2018,2,92.6
C0E9,2018,3,78.6
C0E9,2018,4,81.1
C0E9,2018,5,88.8
C0E9,2018,6,89.0
C0E9,2018,7,88.4
C0E9,2018,8,87.3
C0E9,2018,9,86.2
C0E9,2018,10,90.8
C0E9,2018,11,90.9
C0E9,2018,12,96.2
C078,2018,1,87.2
C078,2018,2,86.4
C078,2018,3,71.6
C078,2018,4,74.9
C078,2018,5,83.2
C078,2018,6,84.0
C078,2018,7,85.1
C078,2018,8,84.5
C078,2018,9,82.9
C078,2018,10,83.9
C078,2018,11,79.0
C078,2018,12,84.8
C052,2018,1,84.8
C052,2018,2,82.5
C052,2018,3,67.7
C052,2018,4,70.1
C052,2018,5,83.6
C052,2018,6,85.7
C052,2018,7,86.1
C052,2018,8,85.3
C052,2018,9,82.8
C052,2018,10,82.1
C052,2018,11,74.4
C052,2018,12,82.9
C0E1,2018,1,91.4
C0E1,2018,2,91.6
C0E1,2018,3,72.1
C0E1,2018,4,74.6
C0E1,2018,5,88.7
C0E1,2018,6,84.9
C077,2018,1,92.6
C077,2018,2,91.9
C077,2018,3,75.8
C077,2018,4,78.0
C077,2018,5,90.1
C077,2018,6,92.5
C077,2018,7,91.8
C077,2018,8,90.8
C077,2018,9,89.5
C077,2018,10,90.3
C077,2018,11,84.2
C077,2018,12,91.3
C080,2018,1,94.5
C080,2018,2,93.7
C080,2018,3,80.6
C080,2018,4,81.6
C080,2018,5,92.8
C080,2018,6,91.0
C080,2018,7,89.8
C080,2018,8,89.1
C080,2018,9,90.6
C080,2018,10,90.2
C080,2018,11,84.8
C080,2018,12,92.1
C0E8,2018,2,88.7
C0E8,2018,3,72.0
C0E8,2018,4,76.4
C0E8,2018,5,85.7
C0E8,2018,6,86.7
C0E8,2018,7,85.5
C0E8,2018,8,84.4
C0E8,2018,9,83.2
C0E8,2018,10,86.6
C0E8,2018,11,84.9
C0E8,2018,12,91.1
C023,2018,1,84.2
C023,2018,2,84.6
C023,2018,3,70.3
C023,2018,4,71.6
C023,2018,5,80.8
C023,2018,6,81.0
C023,2018,7,80.9
C023,2018,8,78.1
C023,2018,9,75.5
C023,2018,10,79.0
C023,2018,11,75.6
C023,2018,12,78.2
C084,2018,3,65.8
C084,2018,4,69.8
C084,2018,5,81.2
C084,2018,6,84.2
C084,2018,7,82.4
C084,2018,8,80.5
C084,2018,9,79.0
C084,2018,10,81.7
C084,2018,11,75.8
C084,2018,12,78.9
C0EA,2018,1,93.3
C0EA,2018,2,89.0
C0EA,2018,3,72.9
C0EA,2018,4,77.4
C0EA,2018,5,86.0
C0EA,2018,6,87.4
C0EA,2018,7,86.0
C0EA,2018,8,86.1
C0EA,2018,9,84.4
C0EA,2018,10,88.5
C0EA,2018,11,87.1
C0EA,2018,12,93.3
C026,2018,1,88.2
C026,2018,2,88.0
C026,2018,3,72.3
C026,2018,4,74.0
C058,2018,1,85.5
C058,2018,2,88.5
C058,2018,3,74.1
C058,2018,4,74.5
C058,2018,5,87.1
C058,2018,6,86.6
C0F0,2018,1,92.0
C0F0,2018,2,91.0
C0F0,2018,3,73.8
C0F0,2018,4,79.5
C0F0,2018,5,89.6
C0F0,2018,6,91.6
C0F0,2018,7,90.8
C0F0,2018,8,90.8
C0F0,2018,9,91.2
C0F0,2018,10,92.1
C0F0,2018,11,87.6
C0F0,2018,12,93.3
C0F1,2018,1,85.2
C0F1,2018,2,88.1
C0F1,2018,3,76.3
C0F1,2018,4,75.6
C0F1,2018,5,90.4
C0F1,2018,6,88.9
C0F1,2018,7,90.9
C0F1,2018,8,88.6
C0F1,2018,9,83.5
C0F1,2018,10,86.8
C0F1,2018,11,77.8
C0F1,2018,12,77.7
C0E7,2018,1,92.0
C0E7,2018,2,90.0
C0E7,2018,3,73.2
C0E7,2018,4,74.8
C0E7,2018,5,84.2
C0E7,2018,6,83.3
C0E7,2018,7,82.6
C0E7,2018,8,81.4
C0E7,2018,9,78.0
C0E7,2018,10,83.9
C0E7,2018,11,81.5
C0E7,2018,12,91.3
C018,2018,1,77.5
C018,2018,2,78.2
C018,2018,3,65.7
C018,2018,4,70.9
C018,2018,5,82.2
C018,2018,6,83.1
C018,2018,7,81.9
C018,2018,8,79.3
C0DC,2018,1,94.6
C0DC,2018,2,93.4
C0DC,2018,3,78.4
C0DC,2018,4,81.9
C0DC,2018,5,91.0
C0DC,2018,6,91.0
C0DC,2018,7,91.8
C0DC,2018,8,90.7
C0DC,2018,9,89.4
C0DC,2018,10,90.5
C0DC,2018,11,86.4
C0DC,2018,12,93.2
C071,2018,1,86.9
C071,2018,2,89.9
C071,2018,3,77.1
C071,2018,4,76.8
C071,2018,5,90.9
C071,2018,6,91.1
C071,2018,7,96.1
C071,2018,8,91.2
C071,2018,9,85.4
C071,2018,10,86.9
C071,2018,11,75.1
C071,2018,12,77.4
C0EC,2018,1,85.5
C0EC,2018,2,86.5
C0EC,2018,3,68.6
C0EC,2018,4,72.5
C0EC,2018,5,85.2
C0EC,2018,6,86.4
C0EC,2018,7,85.7
C0EC,2018,8,84.5
C0EC,2018,9,84.2
C0EC,2018,10,85.4
C0EC,2018,11,75.3
C0EC,2018,12,80.2
C0DE,2018,1,92.3
C0DE,2018,2,90.7
C0DE,2018,3,75.4
C0DE,2018,4,78.0
C0DE,2018,5,88.0
C0DE,2018,6,88.3
C0DE,2018,7,89.4
C0DE,2018,8,88.9
C0DE,2018,9,86.3
C0DE,2018,10,88.1
C0DE,2018,11,81.9
C0DE,2018,12,92.6
C017,2018,1,89.2
C017,2018,2,91.7
C017,2018,3,74.0
C017,2018,4,77.3
C017,2018,5,92.6
C017,2018,6,93.9
C017,2018,7,92.6
C017,2018,8,92.9
C017,2018,9,91.4
C017,2018,10,90.7
C017,2018,11,81.7
C017,2018,12,86.0
C0F4,2018,1,84.2
C0F4,2018,2,84.2
C0F4,2018,3,67.7
C0F4,2018,4,72.1
C0F4,2018,5,82.3
C0F4,2018,6,83.7
C0F4,2018,7,83.3
C0F4,2018,8,82.1
C0F4,2018,9,81.0
C0F4,2018,10,82.5
C0F4,2018,11,77.6
C0F4,2018,12,83.9
C0D1,2018,1,92.0
C0D1,2018,2,90.3
C0D1,2018,3,73.7
C0D1,2018,4,75.9
C0D1,2018,5,82.7
C0D1,2018,6,82.4
C0D1,2018,7,81.9
C0D1,2018,8,81.2
C0D1,2018,9,79.1
C0D1,2018,10,83.6
C0D1,2018,11,81.1
C0D1,2018,12,89.6
C043,2018,1,99.2
C043,2018,2,99.2
C043,2018,3,80.9
C043,2018,4,77.0
C043,2018,5,90.8
C043,2018,6,92.1
C043,2018,7,93.5
C043,2018,8,90.7
C043,2018,9,85.8
C043,2018,10,87.9
C043,2018,11,82.9
C043,2018,12,93.5
C0D2,2018,1,90.2
C0D2,2018,2,88.9
C0D2,2018,3,73.7
C0D2,2018,4,75.6
C0D2,2018,5,81.4
C0D2,2018,6,80.7
C0D2,2018,7,79.5
C0D2,2018,8,78.7
C0D2,2018,9,77.3
C0D2,2018,10,83.1
C0D2,2018,11,81.7
C0D2,2018,12,87.6
C007,2018,4,75.5
C007,2018,5,84.3
C007,2018,6,86.4
C007,2018,7,86.6
C007,2018,8,85.2
C0D0,2018,1,85.7
C0D0,2018,2,86.0
C0D0,2018,3,71.4
C0D0,2018,4,74.4
C0D0,2018,5,83.6
C0D0,2018,7,83.8
C0D0,2018,8,82.2
C0D0,2018,9,79.9
C0D0,2018,10,82.1
C0D0,2018,11,74.6
C0D0,2018,12,80.7
C064,2018,1,78.3
C064,2018,2,80.9
C064,2018,3,65.5
C064,2018,4,73.3
C064,2018,5,85.3
C064,2018,6,87.1
C064,2018,7,86.8
C064,2018,8,84.0
C064,2018,9,82.3
C064,2018,10,81.9
C064,2018,11,70.6
C064,2018,12,75.8
C028,2018,1,82.9
C028,2018,2,85.3
C028,2018,3,71.7
C028,2018,4,73.3
C028,2018,5,85.3
C028,2018,6,84.4
C028,2018,9,79.6
C028,2018,10,83.3
C028,2018,11,76.2
C028,2018,12,78.5
C029,2018,1,85.3
C029,2018,2,86.6
C029,2018,3,69.1
C029,2018,4,74.5
C029,2018,5,87.1
C029,2018,6,89.2
C029,2018,7,89.1
C029,2018,8,87.5
C029,2018,9,85.2
C029,2018,10,85.3
C029,2018,11,75.2
C029,2018,12,81.5
C076,2019,1,90.4
C076,2019,2,79.9
C076,2019,3,75.1
C076,2019,4,77.6
C076,2019,5,78.2
C076,2019,6,70.2
C076,2019,7,74.3
C076,2019,8,75.5
C076,2019,9,77.9
C076,2019,10,79.9
C076,2019,11,87.3
C076,2019,12,87.0
C0A4,2019,1,86.7
C0A4,2019,2,75.4
C0A4,2019,3,71.4
C0A4,2019,4,75.7
C0A4,2019,5,74.7
C0A4,2019,6,66.7
C0A4,2019,7,68.7
C0A4,2019,8,72.6
C0A4,2019,9,75.3
C0A4,2019,10,76.5
C0A4,2019,11,83.3
C0A4,2019,12,83.5
C056,2019,1,89.8
C056,2019,2,72.6
C056,2019,3,72.0
C056,2019,4,76.2
C056,2019,5,76.8
C056,2019,6,68.7
C056,2019,7,72.6
C056,2019,8,75.5
C056,2019,9,76.0
C056,2019,10,78.2
C056,2019,11,87.3
C056,2019,12,86.6
C035,2019,1,91.4
C035,2019,2,73.8
C035,2019,3,70.6
C035,2019,4,75.5
C035,2019,5,77.5
C035,2019,6,74.2
C035,2019,7,78.4
C035,2019,8,79.0
C035,2019,9,81.6
C035,2019,10,81.7
C035,2019,11,89.0
C035,2019,12,85.3
C0A3,2019,1,91.4
C0A3,2019,2,82.8
C0A3,2019,3,78.3
C0A3,2019,4,81.8
C0A3,2019,5,81.0
C0A3,2019,6,70.4
C0A3,2019,7,74.6
C0A3,2019,8,77.3
C0A3,2019,9,82.4
C0A3,2019,10,87.4
C0A3,2019,11,94.9
C0A3,2019,12,93.4
C016,2019,3,73.3
C016,2019,4,76.6
C016,2019,5,76.9
C016,2019,6,70.3
C016,2019,7,72.3
C016,2019,8,73.6
C016,2019,9,74.7
C016,2019,10,76.4
C016,2019,11,82.2
C016,2019,12,83.4
C025,2019,1,91.2
C025,2019,2,75.4
C025,2019,3,77.7
C025,2019,4,83.0
C025,2019,5,83.6
C025,2019,6,80.7
C025,2019,7,78.5
C025,2019,8,86.9
C025,2019,9,86.6
C025,2019,10,88.3
C025,2019,11,93.9
C025,2019,12,88.2
C0A2,2019,1,91.4
C0A2,2019,2,71.7
C0A2,2019,3,71.2
C0A2,2019,4,74.7
C0A2,2019,5,77.7
C0A2,2019,6,67.9
C0A2,2019,7,72.0
C0A2,2019,8,74.6
C0A2,2019,9,76.9
C0A2,2019,11,87.4
C0A2,2019,12,86.3
C034,2019,1,88.8
C034,2019,2,80.8
C034,2019,3,71.8
C034,2019,4,77.9
C034,2019,5,73.8
C034,2019,6,68.5
C034,2019,7,71.8
C034,2019,8,71.3
C034,2019,9,74.6
C034,2019,10,78.8
C034,2019,11,87.1
C034,2019,12,89.5
C0AA,2019,3,73.0
C0AA,2019,4,77.2
C0AA,2019,5,77.2
C0AA,2019,6,69.3
C0AA,2019,7,71.7
C0AA,2019,8,74.7
C0AA,2019,9,76.0
C0AA,2019,10,78.4
C0AA,2019,11,85.6
C0AA,2019,12,86.0
C067,2019,1,87.2
C067,2019,2,70.0
C067,2019,3,69.1
C067,2019,4,70.7
C067,2019,5,73.0
C067,2019,6,69.0
C067,2019,7,71.5
C067,2019,8,71.5
C067,2019,9,73.3
C067,2019,10,74.9
C067,2019,11,83.3
C067,2019,12,77.5
C040,2019,1,90.1
C040,2019,2,75.3
C040,2019,3,72.6
C040,2019,4,76.3
C040,2019,5,75.5
C040,2019,6,71.4
C040,2019,7,76.6
C040,2019,8,79.6
C040,2019,9,78.4
C040,2019,10,79.0
C040,2019,11,85.3
C040,2019,12,85.2
C044,2019,1,92.6
C044,2019,2,83.4
C044,2019,3,79.3
C044,2019,4,82.2
C044,2019,5,81.7
C044,2019,6,78.7
C044,2019,7,83.9
C044,2019,8,86.1
C044,2019,9,87.8
C044,2019,10,90.8
C044,2019,11,94.8
C044,2019,12,92.1
C048,2019,1,89.3
C048,2019,2,69.4
C048,2019,3,72.3
C048,2019,4,80.3
C048,2019,5,77.5
C048,2019,6,66.2
C048,2019,7,73.9
C048,2019,8,74.3
C048,2019,9,80.9
C048,2019,10,81.4
C048,2019,11,95.4
C048,2019,12,77.1
C068,2019,1,86.1
C068,2019,2,67.4
C068,2019,3,69.1
C068,2019,4,74.1
C068,2019,5,75.4
C068,2019,6,65.6
C068,2019,7,70.0
C068,2019,8,73.2
C068,2019,9,74.0
C068,2019,10,77.3
C068,2019,11,86.7
C068,2019,12,85.7
C024,2019,1,90.4
C024,2019,2,74.9
C024,2019,3,74.8
C024,2019,4,81.3
C024,2019,5,80.5
C024,2019,6,67.2
C024,2019,7,73.5
C024,2019,8,75.7
C024,2019,9,81.0
C024,2019,10,86.1
C024,2019,11,94.7
C024,2019,12,87.3
C00A,2019,1,83.8
C00A,2019,2,78.7
C00A,2019,3,73.7
C00A,2019,4,79.3
C00A,2019,5,77.3
C00A,2019,10,75.2
C00A,2019,11,82.0
C047,2019,1,82.0
C047,2019,2,84.0
C047,2019,3,77.0
C047,2019,4,82.0
C047,2019,5,80.5
C047,2019,6,69.8
C047,2019,7,76.4
C047,2019,8,77.8
C047,2019,9,82.9
C047,2019,10,86.4
C047,2019,11,97.3
C047,2019,12,79.3
C031,2019,1,70.6
C031,2019,2,65.0
C031,2019,3,57.6
C031,2019,4,64.2
C031,2019,5,59.0
C031,2019,6,51.6
C031,2019,7,57.0
C031,2019,8,58.4
C031,2019,9,64.5
C031,2019,10,69.6
C031,2019,11,76.1
C031,2019,12,76.6
C041,2019,1,92.4
C041,2019,2,82.7
C041,2019,3,76.5
C041,2019,4,81.5
C041,2019,5,79.5
C041,2019,6,69.7
C041,2019,7,75.1
C041,2019,8,77.2
C041,2019,9,81.5
C041,2019,10,85.2
C041,2019,11,93.9
C041,2019,12,92.1
C055,2019,1,86.4
C055,2019,2,73.8
C055,2019,3,71.0
C055,2019,4,75.0
C055,2019,5,76.0
C055,2019,6,69.7
C055,2019,7,72.2
C055,2019,8,75.7
C055,2019,9,77.4
C055,2019,10,80.6
C055,2019,11,85.6
C055,2019,12,85.3
C060,2019,1,75.1
C060,2019,2,66.5
C060,2019,3,59.7
C060,2019,4,66.4
C060,2019,5,61.2
C060,2019,6,52.8
C060,2019,7,57.7
C060,2019,8,59.8
C060,2019,9,66.2
C060,2019,10,69.2
