code,year,month,humedad_media_diaria
C060,2019,11,80.9
C060,2019,12,80.9
C0A1,2019,1,86.1
C0A1,2019,2,78.0
C0A1,2019,3,70.8
C0A1,2019,4,76.6
C0A1,2019,5,75.9
C0A1,2019,6,70.0
C0A1,2019,7,72.8
C0A1,2019,8,74.3
C0A1,2019,9,76.3
C0A1,2019,10,77.4
C0A1,2019,11,82.1
C0A1,2019,12,81.7
C021,2019,7,72.7
C021,2019,8,74.4
C021,2019,9,91.0
C021,2019,10,82.6
C021,2019,11,92.2
C021,2019,12,83.2
C030,2019,1,89.0
C030,2019,2,71.3
C030,2019,3,71.5
C030,2019,4,76.1
C030,2019,5,80.1
C030,2019,8,75.0
C030,2019,9,74.1
C030,2019,10,77.0
C030,2019,11,86.4
C030,2019,12,86.2
C051,2019,1,84.1
C051,2019,2,68.4
C051,2019,3,67.4
C051,2019,4,68.5
C051,2019,5,71.4
C051,2019,6,68.5
C051,2019,7,70.3
C051,2019,8,71.2
C051,2019,9,72.5
C051,2019,10,71.1
C051,2019,11,78.1
C051,2019,12,75.6
C0A0,2019,1,91.8
C0A0,2019,2,80.1
C0A0,2019,3,74.5
C0A0,2019,4,76.7
C0A0,2019,5,77.6
C0A0,2019,6,77.3
C0A0,2019,7,79.8
C0A0,2019,8,81.9
C0A0,2019,9,86.4
C0A0,2019,10,89.9
C0A0,2019,11,96.3
C0A0,2019,12,93.1
C049,2019,1,85.0
C049,2019,2,77.5
C049,2019,3,69.4
C049,2019,4,72.2
C049,2019,5,70.4
C049,2019,6,63.9
C049,2019,7,67.5
C049,2019,8,68.3
C049,2019,9,71.9
C049,2019,10,75.8
C049,2019,11,82.9
C049,2019,12,84.7
C00B,2019,1,84.7
C00B,2019,2,79.8
C00B,2019,3,71.8
C00B,2019,4,76.0
C00B,2019,5,72.1
C00B,2019,6,68.3
C00B,2019,7,70.7
C00B,2019,8,72.7
C00B,2019,9,76.2
C00B,2019,10,76.4
C00B,2019,11,81.7
C00B,2019,12,81.6
C020,2019,1,86.3
C020,2019,2,76.4
C020,2019,3,70.9
C020,2019,4,76.8
C020,2019,5,74.7
C020,2019,6,66.5
C020,2019,7,67.5
C020,2019,8,71.1
C020,2019,9,74.1
C020,2019,10,75.6
C020,2019,11,83.1
C020,2019,12,84.1
C070,2019,1,90.1
C070,2019,2,70.8
C070,2019,3,71.8
C070,2019,4,79.1
C070,2019,5,78.6
C070,2019,6,71.0
C070,2019,7,76.3
C070,2019,8,78.7
C070,2019,9,81.1
C070,2019,10,81.2
C070,2019,11,93.6
C070,2019,12,80.9
C050,2019,1,85.4
C050,2019,2,78.6
C050,2019,3,67.6
C050,2019,4,73.0
C050,2019,5,69.7
C050,2019,6,67.1
C050,2019,8,65.3
C050,2019,9,69.0
C050,2019,10,71.1
C050,2019,11,77.8
C050,2019,12,80.6
C0B1,2019,1,89.3
C0B1,2019,2,72.9
C0B1,2019,3,72.6
C0B1,2019,4,76.0
C0B1,2019,5,79.1
C0B1,2019,6,78.7
C0B1,2019,7,82.4
C0B1,2019,8,82.6
C0B1,2019,9,83.6
C0B1,2019,10,88.6
C0B1,2019,11,96.6
C0B1,2019,12,96.6
C079,2019,1,87.6
C079,2019,2,72.4
C079,2019,3,71.0
C079,2019,4,73.7
C079,2019,5,76.9
C079,2019,6,74.1
C079,2019,7,77.7
C079,2019,8,77.7
C079,2019,9,77.3
C079,2019,10,77.9
C079,2019,11,83.4
C079,2019,12,79.4
C0C1,2019,1,85.3
C0C1,2019,2,73.6
C0C1,2019,3,70.0
C0C1,2019,4,72.2
C0C1,2019,5,73.5
C0C1,2019,6,71.2
C0C1,2019,7,73.4
C0C1,2019,8,72.7
C0C1,2019,9,74.7
C0C1,2019,10,77.7
C061,2019,1,86.9
C061,2019,2,65.2
C061,2019,3,75.0
C061,2019,4,77.5
C061,2019,5,83.4
C061,2019,6,83.5
C061,2019,7,87.9
C061,2019,8,86.9
C061,2019,9,85.2
C061,2019,10,79.5
C061,2019,11,83.2
C061,2019,12,75.4
C032,2019,1,88.1
C032,2019,2,72.7
C032,2019,3,70.8
C032,2019,4,73.3
C032,2019,5,75.2
C032,2019,6,72.3
C032,2019,7,75.5
C032,2019,8,75.0
C032,2019,9,77.1
C032,2019,10,78.5
C032,2019,11,85.3
C032,2019,12,80.9
C002,2019,1,87.2
C002,2019,2,72.9
C002,2019,3,72.6
C002,2019,4,76.5
C002,2019,5,79.2
C002,2019,6,78.5
C002,2019,7,84.4
C002,2019,8,84.0
C002,2019,9,81.2
C002,2019,10,81.7
C002,2019,11,86.1
C002,2019,12,79.8
C0C2,2019,1,88.8
C0C2,2019,2,77.7
C0C2,2019,3,72.7
C0C2,2019,4,76.7
C0C2,2019,6,73.9
C0C2,2019,7,74.9
C0C2,2019,8,76.2
C0C2,2019,9,80.3
C0C2,2019,10,82.4
C0C2,2019,11,88.3
C0C2,2019,12,82.1
C069,2019,1,90.0
C069,2019,2,65.2
C069,2019,3,73.4
C069,2019,4,82.0
C069,2019,5,87.3
C069,2019,6,88.2
C069,2019,7,91.1
C069,2019,8,89.7
C069,2019,9,87.5
C069,2019,10,83.8
C069,2019,11,90.9
C069,2019,12,81.7
C0B6,2019,1,94.2
C0B6,2019,2,77.2
C0B6,2019,3,76.4
C0B6,2019,4,78.9
C0B6,2019,5,83.8
C0B6,2019,6,89.8
C0B6,2019,7,84.8
C0B6,2019,8,81.6
C0B6,2019,9,82.3
C0B6,2019,10,83.4
C0B6,2019,11,89.4
C0B6,2019,12,85.9
C0BE,2019,1,89.2
C0BE,2019,2,74.9
C0BE,2019,3,76.4
C0BE,2019,4,80.6
C0BE,2019,5,82.9
C0BE,2019,6,82.1
C0BE,2019,7,85.9
C0BE,2019,8,87.4
C0BE,2019,9,84.8
C0BE,2019,10,88.1
C0BE,2019,11,94.1
C0BE,2019,12,91.9
C065,2019,1,88.2
C065,2019,2,64.5
C065,2019,3,73.8
C065,2019,4,77.7
C065,2019,5,82.2
C065,2019,6,81.7
C065,2019,7,84.4
C065,2019,8,84.4
C065,2019,9,85.0
C065,2019,10,79.5
C065,2019,11,89.3
C065,2019,12,75.6
C003,2019,1,84.3
C003,2019,2,68.5
C003,2019,3,70.5
C003,2019,4,72.1
C003,2019,5,76.2
C003,2019,6,75.3
C003,2019,7,79.5
C003,2019,8,78.8
C003,2019,9,79.7
C003,2019,10,78.7
C003,2019,11,81.5
C003,2019,12,75.7
C039,2019,1,86.7
C039,2019,2,67.1
C039,2019,3,65.3
C039,2019,4,67.0
C039,2019,5,70.4
C039,2019,6,70.5
C039,2019,7,73.5
C039,2019,8,71.4
C039,2019,9,71.4
C039,2019,10,69.5
C039,2019,11,73.1
C039,2019,12,68.2
C075,2019,1,94.1
C075,2019,2,74.2
C075,2019,3,74.8
C075,2019,4,80.2
C075,2019,5,84.7
C075,2019,6,79.4
C075,2019,7,83.4
C075,2019,8,84.7
C075,2019,9,83.2
C075,2019,10,83.3
C075,2019,11,91.3
C075,2019,12,86.2
C074,2019,1,92.0
C074,2019,2,74.1
C074,2019,3,72.8
C074,2019,4,75.5
C074,2019,5,80.2
C074,2019,6,76.1
C074,2019,7,79.1
C074,2019,8,81.9
C074,2019,9,84.5
C074,2019,10,85.5
C074,2019,11,90.4
C074,2019,12,88.3
C009,2019,1,84.4
C009,2019,2,69.5
C009,2019,3,67.6
C009,2019,4,69.7
C009,2019,5,72.3
C009,2019,6,70.3
C009,2019,7,72.7
C009,2019,8,73.0
C009,2019,9,74.8
C009,2019,10,76.9
C009,2019,11,81.0
C009,2019,12,76.1
C038,2019,1,78.3
C038,2019,2,63.1
C038,2019,3,65.0
C038,2019,4,67.9
C038,2019,5,71.5
C038,2019,6,71.3
C038,2019,7,73.6
C038,2019,8,72.5
C038,2019,9,72.7
C038,2019,10,71.4
C038,2019,11,75.5
C038,2019,12,71.4
C033,2019,6,76.1
C033,2019,7,79.4
C033,2019,8,79.0
C033,2019,9,79.7
C033,2019,10,79.2
C033,2019,11,85.7
C033,2019,12,78.7
C0BD,2019,1,88.8
C0BD,2019,2,76.5
C0BD,2019,3,74.5
C0BD,2019,4,78.5
C0BD,2019,5,80.7
C0BD,2019,6,78.5
C0BD,2019,7,82.1
C0BD,2019,8,82.2
C0BD,2019,9,81.2
C0BD,2019,10,84.4
C0BD,2019,11,88.7
C0BD,2019,12,90.8
C036,2019,1,92.9
C036,2019,2,68.6
C036,2019,3,70.5
C036,2019,4,73.5
C036,2019,5,77.7
C036,2019,6,73.2
C036,2019,7,76.9
C036,2019,8,77.2
C036,2019,9,76.7
C036,2019,10,77.1
C036,2019,11,84.6
C036,2019,12,79.6
C045,2019,1,92.5
C045,2019,2,80.1
C045,2019,3,78.9
C045,2019,4,83.5
C045,2019,5,85.0
C045,2019,6,83.8
C045,2019,7,86.7
C045,2019,8,88.1
C045,2019,9,90.1
C045,2019,10,87.6
C045,2019,11,97.8
C045,2019,12,88.4
C0B7,2019,1,87.4
C0B7,2019,2,69.2
C0B7,2019,3,70.0
C0B7,2019,4,73.4
C0B7,2019,5,77.2
C0B7,2019,6,73.5
C0B7,2019,7,77.7
C0B7,2019,8,78.6
C0B7,2019,9,78.8
C0B7,2019,10,77.4
C0B7,2019,11,81.5
C0B7,2019,12,80.5
C019,2019,1,91.9
C019,2019,2,64.4
C019,2019,3,74.1
C019,2019,4,80.4
C019,2019,5,84.8
C019,2019,6,85.2
C019,2019,7,86.7
C019,2019,8,85.6
C019,2019,9,80.0
C019,2019,10,77.9
C019,2019,11,86.3
C019,2019,12,76.4
C057,2019,1,85.4
C057,2019,2,70.7
C057,2019,3,72.1
C057,2019,4,75.8
C057,2019,5,79.6
C057,2019,6,80.6
C057,2019,7,85.2
C057,2019,8,84.4
C057,2019,9,83.5
C057,2019,10,83.6
C057,2019,11,84.2
C057,2019,12,78.4
C063,2019,1,88.1
C063,2019,2,73.9
C063,2019,3,73.0
C063,2019,4,76.6
C063,2019,5,79.4
C063,2019,6,76.0
C063,2019,7,79.7
C063,2019,8,81.4
C063,2019,9,80.3
C063,2019,10,82.8
C063,2019,11,85.9
C063,2019,12,80.9
C046,2019,1,90.0
C046,2019,2,66.0
C046,2019,3,76.1
C046,2019,4,81.0
C046,2019,5,83.2
C046,2019,6,75.8
C046,2019,7,82.2
C046,2019,8,85.7
C046,2019,9,84.8
C046,2019,10,83.2
C046,2019,11,94.2
C046,2019,12,77.9
C0BA,2019,1,87.9
C0BA,2019,2,75.9
C0BA,2019,3,76.3
C0BA,2019,4,80.3
C0BA,2019,5,81.5
C0BA,2019,6,79.3
C0BA,2019,7,83.2
C0BA,2019,8,83.6
C0BA,2019,9,80.9
C0BA,2019,10,82.8
C0BA,2019,11,85.4
C0BA,2019,12,81.1
C059,2019,1,82.0
C059,2019,2,70.5
C059,2019,3,69.3
C059,2019,4,72.4
C059,2019,5,71.8
C059,2019,6,72.3
C059,2019,7,69.6
C059,2019,8,74.8
C059,2019,9,81.2
C059,2019,10,84.7
C059,2019,11,94.9
C059,2019,12,97.6
C072,2019,1,90.0
C072,2019,2,75.6
C072,2019,3,75.5
C072,2019,4,80.2
C072,2019,5,79.3
C072,2019,6,75.9
C072,2019,7,78.6
C072,2019,8,82.6
C072,2019,9,83.2
C072,2019,10,82.5
C072,2019,11,91.8
C072,2019,12,78.5
C0B4,2019,1,91.5
C0B4,2019,2,73.3
C0B4,2019,3,73.6
C0B4,2019,4,76.3
C0B4,2019,5,79.5
C0B4,2019,6,74.5
C0B4,2019,7,78.5
C0B4,2019,8,77.3
C0B4,2019,9,79.3
C0B4,2019,10,79.5
C0B4,2019,11,88.3
C0B4,2019,12,81.9
C054,2019,1,89.7
C054,2019,2,77.5
C054,2019,3,74.9
C054,2019,4,77.5
C054,2019,5,80.0
C054,2019,6,76.1
C054,2019,7,80.9
C054,2019,8,82.7
C054,2019,9,82.7
C054,2019,10,85.3
C054,2019,11,88.7
C054,2019,12,85.9
C042,2019,1,83.7
C042,2019,2,70.7
C042,2019,3,74.3
C042,2019,4,78.6
C042,2019,5,88.6
C042,2019,11,75.2
C0B9,2019,1,88.8
C0B9,2019,2,74.7
C0B9,2019,3,74.9
C0B9,2019,4,77.0
C0B9,2019,5,80.0
C0B9,2019,6,78.7
C0B9,2019,7,81.5
C0B9,2019,8,81.4
C0B9,2019,9,83.0
C0B9,2019,10,84.2
C0B9,2019,11,85.1
C0B9,2019,12,80.5
C0C3,2019,1,96.1
C0C3,2019,2,82.7
C0C3,2019,4,75.2
C0C3,2019,5,77.9
C0C3,2019,6,74.9
C0C3,2019,7,76.5
C0C3,2019,8,76.0
C0C3,2019,9,78.9
C0C3,2019,10,81.8
C0C3,2019,11,87.8
C0C3,2019,12,82.1
C066,2019,1,91.4
C066,2019,2,67.8
C066,2019,3,74.3
C066,2019,4,76.9
C066,2019,5,80.9
C066,2019,6,77.9
C066,2019,7,81.4
C066,2019,8,82.8
C066,2019,9,81.8
C066,2019,10,78.4
C066,2019,11,88.6
C066,2019,12,74.5
C022,2019,1,94.2
C022,2019,2,75.8
C022,2019,3,78.2
C022,2019,4,82.7
C022,2019,5,83.5
C022,2019,6,80.8
C022,2019,7,84.6
C022,2019,8,87.5
C022,2019,9,87.0
C022,2019,10,88.5
C022,2019,11,95.2
C022,2019,12,88.4
C0B3,2019,1,89.4
C0B3,2019,2,72.8
C0B3,2019,3,71.5
C0B3,2019,4,73.9
C0B3,2019,5,77.2
C0B3,2019,6,73.6
C0B3,2019,7,77.8
C0B3,2019,8,77.6
C0B3,2019,9,78.4
C0B3,2019,10,79.7
C0B3,2019,11,85.8
C0B3,2019,12,81.4
C037,2019,4,72.6
C037,2019,5,76.0
C037,2019,6,75.3
C037,2019,7,77.2
C037,2019,8,76.5
C037,2019,9,77.4
C037,2019,10,74.9
C037,2019,11,79.0
C037,2019,12,74.1
C0E5,2019,1,90.1
C0E5,2019,2,73.1
C0E5,2019,3,72.3
C0E5,2019,4,75.8
C0E5,2019,5,80.0
C0E5,2019,6,75.9
C0E5,2019,7,80.2
C0E5,2019,8,83.3
C0E5,2019,9,81.9
C0E5,2019,10,82.5
C0E5,2019,11,90.1
C0E5,2019,12,86.5
C0DB,2019,1,88.2
C0DB,2019,2,73.7
C0DB,2019,3,71.5
C0DB,2019,4,74.8
C0DB,2019,5,79.0
C0DB,2019,6,74.7
C0DB,2019,7,79.0
C0DB,2019,8,81.1
C0DB,2019,9,81.6
C0DB,2019,10,84.8
C0DB,2019,11,88.3
C0DB,2019,12,84.4
C0D3,2019,1,91.2
C0D3,2019,2,76.8
C0D3,2019,3,74.0
C0D3,2019,4,77.8
C0D3,2019,5,82.4
C0D3,2019,6,78.5
C0D3,2019,7,84.3
C0D3,2019,8,86.2
C0D3,2019,9,86.3
C0D3,2019,10,86.9
C0D3,2019,11,90.7
C0D3,2019,12,86.2
C0DD,2019,1,87.6
C0DD,2019,2,67.8
C0DD,2019,3,72.4
C0DD,2019,4,77.0
C0DD,2019,5,82.5
C0DD,2019,6,79.1
C0DD,2019,7,84.2
C0DD,2019,8,85.9
C0DD,2019,9,84.9
C0DD,2019,10,83.8
C0DD,2019,11,87.0
C0DD,2019,12,80.3
C0E9,2019,1,96.5
C0E9,2019,2,83.3
C0E9,2019,3,79.6
C0E9,2019,4,82.8
C0E9,2019,5,86.0
C0E9,2019,6,83.2
C0E9,2019,7,86.7
C0E9,2019,8,88.0
C0E9,2019,9,87.2
C0E9,2019,10,91.0
C0E9,2019,11,95.5
C0E9,2019,12,92.8
C078,2019,1,87.7
C078,2019,2,72.7
C078,2019,3,72.2
C078,2019,4,76.3
C078,2019,5,79.6
C078,2019,6,75.6
C078,2019,7,80.1
C078,2019,8,82.2
C078,2019,9,79.5
C078,2019,10,82.1
C078,2019,11,85.7
C078,2019,12,81.1
C052,2019,1,86.5
C052,2019,2,67.6
C052,2019,3,71.5
C052,2019,4,75.6
C052,2019,5,82.2
C052,2019,6,78.0
C052,2019,7,84.7
C052,2019,8,85.9
C052,2019,9,82.5
C052,2019,10,81.4
C052,2019,11,86.5
C052,2019,12,82.4
C0E1,2019,3,75.1
C0E1,2019,4,75.4
C0E1,2019,5,81.4
C0E1,2019,6,76.4
C0E1,2019,7,81.0
C0E1,2019,8,82.2
C0E1,2019,9,80.8
C0E1,2019,10,81.5
C0E1,2019,11,85.8
C0E1,2019,12,84.8
C077,2019,1,95.7
C077,2019,2,79.3
C077,2019,3,80.8
C077,2019,4,84.3
C077,2019,5,89.5
C077,2019,6,87.7
C077,2019,7,92.2
C077,2019,8,93.0
C077,2019,9,90.6
C077,2019,10,91.7
C077,2019,11,94.8
C077,2019,12,91.2
C080,2019,1,93.0
C080,2019,2,74.9
C080,2019,3,75.5
C080,2019,4,81.2
C080,2019,5,87.8
C080,2019,6,85.4
C080,2019,7,90.9
C080,2019,8,91.6
C080,2019,9,89.6
C080,2019,10,93.4
C080,2019,11,93.2
C080,2019,12,88.8
C0E8,2019,1,91.7
C0E8,2019,2,77.5
C0E8,2019,3,74.4
C0E8,2019,4,77.2
C0E8,2019,5,82.1
C0E8,2019,6,78.7
C0E8,2019,7,83.3
C0E8,2019,8,84.2
C0E8,2019,9,83.0
C0E8,2019,10,86.6
C0E8,2019,11,88.8
C0E8,2019,12,86.5
C023,2019,1,87.9
C023,2019,2,69.3
C023,2019,3,68.9
C023,2019,4,73.3
C023,2019,5,75.4
C023,2019,6,71.7
C023,2019,7,74.7
C023,2019,8,76.2
C023,2019,9,75.6
C023,2019,10,76.2
C023,2019,11,84.5
C023,2019,12,78.6
C084,2019,1,85.4
C084,2019,2,65.3
C084,2019,3,67.6
C084,2019,4,73.5
C084,2019,5,78.0
C084,2019,6,75.9
C084,2019,7,79.9
C084,2019,8,79.3
C084,2019,9,76.7
C084,2019,10,76.9
C084,2019,11,81.2
C084,2019,12,76.7
C0EA,2019,1,91.3
C0EA,2019,2,79.1
C0EA,2019,3,75.9
C0EA,2019,4,79.5
C0EA,2019,5,83.0
C0EA,2019,6,80.5
C0EA,2019,7,85.0
C0EA,2019,8,88.4
C0EA,2019,9,98.7
C0EA,2019,10,88.1
C026,2019,1,63.8
C026,2019,2,50.2
C026,2019,3,58.2
C026,2019,4,75.7
C026,2019,5,83.0
C026,2019,6,76.7
C026,2019,7,82.4
C026,2019,8,84.2
C026,2019,9,81.8
C026,2019,10,81.3
C026,2019,11,86.3
C026,2019,12,83.7
C058,2019,1,88.1
C058,2019,3,70.2
C058,2019,4,75.4
C058,2019,5,79.8
C058,2019,6,75.0
C058,2019,7,80.9
C058,2019,8,82.0
C058,2019,9,79.0
C058,2019,10,77.5
C058,2019,11,84.8
C058,2019,12,74.7
C0F0,2019,1,95.0
C0F0,2019,2,81.5
C0F0,2019,3,78.9
C0F0,2019,4,84.6
C0F0,2019,5,89.4
C0F0,2019,6,88.4
C0F0,2019,7,94.7
C0F0,2019,8,96.9
C0F0,2019,9,94.9
C0F0,2019,10,97.1
C0F0,2019,11,96.9
C0F0,2019,12,91.5
C0F1,2019,1,92.1
C0F1,2019,2,63.6
C0F1,2019,3,72.9
C0F1,2019,4,80.0
C0F1,2019,5,84.9
C0F1,2019,6,76.2
C0F1,2019,7,83.1
C0F1,2019,8,82.9
C0F1,2019,9,79.2
C0F1,2019,10,77.5
C0F1,2019,11,87.5
C0F1,2019,12,73.0
C0E7,2019,1,91.9
C0E7,2019,2,73.4
C0E7,2019,3,71.7
C0E7,2019,4,76.2
C0E7,2019,5,78.9
C0E7,2019,6,72.6
C0E7,2019,7,76.0
C0E7,2019,8,78.8
C0E7,2019,9,77.7
C0E7,2019,10,80.8
C0E7,2019,11,90.2
C0E7,2019,12,86.4
C018,2019,5,78.1
C018,2019,6,79.7
C018,2019,7,82.4
C018,2019,8,79.1
C018,2019,9,76.3
C018,2019,10,73.3
C018,2019,11,76.1
C018,2019,12,73.4
C0DC,2019,1,95.2
C0DC,2019,2,80.7
C0DC,2019,3,80.0
C0DC,2019,4,84.1
C0DC,2019,5,86.9
C0DC,2019,6,84.2
C0DC,2019,7,88.5
C0DC,2019,8,89.2
C0DC,2019,9,86.8
C0DC,2019,11,85.0
C0DC,2019,12,81.3
C071,2019,1,91.6
C071,2019,2,61.0
C071,2019,3,71.0
C071,2019,4,78.9
C071,2019,5,84.9
C071,2019,6,83.0
C071,2019,7,89.6
C071,2019,8,87.2
C071,2019,9,82.2
C071,2019,10,78.6
C071,2019,12,73.1
C0EC,2019,1,89.0
C0EC,2019,2,67.8
C0EC,2019,3,70.5
C0EC,2019,4,76.8
C0EC,2019,5,82.0
C0EC,2019,6,78.7
C0EC,2019,7,83.8
C0EC,2019,8,83.0
C0EC,2019,9,80.4
C0EC,2019,10,79.7
C0EC,2019,11,86.1
C0EC,2019,12,78.1
C0DE,2019,1,98.0
C0DE,2019,3,75.5
C0DE,2019,4,78.3
C0DE,2019,5,82.0
C0DE,2019,6,78.6
C0DE,2019,7,81.9
C0DE,2019,8,84.0
C0DE,2019,9,83.5
C0DE,2019,10,85.4
C0DE,2019,11,88.4
C0DE,2019,12,86.5
C017,2019,1,94.6
C017,2019,2,70.3
C017,2019,3,75.6
C017,2019,4,83.4
C017,2019,5,89.8
C017,2019,6,88.0
C017,2019,7,93.8
C017,2019,8,93.1
C017,2019,9,90.6
C017,2019,10,87.4
C017,2019,11,93.9
C017,2019,12,86.4
C0F4,2019,1,85.4
C0F4,2019,2,69.6
C0F4,2019,3,69.4
C0F4,2019,4,74.5
C0F4,2019,5,79.0
C0F4,2019,6,75.9
C0F4,2019,7,80.7
C0F4,2019,8,81.3
C0F4,2019,9,78.5
C0F4,2019,10,82.0
C0F4,2019,11,85.6
C0F4,2019,12,79.7
C0D1,2019,1,92.2
C0D1,2019,2,77.5
C0D1,2019,3,72.4
C0D1,2019,4,74.9
C0D1,2019,5,78.5
C0D1,2019,6,72.0
C0D1,2019,7,77.3
C0D1,2019,8,78.4
C0D1,2019,9,78.3
C0D1,2019,10,83.9
C0D1,2019,12,96.5
C043,2019,1,98.2
C043,2019,2,82.2
C043,2019,3,76.9
C043,2019,4,81.2
C043,2019,5,86.4
C043,2019,6,82.2
C043,2019,7,86.5
C043,2019,8,89.9
C043,2019,9,88.5
C043,2019,10,87.1
C043,2019,11,97.6
C043,2019,12,96.0
C0D2,2019,1,92.0
C0D2,2019,2,77.4
C0D2,2019,3,72.7
C0D2,2019,4,76.5
C0D2,2019,5,79.5
C0D2,2019,6,72.4
C0D2,2019,7,77.6
C0D2,2019,8,78.7
C0D2,2019,9,79.3
C0D2,2019,10,83.1
C0D2,2019,11,90.3
C0D2,2019,12,87.1
C007,2019,6,77.1
C007,2019,7,81.4
C007,2019,8,79.7
C007,2019,9,77.1
C007,2019,10,74.7
C007,2019,11,79.0
C007,2019,12,70.3
C0D0,2019,1,87.8
C0D0,2019,2,68.5
C0D0,2019,3,70.0
C0D0,2019,4,73.1
C0D0,2019,5,77.1
C0D0,2019,6,71.2
C0D0,2019,7,76.6
C0D0,2019,8,78.8
C0D0,2019,9,79.6
C0D0,2019,10,78.4
C0D0,2019,11,81.5
C0D0,2019,12,78.8
C064,2019,1,83.2
C064,2019,2,63.2
C064,2019,3,68.7
C064,2019,4,75.3
C064,2019,5,81.2
C064,2019,6,81.8
C064,2019,7,85.1
C064,2019,8,83.1
C064,2019,9,79.0
C064,2019,10,75.2
C064,2019,11,77.9
C064,2019,12,72.6
C028,2019,1,87.8
C028,2019,2,63.3
C028,2019,3,68.7
C028,2019,4,74.3
C028,2019,5,77.5
C028,2019,6,73.1
C028,2019,7,77.8
C028,2019,8,81.3
C028,2019,9,78.9
C028,2019,10,76.8
C028,2019,11,86.1
C028,2019,12,77.5
C029,2019,1,88.7
C029,2019,2,66.9
C029,2019,3,71.4
C029,2019,4,76.8
C029,2019,5,83.1
C029,2019,6,80.9
C029,2019,7,86.4
C029,2019,8,86.2
C029,2019,9,82.6
C029,2019,10,79.9
C029,2019,11,83.9
C029,2019,12,78.7
