code,year,month,lam_agua_nivel_medio
C052,2018,6,0.451
C052,2018,7,0.374
C052,2018,8,0.325
C052,2018,9,0.085
C052,2018,10,0.162
C052,2018,11,0.173
C052,2018,12,0.228
C0E1,2018,1,0.502
C0E1,2018,2,0.528
C0E1,2018,3,0.407
C0E1,2018,4,0.406
C0E1,2018,5,0.307
C0E1,2018,6,0.253
C0E1,2018,7,0.201
C0E1,2018,8,0.145
C0E1,2018,9,0.130
C0E1,2018,10,0.202
C0E1,2018,11,0.318
C0E1,2018,12,0.274
C077,2018,1,0.743
C077,2018,2,0.832
C077,2018,3,0.541
C077,2018,4,0.636
C077,2018,5,0.451
C077,2018,6,0.475
C077,2018,7,0.370
C077,2018,8,0.297
C077,2018,9,0.257
C077,2018,10,0.291
C077,2018,11,0.371
C077,2018,12,0.430
C080,2018,1,0.709
C080,2018,2,0.722
C080,2018,3,0.456
C080,2018,4,0.598
C080,2018,5,0.357
C080,2018,6,0.429
C080,2018,7,0.281
C080,2018,8,0.223
C080,2018,9,0.211
C080,2018,10,0.294
C080,2018,11,0.330
C080,2018,12,0.376
C0E8,2018,1,0.709
C0E8,2018,2,0.767
C0E8,2018,3,0.502
C0E8,2018,4,0.564
C0E8,2018,5,0.365
C0E8,2018,6,0.374
C0E8,2018,7,0.251
C0E8,2018,8,0.204
C0E8,2018,9,0.193
C0E8,2018,10,0.226
C0E8,2018,11,0.322
C0E8,2018,12,0.365
C0EA,2018,1,0.412
C0EA,2018,2,0.465
C0EA,2018,3,0.319
C0EA,2018,4,0.374
C0EA,2018,5,0.278
C0EA,2018,6,0.271
C0EA,2018,7,0.230
C0EA,2018,8,0.197
C0EA,2018,9,0.171
C0EA,2018,10,0.183
C0EA,2018,11,0.224
C0EA,2018,12,0.249
C0F0,2018,1,0.975
C0F0,2018,2,1.063
C0F0,2018,3,0.665
C0F0,2018,4,0.828
C0F0,2018,5,0.601
C0F0,2018,6,0.645
C0F0,2018,7,0.491
C0F0,2018,8,0.384
C0F0,2018,9,0.297
C0F0,2018,10,0.331
C0F0,2018,11,0.475
C0F0,2018,12,0.575
C0E7,2018,1,0.415
C0E7,2018,2,0.455
C0E7,2018,3,0.296
C0E7,2018,4,0.316
C0E7,2018,5,0.190
C0E7,2018,6,0.192
C0E7,2018,7,0.136
C0E7,2018,8,0.102
C0E7,2018,9,0.095
C0E7,2018,10,0.116
C0E7,2018,11,0.156
C0E7,2018,12,0.174
C0DC,2018,1,0.463
C0DC,2018,2,0.555
C0DC,2018,3,0.323
C0DC,2018,4,0.371
C0DC,2018,5,0.231
C0DC,2018,6,0.221
C0DC,2018,7,0.174
C0DC,2018,8,0.156
C0DC,2018,9,0.147
C0DC,2018,10,0.176
C0DC,2018,11,0.212
C0DC,2018,12,0.212
C0EC,2018,1,1.135
C0EC,2018,2,1.289
C0EC,2018,3,0.790
C0EC,2018,4,0.954
C0EC,2018,5,0.620
C0EC,2018,6,0.608
C0EC,2018,7,0.498
C0EC,2018,8,0.390
C0EC,2018,9,0.343
C0EC,2018,10,0.410
C0EC,2018,11,0.556
C0EC,2018,12,0.585
C0DE,2018,1,0.312
C0DE,2018,2,0.346
C0DE,2018,3,0.221
C0DE,2018,4,0.242
C0DE,2018,5,0.168
C0DE,2018,6,0.169
C0DE,2018,7,0.110
C0DE,2018,8,0.084
C0DE,2018,9,0.070
C0DE,2018,10,0.094
C0DE,2018,11,0.148
C0DE,2018,12,0.147
C0F4,2018,1,0.538
C0F4,2018,2,0.587
C0F4,2018,3,0.368
C0F4,2018,4,0.465
C0F4,2018,5,0.332
C0F4,2018,6,0.387
C0F4,2018,7,0.321
C0F4,2018,8,0.212
C0F4,2018,9,0.171
C0F4,2018,10,0.220
C0F4,2018,11,0.291
C0F4,2018,12,0.315
C0D1,2018,1,0.653
C0D1,2018,2,0.695
C0D1,2018,3,0.486
C0D1,2018,4,0.494
C0D1,2018,5,0.360
C0D1,2018,6,0.339
C0D1,2018,7,0.255
C0D1,2018,8,0.174
C0D1,2018,9,0.135
C0D1,2018,10,0.187
C0D1,2018,11,0.364
C0D1,2018,12,0.297
C0D2,2018,1,0.785
C0D2,2018,2,0.850
C0D2,2018,3,0.609
C0D2,2018,4,0.628
C0D2,2018,5,0.431
C0D2,2018,6,0.386
C0D2,2018,7,0.335
C0D2,2018,8,0.251
C0D2,2018,9,0.237
C0D2,2018,10,0.300
C0D2,2018,11,0.413
C0D2,2018,12,0.377
C0D0,2018,1,0.242
C0D0,2018,2,0.243
C0D0,2018,3,0.189
C0D0,2018,4,0.169
C0D0,2018,5,0.119
C0D0,2018,6,0.089
C0D0,2018,7,0.099
C0D0,2018,8,0.044
C0D0,2018,9,0.025
C0D0,2018,10,0.070
C0D0,2018,11,0.148
C0D0,2018,12,0.096
C076,2019,1,0.498
C076,2019,2,0.412
C076,2019,3,0.052
C076,2019,4,0.059
C076,2019,5,0.040
C076,2019,6,0.051
C076,2019,7,0.056
C076,2019,8,0.051
C076,2019,9,0.056
C076,2019,10,0.049
C076,2019,11,0.165
C076,2019,12,0.309
C0A4,2019,1,0.429
C0A4,2019,2,0.463
C0A4,2019,3,0.243
C0A4,2019,4,0.263
C0A4,2019,5,0.245
C0A4,2019,6,0.187
C0A4,2019,7,0.100
C0A4,2019,8,0.074
C0A4,2019,9,0.066
C0A4,2019,10,0.090
C0A4,2019,11,0.373
C0A4,2019,12,0.431
C056,2019,1,0.500
C056,2019,2,0.653
C056,2019,3,0.246
C056,2019,4,0.242
C056,2019,5,0.311
C056,2019,6,0.317
C056,2019,7,0.316
C056,2019,8,0.519
C056,2019,9,0.516
C056,2019,10,0.394
C056,2019,11,0.533
C056,2019,12,0.540
C0A3,2019,1,0.609
C0A3,2019,2,0.592
C0A3,2019,3,0.494
C0A3,2019,4,0.522
C0A3,2019,5,0.492
C0A3,2019,6,0.451
C0A3,2019,7,0.451
C0A3,2019,8,0.439
C0A3,2019,9,0.437
C0A3,2019,10,0.430
C0A3,2019,11,0.683
C0A3,2019,12,0.654
C0A2,2019,1,0.363
C0A2,2019,2,0.436
C0A2,2019,3,0.223
C0A2,2019,4,0.208
C0A2,2019,5,0.246
C0A2,2019,6,0.130
C0A2,2019,7,0.067
C0A2,2019,8,0.048
C0A2,2019,9,0.050
C0A2,2019,10,0.066
C0A2,2019,11,0.504
C0A2,2019,12,0.431
C0AA,2019,1,0.533
C0AA,2019,2,0.524
C0AA,2019,3,0.233
C0AA,2019,4,0.231
C0AA,2019,5,0.243
C0AA,2019,6,0.167
C0AA,2019,7,0.103
C0AA,2019,8,0.110
C0AA,2019,9,0.113
C0AA,2019,10,0.108
C0AA,2019,11,0.660
C0AA,2019,12,0.595
C067,2019,1,0.384
C067,2019,2,0.351
C067,2019,3,0.194
C067,2019,4,0.209
C067,2019,5,0.159
C067,2019,6,0.104
C067,2019,7,0.087
C067,2019,8,0.080
C067,2019,9,0.101
C067,2019,10,0.120
C067,2019,11,0.444
C067,2019,12,0.376
C055,2019,1,0.298
C055,2019,2,0.219
C055,2019,3,0.090
C055,2019,4,0.104
C055,2019,5,0.143
C055,2019,6,0.072
C055,2019,11,0.322
C055,2019,12,0.245
C0A1,2019,1,0.223
C0A1,2019,2,0.262
C0A1,2019,3,0.231
C0A1,2019,4,0.243
C0A1,2019,5,0.239
C0A1,2019,6,0.241
C0A1,2019,7,0.233
C0A1,2019,8,0.224
C0A1,2019,9,0.205
C0A1,2019,10,0.180
C0A1,2019,11,0.221
C0A1,2019,12,0.219
C051,2019,1,0.413
C051,2019,2,0.489
C051,2019,3,0.164
C051,2019,4,0.178
C051,2019,5,0.155
C051,2019,6,0.097
C051,2019,7,0.085
C051,2019,8,0.079
C051,2019,9,0.088
C051,2019,10,0.104
C051,2019,11,0.334
C051,2019,12,0.260
C0A0,2019,1,0.493
C0A0,2019,2,0.465
C0A0,2019,3,0.265
C0A0,2019,4,0.232
C0A0,2019,5,0.246
C0A0,2019,6,0.158
C0A0,2019,7,0.068
C0A0,2019,8,0.075
C0A0,2019,9,0.126
C0A0,2019,10,0.138
C0A0,2019,11,0.468
C0A0,2019,12,0.316
C0B1,2019,1,0.778
C0B1,2019,2,0.729
C0B1,2019,3,0.266
C0B1,2019,4,0.300
C0B1,2019,5,0.255
C0B1,2019,6,0.134
C0B1,2019,7,0.092
C0B1,2019,8,0.086
C0B1,2019,9,0.121
C0B1,2019,10,0.176
C0B1,2019,11,1.083
C0B1,2019,12,0.824
C079,2019,1,0.614
C079,2019,2,0.530
C079,2019,3,0.376
C079,2019,4,0.395
C079,2019,5,0.421
C079,2019,6,0.316
C079,2019,7,0.278
C079,2019,8,0.270
C079,2019,9,0.291
C079,2019,10,0.336
C079,2019,11,0.834
C079,2019,12,0.634
C0C1,2019,1,1.022
C0C1,2019,2,0.948
C0C1,2019,3,0.509
C0C1,2019,4,0.572
C0C1,2019,5,0.506
C0C1,2019,6,0.465
C0C1,2019,7,0.415
C0C1,2019,8,0.405
C0C1,2019,9,0.455
C0C1,2019,10,0.461
C0C1,2019,11,1.066
C0C1,2019,12,0.966
C032,2019,1,0.376
C032,2019,2,0.359
C032,2019,3,0.240
C032,2019,4,0.271
C032,2019,5,0.263
C032,2019,6,0.231
C032,2019,7,0.226
C032,2019,8,0.218
C032,2019,9,0.222
C032,2019,10,0.183
C032,2019,11,0.357
C032,2019,12,0.309
C0C2,2019,1,0.511
C0C2,2019,2,0.445
C0C2,2019,3,0.297
C0C2,2019,4,0.303
C0C2,2019,5,0.283
C0C2,2019,6,0.266
C0C2,2019,7,0.257
C0C2,2019,8,0.255
C0C2,2019,9,0.259
C0C2,2019,10,0.257
C0C2,2019,11,0.437
C0C2,2019,12,0.445
C0BE,2019,1,0.384
C0BE,2019,2,0.327
C0BE,2019,3,0.231
C0BE,2019,4,0.234
C0BE,2019,5,0.240
C0BE,2019,6,0.192
C0BE,2019,7,0.162
C0BE,2019,8,0.152
C0BE,2019,9,0.150
C0BE,2019,10,0.189
C0BE,2019,11,0.553
C0BE,2019,12,0.415
C074,2019,1,0.254
C074,2019,2,0.221
C074,2019,3,0.146
C074,2019,4,0.157
C074,2019,5,0.176
C074,2019,6,0.132
C074,2019,7,0.105
C074,2019,8,0.108
C074,2019,9,0.108
C074,2019,10,0.125
C074,2019,11,0.354
C074,2019,12,0.283
C009,2019,1,1.288
C009,2019,2,1.217
C009,2019,3,0.605
C009,2019,4,0.658
C009,2019,5,0.652
C009,2019,6,0.501
C009,2019,7,0.453
C009,2019,8,0.436
C009,2019,9,0.470
C009,2019,10,0.556
C009,2019,11,1.821
C009,2019,12,1.391
C0BD,2019,1,0.290
C0BD,2019,2,0.249
C0BD,2019,3,0.186
C0BD,2019,4,0.190
C0BD,2019,5,0.206
C0BD,2019,6,0.163
C0BD,2019,7,0.131
C0BD,2019,8,0.128
C0BD,2019,9,0.138
C0BD,2019,10,0.180
C0BD,2019,11,0.445
C0BD,2019,12,0.324
C0B7,2019,1,0.324
C0B7,2019,2,0.303
C0B7,2019,3,0.190
C0B7,2019,4,0.202
C0B7,2019,5,0.213
C0B7,2019,6,0.153
C0B7,2019,7,0.114
C0B7,2019,8,0.122
C0B7,2019,9,0.130
C0B7,2019,10,0.169
C0B7,2019,11,0.483
C0B7,2019,12,0.323
C057,2019,1,1.081
C057,2019,2,0.729
C057,2019,3,0.524
C057,2019,4,0.567
C057,2019,5,3.624
C057,2019,7,0.309
C057,2019,8,0.279
C057,2019,9,0.314
C057,2019,10,0.482
C057,2019,11,1.679
C057,2019,12,0.920
C063,2019,1,0.355
C063,2019,2,0.283
C063,2019,3,0.207
C063,2019,4,0.235
C063,2019,5,0.227
C063,2019,6,0.148
C063,2019,7,0.145
C063,2019,8,0.127
C063,2019,9,0.144
C063,2019,10,0.164
C063,2019,11,0.516
C063,2019,12,0.362
C0BA,2019,1,0.370
C0BA,2019,2,0.288
C0BA,2019,3,0.205
C0BA,2019,4,0.219
C0BA,2019,5,0.226
C0BA,2019,6,0.165
C0BA,2019,7,0.128
C0BA,2019,8,0.120
C0BA,2019,9,0.129
C0BA,2019,10,0.185
C0BA,2019,11,0.572
C0BA,2019,12,0.393
C0B4,2019,1,0.301
C0B4,2019,2,0.207
C0B4,2019,3,0.069
C0B4,2019,4,0.103
C0B4,2019,5,0.081
C0B4,2019,6,0.034
C0B4,2019,7,0.031
C0B4,2019,8,0.029
C0B4,2019,9,0.042
C0B4,2019,10,0.041
C0B4,2019,11,0.260
C0B4,2019,12,0.216
C054,2019,1,0.436
C054,2019,2,0.298
C054,2019,3,0.143
C054,2019,4,0.176
C054,2019,5,0.199
C054,2019,6,0.070
C054,2019,7,0.030
C054,2019,8,0.030
C054,2019,9,0.042
C054,2019,10,0.092
C054,2019,11,0.600
C054,2019,12,0.320
C0B9,2019,1,0.620
C0B9,2019,2,0.554
C0B9,2019,3,0.489
C0B9,2019,4,0.492
C0B9,2019,5,0.456
C0B9,2019,6,0.411
C0B9,2019,7,0.388
C0B9,2019,8,0.373
C0B9,2019,9,0.400
C0B9,2019,10,0.426
C0B9,2019,11,0.843
C0B9,2019,12,0.622
C0C4,2019,1,0.552
C0C4,2019,2,0.511
C0C4,2019,3,0.347
C0C4,2019,4,0.342
C0C4,2019,5,0.281
C0C4,2019,6,0.261
C0C4,2019,7,0.195
C0C4,2019,8,0.146
C0C4,2019,9,0.209
C0C4,2019,10,0.209
C0C4,2019,11,0.539
C0C4,2019,12,0.520
C0B3,2019,1,0.609
C0B3,2019,2,0.672
C0B3,2019,3,0.241
C0B3,2019,4,0.239
C0B3,2019,5,0.225
C0B3,2019,6,0.165
C0B3,2019,7,0.132
C0B3,2019,8,0.166
C0B3,2019,9,0.180
C0B3,2019,10,0.215
C0B3,2019,11,0.803
C0B3,2019,12,0.766
C0E5,2019,1,0.403
C0E5,2019,2,0.370
C0E5,2019,3,0.257
C0E5,2019,4,0.263
C0E5,2019,5,0.260
C0E5,2019,6,0.173
C0E5,2019,7,0.137
C0E5,2019,8,0.144
C0E5,2019,9,0.125
C0E5,2019,10,0.147
C0E5,2019,11,0.455
C0E5,2019,12,0.355
C0DB,2019,1,0.349
C0DB,2019,2,0.314
C0DB,2019,3,0.210
C0DB,2019,4,0.235
C0DB,2019,5,0.230
C0DB,2019,6,0.150
C0DB,2019,7,0.108
C0DB,2019,8,0.121
C0DB,2019,9,0.113
C0DB,2019,10,0.130
C0DB,2019,11,0.482
C0DB,2019,12,0.342
C0D3,2019,1,0.154
C0D3,2019,2,0.154
C0D3,2019,3,0.106
C0D3,2019,4,0.109
C0D3,2019,5,0.113
C0D3,2019,6,0.098
C0D3,2019,7,0.082
C0D3,2019,8,0.073
C0D3,2019,9,0.071
C0D3,2019,10,0.073
C0D3,2019,11,0.196
C0D3,2019,12,0.164
C0DD,2019,1,0.622
C0DD,2019,2,0.597
C0DD,2019,3,0.409
C0DD,2019,4,0.455
C0DD,2019,5,0.433
C0DD,2019,6,0.355
C0DD,2019,7,0.299
C0DD,2019,8,0.287
C0DD,2019,9,0.264
C0DD,2019,10,0.303
C0DD,2019,11,0.796
C0DD,2019,12,0.634
C0E9,2019,1,0.640
C0E9,2019,2,0.636
C0E9,2019,3,0.412
C0E9,2019,4,0.436
C0E9,2019,5,0.430
C0E9,2019,6,0.313
C0E9,2019,7,0.257
C0E9,2019,8,0.262
C0E9,2019,9,0.228
C0E9,2019,10,0.269
C0E9,2019,11,0.781
C0E9,2019,12,0.633
C078,2019,1,0.763
C078,2019,2,0.719
C078,2019,3,0.462
C078,2019,4,0.513
C078,2019,5,0.501
C078,2019,6,0.374
C078,2019,7,0.307
C078,2019,8,0.309
C078,2019,9,0.307
C078,2019,10,0.354
C078,2019,11,0.978
C078,2019,12,0.790
C052,2019,1,0.506
C052,2019,2,0.521
C052,2019,3,0.337
C052,2019,4,0.345
C052,2019,5,0.443
C052,2019,6,0.349
C052,2019,7,0.294
C052,2019,8,0.276
C052,2019,9,0.165
C052,2019,10,0.183
C052,2019,11,0.644
C052,2019,12,0.428
C0E1,2019,1,0.365
C0E1,2019,2,0.387
C0E1,2019,3,0.269
C0E1,2019,4,0.275
C0E1,2019,5,0.281
C0E1,2019,6,0.201
C0E1,2019,7,0.145
C0E1,2019,8,0.158
C0E1,2019,9,0.141
C0E1,2019,10,0.208
C0E1,2019,11,0.478
C0E1,2019,12,0.346
C077,2019,1,0.583
C077,2019,2,0.567
C077,2019,3,0.386
C077,2019,4,0.406
C077,2019,5,0.460
C077,2019,6,0.372
C077,2019,7,0.289
C077,2019,8,0.272
C077,2019,9,0.247
C077,2019,10,0.276
C077,2019,11,0.740
C077,2019,12,0.575
C080,2019,1,0.459
C080,2019,2,0.493
C080,2019,3,0.312
C080,2019,4,0.313
C080,2019,5,0.462
C080,2019,6,0.331
C080,2019,7,0.250
C080,2019,8,0.279
C080,2019,9,0.270
C080,2019,10,0.319
C080,2019,11,0.672
C080,2019,12,0.514
C0E8,2019,1,0.538
C0E8,2019,2,0.505
C0E8,2019,3,0.348
C0E8,2019,4,0.362
C0E8,2019,5,0.401
C0E8,2019,6,0.295
C0E8,2019,7,0.215
C0E8,2019,8,0.196
C0E8,2019,9,0.195
C0E8,2019,10,0.227
C0E8,2019,11,0.659
C0E8,2019,12,0.522
C0EA,2019,1,0.335
C0EA,2019,2,0.332
C0EA,2019,3,0.252
C0EA,2019,4,0.262
C0EA,2019,5,0.259
C0EA,2019,6,0.229
C0EA,2019,7,0.195
C0EA,2019,8,0.185
C0EA,2019,9,0.165
C0EA,2019,10,0.174
C0EA,2019,11,0.374
C0EA,2019,12,0.313
C0F0,2019,1,0.748
C0F0,2019,2,0.792
C0F0,2019,3,0.516
C0F0,2019,4,0.504
C0F0,2019,5,0.611
C0F0,2019,6,0.542
C0F0,2019,7,0.410
C0F0,2019,8,0.334
C0F0,2019,9,0.306
C0F0,2019,10,0.358
C0F0,2019,11,0.962
C0F0,2019,12,0.762
C0E7,2019,1,0.296
C0E7,2019,2,0.282
C0E7,2019,3,0.170
C0E7,2019,4,0.185
C0E7,2019,5,0.171
C0E7,2019,6,0.122
C0E7,2019,7,0.099
C0E7,2019,8,0.100
C0E7,2019,9,0.090
C0E7,2019,10,0.105
C0E7,2019,11,0.362
C0E7,2019,12,0.298
C0DC,2019,1,0.321
C0DC,2019,2,0.313
C0DC,2019,3,0.202
C0DC,2019,4,0.226
C0DC,2019,5,0.203
C0DC,2019,6,0.176
C0DC,2019,7,0.154
C0DC,2019,8,0.149
C0DC,2019,9,0.138
C0DC,2019,10,0.139
C0DC,2019,11,0.368
C0DC,2019,12,0.322
C0EC,2019,1,0.889
C0EC,2019,2,0.816
C0EC,2019,3,0.544
C0EC,2019,4,0.585
C0EC,2019,5,0.588
C0EC,2019,6,0.469
C0EC,2019,7,0.388
C0EC,2019,8,0.382
C0EC,2019,9,0.346
C0EC,2019,10,0.390
C0EC,2019,11,1.032
C0EC,2019,12,0.798
C0DE,2019,1,0.218
C0DE,2019,2,0.210
C0DE,2019,3,0.132
C0DE,2019,4,0.162
C0DE,2019,5,0.144
C0DE,2019,6,0.109
C0DE,2019,7,0.079
C0DE,2019,8,0.079
C0DE,2019,9,0.067
C0DE,2019,10,0.082
C0DE,2019,11,0.292
C0DE,2019,12,0.227
C0F4,2019,1,0.376
C0F4,2019,2,0.401
C0F4,2019,3,0.283
C0F4,2019,4,0.294
C0F4,2019,5,0.367
C0F4,2019,6,0.300
C0F4,2019,7,0.231
C0F4,2019,8,0.215
C0F4,2019,9,0.191
C0F4,2019,10,0.260
C0F4,2019,11,0.564
C0F4,2019,12,0.414
C0D1,2019,1,0.480
C0D1,2019,2,0.434
C0D1,2019,3,0.265
C0D1,2019,4,0.309
C0D1,2019,5,0.333
C0D1,2019,6,0.215
C0D1,2019,7,0.152
C0D1,2019,8,0.171
C0D1,2019,9,0.169
C0D1,2019,10,0.190
C0D1,2019,11,0.612
C0D1,2019,12,0.432
C0D2,2019,1,0.580
C0D2,2019,2,0.588
C0D2,2019,3,0.377
C0D2,2019,4,0.388
C0D2,2019,5,0.386
C0D2,2019,6,0.291
C0D2,2019,7,0.245
C0D2,2019,8,0.235
C0D2,2019,9,0.238
C0D2,2019,10,0.258
C0D2,2019,11,0.707
C0D2,2019,12,0.591
C0D0,2019,1,0.184
C0D0,2019,2,0.148
C0D0,2019,3,0.085
C0D0,2019,4,0.125
C0D0,2019,5,0.115
C0D0,2019,6,0.068
C0D0,2019,7,0.052
C0D0,2019,8,0.060
C0D0,2019,9,0.069
C0D0,2019,10,0.076
C0D0,2019,11,0.242
C0D0,2019,12,0.163
