code,year,month,precipitacion_acumulada
C075,2018,2,289.9
C075,2018,3,152.4
C075,2018,4,188.1
C075,2018,5,83.7
C075,2018,6,112.5
C075,2018,7,82.2
C075,2018,8,41.2
C075,2018,9,28
C075,2018,10,153.1
C075,2018,11,91.8
C075,2018,12,62.7
C074,2018,1,279.6
C074,2018,2,320.7
C074,2018,3,159.9
C074,2018,4,156.2
C074,2018,5,101.9
C074,2018,6,62.7
C074,2018,7,84.4
C074,2018,8,30.8
C074,2018,9,28.5
C074,2018,10,169.3
C074,2018,11,97.9
C074,2018,12,47.3
C009,2018,1,267.4
C009,2018,2,326.9
C009,2018,3,142.4
C009,2018,4,168.7
C009,2018,5,88
C009,2018,6,54.7
C009,2018,7,44.3
C009,2018,8,50.1
C009,2018,9,12.4
C009,2018,10,194.3
C009,2018,11,71.2
C009,2018,12,31.8
C038,2018,1,241.5
C038,2018,2,236.7
C038,2018,3,113.5
C038,2018,4,119.9
C038,2018,5,97.7
C038,2018,6,64.1
C038,2018,7,33
C038,2018,8,32.4
C038,2018,9,11.3
C038,2018,10,166.7
C038,2018,11,80.6
C038,2018,12,26.7
C033,2018,1,204.5
C033,2018,2,303.4
C033,2018,3,172.5
C033,2018,4,195.5
C033,2018,5,74.3
C033,2018,6,77.3
C033,2018,7,82
C033,2018,8,59.2
C033,2018,9,22.3
C033,2018,10,199.6
C033,2018,11,69.3
C033,2018,12,42.9
C0BD,2018,1,349.3
C0BD,2018,2,331.5
C0BD,2018,3,195.3
C0BD,2018,4,184.6
C0BD,2018,5,87.1
C0BD,2018,6,68.5
C0BD,2018,7,119.8
C0BD,2018,8,68.9
C0BD,2018,9,29.6
C0BD,2018,10,208.6
C0BD,2018,11,100
C0BD,2018,12,76.6
C036,2018,1,279.9
C036,2018,2,319.4
C036,2018,3,159.6
C036,2018,4,207.2
C036,2018,5,81.7
C036,2018,6,63.1
C036,2018,7,71.6
C036,2018,8,20.8
C036,2018,9,12.2
C036,2018,10,174
C036,2018,11,81.7
C036,2018,12,48.7
C045,2018,1,184
C045,2018,2,205.2
C045,2018,3,109
C045,2018,4,111.9
C045,2018,5,87.1
C045,2018,6,58.7
C045,2018,7,42.1
C045,2018,8,32.5
C045,2018,9,23.6
C045,2018,10,183.1
C045,2018,11,72.1
C045,2018,12,32.7
C0B7,2018,1,300.6
C0B7,2018,2,303.6
C0B7,2018,3,171.3
C0B7,2018,4,187.1
C0B7,2018,5,84.7
C0B7,2018,6,57
C0B7,2018,7,91.2
C0B7,2018,8,24.5
C0B7,2018,9,25
C0B7,2018,10,160.6
C0B7,2018,11,95.7
C0B7,2018,12,39.1
C019,2018,1,227.1
C019,2018,2,191.4
C019,2018,3,123.5
C019,2018,4,88.2
C019,2018,5,80.2
C019,2018,6,117.2
C019,2018,7,112.1
C019,2018,8,94.7
C019,2018,9,31.4
C019,2018,10,160.5
C019,2018,11,105.6
C019,2018,12,53.3
C057,2018,1,264.8
C057,2018,2,301.3
C057,2018,3,135.1
C057,2018,4,134.3
C057,2018,5,76.4
C057,2018,6,84
C057,2018,7,83.9
C057,2018,8,51
C057,2018,9,14.1
C057,2018,10,167.9
C057,2018,11,107.9
C057,2018,12,37.3
C063,2018,1,356.9
C063,2018,2,302.3
C063,2018,3,163.5
C063,2018,4,126.3
C063,2018,5,61.5
C063,2018,6,66.8
C063,2018,7,55.5
C063,2018,8,89.7
C063,2018,9,23
C063,2018,10,180.5
C063,2018,11,87.6
C063,2018,12,59.3
C046,2018,1,183.5
C046,2018,2,284.1
C046,2018,3,72.8
C046,2018,4,153.3
C046,2018,5,94.7
C046,2018,6,79.5
C046,2018,7,111.7
C046,2018,8,78.1
C046,2018,9,53
C046,2018,10,158.6
C046,2018,11,72.4
C046,2018,12,39.2
C0BA,2018,1,260
C0BA,2018,2,248
C0BA,2018,3,136.6
C0BA,2018,4,119.9
C0BA,2018,5,62.7
C0BA,2018,6,74.2
C0BA,2018,7,138.4
C0BA,2018,8,100
C0BA,2018,9,38.2
C0BA,2018,10,188.4
C0BA,2018,11,96
C0BA,2018,12,53.6
C059,2018,1,218
C059,2018,2,312.1
C059,2018,3,164.7
C059,2018,4,139.8
C059,2018,5,97
C059,2018,6,55.3
C059,2018,7,26.9
C059,2018,8,8.4
C059,2018,9,20.1
C059,2018,10,151.1
C059,2018,11,57.8
C059,2018,12,22.6
C072,2018,1,136.3
C072,2018,2,163.8
C072,2018,3,98.5
C072,2018,4,105.9
C072,2018,5,120.6
C072,2018,6,48.9
C072,2018,7,93.3
C072,2018,8,29.8
C072,2018,9,25.5
C072,2018,10,123.3
C072,2018,11,58.1
C072,2018,12,32.7
C0B4,2018,1,212.6
C0B4,2018,2,245
C0B4,2018,3,124.8
C0B4,2018,4,165.5
C0B4,2018,5,77.2
C0B4,2018,6,65.3
C0B4,2018,7,44.7
C0B4,2018,8,21.7
C0B4,2018,9,6.5
C0B4,2018,10,174.1
C0B4,2018,11,76.7
C0B4,2018,12,36.4
C054,2018,1,244.8
C054,2018,2,256
C054,2018,3,170.8
C054,2018,4,263.1
C054,2018,5,109.6
C054,2018,6,80.8
C054,2018,7,59.9
C054,2018,8,9.2
C054,2018,9,53.3
C054,2018,10,207.7
C054,2018,11,107.5
C054,2018,12,46.2
C042,2018,1,190.1
C042,2018,2,165.6
C042,2018,3,86.8
C042,2018,4,80.6
C042,2018,5,87.2
C042,2018,6,56.9
C042,2018,7,44.1
C042,2018,8,37.6
C042,2018,9,20.1
C042,2018,10,143
C042,2018,11,63.6
C042,2018,12,23.6
C0B9,2018,1,258
C0B9,2018,2,250.1
C0B9,2018,3,115
C0B9,2018,4,150.8
C0B9,2018,5,89.3
C0B9,2018,6,42.9
C0B9,2018,7,45.5
C0B9,2018,8,34.9
C0B9,2018,9,10.7
C0B9,2018,10,185.3
C0B9,2018,11,86.8
C0B9,2018,12,27.1
C0C3,2018,1,255
C0C3,2018,2,260.9
C0C3,2018,3,149.6
C0C3,2018,4,144.5
C0C3,2018,5,81.6
C0C3,2018,6,42.2
C0C3,2018,7,27.7
C0C3,2018,8,24.7
C0C3,2018,9,8.3
C0C3,2018,10,196.1
C0C3,2018,11,88
C0C3,2018,12,30.2
C022,2018,1,310.7
C022,2018,2,302.5
C022,2018,3,160
C022,2018,4,194.9
C022,2018,5,116.6
C022,2018,6,82.2
C022,2018,7,73.7
C022,2018,8,33
C022,2018,9,38.1
C022,2018,10,153.5
C022,2018,11,102.8
C022,2018,12,69.6
C0B3,2018,1,266.4
C0B3,2018,2,305.1
C0B3,2018,3,160.5
C0B3,2018,4,194
C0B3,2018,5,72.5
C0B3,2018,6,55.1
C0B3,2018,7,68.9
C0B3,2018,8,59.9
C0B3,2018,9,16.7
C0B3,2018,10,197.5
C0B3,2018,11,72
C0B3,2018,12,40
C037,2018,1,264
C037,2018,2,303.4
C037,2018,3,147.7
C037,2018,4,182.8
C037,2018,5,95.7
C037,2018,6,54.2
C037,2018,7,52.3
C037,2018,8,40.1
C037,2018,9,15.6
C037,2018,10,193.9
C037,2018,11,66
C037,2018,12,31.6
C0E5,2018,1,194.9
C0E5,2018,2,185.2
C0E5,2018,3,103
C0E5,2018,4,153.2
C0E5,2018,5,83.7
C0E5,2018,6,59.2
C0E5,2018,7,153.6
C0E5,2018,8,22.2
C0E5,2018,9,40.5
C0E5,2018,10,126.9
C0E5,2018,11,86.9
C0E5,2018,12,54.9
C0DB,2018,1,224.1
C0DB,2018,2,285.5
C0DB,2018,3,186
C0DB,2018,4,190.9
C0DB,2018,5,73
C0DB,2018,6,84.7
C0DB,2018,7,56.1
C0DB,2018,8,29
C0DB,2018,9,26.3
C0DB,2018,10,176.1
C0DB,2018,11,103.4
C0DB,2018,12,79.9
C0D3,2018,1,301.4
C0D3,2018,2,294
C0D3,2018,3,168.3
C0D3,2018,4,176.1
C0D3,2018,5,96.4
C0D3,2018,6,110
C0D3,2018,7,96.8
C0D3,2018,8,41.1
C0D3,2018,9,26.8
C0D3,2018,10,172
C0D3,2018,11,96.2
C0D3,2018,12,62.4
C0DD,2018,1,229.3
C0DD,2018,2,284.8
C0DD,2018,3,107
C0DD,2018,4,175
C0DD,2018,5,79.3
C0DD,2018,6,81.5
C0DD,2018,7,149.4
C0DD,2018,8,79.3
C0DD,2018,9,34.9
C0DD,2018,10,188.9
C0DD,2018,11,104.8
C0DD,2018,12,49.5
C0E9,2018,1,278.3
C0E9,2018,2,293.3
C0E9,2018,3,117.4
C0E9,2018,4,182
C0E9,2018,5,102.3
C0E9,2018,6,82.5
C0E9,2018,7,93.3
C0E9,2018,8,14.3
C0E9,2018,9,23.1
C0E9,2018,10,171.6
C0E9,2018,11,100.2
C0E9,2018,12,66.8
C078,2018,1,272.2
C078,2018,2,279.9
C078,2018,3,156.8
C078,2018,4,188.9
C078,2018,5,87.1
C078,2018,6,79.1
C078,2018,7,76.7
C078,2018,8,86.6
C078,2018,9,31.5
C078,2018,10,189.3
C078,2018,11,103.6
C078,2018,12,58
C052,2018,1,428.3
C052,2018,2,455.1
C052,2018,3,183.8
C052,2018,4,340.8
C052,2018,5,141.7
C052,2018,6,135.9
C052,2018,7,104.3
C052,2018,8,34.9
C052,2018,9,28.4
C052,2018,10,191.6
C052,2018,11,157.9
C052,2018,12,131.3
C0E1,2018,1,239.8
C0E1,2018,2,225
C0E1,2018,3,129.8
C0E1,2018,4,169.8
C0E1,2018,5,92.4
C0E1,2018,6,45.3
C0E1,2018,7,114.6
C0E1,2018,8,20
C0E1,2018,9,17
C0E1,2018,10,127.3
C0E1,2018,11,77.4
C0E1,2018,12,57
C077,2018,1,296.4
C077,2018,2,296
C077,2018,3,144
C077,2018,4,237.5
C077,2018,5,124.2
C077,2018,6,98.8
C077,2018,7,72.3
C077,2018,8,39.7
C077,2018,9,45.4
C077,2018,10,165.5
C077,2018,11,120.2
C077,2018,12,85.7
C080,2018,1,444.6
C080,2018,2,475.6
C080,2018,3,232.6
C080,2018,4,287.2
C080,2018,5,192.2
C080,2018,6,155.9
C080,2018,7,156.4
C080,2018,8,66.7
C080,2018,9,31.5
C080,2018,10,235.5
C080,2018,11,135.2
C080,2018,12,143.6
C0E8,2018,1,295.4
C0E8,2018,2,333.9
C0E8,2018,3,111.4
C0E8,2018,4,223.3
C0E8,2018,5,113.2
C0E8,2018,6,94.3
C0E8,2018,7,104.9
C0E8,2018,8,22.7
C0E8,2018,9,22.6
C0E8,2018,10,173.5
C0E8,2018,11,112.2
C0E8,2018,12,72.4
C023,2018,1,281.7
C023,2018,2,317.9
C023,2018,3,157.2
C023,2018,4,188.8
C023,2018,5,81.3
C023,2018,6,68.2
C023,2018,7,57
C023,2018,8,16.9
C023,2018,9,33.6
C023,2018,10,162.4
C023,2018,11,84.6
C023,2018,12,53.4
C084,2018,1,260.5
C084,2018,2,218.8
C084,2018,3,174.9
C084,2018,4,142.3
C084,2018,5,119.7
C084,2018,6,170.8
C084,2018,7,162.9
C084,2018,8,44.9
C084,2018,9,42.2
C084,2018,10,123.8
C084,2018,11,134.5
C084,2018,12,87.6
C0EA,2018,1,277.4
C0EA,2018,2,340.9
C0EA,2018,3,111.4
C0EA,2018,4,212.3
C0EA,2018,5,111.1
C0EA,2018,6,109.1
C0EA,2018,7,107.9
C0EA,2018,8,45.9
C0EA,2018,9,42.8
C0EA,2018,10,193.5
C0EA,2018,11,115
C0EA,2018,12,87.2
C026,2018,1,366.7
C026,2018,2,471.9
C026,2018,3,164.8
C026,2018,4,347.8
C026,2018,5,125.3
C026,2018,6,169.2
C026,2018,7,105.8
C026,2018,8,32.9
C026,2018,9,25.4
C026,2018,10,190.8
C026,2018,11,146.3
C026,2018,12,135.7
C058,2018,1,328.3
C058,2018,2,441.3
C058,2018,3,158.7
C058,2018,4,327.9
C058,2018,5,118.1
C058,2018,6,104.1
C058,2018,7,102.5
C058,2018,8,39.9
C058,2018,9,23.2
C058,2018,10,272.2
C058,2018,11,130.1
C058,2018,12,87
C0F0,2018,1,304.9
C0F0,2018,2,324.8
C0F0,2018,3,142.1
C0F0,2018,4,233.2
C0F0,2018,5,128.6
C0F0,2018,6,110.3
C0F0,2018,7,81.3
C0F0,2018,8,64.5
C0F0,2018,9,55.6
C0F0,2018,10,157.3
C0F0,2018,11,114.3
C0F0,2018,12,88.8
C0F1,2018,1,512.6
C0F1,2018,2,565.9
C0F1,2018,3,245.6
C0F1,2018,4,371.7
C0F1,2018,5,213.2
C0F1,2018,6,320.5
C0F1,2018,7,153.1
C0F1,2018,8,101.4
C0F1,2018,9,58
C0F1,2018,10,181
C0F1,2018,11,158
C0F1,2018,12,145.9
C0E7,2018,1,227.5
C0E7,2018,2,263.2
C0E7,2018,3,148.8
C0E7,2018,4,185.8
C0E7,2018,5,68.7
C0E7,2018,6,71.5
C0E7,2018,7,70.2
C0E7,2018,8,14.3
C0E7,2018,9,20.9
C0E7,2018,10,132.7
C0E7,2018,11,77.1
C0E7,2018,12,55.3
C0DC,2018,1,289.4
C0DC,2018,2,372.1
C0DC,2018,3,143.8
C0DC,2018,4,207.3
C0DC,2018,5,79
C0DC,2018,6,72.3
C0DC,2018,7,67.1
C0DC,2018,8,59.6
C0DC,2018,9,32.4
C0DC,2018,10,208.7
C0DC,2018,11,100.6
C0DC,2018,12,67.7
C0EC,2018,1,280.8
C0EC,2018,2,308.2
C0EC,2018,3,117.1
C0EC,2018,4,226
C0EC,2018,5,114.3
C0EC,2018,6,94.2
C0EC,2018,7,80.2
C0EC,2018,8,45
C0EC,2018,9,55.3
C0EC,2018,10,167.6
C0EC,2018,11,118.7
C0EC,2018,12,88
C0DE,2018,1,264.3
C0DE,2018,2,340.8
C0DE,2018,3,160.3
C0DE,2018,4,221
C0DE,2018,5,88.8
C0DE,2018,6,74.1
C0DE,2018,7,66.8
C0DE,2018,8,39.5
C0DE,2018,9,25.9
C0DE,2018,10,175.2
C0DE,2018,11,91.9
C0DE,2018,12,60.7
C017,2018,1,276.8
C017,2018,2,279.7
C017,2018,3,122.1
C017,2018,4,198.6
C017,2018,5,128.1
C017,2018,6,94.1
C017,2018,7,78.6
C017,2018,8,61
C017,2018,9,62.9
C017,2018,10,152.8
C017,2018,11,134.2
C017,2018,12,81.8
C0F4,2018,1,280.8
C0F4,2018,2,276.9
C0F4,2018,3,99.5
C0F4,2018,4,178.9
C0F4,2018,5,133.2
C0F4,2018,6,131.4
C0F4,2018,7,166.1
C0F4,2018,8,64.4
C0F4,2018,9,61.4
C0F4,2018,10,141.1
C0F4,2018,11,82.1
C0F4,2018,12,68.1
C0D1,2018,1,234.5
C0D1,2018,2,250.1
C0D1,2018,3,143.7
C0D1,2018,4,144.5
C0D1,2018,5,67.8
C0D1,2018,6,83.8
C0D1,2018,7,57.8
C0D1,2018,8,23.8
C0D1,2018,9,35.3
C0D1,2018,10,147.3
C0D1,2018,11,78.4
C0D1,2018,12,58.6
C043,2018,1,249.2
C043,2018,2,245.8
C043,2018,3,146.8
C043,2018,4,191.9
C043,2018,5,77.3
C043,2018,6,52.6
C043,2018,7,119.4
C043,2018,8,19.2
C043,2018,9,23.3
C043,2018,10,126
C043,2018,11,88.9
C043,2018,12,61
C0D2,2018,1,260.3
C0D2,2018,2,273
C0D2,2018,3,154.5
C0D2,2018,4,162.3
C0D2,2018,5,74.5
C0D2,2018,6,67.2
C0D2,2018,7,55.2
C0D2,2018,8,25.1
C0D2,2018,9,27.7
C0D2,2018,10,151.8
C0D2,2018,11,80.7
C0D2,2018,12,66.6
C0D0,2018,1,211.6
C0D0,2018,2,218
C0D0,2018,3,155.9
C0D0,2018,4,167.7
C0D0,2018,5,85.2
C0D0,2018,6,67.7
C0D0,2018,7,95.5
C0D0,2018,8,26.4
C0D0,2018,9,34.8
C0D0,2018,10,138.4
C0D0,2018,11,118.7
C0D0,2018,12,41.5
C064,2018,1,235.3
C064,2018,2,251
C064,2018,3,65
C064,2018,4,143.9
C064,2018,5,103.6
C064,2018,6,73.1
C064,2018,7,85
C064,2018,8,51.5
C064,2018,9,22.8
C064,2018,10,140.4
C064,2018,11,122.5
C064,2018,12,65.2
C028,2018,1,198.2
C028,2018,2,147.9
C028,2018,3,163.8
C028,2018,4,176
C028,2018,5,150.1
C028,2018,6,82.8
C028,2018,7,151
C028,2018,8,25.6
C028,2018,9,37.5
C028,2018,10,132.5
C028,2018,11,133.2
C028,2018,12,96.2
C029,2018,1,216.9
C029,2018,2,257.4
C029,2018,3,95.2
C029,2018,4,193
C029,2018,5,101.7
C029,2018,6,93.7
C029,2018,7,72
C029,2018,8,29.3
C029,2018,9,38.8
C029,2018,10,181.6
C029,2018,11,117.3
C029,2018,12,83.7
C056,2019,1,158.3
C056,2019,2,40.7
C056,2019,3,20
C056,2019,4,58.7
C056,2019,5,57.1
C056,2019,6,11.9
C056,2019,7,30.8
C056,2019,8,60.7
C056,2019,9,33.8
C056,2019,10,66.9
C056,2019,11,203.9
C056,2019,12,79.4
C035,2019,1,268.1
C035,2019,2,60.7
C035,2019,3,43.6
C035,2019,4,73.5
C035,2019,5,91.4
C035,2019,6,33.2
C035,2019,7,66.1
C035,2019,8,43.0
C035,2019,9,72.6
C035,2019,10,81.1
C035,2019,11,293.3
C035,2019,12,99.3
C016,2019,1,152.0
C016,2019,2,36.5
C016,2019,3,21.3
C016,2019,4,69.8
C016,2019,5,46.8
C016,2019,6,17.1
C016,2019,7,23.1
C016,2019,8,26.3
C016,2019,9,44.4
C016,2019,10,62.5
C016,2019,11,184.1
C016,2019,12,63.6
C034,2019,1,97.4
C034,2019,2,36.5
C034,2019,3,14.2
C034,2019,4,90.6
C034,2019,5,28.4
C034,2019,6,22.8
C034,2019,7,63.4
C034,2019,8,21.5
C034,2019,9,51.6
C034,2019,10,38.5
C034,2019,11,195.9
C034,2019,12,75.4
C0AA,2019,1,173.5
C0AA,2019,2,39.1
C0AA,2019,3,20.2
C0AA,2019,4,58.6
C0AA,2019,5,68.2
C0AA,2019,6,17.0
C0AA,2019,7,30.2
C0AA,2019,8,65.1
C0AA,2019,9,45.7
C0AA,2019,10,52.8
C0AA,2019,11,235.8
C0AA,2019,12,79.7
C067,2019,1,250.5
C067,2019,2,66.5
C067,2019,3,43.2
C067,2019,4,64.1
C067,2019,5,55.1
C067,2019,6,25.0
C067,2019,7,49.8
C067,2019,8,33.8
C067,2019,9,60.7
C067,2019,10,74.6
C067,2019,11,330.9
C067,2019,12,91.6
C044,2019,1,411.5
C044,2019,2,77.1
C044,2019,3,52.3
C044,2019,4,87.7
C044,2019,5,100.9
C044,2019,6,19.3
C044,2019,7,48.3
C044,2019,8,56.7
C044,2019,9,80.6
C044,2019,10,66.5
C044,2019,11,369.4
C044,2019,12,133.1
C048,2019,1,107.5
C048,2019,2,41.6
C048,2019,3,25.6
C048,2019,4,75.1
C048,2019,5,71.5
C048,2019,6,37.3
C048,2019,7,27.8
C048,2019,8,38.6
C048,2019,9,74.4
C048,2019,10,49.5
C048,2019,11,202.2
C048,2019,12,73.6
C068,2019,1,244.1
C068,2019,2,45.6
C068,2019,3,31.2
C068,2019,4,75.8
C068,2019,5,104.1
C068,2019,6,23.6
C068,2019,7,34.3
C068,2019,8,52.0
C068,2019,9,84.5
C068,2019,10,76.4
C068,2019,11,341.5
C068,2019,12,133.9
C024,2019,1,169.2
C024,2019,2,44.9
C024,2019,3,24.9
C024,2019,4,75.7
C024,2019,5,95.4
C024,2019,6,39.0
C024,2019,7,38.4
C024,2019,8,43.3
C024,2019,9,87.9
C024,2019,10,72.8
C024,2019,11,250.7
C024,2019,12,98.6
C0A0,2019,1,139.0
C0A0,2019,2,40.0
C0A0,2019,3,15.5
C0A0,2019,4,70.7
C0A0,2019,5,48.9
C0A0,2019,6,37.5
C0A0,2019,7,21.6
C0A0,2019,8,30.7
C0A0,2019,9,61.7
C0A0,2019,10,42.6
C0A0,2019,11,208.1
C0A0,2019,12,60.0
C047,2019,1,154.4
C047,2019,2,36.9
C047,2019,3,29.2
C047,2019,4,83.0
C047,2019,5,93.5
C047,2019,6,27.7
C047,2019,7,40.8
C047,2019,8,47.3
C047,2019,9,55.0
C047,2019,10,83.7
C047,2019,11,263.8
C047,2019,12,91.6
C031,2019,1,56.7
C031,2019,2,18.9
C031,2019,3,4.2
C031,2019,4,52.6
C031,2019,5,35.3
C031,2019,6,35.7
C031,2019,7,28.5
C031,2019,8,16.3
C031,2019,9,48.6
C031,2019,10,57.2
C031,2019,11,110.2
C031,2019,12,30.9
C041,2019,1,109.9
C041,2019,2,51.1
C041,2019,3,14.4
C041,2019,4,90.4
C041,2019,5,64.1
C041,2019,6,35.7
C041,2019,7,35.8
C041,2019,8,25.1
C041,2019,9,55.3
C041,2019,10,32.4
C041,2019,11,205.5
C041,2019,12,70.9
C055,2019,1,218.0
C055,2019,2,43.6
C055,2019,3,17.9
C055,2019,4,63.1
C055,2019,5,79.2
C055,2019,6,13.0
C055,2019,7,23.0
C055,2019,8,60.9
C055,2019,9,56.2
C055,2019,10,65.0
C055,2019,11,290.5
C055,2019,12,87.4
C060,2019,1,82.8
C060,2019,2,31.1
C060,2019,3,6.4
C060,2019,4,69.6
C060,2019,5,31.1
C060,2019,6,28.0
C060,2019,7,23.2
C060,2019,8,30.4
C060,2019,9,47.7
C060,2019,10,25.0
C060,2019,11,140.7
C060,2019,12,52.6
C030,2019,1,190.7
C030,2019,2,39.7
C030,2019,3,21.9
C030,2019,4,62.9
C030,2019,5,74.6
C030,2019,6,22.2
C030,2019,7,41.1
C030,2019,8,62.8
C030,2019,9,59.6
C030,2019,10,49.3
C030,2019,11,290.0
C030,2019,12,106.3
C051,2019,1,228.7
C051,2019,2,53.6
C051,2019,3,33.3
C051,2019,4,63.0
C051,2019,5,52.3
C051,2019,6,25.2
C051,2019,7,44.5
C051,2019,8,39.1
C051,2019,9,43.1
