code,year,month,precipitacion_acumulada
C051,2019,10,68.7
C051,2019,11,254.5
C051,2019,12,76.7
C0A0,2019,1,318.7
C0A0,2019,2,75.8
C0A0,2019,3,49.1
C0A0,2019,4,78.5
C0A0,2019,5,99.4
C0A0,2019,6,31.9
C0A0,2019,7,57.1
C0A0,2019,8,64.0
C0A0,2019,9,104.0
C0A0,2019,10,104.9
C0A0,2019,11,341.2
C0A0,2019,12,106.6
C049,2019,1,141.7
C049,2019,2,36.7
C049,2019,3,20.7
C049,2019,4,77.1
C049,2019,5,46.1
C049,2019,6,19.7
C049,2019,7,36.4
C049,2019,8,44.0
C049,2019,9,62.9
C049,2019,10,51.2
C049,2019,11,188.2
C049,2019,12,64.3
C00B,2019,1,132.7
C00B,2019,2,44.1
C00B,2019,3,18.9
C00B,2019,4,93.9
C00B,2019,5,25.2
C00B,2019,6,19.9
C00B,2019,7,28.9
C00B,2019,8,19.8
C00B,2019,9,52.2
C00B,2019,10,62.5
C00B,2019,11,234.8
C00B,2019,12,70.6
C020,2019,1,90.3
C020,2019,2,33.4
C020,2019,3,12.6
C020,2019,4,67.7
C020,2019,5,36.7
C020,2019,6,22.9
C020,2019,7,20.5
C020,2019,8,63.5
C020,2019,9,41.8
C020,2019,10,40.4
C020,2019,11,179.1
C020,2019,12,56.5
C070,2019,1,89.7
C070,2019,2,37.3
C070,2019,3,11.5
C070,2019,4,67.8
C070,2019,5,48.9
C070,2019,6,20.0
C070,2019,7,34.2
C070,2019,8,31.1
C070,2019,9,47.3
C070,2019,10,69.5
C070,2019,11,167.1
C070,2019,12,46.1
C050,2019,1,55.8
C050,2019,2,37.7
C050,2019,3,10.3
C050,2019,4,78.0
C050,2019,5,45.6
C050,2019,6,15.3
C050,2019,7,27.0
C050,2019,8,23.5
C050,2019,9,47.2
C050,2019,10,37.8
C050,2019,11,133.1
C050,2019,12,40.9
C0B1,2019,1,244.7
C0B1,2019,2,46.4
C0B1,2019,3,55.7
C0B1,2019,4,84.3
C0B1,2019,5,69.3
C0B1,2019,6,25.9
C0B1,2019,7,58.8
C0B1,2019,8,41.3
C0B1,2019,9,79.7
C0B1,2019,10,106.8
C0B1,2019,11,381.0
C0B1,2019,12,88.9
C079,2019,1,283.0
C079,2019,2,52.0
C079,2019,3,55.4
C079,2019,4,93.0
C079,2019,5,91.8
C079,2019,6,37.7
C079,2019,7,86.8
C079,2019,8,39.4
C079,2019,9,63.1
C079,2019,10,106.6
C079,2019,11,466.0
C079,2019,12,141.6
C0C1,2019,1,275.9
C0C1,2019,2,54.1
C0C1,2019,3,39.6
C0C1,2019,4,71.4
C0C1,2019,5,58.9
C0C1,2019,6,28.3
C0C1,2019,7,26.4
C0C1,2019,8,14.3
C0C1,2019,9,44.8
C0C1,2019,10,91.9
C0C1,2019,11,333.6
C0C1,2019,12,105.6
C061,2019,1,230.9
C061,2019,2,37.6
C061,2019,3,76.5
C061,2019,4,72.0
C061,2019,5,67.4
C061,2019,6,34.7
C061,2019,7,56.6
C061,2019,8,28.3
C061,2019,9,68.8
C061,2019,10,111.5
C061,2019,11,334.7
C061,2019,12,83.3
C032,2019,1,262.7
C032,2019,2,60.4
C032,2019,3,35.7
C032,2019,4,62.6
C032,2019,5,52.3
C032,2019,6,30.0
C032,2019,7,53.5
C032,2019,8,32.8
C032,2019,9,53.4
C032,2019,10,88.4
C032,2019,11,369.8
C032,2019,12,97.2
C002,2019,1,249.4
C002,2019,2,32.7
C002,2019,3,61.5
C002,2019,4,88.4
C002,2019,5,94.3
C002,2019,6,36.1
C002,2019,7,67.0
C002,2019,8,31.2
C002,2019,9,87.2
C002,2019,10,139.9
C002,2019,11,464.1
C002,2019,12,156.9
C0C2,2019,1,334.0
C0C2,2019,2,52.1
C0C2,2019,3,50.1
C0C2,2019,4,74.1
C0C2,2019,5,58.2
C0C2,2019,6,30.8
C0C2,2019,7,21.4
C0C2,2019,8,18.2
C0C2,2019,9,64.5
C0C2,2019,10,77.3
C0C2,2019,11,368.2
C0C2,2019,12,93.0
C069,2019,1,206.4
C069,2019,2,31.2
C069,2019,3,56.4
C069,2019,4,110.7
C069,2019,5,126.6
C069,2019,6,49.2
C069,2019,7,59.8
C069,2019,8,38.6
C069,2019,9,88.9
C069,2019,10,205.7
C069,2019,11,459.5
C069,2019,12,129.4
C0B6,2019,1,293.7
C0B6,2019,2,64.7
C0B6,2019,3,57.9
C0B6,2019,4,89.5
C0B6,2019,5,100.3
C0B6,2019,6,39.4
C0B6,2019,7,77.6
C0B6,2019,8,42.9
C0B6,2019,9,79.3
C0B6,2019,10,107.7
C0B6,2019,11,469.5
C0B6,2019,12,152.1
C0BE,2019,1,218.7
C0BE,2019,2,47.5
C0BE,2019,3,66.5
C0BE,2019,4,120.2
C0BE,2019,5,97.8
C0BE,2019,6,49.0
C0BE,2019,7,50.2
C0BE,2019,8,53.5
C0BE,2019,9,64.2
C0BE,2019,10,88.7
C0BE,2019,11,406.8
C0BE,2019,12,153.7
C065,2019,1,360.5
C065,2019,2,50.0
C065,2019,3,37.4
C065,2019,4,94.0
C065,2019,5,94.4
C065,2019,6,64.4
C065,2019,7,50.7
C065,2019,8,53.3
C065,2019,9,110.0
C065,2019,10,93.5
C065,2019,11,363.5
C065,2019,12,133.9
C003,2019,1,256.3
C003,2019,2,39.1
C003,2019,3,70
C003,2019,4,99.6
C003,2019,5,80.3
C003,2019,6,32.1
C003,2019,7,44.6
C003,2019,8,39.7
C003,2019,9,99.5
C003,2019,10,128.0
C003,2019,11,409.3
C003,2019,12,116.2
C039,2019,1,196.4
C039,2019,2,36.1
C039,2019,3,45
C039,2019,4,63.3
C039,2019,5,62.0
C039,2019,6,30.5
C039,2019,7,45.7
C039,2019,8,26.0
C039,2019,9,53.0
C039,2019,10,95.1
C039,2019,11,323.2
C039,2019,12,84.0
C075,2019,1,289.0
C075,2019,2,49.8
C075,2019,3,50.2
C075,2019,4,86.5
C075,2019,5,106.7
C075,2019,6,39.2
C075,2019,7,66.4
C075,2019,8,61.6
C075,2019,9,71.5
C075,2019,10,127.2
C075,2019,11,461.5
C075,2019,12,191.6
C074,2019,1,277.8
C074,2019,2,53.6
C074,2019,3,52.2
C074,2019,4,94.1
C074,2019,5,103.6
C074,2019,6,29.4
C074,2019,7,61.2
C074,2019,8,60.5
C074,2019,9,81.1
C074,2019,10,131.2
C074,2019,11,404.7
C074,2019,12,161.9
C009,2019,1,275.0
C009,2019,2,42.4
C009,2019,3,53.4
C009,2019,4,97.9
C009,2019,5,73.4
C009,2019,6,28.6
C009,2019,7,49.6
C009,2019,8,48.3
C009,2019,9,90.5
C009,2019,10,117.4
C009,2019,11,399.0
C009,2019,12,87.1
C038,2019,1,205.4
C038,2019,2,41.7
C038,2019,3,49.9
C038,2019,4,76.1
C038,2019,5,65.1
C038,2019,6,25.9
C038,2019,7,39.1
C038,2019,8,21.7
C038,2019,9,58.6
C038,2019,10,109.3
C038,2019,11,333.5
C038,2019,12,99.4
C033,2019,1,293.5
C033,2019,2,67.2
C033,2019,3,69.1
C033,2019,4,87.3
C033,2019,5,87.5
C033,2019,6,42.1
C033,2019,7,79.9
C033,2019,8,39.2
C033,2019,9,79.9
C033,2019,10,116.6
C033,2019,11,432.1
C033,2019,12,109.5
C0BD,2019,1,298.0
C0BD,2019,2,45.8
C0BD,2019,3,73.7
C0BD,2019,4,104.0
C0BD,2019,5,129.1
C0BD,2019,6,59.6
C0BD,2019,7,59.8
C0BD,2019,8,46.9
C0BD,2019,9,80.9
C0BD,2019,10,136.3
C0BD,2019,11,476.7
C0BD,2019,12,185.2
C036,2019,1,285.4
C036,2019,2,52.3
C036,2019,3,51.7
C036,2019,4,92.5
C036,2019,5,108.9
C036,2019,6,46.5
C036,2019,7,73.6
C036,2019,8,34.4
C036,2019,9,86.8
C036,2019,10,116.4
C036,2019,11,411.7
C036,2019,12,137.0
C045,2019,1,314.0
C045,2019,2,49.2
C045,2019,3,43.8
C045,2019,4,75.3
C045,2019,5,70.5
C045,2019,6,36.5
C045,2019,7,29.5
C045,2019,8,22.6
C045,2019,9,68.5
C045,2019,10,96.6
C045,2019,11,348.8
C045,2019,12,112.2
C0B7,2019,1,273.9
C0B7,2019,2,64.3
C0B7,2019,3,52.6
C0B7,2019,4,87.5
C0B7,2019,5,101.5
C0B7,2019,6,38.4
C0B7,2019,7,89.0
C0B7,2019,8,44.1
C0B7,2019,9,79.1
C0B7,2019,10,131.1
C0B7,2019,11,478.0
C0B7,2019,12,150.5
C019,2019,1,165.0
C019,2019,2,29.6
C019,2019,3,61.7
C019,2019,4,82.2
C019,2019,5,116.4
C019,2019,6,52.1
C019,2019,7,84.2
C019,2019,8,45.1
C019,2019,9,78.2
C019,2019,10,224.1
C019,2019,11,322.5
C019,2019,12,119.8
C057,2019,1,241.1
C057,2019,2,40.7
C057,2019,3,59.3
C057,2019,4,87.7
C057,2019,5,108.2
C057,2019,6,35.6
C057,2019,7,67.1
C057,2019,8,41.3
C057,2019,9,116.5
C057,2019,10,150.2
C057,2019,11,410.9
C057,2019,12,124.9
C063,2019,1,286.3
C063,2019,2,37.6
C063,2019,3,65.4
C063,2019,4,104.6
C063,2019,5,134.2
C063,2019,6,33.0
C063,2019,7,74.3
C063,2019,8,37.7
C063,2019,9,103.6
C063,2019,10,144.7
C063,2019,11,496.0
C063,2019,12,163.0
C046,2019,1,177.0
C046,2019,2,25.0
C046,2019,3,54.1
C046,2019,4,82.2
C046,2019,5,122.7
C046,2019,6,62.0
C046,2019,7,90.2
C046,2019,8,81.4
C046,2019,9,105.6
C046,2019,10,128.5
C046,2019,11,315.6
C046,2019,12,102.1
C0BA,2019,1,195.4
C0BA,2019,2,30.5
C0BA,2019,3,59.6
C0BA,2019,4,97.9
C0BA,2019,5,104.9
C0BA,2019,6,45.4
C0BA,2019,7,76.2
C0BA,2019,8,60.1
C0BA,2019,9,59.9
C0BA,2019,10,115.8
C0BA,2019,11,410.8
C0BA,2019,12,152.3
C059,2019,1,266.6
C059,2019,2,52.1
C059,2019,3,42.3
C059,2019,4,79.6
C059,2019,5,52.2
C059,2019,6,33.7
C059,2019,7,18.7
C059,2019,8,12.2
C059,2019,9,79.9
C059,2019,10,77.9
C059,2019,11,303.2
C059,2019,12,81.8
C072,2019,1,241.6
C072,2019,2,50.2
C072,2019,3,37.4
C072,2019,4,73.3
C072,2019,5,81.8
C072,2019,6,33.6
C072,2019,7,48.8
C072,2019,8,46.6
C072,2019,9,63.8
C072,2019,10,82.1
C072,2019,11,221.6
C072,2019,12,46.7
C0B4,2019,1,272.7
C0B4,2019,2,65.0
C0B4,2019,3,54.2
C0B4,2019,4,69.8
C0B4,2019,5,52.9
C0B4,2019,6,35.4
C0B4,2019,7,54.7
C0B4,2019,8,32.0
C0B4,2019,9,55.7
C0B4,2019,10,75.5
C0B4,2019,11,275.1
C0B4,2019,12,86.3
C054,2019,1,333.3
C054,2019,2,78.4
C054,2019,3,61.2
C054,2019,4,92.4
C054,2019,5,137.2
C054,2019,6,30.1
C054,2019,7,80.1
C054,2019,8,51.0
C054,2019,9,93.6
C054,2019,10,118.2
C054,2019,11,408.3
C054,2019,12,112.3
C042,2019,1,142.3
C042,2019,2,26.7
C042,2019,3,31.8
C042,2019,4,61.3
C042,2019,5,53.3
C042,2019,6,22.2
C042,2019,7,35.9
C042,2019,8,22.3
C042,2019,9,52.1
C042,2019,10,106.0
C042,2019,11,323.9
C042,2019,12,89.3
C0B9,2019,1,207.1
C0B9,2019,2,45.5
C0B9,2019,3,56.3
C0B9,2019,4,67.2
C0B9,2019,5,67.1
C0B9,2019,6,23.0
C0B9,2019,7,53.4
C0B9,2019,8,32.7
C0B9,2019,9,68.0
C0B9,2019,10,106.2
C0B9,2019,11,295.0
C0B9,2019,12,97.7
C0C3,2019,1,308.1
C0C3,2019,2,59.2
C0C3,2019,3,49.3
C0C3,2019,4,65.5
C0C3,2019,5,67.9
C0C3,2019,6,28.6
C0C3,2019,7,42.5
C0C3,2019,8,16.7
C0C3,2019,9,69.2
C0C3,2019,10,104.1
C0C3,2019,11,385.1
C0C3,2019,12,92.3
C022,2019,1,291.0
C022,2019,2,62.8
C022,2019,3,50.7
C022,2019,4,97.2
C022,2019,5,142.7
C022,2019,6,46.7
C022,2019,7,94.0
C022,2019,8,75.9
C022,2019,9,108.2
C022,2019,10,147.2
C022,2019,11,492.7
C022,2019,12,152.0
C0B3,2019,1,272.9
C0B3,2019,2,54.1
C0B3,2019,3,61.8
C0B3,2019,4,93.5
C0B3,2019,5,87.0
C0B3,2019,6,30.9
C0B3,2019,7,67.4
C0B3,2019,8,33.2
C0B3,2019,9,73.0
C0B3,2019,10,122.5
C0B3,2019,11,404.8
C0B3,2019,12,116.3
C037,2019,1,295.8
C037,2019,2,61.3
C037,2019,3,59.5
C037,2019,4,88.6
C037,2019,5,75.6
C037,2019,6,31.8
C037,2019,7,54.4
C037,2019,8,51.3
C037,2019,9,74.9
C037,2019,10,104.6
C037,2019,11,384.0
C037,2019,12,94.4
C0E5,2019,1,183.3
C0E5,2019,2,45.8
C0E5,2019,3,37.3
C0E5,2019,4,71.8
C0E5,2019,5,66.4
C0E5,2019,6,50.5
C0E5,2019,7,71.0
C0E5,2019,8,76.3
C0E5,2019,9,37.9
C0E5,2019,10,95.4
C0E5,2019,11,314.8
C0E5,2019,12,101.5
C0DB,2019,1,326.0
C0DB,2019,2,82.7
C0DB,2019,3,64.4
C0DB,2019,4,120.8
C0DB,2019,5,109.7
C0DB,2019,6,44.2
C0DB,2019,7,55.0
C0DB,2019,8,81.7
C0DB,2019,9,64.2
C0DB,2019,10,125.6
C0DB,2019,11,454.4
C0DB,2019,12,157.6
C0D3,2019,1,302.3
C0D3,2019,2,61.6
C0D3,2019,3,58.7
C0D3,2019,4,110.3
C0D3,2019,5,120.3
C0D3,2019,6,40.0
C0D3,2019,7,75.6
C0D3,2019,8,74.0
C0D3,2019,9,81.3
C0D3,2019,10,144.6
C0D3,2019,11,449.7
C0D3,2019,12,180.8
C0DD,2019,1,158.1
C0DD,2019,2,24.2
C0DD,2019,3,76.2
C0DD,2019,4,108.9
C0DD,2019,5,102.3
C0DD,2019,6,46.3
C0DD,2019,7,75.0
C0DD,2019,8,96.1
C0DD,2019,9,76.1
C0DD,2019,10,110.2
C0DD,2019,11,346.4
C0DD,2019,12,99.0
C0E9,2019,1,299.6
C0E9,2019,2,60.6
C0E9,2019,3,54.2
C0E9,2019,4,102.7
C0E9,2019,5,104.1
C0E9,2019,6,46.0
C0E9,2019,7,58.6
C0E9,2019,8,75.8
C0E9,2019,9,49.5
C0E9,2019,10,93.9
C0E9,2019,11,384.9
C0E9,2019,12,120.8
C078,2019,1,276.6
C078,2019,2,68.2
C078,2019,3,59.5
C078,2019,4,98.5
C078,2019,5,111.2
C078,2019,6,40.5
C078,2019,7,43.9
C078,2019,8,66.9
C078,2019,9,64.6
C078,2019,10,106.7
C078,2019,11,309.5
C078,2019,12,135.7
C052,2019,1,458.8
C052,2019,2,96.5
C052,2019,3,108.2
C052,2019,4,141.4
C052,2019,5,273.8
C052,2019,6,90.6
C052,2019,7,90.2
C052,2019,8,90.4
C052,2019,9,71.3
C052,2019,10,155.4
C052,2019,11,603.8
C052,2019,12,192.3
C0E1,2019,1,239.6
C0E1,2019,2,45.7
C0E1,2019,3,44.8
C0E1,2019,4,95.8
C0E1,2019,5,88.1
C0E1,2019,6,46.8
C0E1,2019,7,52.2
C0E1,2019,8,63.4
C0E1,2019,9,39.1
C0E1,2019,10,89.5
C0E1,2019,11,305.2
C0E1,2019,12,96.2
C077,2019,1,296.4
C077,2019,2,58.3
C077,2019,3,88.3
C077,2019,4,110.4
C077,2019,5,129.0
C077,2019,6,70.6
C077,2019,7,96.9
C077,2019,8,88.9
C077,2019,9,60.7
C077,2019,10,125.5
C077,2019,11,413.4
C077,2019,12,139.0
C080,2019,1,413.1
C080,2019,2,101.3
C080,2019,3,120.9
C080,2019,4,143.1
C080,2019,5,347.9
C080,2019,6,98.5
C080,2019,7,121.1
C080,2019,8,103.4
C080,2019,9,80.0
C080,2019,10,177.7
C080,2019,11,562.8
C080,2019,12,225.9
C0E8,2019,1,344.7
C0E8,2019,2,45.3
C0E8,2019,3,59.2
C0E8,2019,4,111.4
C0E8,2019,5,119.5
C0E8,2019,6,61.1
C0E8,2019,7,78.2
C0E8,2019,8,77.9
C0E8,2019,9,62.0
C0E8,2019,10,103.2
C0E8,2019,11,382.5
C0E8,2019,12,120.8
C023,2019,1,334.5
C023,2019,2,65.5
C023,2019,3,59.9
C023,2019,4,89.1
C023,2019,5,131.7
C023,2019,6,38.3
C023,2019,7,43.4
C023,2019,8,60.4
C023,2019,9,78.0
C023,2019,10,103.9
C023,2019,11,374.0
C023,2019,12,133.9
C084,2019,1,215.1
C084,2019,2,44.6
C084,2019,3,56.6
C084,2019,4,96.3
C084,2019,5,200.4
C084,2019,6,98.1
C084,2019,7,113.4
C084,2019,8,90.9
C084,2019,9,67.3
C084,2019,10,158.2
C084,2019,11,505.7
C084,2019,12,147.4
C0EA,2019,1,323.2
C0EA,2019,2,58.2
C0EA,2019,3,71.1
C0EA,2019,4,134.4
C0EA,2019,5,117.5
C0EA,2019,6,73.7
C0EA,2019,7,96.7
C0EA,2019,8,83.2
C0EA,2019,9,77.2
C0EA,2019,10,108.9
C0EA,2019,11,380.5
C0EA,2019,12,126.2
C026,2019,1,495.5
C026,2019,2,98.2
C026,2019,3,101.4
C026,2019,4,157.7
C026,2019,5,235.8
C026,2019,6,74.0
C026,2019,7,99.1
C026,2019,8,79.3
C026,2019,9,66.5
C026,2019,10,145.3
C026,2019,11,450.6
C026,2019,12,164.7
C058,2019,1,366.5
C058,2019,2,72.0
C058,2019,3,73.7
C058,2019,4,133.6
C058,2019,5,164.4
C058,2019,6,57.7
C058,2019,7,68.5
C058,2019,8,85.3
C058,2019,9,62.4
C058,2019,10,143.0
C058,2019,11,438.0
C058,2019,12,114.8
C0F0,2019,1,308.3
C0F0,2019,2,62.5
C0F0,2019,3,89.2
C0F0,2019,4,126.5
C0F0,2019,5,204.7
C0F0,2019,6,104.8
C0F0,2019,7,106.6
C0F0,2019,8,97.8
C0F0,2019,9,73.7
C0F0,2019,10,160.4
C0F0,2019,11,444.6
C0F0,2019,12,145.8
C0F1,2019,1,479.6
C0F1,2019,2,114.9
C0F1,2019,3,132.5
C0F1,2019,4,158.9
C0F1,2019,5,453.2
C0F1,2019,6,128.2
C0F1,2019,7,161.3
C0F1,2019,8,138.9
C0F1,2019,9,106.0
C0F1,2019,10,231.5
C0F1,2019,11,634.8
C0F1,2019,12,281.0
C0E7,2019,1,284.6
C0E7,2019,2,66.5
C0E7,2019,3,35
C0E7,2019,4,91.7
C0E7,2019,5,86.0
C0E7,2019,6,30.4
C0E7,2019,7,45.7
C0E7,2019,8,68.6
C0E7,2019,9,47.2
C0E7,2019,10,79.0
C0E7,2019,11,309.7
C0E7,2019,12,124.0
C0DC,2019,1,359.7
C0DC,2019,2,68.5
C0DC,2019,3,64.5
C0DC,2019,4,85.3
C0DC,2019,5,88.5
C0DC,2019,6,34.2
C0DC,2019,7,47.7
C0DC,2019,8,65.9
C0DC,2019,9,45.4
C0DC,2019,10,85.7
C0DC,2019,11,385.3
C0DC,2019,12,117.3
C0EC,2019,1,288.1
C0EC,2019,2,75.5
C0EC,2019,3,83.8
C0EC,2019,4,115.7
C0EC,2019,5,164.0
C0EC,2019,6,67.1
C0EC,2019,7,92.7
C0EC,2019,8,81.3
C0EC,2019,9,67.7
C0EC,2019,10,135.7
C0EC,2019,11,419.6
C0EC,2019,12,137.0
C0DE,2019,1,295.0
C0DE,2019,2,76.9
C0DE,2019,3,67.5
C0DE,2019,4,113.2
C0DE,2019,5,111.0
C0DE,2019,6,27.1
C0DE,2019,7,49.3
C0DE,2019,8,66.5
C0DE,2019,9,50.5
C0DE,2019,10,99.9
C0DE,2019,11,327.2
C0DE,2019,12,111.9
C017,2019,1,259.2
C017,2019,2,55.0
C017,2019,3,68.4
C017,2019,4,120.2
C017,2019,5,218.0
C017,2019,6,64.0
C017,2019,7,120.3
C017,2019,8,94.9
C017,2019,9,67.6
C017,2019,10,165.7
C017,2019,11,472.6
C017,2019,12,137.1
C0F4,2019,1,189.3
C0F4,2019,2,65.4
C0F4,2019,3,77
C0F4,2019,4,110.6
C0F4,2019,5,273.1
C0F4,2019,6,89.9
C0F4,2019,7,105.6
C0F4,2019,8,96.6
C0F4,2019,9,90.0
C0F4,2019,10,174.9
C0F4,2019,11,425.7
C0F4,2019,12,119.0
C0D1,2019,1,288.0
C0D1,2019,2,54.1
C0D1,2019,3,47.7
C0D1,2019,4,93.5
C0D1,2019,5,107.4
C0D1,2019,6,24.9
C0D1,2019,7,47.6
C0D1,2019,8,65.3
C0D1,2019,9,80.5
C0D1,2019,10,101.7
C0D1,2019,11,376.8
C0D1,2019,12,158.7
C043,2019,1,260.9
C043,2019,2,53.5
C043,2019,3,42.3
C043,2019,4,93.1
C043,2019,5,97.3
C043,2019,6,41.2
C043,2019,7,52.7
C043,2019,8,71.8
C043,2019,9,47.8
C043,2019,10,89.2
C043,2019,11,239.0
C043,2019,12,104.3
C0D2,2019,1,275.5
C0D2,2019,2,53.1
C0D2,2019,3,50.1
C0D2,2019,4,93.1
C0D2,2019,5,123.8
C0D2,2019,6,25.9
C0D2,2019,7,43.6
C0D2,2019,8,57.9
C0D2,2019,9,66.4
C0D2,2019,10,106.6
C0D2,2019,11,397.0
C0D2,2019,12,158.7
C0D0,2019,1,250.5
C0D0,2019,2,51.7
C0D0,2019,3,34.9
C0D0,2019,4,115.5
C0D0,2019,5,92.4
C0D0,2019,6,38.0
C0D0,2019,7,58.8
C0D0,2019,8,70.5
C0D0,2019,9,74.8
C0D0,2019,10,92.6
C0D0,2019,11,355.5
C0D0,2019,12,114.2
C064,2019,1,169.3
C064,2019,2,26.0
C064,2019,3,52.1
C064,2019,4,102.5
C064,2019,5,108.8
C064,2019,6,42.0
C064,2019,7,88.2
C064,2019,8,85.9
C064,2019,9,63.7
C064,2019,10,121.4
C064,2019,11,353.7
C064,2019,12,115.8
