code,year,month,precipitacion_dias
C076,2016,1,20
C076,2016,2,19
C076,2016,3,22
C076,2016,4,19
C076,2016,5,14
C076,2016,6,11
C076,2016,7,5
C076,2016,8,4
C076,2016,9,11
C076,2016,10,7
C076,2016,11,14
C076,2016,12,8
C056,2016,1,22
C056,2016,2,19
C056,2016,3,20
C056,2016,4,20
C056,2016,5,15
C056,2016,6,11
C056,2016,7,7
C056,2016,8,5
C056,2016,9,10
C056,2016,10,9
C056,2016,11,14
C056,2016,12,7
C035,2016,1,22
C035,2016,2,20
C035,2016,3,23
C035,2016,4,21
C035,2016,5,19
C035,2016,6,12
C035,2016,7,16
C035,2016,8,8
C035,2016,9,12
C035,2016,10,10
C035,2016,11,16
C035,2016,12,8
C001,2016,1,19
C001,2016,2,18
C001,2016,3,21
C001,2016,4,21
C001,2016,5,15
C001,2016,6,12
C001,2016,7,8
C001,2016,8,5
C001,2016,9,12
C001,2016,10,8
C001,2016,11,14
C001,2016,12,9
C034,2016,1,21
C034,2016,2,16
C034,2016,3,22
C034,2016,4,19
C034,2016,5,15
C034,2016,6,6
C034,2016,7,4
C034,2016,8,3
C034,2016,9,8
C034,2016,10,7
C034,2016,11,14
C034,2016,12,5
C0AA,2016,1,20
C0AA,2016,2,19
C0AA,2016,3,20
C0AA,2016,4,20
C0AA,2016,5,13
C0AA,2016,6,12
C0AA,2016,7,8
C0AA,2016,8,6
C0AA,2016,9,11
C0AA,2016,10,10
C0AA,2016,11,15
C0AA,2016,12,9
C067,2016,1,23
C067,2016,2,21
C067,2016,3,23
C067,2016,4,17
C067,2016,5,14
C067,2016,6,12
C067,2016,7,15
C067,2016,8,6
C067,2016,9,11
C067,2016,10,9
C067,2016,11,13
C067,2016,12,8
C044,2016,1,23
C044,2016,2,20
C044,2016,3,23
C044,2016,4,20
C044,2016,5,16
C044,2016,6,12
C044,2016,7,14
C044,2016,8,9
C044,2016,9,12
C044,2016,10,10
C044,2016,11,16
C044,2016,12,7
C048,2016,1,16
C048,2016,2,19
C048,2016,3,22
C048,2016,4,17
C048,2016,5,17
C048,2016,6,10
C048,2016,7,7
C048,2016,8,8
C048,2016,9,11
C048,2016,10,10
C048,2016,11,16
C048,2016,12,9
C068,2016,1,20
C068,2016,2,21
C068,2016,3,20
C068,2016,4,15
C068,2016,5,20
C068,2016,6,12
C068,2016,7,5
C068,2016,8,8
C068,2016,9,13
C068,2016,10,9
C068,2016,11,17
C068,2016,12,8
C024,2016,1,19
C024,2016,2,20
C024,2016,3,20
C024,2016,4,19
C024,2016,5,19
C024,2016,6,9
C024,2016,7,10
C024,2016,8,9
C024,2016,9,11
C024,2016,10,11
C024,2016,11,16
C024,2016,12,10
C00A,2016,1,19
C00A,2016,2,19
C00A,2016,3,18
C00A,2016,4,18
C00A,2016,5,13
C00A,2016,6,7
C00A,2016,7,4
C00A,2016,8,1
C00A,2016,9,6
C00A,2016,10,11
C00A,2016,11,15
C00A,2016,12,6
C047,2016,1,21
C047,2016,2,20
C047,2016,3,23
C047,2016,4,20
C047,2016,5,19
C047,2016,6,13
C047,2016,7,16
C047,2016,8,12
C047,2016,9,14
C047,2016,10,13
C047,2016,11,15
C047,2016,12,9
C031,2016,1,13
C031,2016,2,16
C031,2016,3,11
C031,2016,4,6
C031,2016,5,13
C031,2016,6,7
C031,2016,7,7
C031,2016,8,2
C031,2016,9,5
C031,2016,10,9
C031,2016,11,14
C031,2016,12,7
C041,2016,1,19
C041,2016,2,18
C041,2016,3,17
C041,2016,4,17
C041,2016,5,13
C041,2016,6,9
C041,2016,7,7
C041,2016,8,4
C041,2016,9,11
C041,2016,10,11
C041,2016,11,15
C041,2016,12,6
C055,2016,1,22
C055,2016,2,20
C055,2016,3,23
C055,2016,4,20
C055,2016,5,14
C055,2016,6,12
C055,2016,7,5
C055,2016,8,5
C055,2016,9,12
C055,2016,10,8
C055,2016,11,15
C055,2016,12,9
C060,2016,1,17
C060,2016,2,18
C060,2016,3,17
C060,2016,4,17
C060,2016,5,10
C060,2016,6,6
C060,2016,7,3
C060,2016,8,1
C060,2016,9,7
C060,2016,10,9
C060,2016,11,14
C060,2016,12,9
C030,2016,1,21
C030,2016,2,19
C030,2016,3,20
C030,2016,4,19
C030,2016,5,20
C030,2016,6,12
C030,2016,7,6
C030,2016,8,5
C030,2016,9,11
C030,2016,10,8
C030,2016,11,16
C030,2016,12,9
C051,2016,1,22
C051,2016,2,19
C051,2016,3,22
C051,2016,4,21
C051,2016,5,15
C051,2016,6,11
C051,2016,7,15
C051,2016,8,10
C051,2016,9,11
C051,2016,10,7
C051,2016,11,15
C051,2016,12,7
C0A0,2016,1,23
C0A0,2016,2,20
C0A0,2016,3,23
C0A0,2016,4,23
C0A0,2016,5,20
C0A0,2016,6,12
C0A0,2016,7,13
C0A0,2016,8,6
C0A0,2016,9,10
C0A0,2016,10,9
C0A0,2016,11,17
C0A0,2016,12,8
C049,2016,1,22
C049,2016,2,19
C049,2016,3,21
C049,2016,4,20
C049,2016,5,19
C049,2016,6,8
C049,2016,7,8
C049,2016,8,4
C049,2016,9,8
C049,2016,10,8
C049,2016,11,14
C049,2016,12,6
C020,2016,1,18
C020,2016,2,15
C020,2016,3,19
C020,2016,4,18
C020,2016,5,15
C020,2016,6,9
C020,2016,7,4
C020,2016,8,5
C020,2016,9,10
C020,2016,10,9
C020,2016,11,14
C020,2016,12,8
C070,2016,1,19
C070,2016,2,18
C070,2016,3,19
C070,2016,4,20
C070,2016,5,16
C070,2016,6,13
C070,2016,7,8
C070,2016,8,9
C070,2016,9,13
C070,2016,10,10
C070,2016,11,14
C070,2016,12,5
C050,2016,1,17
C050,2016,2,17
C050,2016,3,19
C050,2016,4,18
C050,2016,5,14
C050,2016,6,7
C050,2016,7,5
C050,2016,8,5
C050,2016,9,7
C050,2016,10,7
C050,2016,11,14
C050,2016,12,5
C0B1,2016,1,20
C0B1,2016,2,19
C0B1,2016,3,21
C0B1,2016,4,20
C0B1,2016,5,15
C0B1,2016,6,11
C0B1,2016,7,15
C0B1,2016,8,9
C0B1,2016,9,10
C0B1,2016,10,9
C0B1,2016,11,17
C0B1,2016,12,10
C079,2016,1,21
C079,2016,2,20
C079,2016,3,21
C079,2016,4,18
C079,2016,5,16
C079,2016,6,12
C079,2016,7,15
C079,2016,8,10
C079,2016,9,12
C079,2016,10,9
C079,2016,11,17
C079,2016,12,7
C0C1,2016,1,17
C0C1,2016,2,19
C0C1,2016,3,21
C0C1,2016,4,19
C0C1,2016,5,16
C0C1,2016,6,8
C0C1,2016,7,9
C0C1,2016,8,5
C0C1,2016,9,10
C0C1,2016,10,9
C0C1,2016,11,14
C0C1,2016,12,6
C061,2016,1,17
C061,2016,2,20
C061,2016,3,21
C061,2016,4,20
C061,2016,5,15
C061,2016,6,12
C061,2016,7,16
C061,2016,8,8
C061,2016,9,11
C061,2016,10,7
C061,2016,11,17
C061,2016,12,6
C032,2016,1,25
C032,2016,2,21
C032,2016,3,22
C032,2016,4,19
C032,2016,5,18
C032,2016,6,11
C032,2016,7,15
C032,2016,8,9
C032,2016,9,10
C032,2016,10,10
C032,2016,11,13
C032,2016,12,8
C002,2016,1,23
C002,2016,2,22
C002,2016,3,20
C002,2016,4,18
C002,2016,5,15
C002,2016,6,10
C002,2016,7,15
C002,2016,8,9
C002,2016,9,13
C002,2016,10,13
C002,2016,11,19
C002,2016,12,10
C0C2,2016,1,17
C0C2,2016,2,20
C0C2,2016,3,20
C0C2,2016,4,20
C0C2,2016,5,16
C0C2,2016,6,9
C0C2,2016,7,10
C0C2,2016,8,7
C0C2,2016,9,10
C0C2,2016,10,7
C0C2,2016,11,15
C0C2,2016,12,12
C069,2016,1,21
C069,2016,2,22
C069,2016,3,21
C069,2016,4,21
C069,2016,5,16
C069,2016,6,10
C069,2016,7,14
C069,2016,8,10
C069,2016,9,12
C069,2016,10,8
C069,2016,11,17
C069,2016,12,10
C0B6,2016,1,23
C0B6,2016,2,20
C0B6,2016,3,22
C0B6,2016,4,18
C0B6,2016,5,15
C0B6,2016,6,13
C0B6,2016,7,14
C0B6,2016,8,9
C0B6,2016,9,11
C0B6,2016,10,9
C0B6,2016,11,18
C0B6,2016,12,8
C0BE,2016,1,21
C0BE,2016,2,21
C0BE,2016,3,18
C0BE,2016,4,22
C0BE,2016,5,17
C0BE,2016,6,10
C0BE,2016,7,15
C0BE,2016,8,11
C0BE,2016,9,13
C0BE,2016,10,13
C0BE,2016,11,18
C0BE,2016,12,8
C065,2016,1,17
C065,2016,2,18
C065,2016,3,19
C065,2016,4,21
C065,2016,5,16
C065,2016,6,7
C065,2016,7,14
C065,2016,8,11
C065,2016,9,12
C065,2016,10,9
C065,2016,11,17
C065,2016,12,9
C003,2016,1,20
C003,2016,2,22
C003,2016,3,21
C003,2016,4,19
C003,2016,5,15
C003,2016,6,11
C003,2016,7,14
C003,2016,8,9
C003,2016,9,10
C003,2016,10,8
C003,2016,11,18
C003,2016,12,9
C039,2016,1,18
C039,2016,2,21
C039,2016,3,19
C039,2016,4,15
C039,2016,5,12
C039,2016,6,11
C039,2016,7,13
C039,2016,8,6
C039,2016,9,10
C039,2016,10,7
C039,2016,11,16
C039,2016,12,8
C075,2016,1,23
C075,2016,2,23
C075,2016,3,20
C075,2016,4,20
C075,2016,5,18
C075,2016,6,12
C075,2016,7,18
C075,2016,8,12
C075,2016,9,14
C075,2016,10,10
C075,2016,11,20
C075,2016,12,8
C074,2016,1,23
C074,2016,2,22
C074,2016,3,22
C074,2016,4,22
C074,2016,5,17
C074,2016,6,14
C074,2016,7,17
C074,2016,8,14
C074,2016,9,15
C074,2016,10,8
C074,2016,11,20
C074,2016,12,8
C038,2016,1,17
C038,2016,2,21
C038,2016,3,20
C038,2016,4,17
C038,2016,5,14
C038,2016,6,12
C038,2016,7,16
C038,2016,8,8
C038,2016,9,11
C038,2016,10,7
C038,2016,11,18
C038,2016,12,8
C033,2016,1,20
C033,2016,2,21
C033,2016,3,22
C033,2016,4,20
C033,2016,5,14
C033,2016,6,14
C033,2016,7,16
C033,2016,8,8
C033,2016,9,13
C033,2016,10,10
C033,2016,11,16
C033,2016,12,7
C0BD,2016,1,24
C0BD,2016,2,22
C0BD,2016,3,21
C0BD,2016,4,22
C0BD,2016,5,16
C0BD,2016,6,13
C0BD,2016,7,16
C0BD,2016,8,13
C0BD,2016,9,13
C0BD,2016,10,15
C0BD,2016,11,19
C0BD,2016,12,9
C036,2016,1,22
C036,2016,2,22
C036,2016,3,21
C036,2016,4,21
C036,2016,5,15
C036,2016,6,12
C036,2016,7,13
C036,2016,8,11
C036,2016,9,13
C036,2016,10,11
C036,2016,11,17
C036,2016,12,9
C045,2016,1,18
C045,2016,2,20
C045,2016,3,21
C045,2016,4,19
C045,2016,5,16
C045,2016,6,10
C045,2016,7,15
C045,2016,8,13
C045,2016,9,11
C045,2016,10,11
C045,2016,11,15
C045,2016,12,11
C0B7,2016,1,21
C0B7,2016,2,21
C0B7,2016,3,20
C0B7,2016,4,18
C0B7,2016,5,16
C0B7,2016,6,14
C0B7,2016,7,15
C0B7,2016,8,10
C0B7,2016,9,14
C0B7,2016,10,11
C0B7,2016,11,17
C0B7,2016,12,7
C019,2016,1,21
C019,2016,2,21
C019,2016,3,22
C019,2016,4,18
C019,2016,5,13
C019,2016,6,12
C019,2016,7,16
C019,2016,8,10
C019,2016,9,14
C019,2016,10,9
C019,2016,11,16
C019,2016,12,11
C057,2016,1,21
C057,2016,2,22
C057,2016,3,21
C057,2016,4,19
C057,2016,5,14
C057,2016,6,8
C057,2016,7,14
C057,2016,8,12
C057,2016,9,13
C057,2016,10,8
C057,2016,11,18
C057,2016,12,10
C063,2016,1,16
C063,2016,2,23
C063,2016,3,19
C063,2016,4,18
C063,2016,5,17
C063,2016,6,8
C063,2016,7,14
C063,2016,8,11
C063,2016,9,13
C063,2016,10,11
C063,2016,11,19
C063,2016,12,9
C046,2016,1,19
C046,2016,2,19
C046,2016,3,21
C046,2016,4,19
C046,2016,5,19
C046,2016,6,13
C046,2016,7,19
C046,2016,8,13
C046,2016,9,14
C046,2016,10,13
C046,2016,11,16
C046,2016,12,9
C0BA,2016,1,23
C0BA,2016,2,22
C0BA,2016,3,22
C0BA,2016,4,23
C0BA,2016,5,18
C0BA,2016,6,9
C0BA,2016,7,16
C0BA,2016,8,10
C0BA,2016,9,13
C0BA,2016,10,12
C0BA,2016,11,19
C0BA,2016,12,9
C059,2016,1,20
C059,2016,2,20
C059,2016,3,20
C059,2016,4,22
C059,2016,5,16
C059,2016,6,9
C059,2016,7,9
C059,2016,8,7
C059,2016,9,9
C059,2016,10,7
C059,2016,11,14
C059,2016,12,8
C072,2016,1,24
C072,2016,2,20
C072,2016,3,22
C072,2016,4,21
C072,2016,5,18
C072,2016,6,11
C072,2016,7,16
C072,2016,8,13
C072,2016,9,14
C072,2016,10,9
C072,2016,11,15
C072,2016,12,7
C0B4,2016,1,21
C0B4,2016,2,19
C0B4,2016,3,23
C0B4,2016,4,18
C0B4,2016,5,15
C0B4,2016,6,12
C0B4,2016,7,16
C0B4,2016,8,9
C0B4,2016,9,12
C0B4,2016,10,8
C0B4,2016,11,15
C0B4,2016,12,8
C054,2016,1,23
C054,2016,2,20
C054,2016,3,23
C054,2016,4,20
C054,2016,5,16
C054,2016,6,13
C054,2016,7,15
C054,2016,8,12
C054,2016,9,15
C054,2016,10,11
C054,2016,11,19
C054,2016,12,9
C042,2016,1,20
C042,2016,2,20
C042,2016,3,17
C042,2016,4,17
C042,2016,5,14
C042,2016,6,9
C042,2016,7,13
C042,2016,8,9
C042,2016,9,11
C042,2016,10,8
C042,2016,11,17
C042,2016,12,8
C0B9,2016,1,23
C0B9,2016,2,22
C0B9,2016,3,21
C0B9,2016,4,17
C0B9,2016,5,15
C0B9,2016,6,11
C0B9,2016,7,14
C0B9,2016,8,8
C0B9,2016,9,10
C0B9,2016,10,8
C0B9,2016,11,18
C0B9,2016,12,10
C0C3,2016,1,21
C0C3,2016,2,21
C0C3,2016,3,21
C0C3,2016,4,18
C0C3,2016,5,13
C0C3,2016,6,8
C0C3,2016,7,12
C0C3,2016,8,6
C0C3,2016,9,12
C0C3,2016,10,7
C0C3,2016,11,16
C0C3,2016,12,7
C022,2016,1,22
C022,2016,2,20
C022,2016,3,19
C022,2016,4,19
C022,2016,5,15
C022,2016,6,13
C022,2016,7,17
C022,2016,8,12
C022,2016,9,12
C022,2016,10,9
C022,2016,11,16
C022,2016,12,8
C0B3,2016,1,24
C0B3,2016,2,23
C0B3,2016,3,23
C0B3,2016,4,19
C0B3,2016,5,17
C0B3,2016,6,13
C0B3,2016,7,15
C0B3,2016,8,9
C0B3,2016,9,12
C0B3,2016,10,8
C0B3,2016,11,18
C0B3,2016,12,7
C037,2016,1,18
C037,2016,2,21
C037,2016,3,21
C037,2016,4,20
C037,2016,5,16
C037,2016,6,12
C037,2016,7,15
C037,2016,8,10
C037,2016,9,10
C037,2016,10,8
C037,2016,11,19
C037,2016,12,9
C0E5,2016,1,25
C0E5,2016,2,18
C0E5,2016,3,21
C0E5,2016,4,22
C0E5,2016,5,19
C0E5,2016,6,12
C0E5,2016,7,19
C0E5,2016,8,12
C0E5,2016,9,15
C0E5,2016,10,11
C0E5,2016,11,18
C0E5,2016,12,7
C0DB,2016,1,24
C0DB,2016,2,18
C0DB,2016,3,22
C0DB,2016,4,22
C0DB,2016,5,19
C0DB,2016,6,10
C0DB,2016,7,15
C0DB,2016,8,11
C0DB,2016,9,14
C0DB,2016,10,12
C0DB,2016,11,19
C0DB,2016,12,7
C0D3,2016,1,25
C0D3,2016,2,22
C0D3,2016,3,23
C0D3,2016,4,21
C0D3,2016,5,18
C0D3,2016,6,12
C0D3,2016,7,18
C0D3,2016,8,13
C0D3,2016,9,14
C0D3,2016,10,9
C0D3,2016,11,19
C0D3,2016,12,7
C0DD,2016,1,21
C0DD,2016,2,22
C0DD,2016,3,22
C0DD,2016,4,20
C0DD,2016,5,19
C0DD,2016,6,10
C0DD,2016,7,17
C0DD,2016,8,9
C0DD,2016,9,15
C0DD,2016,10,11
C0DD,2016,11,19
C0DD,2016,12,8
C0E9,2016,1,22
C0E9,2016,2,18
C0E9,2016,3,21
C0E9,2016,4,20
C0E9,2016,5,23
C0E9,2016,6,9
C0E9,2016,7,9
C0E9,2016,8,11
C0E9,2016,9,14
C0E9,2016,10,8
C0E9,2016,11,18
C0E9,2016,12,9
C078,2016,1,22
C078,2016,2,21
C078,2016,3,21
C078,2016,4,20
C078,2016,5,18
C078,2016,6,10
C078,2016,7,19
C078,2016,8,14
C078,2016,9,14
C078,2016,10,13
C078,2016,11,18
C078,2016,12,7
C052,2016,1,23
C052,2016,2,20
C052,2016,3,23
C052,2016,4,21
C052,2016,5,19
C052,2016,6,13
C052,2016,7,19
C052,2016,8,15
C052,2016,9,14
C052,2016,10,11
C052,2016,11,17
C052,2016,12,7
C0E1,2016,1,24
C0E1,2016,2,18
C0E1,2016,3,23
C0E1,2016,4,19
C0E1,2016,5,19
C0E1,2016,6,12
C0E1,2016,7,15
C0E1,2016,8,14
C0E1,2016,9,15
C0E1,2016,10,10
C0E1,2016,11,18
C0E1,2016,12,8
C077,2016,1,23
C077,2016,2,21
C077,2016,3,22
C077,2016,4,20
C077,2016,5,21
C077,2016,6,10
C077,2016,7,19
C077,2016,8,13
C077,2016,9,15
C077,2016,10,11
C077,2016,11,19
C077,2016,12,7
C080,2016,1,22
C080,2016,2,23
C080,2016,3,23
C080,2016,4,23
C080,2016,5,21
C080,2016,6,14
C080,2016,7,18
C080,2016,8,15
C080,2016,9,15
C080,2016,10,9
C080,2016,11,17
C080,2016,12,6
C0E8,2016,1,21
C0E8,2016,2,19
C0E8,2016,3,22
C0E8,2016,4,21
C0E8,2016,5,20
C0E8,2016,6,10
C0E8,2016,7,14
C0E8,2016,8,11
C0E8,2016,9,14
C0E8,2016,10,9
C0E8,2016,11,18
C0E8,2016,12,9
C023,2016,1,23
C023,2016,2,19
C023,2016,3,23
C023,2016,4,22
C023,2016,5,18
C023,2016,6,11
C023,2016,7,15
C023,2016,8,8
C023,2016,9,13
C023,2016,10,9
C023,2016,11,15
C023,2016,12,9
C084,2016,1,22
C084,2016,2,22
C084,2016,3,22
C084,2016,4,18
C084,2016,5,20
C084,2016,6,11
C084,2016,7,14
C084,2016,8,9
C084,2016,9,14
C084,2016,10,8
C084,2016,11,19
C084,2016,12,6
C0EA,2016,1,22
C0EA,2016,2,19
C0EA,2016,3,22
C0EA,2016,4,21
C0EA,2016,5,23
C0EA,2016,6,10
C0EA,2016,7,15
C0EA,2016,8,13
C0EA,2016,9,14
C0EA,2016,10,9
C0EA,2016,11,19
C0EA,2016,12,7
C026,2016,1,22
C026,2016,2,19
C026,2016,3,23
C026,2016,4,20
C026,2016,5,21
C026,2016,6,13
C026,2016,7,20
C026,2016,8,13
C026,2016,9,15
C026,2016,10,8
C026,2016,11,19
C026,2016,12,9
C058,2016,1,21
C058,2016,2,22
C058,2016,3,21
C058,2016,4,23
C058,2016,5,22
C058,2016,6,12
C058,2016,7,18
C058,2016,8,14
C058,2016,9,15
C058,2016,10,11
C058,2016,11,20
C058,2016,12,8
C0F0,2016,1,22
C0F0,2016,2,20
C0F0,2016,3,22
C0F0,2016,4,20
C0F0,2016,5,21
C0F0,2016,6,13
C0F0,2016,7,18
C0F0,2016,8,13
C0F0,2016,9,14
C0F0,2016,10,10
C0F0,2016,11,17
C0F0,2016,12,6
C0E7,2016,1,24
C0E7,2016,2,18
C0E7,2016,3,22
C0E7,2016,4,21
C0E7,2016,5,18
C0E7,2016,6,11
C0E7,2016,7,13
C0E7,2016,8,13
C0E7,2016,9,15
C0E7,2016,10,10
C0E7,2016,11,17
C0E7,2016,12,7
C0DC,2016,1,21
C0DC,2016,2,21
C0DC,2016,3,21
C0DC,2016,4,18
C0DC,2016,5,15
C0DC,2016,6,12
C0DC,2016,7,15
C0DC,2016,8,11
C0DC,2016,9,14
C0DC,2016,10,12
C0DC,2016,11,20
C0DC,2016,12,7
C0EC,2016,1,21
C0EC,2016,2,21
C0EC,2016,3,21
C0EC,2016,4,20
C0EC,2016,5,19
C0EC,2016,6,11
C0EC,2016,7,17
C0EC,2016,8,12
C0EC,2016,9,15
C0EC,2016,10,10
C0EC,2016,11,19
C0EC,2016,12,6
C0DE,2016,1,23
C0DE,2016,2,21
C0DE,2016,3,22
C0DE,2016,4,22
C0DE,2016,5,18
C0DE,2016,6,11
C0DE,2016,7,19
C0DE,2016,8,12
C0DE,2016,9,14
C0DE,2016,10,13
C0DE,2016,11,20
C0DE,2016,12,7
C017,2016,1,22
C017,2016,2,22
C017,2016,3,21
C017,2016,4,20
C017,2016,5,21
C017,2016,6,12
C017,2016,7,16
C017,2016,8,12
C017,2016,9,16
C017,2016,10,9
C017,2016,11,17
C017,2016,12,5
C0F4,2016,1,22
C0F4,2016,2,22
C0F4,2016,3,22
C0F4,2016,4,20
C0F4,2016,5,20
C0F4,2016,6,11
C0F4,2016,7,15
C0F4,2016,8,11
C0F4,2016,9,14
C0F4,2016,10,9
C0F4,2016,11,17
C0F4,2016,12,5
C0D1,2016,1,21
C0D1,2016,2,21
C0D1,2016,3,23
C0D1,2016,4,22
C0D1,2016,5,17
C0D1,2016,6,12
C0D1,2016,7,15
C0D1,2016,8,13
C0D1,2016,9,14
C0D1,2016,10,10
C0D1,2016,11,15
C0D1,2016,12,8
C043,2016,1,24
C043,2016,2,19
C043,2016,3,21
C043,2016,4,21
C043,2016,5,20
C043,2016,6,11
C043,2016,7,13
C043,2016,8,13
C043,2016,9,14
C043,2016,10,9
C043,2016,11,16
C043,2016,12,9
C0D2,2016,1,23
C0D2,2016,2,21
C0D2,2016,3,21
C0D2,2016,4,21
C0D2,2016,5,19
C0D2,2016,6,11
C0D2,2016,7,18
C0D2,2016,8,10
C0D2,2016,9,14
C0D2,2016,10,8
C0D2,2016,11,17
C0D2,2016,12,8
C0D0,2016,1,22
C0D0,2016,2,21
C0D0,2016,3,22
C0D0,2016,4,22
C0D0,2016,5,17
C0D0,2016,6,11
C0D0,2016,7,19
C0D0,2016,8,11
C0D0,2016,9,15
C0D0,2016,10,9
C0D0,2016,11,16
C0D0,2016,12,7
C064,2016,1,21
C064,2016,2,21
C064,2016,3,19
C064,2016,4,20
C064,2016,5,18
C064,2016,6,10
C064,2016,7,16
C064,2016,8,9
C064,2016,9,14
C064,2016,10,10
C064,2016,11,16
C064,2016,12,8
C028,2016,1,22
C028,2016,2,20
C028,2016,3,22
C028,2016,4,22
C028,2016,5,19
C028,2016,6,11
C028,2016,7,19
C028,2016,8,13
C028,2016,9,15
C028,2016,10,10
C028,2016,11,16
C028,2016,12,6
C029,2016,1,19
C029,2016,2,20
C029,2016,3,21
C029,2016,4,21
C029,2016,5,21
C029,2016,6,10
C029,2016,7,20
C029,2016,8,11
C029,2016,9,15
C029,2016,10,9
C029,2016,11,20
C029,2016,12,7
C076,2017,1,10
C076,2017,2,12
C076,2017,3,11
C076,2017,4,8
C076,2017,5,9
C076,2017,6,11
C076,2017,7,7
C076,2017,8,8
C076,2017,9,11
C076,2017,10,9
C076,2017,11,15
C076,2017,12,22
C056,2017,1,10
C056,2017,2,12
C056,2017,3,12
C056,2017,4,7
C056,2017,5,10
C056,2017,6,14
C056,2017,7,7
C056,2017,8,7
C056,2017,9,12
C056,2017,10,10
C056,2017,11,14
C056,2017,12,17
