code,year,month,precipitacion_maxima_10min
C0B9,2017,12,2.8
C0C3,2017,1,2.8
C0C3,2017,2,1.9
C0C3,2017,3,2.4
C0C3,2017,4,1.5
C0C3,2017,5,3.7
C0C3,2017,6,3.3
C0C3,2017,7,6.5
C0C3,2017,8,4.5
C0C3,2017,9,5
C0C3,2017,10,1
C0C3,2017,11,7.4
C0C3,2017,12,2.2
C022,2017,1,2
C022,2017,2,1.8
C022,2017,3,1.4
C022,2017,4,3.9
C022,2017,5,4.3
C022,2017,6,6.4
C022,2017,7,2.6
C022,2017,8,2.6
C022,2017,9,2.5
C022,2017,10,1.3
C022,2017,11,2.6
C022,2017,12,2.2
C0B3,2017,1,2.3
C0B3,2017,2,2.3
C0B3,2017,3,3.1
C0B3,2017,4,2
C0B3,2017,5,5.6
C0B3,2017,6,4
C0B3,2017,7,3.9
C0B3,2017,8,1.5
C0B3,2017,9,2.9
C0B3,2017,10,0.9
C0B3,2017,11,3.3
C0B3,2017,12,2.5
C037,2017,1,3.5
C037,2017,2,1.6
C037,2017,3,6.2
C037,2017,4,3.1
C037,2017,5,6.2
C037,2017,6,5.1
C037,2017,7,6.8
C037,2017,8,3.6
C037,2017,9,2.6
C037,2017,10,1
C037,2017,11,2.9
C037,2017,12,3.5
C0E5,2017,1,1.3
C0E5,2017,2,2.4
C0E5,2017,3,2.1
C0E5,2017,4,1.6
C0E5,2017,5,2.2
C0E5,2017,6,8.9
C0E5,2017,7,2.9
C0E5,2017,8,6.5
C0E5,2017,9,1.9
C0E5,2017,10,2
C0E5,2017,11,2.1
C0E5,2017,12,1.6
C0DB,2017,1,1.4
C0DB,2017,2,3.2
C0DB,2017,3,2
C0DB,2017,4,1.4
C0DB,2017,5,4
C0DB,2017,6,8
C0DB,2017,7,4.7
C0DB,2017,8,4.3
C0DB,2017,9,1.4
C0DB,2017,10,5.8
C0DB,2017,11,1.5
C0DB,2017,12,2
C0D3,2017,1,1.1
C0D3,2017,2,1.2
C0D3,2017,3,1.5
C0D3,2017,4,1.6
C0D3,2017,5,5.5
C0D3,2017,6,3.2
C0D3,2017,7,3.4
C0D3,2017,8,10
C0D3,2017,9,5.4
C0D3,2017,10,2
C0D3,2017,11,1.7
C0D3,2017,12,2.2
C0DD,2017,1,3.1
C0DD,2017,2,3.1
C0DD,2017,3,2.5
C0DD,2017,4,3.4
C0DD,2017,5,4
C0DD,2017,6,3.1
C0DD,2017,7,3
C0DD,2017,8,5.5
C0DD,2017,9,2.4
C0DD,2017,10,5.9
C0DD,2017,11,4.6
C0DD,2017,12,2.5
C0E9,2017,1,1.9
C0E9,2017,2,2
C0E9,2017,3,1.1
C0E9,2017,4,2.6
C0E9,2017,5,1.9
C0E9,2017,6,3.8
C0E9,2017,7,6.1
C0E9,2017,8,6.9
C0E9,2017,9,1.8
C0E9,2017,10,2.4
C0E9,2017,11,1.9
C0E9,2017,12,1.8
C078,2017,1,2.6
C078,2017,2,2.6
C078,2017,3,2.3
C078,2017,4,2
C078,2017,5,5.9
C078,2017,6,3.6
C078,2017,7,7
C078,2017,8,9.9
C078,2017,9,3.1
C078,2017,10,4
C078,2017,11,2.5
C078,2017,12,2
C052,2017,1,2.9
C052,2017,2,3
C052,2017,3,2.2
C052,2017,4,2.4
C052,2017,5,4.7
C052,2017,6,5.7
C052,2017,7,6.5
C052,2017,8,9.6
C052,2017,9,5.2
C052,2017,10,0.9
C052,2017,11,4.1
C052,2017,12,3
C0E1,2017,1,1
C0E1,2017,2,1.4
C0E1,2017,3,1.8
C0E1,2017,4,1.6
C0E1,2017,5,1.8
C0E1,2017,6,8.9
C0E1,2017,7,4
C0E1,2017,8,9.1
C0E1,2017,9,2.6
C0E1,2017,10,1.9
C0E1,2017,11,1.5
C0E1,2017,12,5.1
C077,2017,1,3.1
C077,2017,2,2.1
C077,2017,3,2.4
C077,2017,4,1.7
C077,2017,5,2.9
C077,2017,6,2.8
C077,2017,7,3.5
C077,2017,8,7.2
C077,2017,9,4.6
C077,2017,10,8
C077,2017,11,10.3
C077,2017,12,2.7
C080,2017,1,3.1
C080,2017,2,2.8
C080,2017,3,2.9
C080,2017,4,2.9
C080,2017,5,3
C080,2017,6,3.6
C080,2017,7,2.4
C080,2017,8,4.3
C080,2017,9,5.9
C080,2017,10,1.7
C080,2017,11,3.6
C080,2017,12,2.5
C0E8,2017,1,3.7
C0E8,2017,2,2.5
C0E8,2017,3,1.8
C0E8,2017,4,2.2
C0E8,2017,5,2
C0E8,2017,6,3.8
C0E8,2017,7,4.4
C0E8,2017,8,12.2
C0E8,2017,9,3.1
C0E8,2017,10,2.4
C0E8,2017,11,2.3
C0E8,2017,12,5.9
C023,2017,1,1.8
C023,2017,2,3.4
C023,2017,3,1.9
C023,2017,4,2
C023,2017,5,2.8
C023,2017,6,7
C023,2017,7,7.8
C023,2017,8,2.7
C023,2017,9,1.7
C023,2017,10,2.5
C023,2017,11,2.1
C023,2017,12,2.6
C084,2017,1,2.2
C084,2017,2,2.4
C084,2017,3,3.5
C084,2017,4,3.1
C084,2017,5,2.9
C084,2017,6,5.1
C084,2017,7,2.3
C084,2017,8,12.8
C084,2017,9,3.7
C084,2017,10,1.6
C084,2017,11,9.6
C084,2017,12,2.2
C0EA,2017,1,3.2
C0EA,2017,2,2.2
C0EA,2017,3,2
C0EA,2017,4,2.7
C0EA,2017,5,1.9
C0EA,2017,6,4.1
C0EA,2017,7,8
C0EA,2017,8,10.5
C0EA,2017,9,1.6
C0EA,2017,10,1.6
C0EA,2017,11,3.9
C0EA,2017,12,2.4
C026,2017,1,2.3
C026,2017,2,2.1
C026,2017,3,2.1
C026,2017,4,2.3
C026,2017,5,4.4
C026,2017,6,5.5
C026,2017,7,9.3
C026,2017,8,7.8
C026,2017,9,4.4
C026,2017,10,2
C026,2017,11,3
C026,2017,12,2.7
C058,2017,1,2.3
C058,2017,2,2.5
C058,2017,3,2.2
C058,2017,4,1.7
C058,2017,5,3.1
C058,2017,6,8.5
C058,2017,7,7
C058,2017,8,10.1
C058,2017,9,5.2
C058,2017,10,2.8
C058,2017,11,2.7
C058,2017,12,2.2
C0F0,2017,1,2.6
C0F0,2017,2,2.8
C0F0,2017,3,2.8
C0F0,2017,4,3
C0F0,2017,5,5
C0F0,2017,6,2.4
C0F0,2017,7,4.3
C0F0,2017,8,15.4
C0F0,2017,9,6.3
C0F0,2017,10,5.1
C0F0,2017,11,6.6
C0F0,2017,12,3.9
C0F1,2017,10,1.4
C0F1,2017,11,4.5
C0F1,2017,12,3.4
C0E7,2017,1,1.6
C0E7,2017,2,2.3
C0E7,2017,3,1.2
C0E7,2017,4,1.1
C0E7,2017,5,3.9
C0E7,2017,6,3.5
C0E7,2017,7,4.3
C0E7,2017,8,6.2
C0E7,2017,9,1.2
C0E7,2017,10,1.7
C0E7,2017,11,1.8
C0E7,2017,12,2.2
C0DC,2017,1,2.5
C0DC,2017,2,1.8
C0DC,2017,3,1.4
C0DC,2017,4,1.4
C0DC,2017,5,3.8
C0DC,2017,6,5.9
C0DC,2017,7,3.2
C0DC,2017,8,7.5
C0DC,2017,9,2.2
C0DC,2017,10,6.5
C0DC,2017,11,2.8
C0DC,2017,12,3
C0EC,2017,1,3.4
C0EC,2017,2,2.8
C0EC,2017,3,3.9
C0EC,2017,4,3.8
C0EC,2017,5,3.9
C0EC,2017,6,2.6
C0EC,2017,7,2.4
C0EC,2017,8,11
C0EC,2017,9,3.2
C0EC,2017,10,4.7
C0EC,2017,11,9.3
C0EC,2017,12,4.3
C0DE,2017,1,2.2
C0DE,2017,2,2.5
C0DE,2017,3,2.5
C0DE,2017,4,1.6
C0DE,2017,5,4.5
C0DE,2017,6,5.2
C0DE,2017,7,6.8
C0DE,2017,8,9.6
C0DE,2017,9,1.7
C0DE,2017,10,1.1
C0DE,2017,11,2
C0DE,2017,12,2.2
C017,2017,1,2.4
C017,2017,2,1.8
C017,2017,3,2.2
C017,2017,4,1.6
C017,2017,5,3.3
C017,2017,6,5.6
C017,2017,7,2.9
C017,2017,8,9.4
C017,2017,9,5.8
C017,2017,10,4.4
C017,2017,11,9.3
C017,2017,12,3.5
C0F4,2017,1,3.2
C0F4,2017,2,2
C0F4,2017,3,2.7
C0F4,2017,4,1.8
C0F4,2017,5,3.4
C0F4,2017,6,2.9
C0F4,2017,7,3.3
C0F4,2017,8,12.9
C0F4,2017,9,8.1
C0F4,2017,10,1.6
C0F4,2017,11,8
C0F4,2017,12,2.8
C0D1,2017,1,2.1
C0D1,2017,2,2.3
C0D1,2017,3,1.5
C0D1,2017,4,1.8
C0D1,2017,5,2.4
C0D1,2017,6,4.9
C0D1,2017,7,2.9
C0D1,2017,8,2.7
C0D1,2017,9,0.9
C0D1,2017,10,3.2
C0D1,2017,11,1.8
C0D1,2017,12,1.9
C043,2017,1,1.3
C043,2017,2,2
C043,2017,3,0.8
C043,2017,4,1.2
C043,2017,5,3
C043,2017,6,6.6
C043,2017,7,6.5
C043,2017,8,5.7
C043,2017,9,2
C043,2017,10,2.6
C043,2017,11,2
C043,2017,12,1.3
C0D2,2017,1,1.5
C0D2,2017,2,2
C0D2,2017,3,1.9
C0D2,2017,4,2.6
C0D2,2017,5,5
C0D2,2017,6,2.8
C0D2,2017,7,3.3
C0D2,2017,8,2.3
C0D2,2017,9,1.6
C0D2,2017,10,4
C0D2,2017,11,1.4
C0D2,2017,12,1.8
C0D0,2017,1,1.3
C0D0,2017,2,3.3
C0D0,2017,3,2.9
C0D0,2017,4,2.1
C0D0,2017,5,4.6
C0D0,2017,6,5.5
C0D0,2017,7,9.9
C0D0,2017,8,2
C0D0,2017,9,2
C0D0,2017,10,1.2
C0D0,2017,11,1.9
C0D0,2017,12,1.5
C064,2017,1,1.6
C064,2017,2,1.3
C064,2017,3,3.1
C064,2017,4,2.7
C064,2017,5,4.5
C064,2017,6,2.6
C064,2017,7,1.7
C064,2017,8,8.3
C064,2017,9,4.1
C064,2017,10,2.1
C064,2017,11,3.5
C064,2017,12,6
C028,2017,1,1.2
C028,2017,2,5.6
C028,2017,3,2.3
C028,2017,4,3.4
C028,2017,5,4.9
C028,2017,6,13
C028,2017,7,3.7
C028,2017,8,5.1
C028,2017,9,0.9
C028,2017,10,0.5
C028,2017,11,2.3
C028,2017,12,2.4
C029,2017,1,2.9
C029,2017,2,2.1
C029,2017,3,2.1
C029,2017,4,1.9
C029,2017,5,3.4
C029,2017,6,6.1
C029,2017,7,3.9
C029,2017,8,9
C029,2017,9,2.9
C029,2017,10,2
C029,2017,11,3.8
C029,2017,12,3
C076,2018,1,1.1
C076,2018,2,1.2
C076,2018,3,2.6
C076,2018,4,4.1
C076,2018,5,5.2
C076,2018,6,3.7
C076,2018,7,12
C076,2018,8,1.7
C076,2018,9,1.6
C076,2018,10,2.9
C076,2018,11,1.7
C076,2018,12,0.9
C056,2018,1,1.2
C056,2018,2,1
C056,2018,3,3
C056,2018,4,3.7
C056,2018,5,2.8
C056,2018,6,3.7
C056,2018,7,5.6
C056,2018,8,0.2
C056,2018,9,0.6
C056,2018,10,2.2
C056,2018,11,1.2
C056,2018,12,1.5
C035,2018,1,2.4
C035,2018,2,2
C035,2018,3,1.6
C035,2018,4,6.2
C035,2018,5,3.6
C035,2018,6,2.5
C035,2018,7,19
C035,2018,8,0.6
C035,2018,9,1.9
C035,2018,10,4.8
C035,2018,11,1.1
C035,2018,12,1
C016,2018,1,1.1
C016,2018,2,1.1
C016,2018,3,1.6
C016,2018,4,3.6
C016,2018,5,5.5
C016,2018,6,6.1
C016,2018,7,10.7
C016,2018,8,0.7
C016,2018,9,4.8
C016,2018,10,2
C016,2018,11,1.2
C016,2018,12,0.8
C034,2018,1,1.4
C034,2018,2,1
C034,2018,3,1.8
C034,2018,4,1.6
C034,2018,5,11
C034,2018,6,2.6
C034,2018,7,16.9
C034,2018,8,0.1
C034,2018,9,0.7
C034,2018,10,4.9
C034,2018,11,0.9
C034,2018,12,0.8
C0AA,2018,1,1.1
C0AA,2018,2,0.9
C0AA,2018,3,1.4
C0AA,2018,4,3.3
C0AA,2018,5,5.6
C0AA,2018,6,6.4
C0AA,2018,7,10.5
C0AA,2018,8,0.1
C0AA,2018,9,3.6
C0AA,2018,10,1.9
C0AA,2018,11,1.5
C0AA,2018,12,0.8
C067,2018,1,1.7
C067,2018,2,1.6
C067,2018,3,1.8
C067,2018,4,7.5
C067,2018,5,5.9
C067,2018,6,11
C067,2018,7,19.3
C067,2018,8,0.5
C067,2018,9,5.8
C067,2018,10,6.4
C067,2018,11,1.1
C067,2018,12,0.9
C044,2018,1,2.4
C044,2018,2,1.2
C044,2018,3,2
C044,2018,4,2.1
C044,2018,5,4.4
C044,2018,6,4.1
C044,2018,7,7.8
C044,2018,8,0.3
C044,2018,9,0.8
C044,2018,10,3.3
C044,2018,11,1.8
C044,2018,12,1
C048,2018,1,0.9
C048,2018,2,2.4
C048,2018,3,2.5
C048,2018,4,5.5
C048,2018,5,7.5
C048,2018,6,5.8
C048,2018,7,12.3
C048,2018,8,0.4
C048,2018,9,4.5
C048,2018,10,1.4
C048,2018,11,1.4
C048,2018,12,0.7
C068,2018,1,1.5
C068,2018,2,1
C068,2018,3,2.2
C068,2018,4,4.2
C068,2018,5,7.8
C068,2018,6,4.8
C068,2018,7,8.4
C068,2018,8,1.1
C068,2018,9,2
C068,2018,10,1.8
C068,2018,11,2.5
C068,2018,12,0.9
C024,2018,1,1.7
C024,2018,2,1.1
C024,2018,3,4.2
C024,2018,4,4.8
C024,2018,5,7.3
C024,2018,6,3.6
C024,2018,7,7.9
C024,2018,8,2.5
C024,2018,9,1.2
C024,2018,10,1.9
C024,2018,11,4
C024,2018,12,0.9
C0A0,2018,1,1.2
C0A0,2018,2,1.4
C0A0,2018,3,2.1
C0A0,2018,4,3.2
C0A0,2018,5,4.6
C0A0,2018,6,3.2
C0A0,2018,7,10.2
C0A0,2018,8,0.2
C0A0,2018,9,2.2
C0A0,2018,10,2.4
C0A0,2018,11,2.9
C0A0,2018,12,1.2
C047,2018,1,1.6
C047,2018,2,0.9
C047,2018,3,2.9
C047,2018,4,2
C047,2018,5,9.9
C047,2018,6,3.4
C047,2018,7,7.3
C047,2018,8,0.5
C047,2018,9,11.1
C047,2018,10,1.7
C047,2018,11,2.2
C047,2018,12,0.7
C031,2018,1,1.3
C031,2018,2,1.2
C031,2018,3,1.1
C031,2018,4,3
C031,2018,5,5.1
C031,2018,6,1.5
C031,2018,7,11.1
C031,2018,8,0.2
C031,2018,9,6
C031,2018,10,0.8
C031,2018,11,0.7
C031,2018,12,0.9
C041,2018,1,1.1
C041,2018,2,0.8
C041,2018,3,2.7
C041,2018,4,2.4
C041,2018,5,10
C041,2018,6,8
C041,2018,7,4.1
C041,2018,8,0.4
C041,2018,9,2.5
C041,2018,10,1.9
C041,2018,11,2.6
C041,2018,12,1.2
C055,2018,1,1
C055,2018,2,0.9
C055,2018,3,2
C055,2018,4,2.5
C055,2018,5,5.7
C055,2018,6,4.8
C055,2018,7,8.6
C055,2018,8,0.1
C055,2018,9,2.1
C055,2018,10,1.4
C055,2018,11,1.6
C055,2018,12,1.2
C060,2018,1,1.2
C060,2018,2,0.4
C060,2018,3,2.9
C060,2018,4,3.2
C060,2018,5,8.5
C060,2018,6,4.4
C060,2018,7,4.8
C060,2018,8,0.2
C060,2018,9,7
C060,2018,10,2
C060,2018,11,0.8
C060,2018,12,0.9
C030,2018,1,0.9
C030,2018,2,1.1
C030,2018,3,1.6
C030,2018,4,2
C030,2018,5,7.5
C030,2018,6,9.8
C030,2018,7,13.7
C030,2018,8,0.2
C030,2018,9,2.8
C030,2018,10,2.4
C030,2018,11,1.4
C030,2018,12,3.3
C051,2018,1,1.5
C051,2018,2,1.5
C051,2018,3,2.8
C051,2018,4,9.2
C051,2018,5,4
C051,2018,6,13.2
C051,2018,7,5.5
C051,2018,8,0.7
C051,2018,9,0.5
C051,2018,10,4.1
C051,2018,11,1.2
C051,2018,12,1.9
C0A0,2018,1,1.5
C0A0,2018,2,1.2
C0A0,2018,3,2.1
C0A0,2018,4,5
C0A0,2018,5,4.5
C0A0,2018,6,4.3
C0A0,2018,7,9.8
C0A0,2018,8,0.4
C0A0,2018,9,3
C0A0,2018,10,5.3
C0A0,2018,11,1.4
C0A0,2018,12,1
C049,2018,1,1.1
C049,2018,2,1
C049,2018,3,1.2
C049,2018,4,1.9
C049,2018,5,2.7
C049,2018,6,1.1
C049,2018,7,6.9
C049,2018,8,0.4
C049,2018,9,3.1
C049,2018,10,3.4
C049,2018,11,0.8
C049,2018,12,1.4
C00B,2018,1,1.4
C00B,2018,2,1.1
C00B,2018,3,1.5
C00B,2018,4,4.5
C00B,2018,5,5.2
C00B,2018,6,10.1
C00B,2018,7,13.2
C00B,2018,8,0.2
C00B,2018,9,1.9
C00B,2018,10,3.2
C00B,2018,11,1.5
C00B,2018,12,0.7
C020,2018,1,1.5
C020,2018,2,0.6
C020,2018,3,1.8
C020,2018,4,2.3
C020,2018,5,8
C020,2018,6,4.9
C020,2018,7,7
C020,2018,8,0.3
C020,2018,9,7.4
C020,2018,10,2.4
C020,2018,11,1
C020,2018,12,0.9
C070,2018,1,0.9
C070,2018,2,0.7
C070,2018,3,1.5
C070,2018,4,1.7
C070,2018,5,4.4
C070,2018,6,5.1
C070,2018,7,9.6
C070,2018,8,0.9
C070,2018,9,8.9
C070,2018,10,4.5
C070,2018,11,3.1
C070,2018,12,0.6
C050,2018,1,0.9
C050,2018,2,1.1
C050,2018,3,1.2
C050,2018,4,1.3
C050,2018,5,9.6
C050,2018,6,12.4
C050,2018,7,7.7
C050,2018,8,0.1
C050,2018,9,5.5
C050,2018,10,12.4
C050,2018,11,1.5
C050,2018,12,1.5
C0B1,2018,1,3.8
C0B1,2018,2,4.4
C0B1,2018,3,1.8
C0B1,2018,4,4.2
C0B1,2018,5,3.6
C0B1,2018,6,7.2
C0B1,2018,7,7.7
C0B1,2018,8,4.6
C0B1,2018,9,1.3
C0B1,2018,10,4.2
C0B1,2018,11,1.6
C0B1,2018,12,2.2
C079,2018,1,2.8
C079,2018,2,1.9
C079,2018,3,1.9
C079,2018,4,3.5
C079,2018,5,1.8
C079,2018,6,2.3
C079,2018,7,11.2
C079,2018,8,9.1
C079,2018,9,1
C079,2018,10,7.3
C079,2018,11,1.4
C079,2018,12,1.9
C0C1,2018,1,1.9
C0C1,2018,2,1.4
C0C1,2018,3,2.1
C0C1,2018,4,2.7
C0C1,2018,5,8.6
C0C1,2018,6,6.3
C0C1,2018,7,6.3
C0C1,2018,8,1.3
C0C1,2018,9,0.7
C0C1,2018,10,3.2
C0C1,2018,11,1.1
C0C1,2018,12,0.7
C061,2018,1,1.5
C061,2018,2,2
C061,2018,3,1.6
C061,2018,4,9.3
C061,2018,5,12.3
C061,2018,6,1
C061,2018,7,1.2
C061,2018,8,2
C061,2018,9,4.6
C061,2018,10,3.6
C061,2018,11,3.1
C061,2018,12,1.7
C032,2018,1,1.5
C032,2018,2,1.7
C032,2018,3,1.8
C032,2018,4,11.1
C032,2018,5,3.8
C032,2018,6,15.4
C032,2018,7,20.6
C032,2018,8,2.9
C032,2018,9,0.7
C032,2018,10,6.5
C032,2018,11,1.1
C032,2018,12,0.8
C002,2018,1,3.3
C002,2018,2,1.9
C002,2018,3,2
C002,2018,4,2.1
C002,2018,5,3.6
C002,2018,6,4.1
C002,2018,7,5.2
C002,2018,8,10.1
C002,2018,9,0.9
C002,2018,10,3.4
C002,2018,11,1.6
C002,2018,12,1.2
C0C2,2018,1,2.6
C0C2,2018,2,1.8
C0C2,2018,3,1.7
C0C2,2018,4,4.8
C0C2,2018,5,5.8
C0C2,2018,6,4.1
C0C2,2018,7,7.9
C0C2,2018,8,0.5
C0C2,2018,9,3.8
C0C2,2018,10,2.5
C0C2,2018,11,1.4
C0C2,2018,12,1.1
C069,2018,1,5.1
C069,2018,2,3.3
C069,2018,3,4.9
C069,2018,4,1.5
C069,2018,5,2.7
C069,2018,6,5.4
C069,2018,7,12.1
C069,2018,8,9.5
C069,2018,9,2.5
C069,2018,10,4
C069,2018,11,2.2
C069,2018,12,2.6
C0B6,2018,1,3.2
C0B6,2018,2,1.8
C0B6,2018,3,1.5
C0B6,2018,4,5.9
C0B6,2018,5,4.7
C0B6,2018,6,5.6
C0B6,2018,7,11.9
C0B6,2018,8,2.2
C0B6,2018,9,3.7
C0B6,2018,10,6.5
C0B6,2018,11,1.3
C0B6,2018,12,3.5
C0BE,2018,1,2.6
C0BE,2018,2,3.5
C0BE,2018,3,1.8
C0BE,2018,4,3.8
C0BE,2018,5,1.9
C0BE,2018,6,2.6
C0BE,2018,7,2.3
C0BE,2018,8,8.8
C0BE,2018,9,3.8
C0BE,2018,10,1.8
C0BE,2018,11,1.3
C0BE,2018,12,2.3
C065,2018,1,2.4
C065,2018,2,2.2
C065,2018,3,1.9
C065,2018,4,10.1
C065,2018,5,4.6
C065,2018,6,2.6
C065,2018,7,2.4
C065,2018,8,0.9
C065,2018,9,3.1
C065,2018,10,2.3
C065,2018,11,1.4
C065,2018,12,2.4
C003,2018,1,4
C003,2018,2,2.5
C003,2018,3,2.6
C003,2018,4,5.6
C003,2018,5,4.1
C003,2018,6,3.5
C003,2018,7,10.9
C003,2018,8,2.6
C003,2018,9,0.5
C003,2018,10,8.6
C003,2018,11,1.6
C003,2018,12,1.2
C039,2018,1,2.3
C039,2018,2,8.6
C039,2018,3,3
C039,2018,4,5.9
C039,2018,5,3.5
C039,2018,6,4
C039,2018,7,1.7
C039,2018,8,1.6
C039,2018,9,0.8
C039,2018,10,3.9
C039,2018,11,1.9
C039,2018,12,1.3
C075,2018,1,2.1
C075,2018,2,1.2
C075,2018,3,1.9
C075,2018,4,2.9
C075,2018,5,4
C075,2018,6,13.2
C075,2018,7,4.9
C075,2018,8,3.7
C075,2018,9,1.7
C075,2018,10,2.2
C075,2018,11,2.1
C075,2018,12,2
C074,2018,1,1.6
C074,2018,2,2.5
C074,2018,3,1.7
