code,year,month,precipitacion_maxima_10min
C074,2018,4,1.4
C074,2018,5,3.7
C074,2018,6,4.2
C074,2018,7,8.1
C074,2018,8,5.1
C074,2018,9,1.7
C074,2018,10,3.5
C074,2018,11,3.1
C074,2018,12,1.4
C009,2018,1,4.5
C009,2018,2,4.7
C009,2018,3,3.6
C009,2018,4,5
C009,2018,5,2.6
C009,2018,6,5.6
C009,2018,7,2.9
C009,2018,8,2.7
C009,2018,9,0.5
C009,2018,10,4
C009,2018,11,2.3
C009,2018,12,2
C038,2018,1,2.8
C038,2018,2,4
C038,2018,3,1.7
C038,2018,4,3.6
C038,2018,5,6.7
C038,2018,6,3.1
C038,2018,7,1.3
C038,2018,8,1.9
C038,2018,9,0.6
C038,2018,10,3.6
C038,2018,11,1.9
C038,2018,12,1.3
C033,2018,1,3.5
C033,2018,2,1.8
C033,2018,3,1.9
C033,2018,4,2.7
C033,2018,5,1.1
C033,2018,6,3.4
C033,2018,7,14.9
C033,2018,8,5.6
C033,2018,9,2.7
C033,2018,10,10.5
C033,2018,11,0.9
C033,2018,12,1.9
C0BD,2018,1,2.3
C0BD,2018,2,1.6
C0BD,2018,3,2.3
C0BD,2018,4,2.6
C0BD,2018,5,2.9
C0BD,2018,6,2.4
C0BD,2018,7,10
C0BD,2018,8,3.9
C0BD,2018,9,2.6
C0BD,2018,10,5
C0BD,2018,11,2.7
C0BD,2018,12,1.8
C036,2018,1,2.8
C036,2018,2,2.5
C036,2018,3,1.7
C036,2018,4,2.1
C036,2018,5,4.6
C036,2018,6,4.7
C036,2018,7,12.6
C036,2018,8,1.5
C036,2018,9,0.9
C036,2018,10,5.1
C036,2018,11,1.6
C036,2018,12,1.8
C045,2018,1,1.8
C045,2018,2,1.7
C045,2018,3,1.9
C045,2018,4,2.7
C045,2018,5,4.3
C045,2018,6,3.3
C045,2018,7,2.4
C045,2018,8,1.1
C045,2018,9,1.8
C045,2018,10,2.1
C045,2018,11,1.2
C045,2018,12,0.9
C0B7,2018,1,2.3
C0B7,2018,2,1.9
C0B7,2018,3,2.1
C0B7,2018,4,1.5
C0B7,2018,5,3.6
C0B7,2018,6,4.2
C0B7,2018,7,10.9
C0B7,2018,8,0.8
C0B7,2018,9,2.4
C0B7,2018,10,9
C0B7,2018,11,1.5
C0B7,2018,12,1.6
COD.,2018,1,ENE
COD.,2018,2,FEB
COD.,2018,3,MAR
COD.,2018,4,ABR
COD.,2018,5,MAY
COD.,2018,6,JUN
COD.,2018,7,JUL
COD.,2018,8,AGO
COD.,2018,9,SET
COD.,2018,10,OCT
COD.,2018,11,NOV
COD.,2018,12,DIC
,2018,2,PRECIPITACIÓN MÁXIMA EN 10 MINUTOS (l/m2)
C019,2018,1,2.8
C019,2018,2,2.4
C019,2018,3,2.9
C019,2018,4,1.4
C019,2018,5,3
C019,2018,6,8.4
C019,2018,7,8
C019,2018,8,6.1
C019,2018,9,2.2
C019,2018,10,4.7
C019,2018,11,2.6
C019,2018,12,3.9
C057,2018,1,3.3
C057,2018,2,3
C057,2018,3,2.3
C057,2018,4,4.2
C057,2018,5,3.7
C057,2018,6,4
C057,2018,7,12.4
C057,2018,8,3.3
C057,2018,9,1.3
C057,2018,10,5.2
C057,2018,11,3.5
C057,2018,12,1.1
C063,2018,1,8.5
C063,2018,2,2.1
C063,2018,3,2.9
C063,2018,4,2
C063,2018,5,1.1
C063,2018,6,2.2
C063,2018,7,5.2
C063,2018,8,8.8
C063,2018,9,5
C063,2018,10,4.4
C063,2018,11,2.2
C063,2018,12,1.6
C046,2018,1,2.4
C046,2018,2,1.6
C046,2018,3,2.3
C046,2018,4,4
C046,2018,5,6.4
C046,2018,6,1.7
C046,2018,7,13.2
C046,2018,8,2
C046,2018,9,1.3
C046,2018,10,2.7
C046,2018,11,2.2
C046,2018,12,0.9
C0BA,2018,1,3.4
C0BA,2018,2,3
C0BA,2018,3,1.6
C0BA,2018,4,2.2
C0BA,2018,5,1.5
C0BA,2018,6,3.2
C0BA,2018,7,20.1
C0BA,2018,8,8.4
C0BA,2018,9,6.4
C0BA,2018,10,4
C0BA,2018,11,2.7
C0BA,2018,12,2.9
C059,2018,1,2.1
C059,2018,2,1.6
C059,2018,3,1.8
C059,2018,4,3.7
C059,2018,5,4.6
C059,2018,6,4.3
C059,2018,7,5.1
C059,2018,8,0.6
C059,2018,9,2.1
C059,2018,10,2
C059,2018,11,1.3
C059,2018,12,1.2
C072,2018,1,1.4
C072,2018,2,1.2
C072,2018,3,1.5
C072,2018,4,4.9
C072,2018,5,6.3
C072,2018,6,3.1
C072,2018,7,11.4
C072,2018,8,0.7
C072,2018,9,1.2
C072,2018,10,2.6
C072,2018,11,2
C072,2018,12,1.2
C0B4,2018,1,1.1
C0B4,2018,2,1.8
C0B4,2018,3,1.9
C0B4,2018,4,8.4
C0B4,2018,5,2.2
C0B4,2018,6,8.7
C0B4,2018,7,5.8
C0B4,2018,8,2.6
C0B4,2018,9,1.1
C0B4,2018,10,6.1
C0B4,2018,11,1.7
C0B4,2018,12,0.9
C054,2018,1,2.1
C054,2018,2,1.1
C054,2018,3,2.3
C054,2018,4,2.7
C054,2018,5,4.9
C054,2018,6,13.7
C054,2018,7,5.8
C054,2018,8,0.4
C054,2018,9,14.4
C054,2018,10,5.9
C054,2018,11,1.5
C054,2018,12,0.8
C042,2018,1,1.9
C042,2018,2,1.8
C042,2018,3,1.6
C042,2018,4,6.5
C042,2018,5,7.8
C042,2018,6,3
C042,2018,7,2.5
C042,2018,8,3.1
C042,2018,9,7.6
C042,2018,10,3.3
C042,2018,11,2.3
C042,2018,12,1.8
C0B9,2018,1,2.2
C0B9,2018,2,1.7
C0B9,2018,3,2.7
C0B9,2018,4,6.2
C0B9,2018,5,4.1
C0B9,2018,6,3.2
C0B9,2018,7,5.3
C0B9,2018,8,2.3
C0B9,2018,9,1.1
C0B9,2018,10,4.2
C0B9,2018,11,2.9
C0B9,2018,12,1.3
C0C3,2018,1,2
C0C3,2018,2,1.5
C0C3,2018,3,2
C0C3,2018,4,4.7
C0C3,2018,5,6
C0C3,2018,6,2.9
C0C3,2018,7,2
C0C3,2018,8,1.8
C0C3,2018,9,0.5
C0C3,2018,10,4.4
C0C3,2018,11,1.4
C0C3,2018,12,0.8
C022,2018,1,2.2
C022,2018,2,1.1
C022,2018,3,1.5
C022,2018,4,1.9
C022,2018,5,3.6
C022,2018,6,6.7
C022,2018,7,7.4
C022,2018,8,0.8
C022,2018,9,1.9
C022,2018,10,5.3
C022,2018,11,1.6
C022,2018,12,1.1
C0B3,2018,1,2.5
C0B3,2018,2,2.5
C0B3,2018,3,1.8
C0B3,2018,4,2.9
C0B3,2018,5,1.2
C0B3,2018,6,4
C0B3,2018,7,12.5
C0B3,2018,8,4.2
C0B3,2018,9,1.8
C0B3,2018,10,6.9
C0B3,2018,11,2
C0B3,2018,12,2.3
C037,2018,1,2.1
C037,2018,2,2.7
C037,2018,3,2.4
C037,2018,4,6.6
C037,2018,5,2.1
C037,2018,6,7.2
C037,2018,7,6.1
C037,2018,8,1.3
C037,2018,9,1.4
C037,2018,10,3.6
C037,2018,11,1.7
C037,2018,12,1.4
C0E5,2018,1,2.3
C0E5,2018,2,1.4
C0E5,2018,3,1.6
C0E5,2018,4,3.5
C0E5,2018,5,3.3
C0E5,2018,6,6.6
C0E5,2018,7,14.4
C0E5,2018,8,0.9
C0E5,2018,9,5
C0E5,2018,10,2.9
C0E5,2018,11,2.5
C0E5,2018,12,1.6
C0DB,2018,1,1.9
C0DB,2018,2,1.6
C0DB,2018,3,2.4
C0DB,2018,4,2.8
C0DB,2018,5,1.5
C0DB,2018,6,3.9
C0DB,2018,7,6.2
C0DB,2018,8,0.8
C0DB,2018,9,6.5
C0DB,2018,10,3.4
C0DB,2018,11,1.6
C0DB,2018,12,1.6
C0D3,2018,1,1.9
C0D3,2018,2,1.6
C0D3,2018,3,1.9
C0D3,2018,4,2.4
C0D3,2018,5,3.3
C0D3,2018,6,11.1
C0D3,2018,7,6.5
C0D3,2018,8,2.8
C0D3,2018,9,1.2
C0D3,2018,10,3.9
C0D3,2018,11,2.5
C0D3,2018,12,1.3
C0DD,2018,1,2
C0DD,2018,2,3.7
C0DD,2018,3,2.2
C0DD,2018,4,3.6
C0DD,2018,5,2.4
C0DD,2018,6,5.9
C0DD,2018,7,8.3
C0DD,2018,8,4.9
C0DD,2018,9,1.4
C0DD,2018,10,4.3
C0DD,2018,11,2.3
C0DD,2018,12,2.5
C0E9,2018,1,3.3
C0E9,2018,2,1.5
C0E9,2018,3,1.3
C0E9,2018,4,1.6
C0E9,2018,5,7.1
C0E9,2018,6,5.4
C0E9,2018,7,7.9
C0E9,2018,8,0.9
C0E9,2018,9,2.4
C0E9,2018,10,4.2
C0E9,2018,11,2.8
C0E9,2018,12,1
C078,2018,1,1.5
C078,2018,2,3.4
C078,2018,3,1.9
C078,2018,4,2.8
C078,2018,5,2.2
C078,2018,6,5.9
C078,2018,7,7.6
C078,2018,8,8.7
C078,2018,9,2.5
C078,2018,10,2.2
C078,2018,11,1.6
C078,2018,12,1.5
C052,2018,1,3.6
C052,2018,2,2.6
C052,2018,3,2.5
C052,2018,4,2.8
C052,2018,5,8
C052,2018,6,6.3
C052,2018,7,4.7
C052,2018,8,2.2
C052,2018,9,2.4
C052,2018,10,8.9
C052,2018,11,2.3
C052,2018,12,5.1
C0E1,2018,1,2.1
C0E1,2018,2,1.1
C0E1,2018,3,1.9
C0E1,2018,4,2.9
C0E1,2018,5,4.7
C0E1,2018,6,5
C0E1,2018,7,9.2
C0E1,2018,8,2.3
C0E1,2018,9,1.9
C0E1,2018,10,3.1
C0E1,2018,11,5.7
C0E1,2018,12,1.6
C077,2018,1,1.4
C077,2018,2,4.1
C077,2018,3,3
C077,2018,4,3.6
C077,2018,5,8.9
C077,2018,6,2.6
C077,2018,7,2.3
C077,2018,8,0.8
C077,2018,9,3.7
C077,2018,10,6.9
C077,2018,11,2.6
C077,2018,12,2.1
C080,2018,1,2.4
C080,2018,2,3.5
C080,2018,3,3
C080,2018,4,4.7
C080,2018,5,6.3
C080,2018,6,2.2
C080,2018,7,5.6
C080,2018,8,2.3
C080,2018,9,2.5
C080,2018,10,6.8
C080,2018,11,2.3
C080,2018,12,3
C0E8,2018,1,2.7
C0E8,2018,2,1.6
C0E8,2018,3,1.7
C0E8,2018,4,2.2
C0E8,2018,5,6.5
C0E8,2018,6,6.7
C0E8,2018,7,9.2
C0E8,2018,8,1.2
C0E8,2018,9,2.7
C0E8,2018,10,4.3
C0E8,2018,11,2.5
C0E8,2018,12,1.5
C023,2018,1,2.2
C023,2018,2,2.8
C023,2018,3,1.6
C023,2018,4,2.2
C023,2018,5,3.8
C023,2018,6,8.9
C023,2018,7,7.7
C023,2018,8,1.2
C023,2018,9,5.3
C023,2018,10,3.5
C023,2018,11,1.7
C023,2018,12,2.3
C084,2018,1,2.5
C084,2018,2,3.4
C084,2018,3,2.8
C084,2018,4,2.9
C084,2018,5,4
C084,2018,6,5.2
C084,2018,7,6.2
C084,2018,8,3.8
C084,2018,9,4.4
C084,2018,10,5.8
C084,2018,11,2.3
C084,2018,12,1.5
C0EA,2018,1,2.4
C0EA,2018,2,1.8
C0EA,2018,3,2.1
C0EA,2018,4,2.8
C0EA,2018,5,3.5
C0EA,2018,6,3.1
C0EA,2018,7,7.4
C0EA,2018,8,2.5
C0EA,2018,9,2.5
C0EA,2018,10,6
C0EA,2018,11,2.7
C0EA,2018,12,3.7
C026,2018,1,4
C026,2018,2,2.2
C026,2018,3,2
C026,2018,4,3.7
C026,2018,5,7.7
C026,2018,6,10
C026,2018,7,6
C026,2018,8,1.6
C026,2018,9,2.9
C026,2018,10,4.1
C026,2018,11,1.6
C026,2018,12,4
C058,2018,1,2.1
C058,2018,2,1.8
C058,2018,3,2.8
C058,2018,4,2.8
C058,2018,5,4.2
C058,2018,6,3.6
C058,2018,7,8.8
C058,2018,8,1.8
C058,2018,9,2.4
C058,2018,10,5.2
C058,2018,11,2.1
C058,2018,12,1.6
C0F0,2018,1,3.4
C0F0,2018,2,3.2
C0F0,2018,3,2.5
C0F0,2018,4,2.2
C0F0,2018,5,13.5
C0F0,2018,6,2.4
C0F0,2018,7,3.5
C0F0,2018,8,3.2
C0F0,2018,9,4.4
C0F0,2018,10,7.3
C0F0,2018,11,2.3
C0F0,2018,12,3.9
C0F1,2018,1,3.2
C0F1,2018,2,3.1
C0F1,2018,3,4.3
C0F1,2018,4,4
C0F1,2018,5,3.5
C0F1,2018,6,7.7
C0F1,2018,7,3.1
C0F1,2018,8,3.1
C0F1,2018,9,4.8
C0F1,2018,10,4.3
C0F1,2018,11,3
C0F1,2018,12,6
C0E7,2018,1,1.8
C0E7,2018,2,1.3
C0E7,2018,3,1.7
C0E7,2018,4,3.2
C0E7,2018,5,2.8
C0E7,2018,6,9.9
C0E7,2018,7,6.3
C0E7,2018,8,1.7
C0E7,2018,9,3.7
C0E7,2018,10,4
C0E7,2018,11,1
C0E7,2018,12,1.2
C0DC,2018,1,4.5
C0DC,2018,2,2.9
C0DC,2018,3,2
C0DC,2018,4,3.5
C0DC,2018,5,2
C0DC,2018,6,3.9
C0DC,2018,7,7
C0DC,2018,8,3.2
C0DC,2018,9,2.9
C0DC,2018,10,7.3
C0DC,2018,11,1.9
C0DC,2018,12,2
C0EC,2018,1,1.9
C0EC,2018,2,3.2
C0EC,2018,3,4
C0EC,2018,4,3.5
C0EC,2018,5,5.2
C0EC,2018,6,3.4
C0EC,2018,7,8.5
C0EC,2018,8,2.8
C0EC,2018,9,6.1
C0EC,2018,10,7.7
C0EC,2018,11,3.4
C0EC,2018,12,1.9
C0DE,2018,1,2.8
C0DE,2018,2,1.5
C0DE,2018,3,2
C0DE,2018,4,2.6
C0DE,2018,5,1.8
C0DE,2018,6,5.9
C0DE,2018,7,5.4
C0DE,2018,8,1.8
C0DE,2018,9,2.4
C0DE,2018,10,3.1
C0DE,2018,11,1.8
C0DE,2018,12,1.7
C017,2018,1,2.6
C017,2018,2,2.4
C017,2018,3,1.9
C017,2018,4,2.1
C017,2018,5,7.9
C017,2018,6,5.8
C017,2018,7,4.1
C017,2018,8,3.9
C017,2018,9,4.1
C017,2018,10,4.7
C017,2018,11,3.8
C017,2018,12,3.3
C0F4,2018,1,3.7
C0F4,2018,2,3.8
C0F4,2018,3,2.5
C0F4,2018,4,3.3
C0F4,2018,5,8.6
C0F4,2018,6,3.4
C0F4,2018,7,8.2
C0F4,2018,8,3.1
C0F4,2018,9,4.7
C0F4,2018,10,6.5
C0F4,2018,11,2
C0F4,2018,12,3.1
C0D1,2018,1,1.9
C0D1,2018,2,1.1
C0D1,2018,3,2.2
C0D1,2018,4,2
C0D1,2018,5,2.8
C0D1,2018,6,4
C0D1,2018,7,3.8
C0D1,2018,8,2.6
C0D1,2018,9,3.1
C0D1,2018,10,3.1
C0D1,2018,11,1.4
C0D1,2018,12,1.2
C043,2018,1,1.3
C043,2018,2,1.1
C043,2018,3,1.5
C043,2018,4,3.1
C043,2018,5,3.1
C043,2018,6,4.5
C043,2018,7,18.5
C043,2018,8,1
C043,2018,9,5
C043,2018,10,2.7
C043,2018,11,2.4
C043,2018,12,1.4
C0D2,2018,1,1.7
C0D2,2018,2,1.4
C0D2,2018,3,2.4
C0D2,2018,4,1.8
C0D2,2018,5,4.3
C0D2,2018,6,3.5
C0D2,2018,7,5
C0D2,2018,8,1.1
C0D2,2018,9,3.1
C0D2,2018,10,3.4
C0D2,2018,11,1.7
C0D2,2018,12,1.5
C0D0,2018,1,1.2
C0D0,2018,2,1.5
C0D0,2018,3,3
C0D0,2018,4,3.2
C0D0,2018,5,4.8
C0D0,2018,6,4.3
C0D0,2018,7,7.4
C0D0,2018,8,1.9
C0D0,2018,9,3.3
C0D0,2018,10,3.4
C0D0,2018,11,1.5
C0D0,2018,12,1.6
C064,2018,1,1.6
C064,2018,2,2.5
C064,2018,3,0.9
C064,2018,4,2.3
C064,2018,5,8.3
C064,2018,6,2.7
C064,2018,7,6.7
C064,2018,8,3.6
C064,2018,9,1.4
C064,2018,10,4.9
C064,2018,11,4.7
C064,2018,12,2.2
C028,2018,1,1.7
C028,2018,2,1.2
C028,2018,3,2.7
C028,2018,4,4
C028,2018,5,13.2
C028,2018,6,7.4
C028,2018,7,10.3
C028,2018,8,0.8
C028,2018,9,9.9
C028,2018,10,2.7
C028,2018,11,2.4
C028,2018,12,1.4
C029,2018,1,4.5
C029,2018,2,1.6
C029,2018,3,1.6
C029,2018,4,1.9
C029,2018,5,2.9
C029,2018,6,5
C029,2018,7,4.3
C029,2018,8,1.9
C029,2018,9,4.5
C029,2018,10,7.9
C029,2018,11,2.4
C029,2018,12,2.1
C056,2019,1,1.1
C056,2019,2,1.5
C056,2019,3,2.5
C056,2019,4,4.2
C056,2019,5,1.1
C056,2019,6,0.9
C056,2019,7,1.6
C056,2019,8,6.6
C056,2019,9,1.4
C056,2019,10,2.2
C056,2019,11,1.9
C056,2019,12,1.7
C035,2019,1,2.1
C035,2019,2,1.6
C035,2019,3,2.5
C035,2019,4,5
C035,2019,5,2.4
C035,2019,6,1.2
C035,2019,7,8.3
C035,2019,8,5.5
C035,2019,9,7.4
C035,2019,10,2
C035,2019,11,3.8
C035,2019,12,1.3
C016,2019,1,1.4
C016,2019,2,0.7
C016,2019,3,1.5
C016,2019,4,4.6
C016,2019,5,1.5
C016,2019,6,1.2
C016,2019,7,2.1
C016,2019,8,5.4
C016,2019,9,3
C016,2019,10,2.6
C016,2019,11,2.2
C016,2019,12,2
C034,2019,1,1.4
C034,2019,2,1.2
C034,2019,3,1.6
C034,2019,4,2.1
C034,2019,5,1.2
C034,2019,6,0.8
C034,2019,7,12.4
C034,2019,8,2.3
C034,2019,9,11.3
C034,2019,10,1.8
C034,2019,11,2
C034,2019,12,1.6
C0AA,2019,1,1.9
C0AA,2019,2,1.1
C0AA,2019,3,1.7
C0AA,2019,4,4.1
C0AA,2019,5,1.5
C0AA,2019,6,0.8
C0AA,2019,7,1.4
C0AA,2019,8,12.1
C0AA,2019,9,2.7
C0AA,2019,10,3
C0AA,2019,11,1.9
C0AA,2019,12,0.9
C067,2019,1,2.6
C067,2019,2,2.4
C067,2019,3,1.2
C067,2019,4,7.6
C067,2019,5,1.4
C067,2019,6,1.2
C067,2019,7,4.3
C067,2019,8,6.7
C067,2019,9,4.2
C067,2019,10,1.8
C067,2019,11,4.7
C067,2019,12,1.8
C044,2019,1,2
C044,2019,2,1.7
C044,2019,3,1.9
C044,2019,4,5.9
C044,2019,5,2.5
C044,2019,6,0.8
C044,2019,7,4.9
C044,2019,8,11
C044,2019,9,2.3
C044,2019,10,1.5
C044,2019,11,3.4
C044,2019,12,1.4
C048,2019,1,1.6
C048,2019,2,1.2
C048,2019,3,0.8
C048,2019,4,1.9
C048,2019,5,2
C048,2019,6,2.7
C048,2019,7,0.9
C048,2019,8,4.8
C048,2019,9,5.5
C048,2019,10,0.9
C048,2019,11,3
C048,2019,12,2.9
C068,2019,1,1.4
C068,2019,2,0.9
C068,2019,3,1.7
C068,2019,4,3.6
C068,2019,5,2.3
C068,2019,6,2.3
C068,2019,7,1
C068,2019,8,3.8
C068,2019,9,4.6
C068,2019,10,2.6
C068,2019,11,2.3
C068,2019,12,1.9
C024,2019,1,1.5
C024,2019,2,1.1
C024,2019,3,2.8
C024,2019,4,3.7
C024,2019,5,2.5
C024,2019,6,2.3
C024,2019,7,2.2
C024,2019,8,3.8
C024,2019,9,7.6
C024,2019,10,3.4
C024,2019,11,1.9
C024,2019,12,1.5
C0A0,2019,1,1.1
C0A0,2019,2,1.2
C0A0,2019,3,2
C0A0,2019,4,1.8
C0A0,2019,5,1.2
C0A0,2019,6,1.6
C0A0,2019,7,1.4
C0A0,2019,8,6.6
C0A0,2019,9,5.7
C0A0,2019,10,4.5
C0A0,2019,11,1.9
C0A0,2019,12,1.9
C047,2019,1,2.6
C047,2019,2,1.2
C047,2019,3,1.5
C047,2019,4,3
C047,2019,5,2.2
C047,2019,6,1.1
C047,2019,7,1.2
C047,2019,8,5.4
C047,2019,9,3.2
C047,2019,10,1.3
C047,2019,11,2.2
C047,2019,12,2.9
C031,2019,1,1
C031,2019,2,0.8
C031,2019,3,1.4
C031,2019,4,1.5
C031,2019,5,1.9
C031,2019,6,1
C031,2019,7,1
C031,2019,8,4.9
C031,2019,9,5.9
C031,2019,10,1.3
C031,2019,11,2.6
C031,2019,12,2.4
C041,2019,1,1.4
C041,2019,2,1.3
C041,2019,3,2.5
C041,2019,4,10.5
C041,2019,5,2.4
C041,2019,6,1.5
C041,2019,7,4.1
C041,2019,8,3
C041,2019,9,2.9
C041,2019,10,1.7
C041,2019,11,3.3
C041,2019,12,2.9
C055,2019,1,1.9
C055,2019,2,1.1
C055,2019,3,1.4
C055,2019,4,7.7
C055,2019,5,2
C055,2019,6,0.6
C055,2019,7,2
C055,2019,8,13.9
C055,2019,9,2.5
C055,2019,10,1.6
C055,2019,11,4.1
C055,2019,12,0.8
C060,2019,1,1.3
C060,2019,2,1.3
C060,2019,3,0.8
C060,2019,4,6.8
C060,2019,5,1.4
C060,2019,6,1.2
C060,2019,7,3.6
C060,2019,8,4.1
C060,2019,9,3.7
C060,2019,10,1.4
C060,2019,11,1.8
C060,2019,12,2.6
C030,2019,1,0.9
C030,2019,2,0.6
C030,2019,3,1.9
C030,2019,4,4.1
C030,2019,5,1.4
C030,2019,6,0.9
C030,2019,7,9.1
C030,2019,8,3.6
C030,2019,9,4.9
C030,2019,10,1.3
C030,2019,11,2.3
C030,2019,12,1.2
C051,2019,1,1.8
C051,2019,2,1.6
C051,2019,3,1.8
C051,2019,4,8.2
C051,2019,5,1.7
C051,2019,6,1.6
C051,2019,7,2.5
C051,2019,8,6.4
C051,2019,9,2.1
C051,2019,10,1.7
C051,2019,11,5.4
C051,2019,12,2.7
C0A0,2019,1,1.7
C0A0,2019,2,1.4
C0A0,2019,3,1.6
C0A0,2019,4,4.9
C0A0,2019,5,2.4
