code,year,month,precipitacion_maxima_10min
C0A0,2019,6,1.3
C0A0,2019,7,4.8
C0A0,2019,8,12.9
C0A0,2019,9,9.5
C0A0,2019,10,4.4
C0A0,2019,11,3.2
C0A0,2019,12,1.2
C049,2019,1,1.3
C049,2019,2,1.2
C049,2019,3,2
C049,2019,4,4.9
C049,2019,5,1.7
C049,2019,6,0.8
C049,2019,7,6.8
C049,2019,8,9.9
C049,2019,9,6.4
C049,2019,10,1.9
C049,2019,11,1.9
C049,2019,12,1.3
C00B,2019,1,1.6
C00B,2019,2,1.3
C00B,2019,3,3.1
C00B,2019,4,6.1
C00B,2019,5,1.1
C00B,2019,6,0.8
C00B,2019,7,3.7
C00B,2019,8,4.1
C00B,2019,9,5.2
C00B,2019,10,1.8
C00B,2019,11,2.2
C00B,2019,12,1.8
C020,2019,1,1.3
C020,2019,2,2.3
C020,2019,3,1
C020,2019,4,2.8
C020,2019,5,2.1
C020,2019,6,1.4
C020,2019,7,1.6
C020,2019,8,7.5
C020,2019,9,1.7
C020,2019,10,1.9
C020,2019,11,2.6
C020,2019,12,2.4
C070,2019,1,2.1
C070,2019,2,0.9
C070,2019,3,0.6
C070,2019,4,1.9
C070,2019,5,1.4
C070,2019,6,0.9
C070,2019,7,2.9
C070,2019,8,2.1
C070,2019,9,1.9
C070,2019,10,2.5
C070,2019,11,2.1
C070,2019,12,1.3
C050,2019,1,1.2
C050,2019,2,1.5
C050,2019,3,0.7
C050,2019,4,4.9
C050,2019,5,2.2
C050,2019,6,0.6
C050,2019,7,5.7
C050,2019,8,2.7
C050,2019,9,6
C050,2019,10,1.6
C050,2019,11,2.4
C050,2019,12,1.5
C0B1,2019,1,3.9
C0B1,2019,2,3.1
C0B1,2019,3,2.2
C0B1,2019,4,5.7
C0B1,2019,5,3.3
C0B1,2019,6,1.1
C0B1,2019,7,6.1
C0B1,2019,8,5.2
C0B1,2019,9,3.5
C0B1,2019,10,2
C0B1,2019,11,4.9
C0B1,2019,12,4.3
C079,2019,1,3.1
C079,2019,2,2.1
C079,2019,3,1.2
C079,2019,4,3
C079,2019,5,3
C079,2019,6,2.6
C079,2019,7,7.7
C079,2019,8,7.2
C079,2019,9,5.3
C079,2019,10,3.7
C079,2019,11,6.1
C079,2019,12,3.5
C0C1,2019,1,3.2
C0C1,2019,2,3.6
C0C1,2019,3,1.4
C0C1,2019,4,2.7
C0C1,2019,5,1.3
C0C1,2019,6,1.5
C0C1,2019,7,3.2
C0C1,2019,8,1
C0C1,2019,9,1.8
C0C1,2019,10,2
C0C1,2019,11,3.7
C0C1,2019,12,3
C061,2019,1,4.5
C061,2019,2,1.8
C061,2019,3,2.5
C061,2019,4,3.4
C061,2019,5,1.7
C061,2019,6,1
C061,2019,7,3.7
C061,2019,8,1.3
C061,2019,9,7.6
C061,2019,10,4.8
C061,2019,11,4.6
C061,2019,12,3.5
C032,2019,1,1.9
C032,2019,2,1.6
C032,2019,3,0.9
C032,2019,4,8.1
C032,2019,5,1.1
C032,2019,6,2.1
C032,2019,7,5.1
C032,2019,8,7.6
C032,2019,9,2.3
C032,2019,10,2.5
C032,2019,11,3.3
C032,2019,12,2.1
C002,2019,1,3
C002,2019,2,1.6
C002,2019,3,2.2
C002,2019,4,4.7
C002,2019,5,2
C002,2019,6,1.3
C002,2019,7,9.5
C002,2019,8,2.9
C002,2019,9,5.2
C002,2019,10,6
C002,2019,11,6.6
C002,2019,12,2.5
C0C2,2019,1,1.9
C0C2,2019,2,1.9
C0C2,2019,3,1
C0C2,2019,4,5.8
C0C2,2019,5,1
C0C2,2019,6,1.6
C0C2,2019,7,1
C0C2,2019,8,0.9
C0C2,2019,9,2.7
C0C2,2019,10,1.5
C0C2,2019,11,3.2
C0C2,2019,12,1.7
C069,2019,1,4
C069,2019,2,2.3
C069,2019,3,1.9
C069,2019,4,5
C069,2019,5,2.7
C069,2019,6,1.8
C069,2019,7,4.4
C069,2019,8,7.3
C069,2019,9,6.6
C069,2019,10,4
C069,2019,11,6.4
C069,2019,12,3.7
C0B6,2019,1,2.8
C0B6,2019,2,2.8
C0B6,2019,3,1.2
C0B6,2019,4,3.8
C0B6,2019,5,4
C0B6,2019,6,1.5
C0B6,2019,7,5.3
C0B6,2019,8,3.5
C0B6,2019,9,6.3
C0B6,2019,10,2.8
C0B6,2019,11,3.6
C0B6,2019,12,1.9
C0BE,2019,1,2.6
C0BE,2019,2,1.8
C0BE,2019,3,3.4
C0BE,2019,4,6.2
C0BE,2019,5,2.5
C0BE,2019,6,1.4
C0BE,2019,7,2.5
C0BE,2019,8,2.3
C0BE,2019,9,3
C0BE,2019,10,3.3
C0BE,2019,11,6.5
C0BE,2019,12,5.4
C065,2019,1,2.8
C065,2019,2,1.6
C065,2019,3,1.2
C065,2019,4,7.4
C065,2019,5,1.5
C065,2019,6,1.5
C065,2019,7,3.4
C065,2019,8,9.4
C065,2019,9,3.3
C065,2019,10,2.9
C065,2019,11,2.3
C065,2019,12,1.1
C003,2019,1,4.9
C003,2019,2,1.7
C003,2019,3,2.4
C003,2019,4,7.3
C003,2019,5,2
C003,2019,6,2.1
C003,2019,7,2.5
C003,2019,8,4.6
C003,2019,9,5.8
C003,2019,10,2.8
C003,2019,11,6.6
C003,2019,12,4.8
C039,2019,1,3.3
C039,2019,2,2.9
C039,2019,3,2
C039,2019,4,3
C039,2019,5,2
C039,2019,6,0.7
C039,2019,7,2.6
C039,2019,8,4.1
C039,2019,9,3.1
C039,2019,10,2.8
C039,2019,11,5.5
C039,2019,12,4.2
C075,2019,1,3.6
C075,2019,2,1.4
C075,2019,3,2.5
C075,2019,4,2.2
C075,2019,5,1.8
C075,2019,6,1.9
C075,2019,7,5.1
C075,2019,8,3.3
C075,2019,9,2.8
C075,2019,10,3.7
C075,2019,11,5.1
C075,2019,12,3.2
C074,2019,1,1.9
C074,2019,2,1.5
C074,2019,3,1.5
C074,2019,4,2.4
C074,2019,5,2.6
C074,2019,6,1.5
C074,2019,7,2.8
C074,2019,8,3.7
C074,2019,9,5.1
C074,2019,10,3.4
C074,2019,11,4.6
C074,2019,12,3.4
C009,2019,1,2.7
C009,2019,2,1.5
C009,2019,3,1.9
C009,2019,4,5.8
C009,2019,5,2.7
C009,2019,6,1
C009,2019,7,2.1
C009,2019,8,5.9
C009,2019,9,5.9
C009,2019,10,2.3
C009,2019,11,3.5
C009,2019,12,2.9
C038,2019,1,3.7
C038,2019,2,3.2
C038,2019,3,2.9
C038,2019,4,6.3
C038,2019,5,1.6
C038,2019,6,1.3
C038,2019,7,2.9
C038,2019,8,1.2
C038,2019,9,2.4
C038,2019,10,2.6
C038,2019,11,4.3
C038,2019,12,3.5
C033,2019,1,2.4
C033,2019,2,1.8
C033,2019,3,1.8
C033,2019,4,4.3
C033,2019,5,1.6
C033,2019,6,1.5
C033,2019,7,6.7
C033,2019,8,7.2
C033,2019,9,8
C033,2019,10,1.8
C033,2019,11,4.4
C033,2019,12,1.7
C0BD,2019,1,2.2
C0BD,2019,2,1.3
C0BD,2019,3,1.8
C0BD,2019,4,3.5
C0BD,2019,5,2
C0BD,2019,6,2.3
C0BD,2019,7,3.5
C0BD,2019,8,2.3
C0BD,2019,9,3.4
C0BD,2019,10,3.8
C0BD,2019,11,4
C0BD,2019,12,2.1
C036,2019,1,2.2
C036,2019,2,1.8
C036,2019,3,2.7
C036,2019,4,3.7
C036,2019,5,2.2
C036,2019,6,2.3
C036,2019,7,5.9
C036,2019,8,2.8
C036,2019,9,6.9
C036,2019,10,3.4
C036,2019,11,5
C036,2019,12,2.3
C045,2019,1,2.6
C045,2019,2,1.4
C045,2019,3,1.1
C045,2019,4,2.4
C045,2019,5,1.4
C045,2019,6,1.2
C045,2019,7,2.2
C045,2019,8,0.9
C045,2019,9,3.7
C045,2019,10,1.5
C045,2019,11,4.3
C045,2019,12,2.4
C0B7,2019,1,2.5
C0B7,2019,2,2
C0B7,2019,3,1.3
C0B7,2019,4,4.8
C0B7,2019,5,2.8
C0B7,2019,6,1.5
C0B7,2019,7,6.6
C0B7,2019,8,1.7
C0B7,2019,9,8.4
C0B7,2019,10,4.2
C0B7,2019,11,3.9
C0B7,2019,12,2.6
C019,2019,1,2.7
C019,2019,2,2.8
C019,2019,3,2.7
C019,2019,4,3.1
C019,2019,5,2
C019,2019,6,2.2
C019,2019,7,4.8
C019,2019,8,2.9
C019,2019,9,8.5
C019,2019,10,9.4
C019,2019,11,3.7
C019,2019,12,4
C057,2019,1,3.6
C057,2019,2,1.3
C057,2019,3,1.8
C057,2019,4,2.8
C057,2019,5,3.5
C057,2019,6,1.4
C057,2019,7,3.7
C057,2019,8,7.2
C057,2019,9,9.5
C057,2019,10,3.3
C057,2019,11,2.9
C057,2019,12,3.6
C063,2019,1,2.8
C063,2019,2,1.3
C063,2019,3,1.7
C063,2019,4,3
C063,2019,5,1.9
C063,2019,6,1.2
C063,2019,7,6.8
C063,2019,8,5.3
C063,2019,9,5
C063,2019,10,3.8
C063,2019,11,5.1
C063,2019,12,4.1
C046,2019,1,1.9
C046,2019,2,0.9
C046,2019,3,1.5
C046,2019,4,1.5
C046,2019,5,3.8
C046,2019,6,1.1
C046,2019,7,0.4
C046,2019,8,2.6
C046,2019,9,4.2
C046,2019,10,4.4
C046,2019,11,4.1
C046,2019,12,1.4
C0BA,2019,1,2.8
C0BA,2019,2,1.6
C0BA,2019,3,2.8
C0BA,2019,4,3.3
C0BA,2019,5,2.2
C0BA,2019,6,1.8
C0BA,2019,7,7.2
C0BA,2019,8,4.5
C0BA,2019,9,3.1
C0BA,2019,10,2.3
C0BA,2019,11,5.6
C0BA,2019,12,7.1
C059,2019,1,1.8
C059,2019,2,1.3
C059,2019,3,1.2
C059,2019,4,4.8
C059,2019,5,1.2
C059,2019,6,1.5
C059,2019,7,1.4
C059,2019,8,0.8
C059,2019,9,4.5
C059,2019,10,1.8
C059,2019,11,2
C059,2019,12,1.8
C072,2019,1,1.6
C072,2019,2,1.1
C072,2019,3,1.3
C072,2019,4,7.2
C072,2019,5,1.3
C072,2019,6,1
C072,2019,7,3.2
C072,2019,8,3.7
C072,2019,9,4.8
C072,2019,10,1.4
C072,2019,11,2.7
C072,2019,12,0.7
C0B4,2019,1,2
C0B4,2019,2,1.6
C0B4,2019,3,2.3
C0B4,2019,4,8.5
C0B4,2019,5,1.1
C0B4,2019,6,1.1
C0B4,2019,7,5.8
C0B4,2019,8,2.7
C0B4,2019,9,4.7
C0B4,2019,10,2.1
C0B4,2019,11,5.5
C0B4,2019,12,2.5
C054,2019,1,2.5
C054,2019,2,1.7
C054,2019,3,1.1
C054,2019,4,3.3
C054,2019,5,3.9
C054,2019,6,1.9
C054,2019,7,13.2
C054,2019,8,4.8
C054,2019,9,9.9
C054,2019,10,3.9
C054,2019,11,3.3
C054,2019,12,2.1
C042,2019,1,2.6
C042,2019,2,1.3
C042,2019,3,1.4
C042,2019,4,2.3
C042,2019,5,2.4
C042,2019,6,0.7
C042,2019,7,2.3
C042,2019,8,1.1
C042,2019,9,1.6
C042,2019,10,6.1
C042,2019,11,3.9
C042,2019,12,3.9
C0B9,2019,1,2.9
C0B9,2019,2,2.2
C0B9,2019,3,3.5
C0B9,2019,4,3.6
C0B9,2019,5,1.5
C0B9,2019,6,0.8
C0B9,2019,7,4.7
C0B9,2019,8,2.5
C0B9,2019,9,4.7
C0B9,2019,10,2.4
C0B9,2019,11,2.9
C0B9,2019,12,3.7
C0C3,2019,1,3.3
C0C3,2019,2,1.9
C0C3,2019,3,1.9
C0C3,2019,4,3
C0C3,2019,5,1.6
C0C3,2019,6,0.9
C0C3,2019,7,2.9
C0C3,2019,8,2.7
C0C3,2019,9,6.3
C0C3,2019,10,1.7
C0C3,2019,11,4.5
C0C3,2019,12,2.5
C022,2019,1,2.8
C022,2019,2,1.3
C022,2019,3,1.8
C022,2019,4,4.7
C022,2019,5,3.1
C022,2019,6,1.7
C022,2019,7,4
C022,2019,8,4.4
C022,2019,9,6.7
C022,2019,10,3.7
C022,2019,11,4
C022,2019,12,3.5
C0B3,2019,1,2.8
C0B3,2019,2,1.5
C0B3,2019,3,1.9
C0B3,2019,4,3.9
C0B3,2019,5,1.2
C0B3,2019,6,0.8
C0B3,2019,7,4.2
C0B3,2019,8,4.7
C0B3,2019,9,3.6
C0B3,2019,10,1.8
C0B3,2019,11,3.7
C0B3,2019,12,1.7
C037,2019,1,3.5
C037,2019,2,2.2
C037,2019,3,1.7
C037,2019,4,4.9
C037,2019,5,2.1
C037,2019,6,1.1
C037,2019,7,4.6
C037,2019,8,6.3
C037,2019,9,4
C037,2019,10,1.9
C037,2019,11,4.8
C037,2019,12,2.6
C0E5,2019,1,1.5
C0E5,2019,2,1.8
C0E5,2019,3,2.4
C0E5,2019,4,4.5
C0E5,2019,5,1.1
C0E5,2019,6,1.8
C0E5,2019,7,7.7
C0E5,2019,8,5
C0E5,2019,9,2.5
C0E5,2019,10,2.3
C0E5,2019,11,8.5
C0E5,2019,12,1
C0DB,2019,1,3.7
C0DB,2019,2,2.7
C0DB,2019,3,1.1
C0DB,2019,4,12.3
C0DB,2019,5,1.4
C0DB,2019,6,1.1
C0DB,2019,7,5.1
C0DB,2019,8,9.2
C0DB,2019,9,5
C0DB,2019,10,3.3
C0DB,2019,11,2.8
C0DB,2019,12,2
C0D3,2019,1,3.3
C0D3,2019,2,1.9
C0D3,2019,3,3.1
C0D3,2019,4,2.9
C0D3,2019,5,3.4
C0D3,2019,6,1.6
C0D3,2019,7,7.3
C0D3,2019,8,4.8
C0D3,2019,9,5.2
C0D3,2019,10,6.1
C0D3,2019,11,4.8
C0D3,2019,12,5.4
C0DD,2019,1,3.4
C0DD,2019,2,1.3
C0DD,2019,3,4.5
C0DD,2019,4,5.6
C0DD,2019,5,2.1
C0DD,2019,6,1.4
C0DD,2019,7,3.8
C0DD,2019,8,4.2
C0DD,2019,9,4.9
C0DD,2019,10,12.2
C0DD,2019,11,5.7
C0DD,2019,12,4.9
C0E9,2019,1,2.3
C0E9,2019,2,2
C0E9,2019,3,1.8
C0E9,2019,4,3.9
C0E9,2019,5,1.1
C0E9,2019,6,1.2
C0E9,2019,7,8.3
C0E9,2019,8,9
C0E9,2019,9,2.6
C0E9,2019,10,5.9
C0E9,2019,11,4
C0E9,2019,12,1.5
C078,2019,1,2.6
C078,2019,2,2.3
C078,2019,3,1.8
C078,2019,4,4.2
C078,2019,5,1.9
C078,2019,6,1.2
C078,2019,7,3.3
C078,2019,8,3.2
C078,2019,9,3.6
C078,2019,10,2.9
C078,2019,11,4.9
C078,2019,12,2.9
C052,2019,1,3.3
C052,2019,2,2.3
C052,2019,3,2.1
C052,2019,4,6
C052,2019,5,2.6
C052,2019,6,2.2
C052,2019,7,4.2
C052,2019,8,10.2
C052,2019,9,4.7
C052,2019,10,5.1
C052,2019,11,3.9
C052,2019,12,1.8
C0E1,2019,1,1.5
C0E1,2019,2,1.2
C0E1,2019,3,3.2
C0E1,2019,4,6
C0E1,2019,5,1.3
C0E1,2019,6,2.8
C0E1,2019,7,3.4
C0E1,2019,8,4.9
C0E1,2019,9,2.5
C0E1,2019,10,6.2
C0E1,2019,11,3.7
C0E1,2019,12,1
C077,2019,1,3
C077,2019,2,2.8
C077,2019,3,2.5
C077,2019,4,3.3
C077,2019,5,2.3
C077,2019,6,2
C077,2019,7,6.3
C077,2019,8,6.1
C077,2019,9,4.2
C077,2019,10,2.9
C077,2019,11,3.8
C077,2019,12,2.3
C080,2019,1,4.4
C080,2019,2,3.2
C080,2019,3,3.9
C080,2019,4,8.1
C080,2019,5,4.1
C080,2019,6,3.1
C080,2019,7,4.5
C080,2019,8,7.7
C080,2019,9,2.6
C080,2019,10,6.9
C080,2019,11,4.6
C080,2019,12,3.6
C0E8,2019,1,2.8
C0E8,2019,2,1.5
C0E8,2019,3,1.9
C0E8,2019,4,1.9
C0E8,2019,5,1.1
C0E8,2019,6,1.4
C0E8,2019,7,5.3
C0E8,2019,8,11.2
C0E8,2019,9,3.6
C0E8,2019,10,3.3
C0E8,2019,11,3
C0E8,2019,12,1.4
C023,2019,1,2.8
C023,2019,2,1.6
C023,2019,3,1.2
C023,2019,4,2.7
C023,2019,5,3.3
C023,2019,6,1.4
C023,2019,7,2.8
C023,2019,8,5
C023,2019,9,5.1
C023,2019,10,3.2
C023,2019,11,3.8
C023,2019,12,2.5
C084,2019,1,3.5
C084,2019,2,1.2
C084,2019,3,1.5
C084,2019,4,2.5
C084,2019,5,3.1
C084,2019,6,3.5
C084,2019,7,6.2
C084,2019,8,5.3
C084,2019,9,3.3
C084,2019,10,4.2
C084,2019,11,5.4
C084,2019,12,3.3
C0EA,2019,1,3.4
C0EA,2019,2,2.6
C0EA,2019,3,2.5
C0EA,2019,4,3.2
C0EA,2019,5,1.4
C0EA,2019,6,2
C0EA,2019,7,8.5
C0EA,2019,8,8.7
C0EA,2019,9,2.9
C0EA,2019,10,3.6
C0EA,2019,11,3.4
C0EA,2019,12,3.3
C026,2019,1,3.4
C026,2019,2,2.9
C026,2019,3,3.9
C026,2019,4,6
C026,2019,5,2.6
C026,2019,6,2
C026,2019,7,7.3
C026,2019,8,6.6
C026,2019,9,3.1
C026,2019,10,3
C026,2019,11,2.7
C026,2019,12,1.4
C058,2019,1,2.5
C058,2019,2,2.7
C058,2019,3,1.3
C058,2019,4,7.1
C058,2019,5,1.7
C058,2019,6,1.9
C058,2019,7,4.2
C058,2019,8,9.8
C058,2019,9,3.5
C058,2019,10,7
C058,2019,11,3.1
C058,2019,12,2.3
C0F0,2019,1,4.1
C0F0,2019,2,2.3
C0F0,2019,3,2
C0F0,2019,4,4.9
C0F0,2019,5,5.7
C0F0,2019,6,2.5
C0F0,2019,7,4.6
C0F0,2019,8,8.5
C0F0,2019,9,3.5
C0F0,2019,10,4.3
C0F0,2019,11,4.3
C0F0,2019,12,2.4
C0F1,2019,1,4.9
C0F1,2019,2,2.2
C0F1,2019,3,2
C0F1,2019,4,3.9
C0F1,2019,5,5.8
C0F1,2019,6,3.3
C0F1,2019,7,4.8
C0F1,2019,8,12.6
C0F1,2019,9,4
C0F1,2019,10,5.6
C0F1,2019,11,5.5
C0F1,2019,12,2.6
C0E7,2019,1,1.6
C0E7,2019,2,1.5
C0E7,2019,3,2.1
C0E7,2019,4,4.3
C0E7,2019,5,1.3
C0E7,2019,6,1.3
C0E7,2019,7,7.8
C0E7,2019,8,10.6
C0E7,2019,9,3
C0E7,2019,10,2.2
C0E7,2019,11,3.3
C0E7,2019,12,1.3
C0DC,2019,1,3.7
C0DC,2019,2,3.6
C0DC,2019,3,2.6
C0DC,2019,4,4.9
C0DC,2019,5,1.2
C0DC,2019,6,1.3
C0DC,2019,7,2.3
C0DC,2019,8,3.8
C0DC,2019,9,2.7
C0DC,2019,10,3.1
C0DC,2019,11,5.8
C0DC,2019,12,1.3
C0EC,2019,1,4.6
C0EC,2019,2,4.2
C0EC,2019,3,3.7
C0EC,2019,4,3.5
C0EC,2019,5,2.4
C0EC,2019,6,2.4
C0EC,2019,7,5.7
C0EC,2019,8,6.6
C0EC,2019,9,3.3
C0EC,2019,10,5.8
C0EC,2019,11,5.1
C0EC,2019,12,2.2
C0DE,2019,1,3.8
C0DE,2019,2,1.9
C0DE,2019,3,1.3
C0DE,2019,4,4.4
C0DE,2019,5,1.2
C0DE,2019,6,0.8
C0DE,2019,7,4.1
C0DE,2019,8,7.3
C0DE,2019,9,3.1
C0DE,2019,10,6.7
C0DE,2019,11,3.5
C0DE,2019,12,1.7
C017,2019,1,4.2
C017,2019,2,2
C017,2019,3,2.3
C017,2019,4,4.1
C017,2019,5,5.9
C017,2019,6,2
C017,2019,7,5.4
C017,2019,8,5.4
C017,2019,9,4
C017,2019,10,8
C017,2019,11,4.4
C017,2019,12,2.4
C0F4,2019,1,4.4
C0F4,2019,2,1.9
C0F4,2019,3,2.2
C0F4,2019,4,3.8
C0F4,2019,5,5
C0F4,2019,6,3.1
C0F4,2019,7,5.7
C0F4,2019,8,8.8
C0F4,2019,9,5.6
C0F4,2019,10,5.7
C0F4,2019,11,5.7
C0F4,2019,12,2.2
C0D1,2019,1,3
C0D1,2019,2,1.3
C0D1,2019,3,2.8
C0D1,2019,4,7.7
C0D1,2019,5,2.5
C0D1,2019,6,1
C0D1,2019,7,4.5
C0D1,2019,8,8.8
C0D1,2019,9,2.6
C0D1,2019,10,5
C0D1,2019,11,3.4
C0D1,2019,12,2.2
C043,2019,1,1.8
C043,2019,2,1.6
C043,2019,3,1.4
C043,2019,4,5.1
C043,2019,5,1.3
C043,2019,6,2.1
C043,2019,7,4.4
C043,2019,8,6.6
C043,2019,9,3.8
C043,2019,10,3.1
C043,2019,11,4.1
C043,2019,12,1.4
C0D2,2019,1,2.7
C0D2,2019,2,1.3
C0D2,2019,3,2.4
C0D2,2019,4,3.9
C0D2,2019,5,2
C0D2,2019,6,0.8
C0D2,2019,7,2.3
C0D2,2019,8,8.5
C0D2,2019,9,3.1
C0D2,2019,10,3.6
C0D2,2019,11,4.1
C0D2,2019,12,1.4
C0D0,2019,1,4.2
C0D0,2019,2,1.6
C0D0,2019,3,2.3
C0D0,2019,4,13.7
C0D0,2019,5,1.4
C0D0,2019,6,1.1
C0D0,2019,7,11.9
C0D0,2019,8,11
C0D0,2019,9,2.4
C0D0,2019,10,5.9
C0D0,2019,11,5.4
C0D0,2019,12,1.8
C064,2019,1,4.6
C064,2019,2,1
C064,2019,3,3.2
C064,2019,4,4.2
C064,2019,5,2.8
C064,2019,6,1.3
C064,2019,7,5
C064,2019,8,5.6
C064,2019,9,3.3
C064,2019,10,6.5
C064,2019,11,4.7
C064,2019,12,2.8
C028,2019,1,2.5
C028,2019,2,1.2
C028,2019,3,2.3
C028,2019,4,5.9
C028,2019,5,1.9
C028,2019,6,1.2
C028,2019,7,6.6
C028,2019,8,4.6
C028,2019,9,5.9
C028,2019,10,3.1
C028,2019,11,7.1
C028,2019,12,1.9
C029,2019,1,2.8
C029,2019,2,2.3
C029,2019,3,1.9
C029,2019,4,2.8
C029,2019,5,2.1
C029,2019,6,2.3
C029,2019,7,7.3
C029,2019,8,6.8
C029,2019,9,3.3
C029,2019,10,3.1
C029,2019,11,4.3
C029,2019,12,3.5
