code,year,month,precipitacion_maxima_1dia
C0EA,2016,12,13.5
C026,2016,1,37.9
C026,2016,2,106.6
C026,2016,3,56.9
C026,2016,4,22.9
C026,2016,5,19.2
C026,2016,6,21.2
C026,2016,7,14.3
C026,2016,8,6.7
C026,2016,9,28.9
C026,2016,10,25.6
C026,2016,11,71.5
C026,2016,12,10
C058,2016,1,26.2
C058,2016,2,73.7
C058,2016,3,55.4
C058,2016,4,20.3
C058,2016,5,17
C058,2016,6,13.4
C058,2016,7,15.1
C058,2016,8,14.1
C058,2016,9,24.8
C058,2016,10,17.8
C058,2016,11,75.2
C058,2016,12,6.8
C0F0,2016,1,31.7
C0F0,2016,2,62.1
C0F0,2016,3,43.3
C0F0,2016,4,14.9
C0F0,2016,5,18.9
C0F0,2016,6,15.2
C0F0,2016,7,32.7
C0F0,2016,8,11.1
C0F0,2016,9,21.8
C0F0,2016,10,40.4
C0F0,2016,11,66.2
C0F0,2016,12,12.1
C0E7,2016,1,22.1
C0E7,2016,2,69.6
C0E7,2016,3,41.5
C0E7,2016,4,17.3
C0E7,2016,5,11.9
C0E7,2016,6,13.2
C0E7,2016,7,5.7
C0E7,2016,8,4.9
C0E7,2016,9,18.1
C0E7,2016,10,10.4
C0E7,2016,11,57.2
C0E7,2016,12,3.8
C0DC,2016,1,24.9
C0DC,2016,2,95.1
C0DC,2016,3,50.5
C0DC,2016,4,26.8
C0DC,2016,5,11.1
C0DC,2016,6,13.5
C0DC,2016,7,13.9
C0DC,2016,8,18.8
C0DC,2016,9,26.5
C0DC,2016,10,16.3
C0DC,2016,11,58.3
C0DC,2016,12,5.6
C0EC,2016,1,15.7
C0EC,2016,2,62.5
C0EC,2016,3,36.1
C0EC,2016,4,13.2
C0EC,2016,5,15.5
C0EC,2016,6,9.3
C0EC,2016,7,14
C0EC,2016,8,9.6
C0EC,2016,9,29.7
C0EC,2016,10,18
C0EC,2016,11,62.2
C0EC,2016,12,12.7
C0DE,2016,1,28.5
C0DE,2016,2,75.2
C0DE,2016,3,45.5
C0DE,2016,4,23.7
C0DE,2016,5,17.6
C0DE,2016,6,19.2
C0DE,2016,7,17.7
C0DE,2016,8,10.1
C0DE,2016,9,29.2
C0DE,2016,10,21.4
C0DE,2016,11,55.5
C0DE,2016,12,5.6
C017,2016,1,26.1
C017,2016,2,55.3
C017,2016,3,29.9
C017,2016,4,13.5
C017,2016,5,21.6
C017,2016,6,17
C017,2016,7,31.3
C017,2016,8,9.6
C017,2016,9,38.1
C017,2016,10,40
C017,2016,11,65.2
C017,2016,12,14.1
C0F4,2016,1,18.9
C0F4,2016,2,56.9
C0F4,2016,3,27.7
C0F4,2016,4,14.7
C0F4,2016,5,24.5
C0F4,2016,6,12.2
C0F4,2016,7,16
C0F4,2016,8,8.4
C0F4,2016,9,29.3
C0F4,2016,10,21.7
C0F4,2016,11,78.7
C0F4,2016,12,9.5
C0D1,2016,1,11.9
C0D1,2016,2,95.2
C0D1,2016,3,36.7
C0D1,2016,4,21.1
C0D1,2016,5,12.2
C0D1,2016,6,12.3
C0D1,2016,7,15.1
C0D1,2016,8,7.3
C0D1,2016,9,21.8
C0D1,2016,10,6.5
C0D1,2016,11,64.2
C0D1,2016,12,4.3
C043,2016,1,20.2
C043,2016,2,84.2
C043,2016,3,49.9
C043,2016,4,17.3
C043,2016,5,12.1
C043,2016,6,21.4
C043,2016,7,3.4
C043,2016,8,4.9
C043,2016,9,15.6
C043,2016,10,20.2
C043,2016,11,55.3
C043,2016,12,3.9
C0D2,2016,1,16.5
C0D2,2016,2,99.4
C0D2,2016,3,40.1
C0D2,2016,4,19.5
C0D2,2016,5,12.1
C0D2,2016,6,11.9
C0D2,2016,7,16.8
C0D2,2016,8,10.2
C0D2,2016,9,23.4
C0D2,2016,10,6.3
C0D2,2016,11,62.7
C0D2,2016,12,4.3
C0D0,2016,1,19
C0D0,2016,2,46.8
C0D0,2016,3,44.9
C0D0,2016,4,13.5
C0D0,2016,5,7.6
C0D0,2016,6,16
C0D0,2016,7,8.7
C0D0,2016,8,10.3
C0D0,2016,9,22.8
C0D0,2016,10,12.4
C0D0,2016,11,57.6
C0D0,2016,12,3.8
C064,2016,1,14.9
C064,2016,2,45.6
C064,2016,3,22.1
C064,2016,4,10.2
C064,2016,5,16.6
C064,2016,6,15.1
C064,2016,7,13.8
C064,2016,8,8.5
C064,2016,9,20.1
C064,2016,10,16.8
C064,2016,11,50.2
C064,2016,12,5.6
C028,2016,1,39.6
C028,2016,2,83.3
C028,2016,3,35.9
C028,2016,4,17.4
C028,2016,5,13.4
C028,2016,6,24.2
C028,2016,7,11.5
C028,2016,8,7.3
C028,2016,9,44.3
C028,2016,10,9.2
C028,2016,11,63.9
C028,2016,12,3.9
C029,2016,1,19.2
C029,2016,2,64
C029,2016,3,41.9
C029,2016,4,20.3
C029,2016,5,17
C029,2016,6,15.9
C029,2016,7,15.1
C029,2016,8,6.4
C029,2016,9,18.8
C029,2016,10,18.6
C029,2016,11,61
C029,2016,12,12.6
C076,2017,1,26.3
C076,2017,2,10.5
C076,2017,3,27.5
C076,2017,4,7.3
C076,2017,5,18.8
C076,2017,6,17.7
C076,2017,7,4.7
C076,2017,8,6.8
C076,2017,9,6.1
C076,2017,10,19
C076,2017,11,17.6
C076,2017,12,24.9
C056,2017,1,20.8
C056,2017,2,8.7
C056,2017,3,21.2
C056,2017,4,5.9
C056,2017,5,17.3
C056,2017,6,34.9
C056,2017,7,6.9
C056,2017,8,10.3
C056,2017,9,7.8
C056,2017,10,12.6
C056,2017,11,15
C056,2017,12,22.7
C035,2017,1,54.9
C035,2017,2,19.4
C035,2017,3,33.6
C035,2017,4,16.2
C035,2017,5,30.6
C035,2017,6,17
C035,2017,7,9.8
C035,2017,8,7.8
C035,2017,9,10.3
C035,2017,10,11.1
C035,2017,11,20.3
C035,2017,12,40.1
C016,2017,1,30.8
C016,2017,2,12.8
C016,2017,3,22.5
C016,2017,4,9.5
C016,2017,5,24.2
C016,2017,6,20.1
C016,2017,7,7.2
C016,2017,8,6.1
C016,2017,9,7.1
C016,2017,10,18.5
C016,2017,11,16.6
C016,2017,12,27.2
C034,2017,1,22.5
C034,2017,2,12.4
C034,2017,3,18.5
C034,2017,4,8.5
C034,2017,5,22.5
C034,2017,6,13
C034,2017,7,3.1
C034,2017,8,19.1
C034,2017,9,5.1
C034,2017,10,9
C034,2017,11,9.5
C034,2017,12,25.2
C0AA,2017,1,35.5
C0AA,2017,2,15.3
C0AA,2017,3,35.3
C0AA,2017,4,7.4
C0AA,2017,5,16.4
C0AA,2017,6,17.3
C0AA,2017,7,9.7
C0AA,2017,8,8.7
C0AA,2017,9,4.5
C0AA,2017,10,11.6
C0AA,2017,11,22
C0AA,2017,12,28.8
C067,2017,1,48
C067,2017,2,18.3
C067,2017,3,42.8
C067,2017,4,11.7
C067,2017,5,20.1
C067,2017,6,19.7
C067,2017,7,24.8
C067,2017,8,10.1
C067,2017,9,20.2
C067,2017,10,3.4
C067,2017,11,24.8
C067,2017,12,37.6
C044,2017,1,106.6
C044,2017,2,16.4
C044,2017,3,17.2
C044,2017,4,10.5
C044,2017,5,30.1
C044,2017,6,15.9
C044,2017,7,11.4
C044,2017,8,10
C044,2017,9,11.3
C044,2017,10,11.9
C044,2017,11,48
C044,2017,12,39.9
C048,2017,1,36.2
C048,2017,2,11.6
C048,2017,3,10.4
C048,2017,4,4.7
C048,2017,5,24.7
C048,2017,6,23.8
C048,2017,7,18.2
C048,2017,8,19.7
C048,2017,9,5.4
C048,2017,10,19.7
C048,2017,11,12.4
C048,2017,12,26.3
C068,2017,1,52.2
C068,2017,2,25.3
C068,2017,3,39.2
C068,2017,4,15.4
C068,2017,5,16
C068,2017,6,24.7
C068,2017,7,19.6
C068,2017,8,24.8
C068,2017,9,10.3
C068,2017,10,17.5
C068,2017,11,22.7
C068,2017,12,56.5
C024,2017,1,31.6
C024,2017,2,20.3
C024,2017,3,28.6
C024,2017,4,11.3
C024,2017,5,21.2
C024,2017,6,19
C024,2017,7,6.6
C024,2017,8,21.8
C024,2017,9,13.9
C024,2017,10,23.4
C024,2017,11,18.2
C024,2017,12,41.6
C0A0,2017,1,20.7
C0A0,2017,2,16.4
C0A0,2017,3,28.5
C0A0,2017,4,6.8
C0A0,2017,5,18.1
C0A0,2017,6,24.5
C0A0,2017,7,18.9
C0A0,2017,8,5.8
C0A0,2017,9,4.3
C0A0,2017,10,30.7
C0A0,2017,11,8.8
C0A0,2017,12,18
C047,2017,1,35.3
C047,2017,2,18.1
C047,2017,3,10.6
C047,2017,4,7.1
C047,2017,5,19.8
C047,2017,6,19.6
C047,2017,7,17.8
C047,2017,8,20.6
C047,2017,9,10.6
C047,2017,10,16.9
C047,2017,11,21.9
C047,2017,12,32.1
C031,2017,1,8.1
C031,2017,2,8.1
C031,2017,3,19.4
C031,2017,4,1.8
C031,2017,5,13.5
C031,2017,6,14.7
C031,2017,7,60.5
C031,2017,8,6.5
C031,2017,9,2.7
C031,2017,10,14.4
C031,2017,11,10.4
C031,2017,12,7
C041,2017,1,28.8
C041,2017,2,15
C041,2017,3,21.4
C041,2017,4,8.4
C041,2017,5,18.5
C041,2017,6,21.3
C041,2017,7,9
C041,2017,8,11.3
C041,2017,9,5.2
C041,2017,10,20.1
C041,2017,11,14.5
C041,2017,12,24.4
C055,2017,1,46.9
C055,2017,2,14.6
C055,2017,3,39.6
C055,2017,4,8.7
C055,2017,5,17.6
C055,2017,6,16.8
C055,2017,7,7.9
C055,2017,8,8.1
C055,2017,9,10.5
C055,2017,10,14
C055,2017,11,20.6
C055,2017,12,34.1
C060,2017,1,30.5
C060,2017,2,7.7
C060,2017,3,23.8
C060,2017,4,4.5
C060,2017,5,8.3
C060,2017,6,20.1
C060,2017,7,29.7
C060,2017,8,8.4
C060,2017,9,1.6
C060,2017,10,16
C060,2017,11,6.6
C060,2017,12,11.9
C030,2017,1,27.3
C030,2017,2,18.7
C030,2017,3,32.9
C030,2017,4,7.7
C030,2017,5,17.9
C030,2017,6,19.5
C030,2017,7,14.6
C030,2017,8,37.2
C030,2017,9,8.6
C030,2017,10,17.7
C030,2017,11,13.6
C030,2017,12,26.6
C051,2017,1,37.3
C051,2017,2,12.3
C051,2017,3,24.7
C051,2017,4,10.4
C051,2017,5,18.3
C051,2017,6,23.7
C051,2017,7,9
C051,2017,8,6.9
C051,2017,9,9.8
C051,2017,10,7.4
C051,2017,11,16.5
C051,2017,12,36.3
C0A0,2017,1,63.2
C0A0,2017,2,24.4
C0A0,2017,3,43.9
C0A0,2017,4,15.8
C0A0,2017,5,29.8
C0A0,2017,6,13.2
C0A0,2017,7,8.9
C0A0,2017,8,8.5
C0A0,2017,9,14.6
C0A0,2017,10,11.9
C0A0,2017,11,27.6
C0A0,2017,12,44.7
C049,2017,1,25.1
C049,2017,2,8.6
C049,2017,3,21
C049,2017,4,6
C049,2017,5,26.5
C049,2017,6,19.1
C049,2017,7,3
C049,2017,8,10.4
C049,2017,9,4.9
C049,2017,10,14.2
C049,2017,11,13.8
C049,2017,12,16.9
C00B,2017,4,14.4
C00B,2017,5,17.8
C00B,2017,6,19.1
C00B,2017,7,4.6
C00B,2017,8,11
C00B,2017,9,6.8
C00B,2017,10,8.8
C00B,2017,11,18.4
C00B,2017,12,33.2
C020,2017,1,15.8
C020,2017,2,8.3
C020,2017,3,34.1
C020,2017,4,6.1
C020,2017,5,18.4
C020,2017,6,14.4
C020,2017,7,4.2
C020,2017,8,8.3
C020,2017,9,4.7
C020,2017,10,19.4
C020,2017,11,7.9
C020,2017,12,25.4
C070,2017,1,16.5
C070,2017,2,8.3
C070,2017,3,16.1
C070,2017,4,7.7
C070,2017,5,21
C070,2017,6,18.6
C070,2017,7,4.4
C070,2017,8,6.6
C070,2017,9,6.3
C070,2017,10,23
C070,2017,11,13.1
C070,2017,12,37
C050,2017,1,10.2
C050,2017,2,9
C050,2017,3,15.6
C050,2017,4,5.1
C050,2017,5,23.4
C050,2017,6,10.3
C050,2017,7,6
C050,2017,8,10.9
C050,2017,9,3.7
C050,2017,10,19.8
C050,2017,11,9.6
C050,2017,12,22.8
C0B1,2017,1,81.7
C0B1,2017,2,14.9
C0B1,2017,3,44.6
C0B1,2017,4,19.2
C0B1,2017,5,23.1
C0B1,2017,6,13.2
C0B1,2017,7,20.1
C0B1,2017,8,25.5
C0B1,2017,9,17.3
C0B1,2017,10,10.3
C0B1,2017,11,63.6
C0B1,2017,12,34.6
C079,2017,1,54.2
C079,2017,2,28.6
C079,2017,3,30.2
C079,2017,4,15.2
C079,2017,5,27.4
C079,2017,6,18.6
C079,2017,7,26.8
C079,2017,8,13.4
C079,2017,9,29.4
C079,2017,10,4.6
C079,2017,11,38.7
C079,2017,12,47.1
C0C1,2017,1,50.5
C0C1,2017,2,16.9
C0C1,2017,3,26.5
C0C1,2017,4,14.7
C0C1,2017,5,24.2
C0C1,2017,6,23
C0C1,2017,7,8.9
C0C1,2017,8,22.8
C0C1,2017,9,18.4
C0C1,2017,10,10.5
C0C1,2017,11,23.3
C0C1,2017,12,32.1
C061,2017,1,74.9
C061,2017,2,16
C061,2017,3,31.2
C061,2017,4,31.9
C061,2017,5,28.8
C061,2017,6,11.7
C061,2017,7,18.2
C061,2017,8,22.4
C061,2017,9,25.3
C061,2017,10,11.1
C061,2017,11,43.8
C061,2017,12,32.9
C032,2017,1,55.3
C032,2017,2,17.4
C032,2017,3,35.1
C032,2017,4,12.7
C032,2017,5,20.9
C032,2017,6,17.1
C032,2017,7,27.8
C032,2017,8,9.7
C032,2017,9,20.8
C032,2017,10,6.9
C032,2017,11,29.2
C032,2017,12,40.5
C002,2017,1,39.9
C002,2017,2,24.9
C002,2017,3,37.3
C002,2017,4,20.4
C002,2017,5,21.2
C002,2017,6,22.4
C002,2017,7,19.5
C002,2017,8,26.5
C002,2017,9,29.5
C002,2017,10,11.3
C002,2017,11,35.3
C002,2017,12,35.5
C0C2,2017,1,44.9
C0C2,2017,2,22.8
C0C2,2017,3,20.8
C0C2,2017,4,16.1
C0C2,2017,5,23.6
C0C2,2017,6,20.9
C0C2,2017,7,16.6
C0C2,2017,8,17.1
C0C2,2017,9,20
C0C2,2017,10,7.5
C0C2,2017,11,31
C0C2,2017,12,45.8
C069,2017,1,42.2
C069,2017,2,24.3
C069,2017,3,27.9
C069,2017,4,15.7
C069,2017,5,31
C069,2017,6,15.6
C069,2017,7,21
C069,2017,8,23.3
C069,2017,9,40.5
C069,2017,10,10.9
C069,2017,11,29.1
C069,2017,12,35.8
C0B6,2017,1,55.3
C0B6,2017,2,30.2
C0B6,2017,3,33.5
C0B6,2017,4,16.2
C0B6,2017,5,37.5
C0B6,2017,6,16.2
C0B6,2017,7,18.4
C0B6,2017,8,14.4
C0B6,2017,9,20.6
C0B6,2017,10,7.7
C0B6,2017,11,37.7
C0B6,2017,12,43.2
C0BE,2017,1,61.6
C0BE,2017,2,24.7
C0BE,2017,3,31.3
C0BE,2017,4,23.8
C0BE,2017,5,39.2
C0BE,2017,6,22.1
C0BE,2017,7,13.7
C0BE,2017,8,25.8
C0BE,2017,9,37.8
C0BE,2017,10,20.8
C0BE,2017,11,29
C0BE,2017,12,36
C065,2017,1,80.2
C065,2017,2,16.8
C065,2017,3,29.3
C065,2017,4,27.8
C065,2017,5,28.9
C065,2017,6,21.8
C065,2017,7,19.8
C065,2017,8,22.7
C065,2017,9,28
C065,2017,10,10.3
C065,2017,11,36.8
C065,2017,12,37.4
C003,2017,1,75.5
C003,2017,2,26.9
C003,2017,3,47.4
C003,2017,4,16.1
C003,2017,5,21.2
C003,2017,6,17.5
C003,2017,7,33.3
C003,2017,8,17.7
C003,2017,9,36.5
C003,2017,10,7.9
C003,2017,11,43.9
C003,2017,12,35.7
C039,2017,1,69.8
C039,2017,2,16.8
C039,2017,3,42
C039,2017,4,19.1
C039,2017,5,18.5
C039,2017,6,12.3
C039,2017,7,10.3
C039,2017,8,22.7
C039,2017,9,15
C039,2017,10,5.3
C039,2017,11,55.1
C039,2017,12,30.5
C075,2017,1,62.2
C075,2017,2,32.3
C075,2017,3,42
C075,2017,4,16.4
C075,2017,5,31.5
C075,2017,6,12.2
C075,2017,7,18.8
C075,2017,8,12.8
C075,2017,9,24.2
C075,2017,10,23.6
C075,2017,11,31.7
C075,2017,12,50.8
C074,2017,1,51
C074,2017,2,25
C074,2017,3,28.9
C074,2017,4,13.9
C074,2017,5,37.1
C074,2017,6,12.4
C074,2017,7,19.8
C074,2017,8,9.7
C074,2017,9,21.5
C074,2017,10,11.7
C074,2017,11,20
C074,2017,12,45.1
C009,2017,8,11.5
C009,2017,9,21
C009,2017,10,7.6
C009,2017,11,43.7
C009,2017,12,38.8
C038,2017,1,57
C038,2017,2,17.9
C038,2017,3,47.5
C038,2017,4,9.6
C038,2017,5,23.3
C038,2017,6,15.4
C038,2017,7,11.3
C038,2017,8,19.9
C038,2017,9,19.7
C038,2017,10,5.6
C038,2017,11,54.2
C038,2017,12,33.8
C033,2017,1,88.2
C033,2017,2,14.8
C033,2017,3,32.7
C033,2017,4,23.1
C033,2017,5,30.7
C033,2017,6,15.9
C033,2017,7,21
C033,2017,8,12.2
C033,2017,9,18.4
C033,2017,10,8.6
C033,2017,11,44.5
C033,2017,12,41.4
C0BD,2017,1,69.4
C0BD,2017,2,24.7
C0BD,2017,3,33.7
C0BD,2017,4,20.1
C0BD,2017,5,39.5
C0BD,2017,6,16.4
C0BD,2017,7,18.8
C0BD,2017,8,16.3
C0BD,2017,9,37.2
C0BD,2017,10,18
C0BD,2017,11,38.4
C0BD,2017,12,53.3
C036,2017,1,62.3
C036,2017,2,27.4
C036,2017,3,32.9
C036,2017,4,12.1
C036,2017,5,41.8
C036,2017,6,13.8
C036,2017,7,27.7
C036,2017,8,21
C036,2017,9,23.4
C036,2017,10,6.9
C036,2017,11,35.3
C036,2017,12,35.6
C045,2017,1,56.3
C045,2017,2,15.7
C045,2017,3,14.5
C045,2017,4,15.1
C045,2017,5,25.8
C045,2017,6,21
C045,2017,7,20.6
C045,2017,8,13.9
C045,2017,9,22.4
C045,2017,10,12.4
C045,2017,11,27.7
C045,2017,12,44.5
C0B7,2017,1,63.1
C0B7,2017,2,24.4
C0B7,2017,3,23
C0B7,2017,4,16
C0B7,2017,5,40.5
C0B7,2017,6,18
C0B7,2017,7,24
C0B7,2017,8,20.2
C0B7,2017,9,21.2
C0B7,2017,10,9.4
C0B7,2017,11,42.8
C0B7,2017,12,40
C019,2017,1,28.2
C019,2017,2,19
C019,2017,3,46.7
C019,2017,4,13.8
C019,2017,5,30.8
C019,2017,6,19.3
C019,2017,7,16.4
C019,2017,8,34.4
C019,2017,9,47.5
C019,2017,10,14
C019,2017,11,24.6
C019,2017,12,27.2
C057,2017,1,45.1
C057,2017,2,22
C057,2017,3,41.4
C057,2017,4,15.8
C057,2017,5,19.7
C057,2017,6,11.4
C057,2017,7,15.9
C057,2017,8,13.1
C057,2017,9,43
C057,2017,10,10
C057,2017,11,37.6
C057,2017,12,33.5
C063,2017,1,47
C063,2017,2,18.6
C063,2017,3,27.8
C063,2017,4,19.3
C063,2017,5,28.5
C063,2017,6,20
C063,2017,7,16.3
C063,2017,8,23.2
C063,2017,9,24
C063,2017,10,6.8
C063,2017,11,38.5
C063,2017,12,45.7
C046,2017,1,49.6
C046,2017,2,12.5
C046,2017,3,28.5
C046,2017,4,14
C046,2017,5,33.7
C046,2017,6,14.7
C046,2017,7,13.6
C046,2017,8,28.7
C046,2017,9,18.9
C046,2017,10,14.4
C046,2017,11,23.9
C046,2017,12,30.3
C0BA,2017,1,39.8
C0BA,2017,2,28.6
C0BA,2017,3,28.1
C0BA,2017,4,15.3
C0BA,2017,5,46
C0BA,2017,6,23.9
C0BA,2017,7,12.8
C0BA,2017,8,37
C0BA,2017,9,24.5
C0BA,2017,10,21.7
C0BA,2017,11,24.4
C0BA,2017,12,39.5
C059,2017,1,47.3
C059,2017,2,20.3
C059,2017,3,23.8
C059,2017,4,17.8
C059,2017,5,21.8
C059,2017,6,24.8
C059,2017,7,16.6
C059,2017,8,23.6
C059,2017,9,16.8
C059,2017,10,8.5
C059,2017,11,38.9
C059,2017,12,46.3
C072,2017,1,70.7
C072,2017,2,11.8
C072,2017,3,19.1
C072,2017,4,14.4
C072,2017,5,21.8
C072,2017,6,17.2
C072,2017,7,16.5
C072,2017,8,13.4
C072,2017,9,13.9
C072,2017,10,10.6
C072,2017,11,24.8
C072,2017,12,36.1
C0B4,2017,1,43.4
C0B4,2017,2,17.3
C0B4,2017,3,36.3
C0B4,2017,4,12.7
C0B4,2017,5,26.1
C0B4,2017,6,19.8
C0B4,2017,7,20.2
C0B4,2017,8,9.2
C0B4,2017,9,15.8
C0B4,2017,10,8.4
C0B4,2017,11,33.3
C0B4,2017,12,47.5
C054,2017,1,77.4
C054,2017,2,19.5
C054,2017,3,35.3
C054,2017,4,22.5
C054,2017,5,31.6
C054,2017,6,10
C054,2017,7,17.6
C054,2017,8,7.3
C054,2017,9,18.4
C054,2017,10,15.3
C054,2017,11,46.1
C054,2017,12,44.8
C042,2017,1,34
C042,2017,2,17.1
C042,2017,3,30.6
C042,2017,4,13.4
C042,2017,5,31.6
C042,2017,6,13.9
C042,2017,7,12.3
C042,2017,8,14.5
C042,2017,9,24
C042,2017,10,6
C042,2017,11,39.3
C042,2017,12,33.4
C0B9,2017,1,72.6
C0B9,2017,2,17.2
C0B9,2017,3,45.2
C0B9,2017,4,17.7
C0B9,2017,5,22.7
C0B9,2017,6,17.4
C0B9,2017,7,13.8
C0B9,2017,8,20.4
C0B9,2017,9,24
C0B9,2017,10,8.9
C0B9,2017,11,49
C0B9,2017,12,38.1
C0C3,2017,1,59.4
C0C3,2017,2,19.8
