code,year,month,temp_media
C0F0,2016,11,9.7
C0F0,2016,12,8.6
C0E7,2016,1,9.2
C0E7,2016,2,8.1
C0E7,2016,3,8.6
C0E7,2016,4,11.7
C0E7,2016,5,15.3
C0E7,2016,6,18.4
C0E7,2016,7,20.2
C0E7,2016,8,21.1
C0E7,2016,9,19.3
C0E7,2016,10,14.5
C0E7,2016,11,9.7
C0E7,2016,12,8.1
C018,2016,1,13.2
C018,2016,2,10.9
C018,2016,3,11.0
C018,2016,4,13.4
C018,2016,5,16.4
C018,2016,6,18.5
C018,2016,7,21.1
C018,2016,8,21.6
C018,2016,9,20.4
C018,2016,10,16.5
C018,2016,11,12.2
C018,2016,12,12.3
C0DC,2016,1,10.8
C0DC,2016,2,9.7
C0DC,2016,3,10.0
C0DC,2016,4,12.9
C0DC,2016,5,16.7
C0DC,2016,6,19.3
C0DC,2016,7,21.2
C0DC,2016,8,21.8
C0DC,2016,9,20.2
C0DC,2016,10,15.5
C0DC,2016,11,11.1
C0DC,2016,12,9.9
C071,2016,1,9.2
C071,2016,2,7.3
C071,2016,3,7.3
C071,2016,4,9.7
C071,2016,5,13.1
C071,2016,6,15.4
C071,2016,7,17.6
C071,2016,8,19.2
C071,2016,9,17.8
C071,2016,10,14.9
C071,2016,11,9.9
C071,2016,12,10.7
C0EC,2016,1,10.9
C0EC,2016,2,9.4
C0EC,2016,3,9.4
C0EC,2016,4,12.1
C0EC,2016,5,15.5
C0EC,2016,6,17.9
C0EC,2016,7,19.8
C0EC,2016,8,20.5
C0EC,2016,9,19.1
C0EC,2016,10,14.8
C0EC,2016,11,10.6
C0EC,2016,12,10.4
C0DE,2016,1,10.7
C0DE,2016,2,9.6
C0DE,2016,3,9.9
C0DE,2016,4,12.5
C0DE,2016,5,16.1
C0DE,2016,6,18.8
C0DE,2016,7,20.5
C0DE,2016,8,21.0
C0DE,2016,9,19.4
C0DE,2016,10,15.0
C0DE,2016,11,11.1
C0DE,2016,12,9.9
C017,2016,1,10.2
C017,2016,2,8.7
C017,2016,3,8.9
C017,2016,4,12.6
C017,2016,5,15.8
C017,2016,6,17.9
C017,2016,7,20.0
C017,2016,8,20.8
C017,2016,9,19.2
C017,2016,10,15.2
C017,2016,11,10.9
C017,2016,12,10.8
C0F4,2016,1,10.9
C0F4,2016,2,9.5
C0F4,2016,3,10.0
C0F4,2016,4,12.7
C0F4,2016,5,16.1
C0F4,2016,6,18.4
C0F4,2016,7,20.7
C0F4,2016,8,21.0
C0F4,2016,9,19.5
C0F4,2016,10,15.1
C0F4,2016,11,10.7
C0F4,2016,12,9.8
C0D1,2016,1,8.8
C0D1,2016,2,8.0
C0D1,2016,3,8.2
C0D1,2016,4,10.9
C0D1,2016,5,15.0
C0D1,2016,6,17.9
C0D1,2016,7,19.6
C0D1,2016,8,20.4
C0D1,2016,9,18.8
C0D1,2016,10,13.7
C0D1,2016,11,9.2
C0D1,2016,12,7.3
C043,2016,1,9.9
C043,2016,2,8.9
C043,2016,3,9.1
C043,2016,4,12.3
C043,2016,5,15.8
C043,2016,6,18.7
C043,2016,7,20.7
C043,2016,8,21.4
C043,2016,9,19.7
C043,2016,10,15.3
C043,2016,11,10.6
C043,2016,12,9.6
C0D2,2016,1,9.3
C0D2,2016,2,8.3
C0D2,2016,3,8.6
C0D2,2016,4,11.2
C0D2,2016,5,15.3
C0D2,2016,6,18.3
C0D2,2016,7,20.2
C0D2,2016,8,21.0
C0D2,2016,9,19.3
C0D2,2016,10,14.5
C0D2,2016,11,10.0
C0D2,2016,12,8.2
C007,2016,1,11.7
C007,2016,2,10.2
C007,2016,3,10.3
C007,2016,4,12.7
C007,2016,5,15.7
C007,2016,6,17.6
C007,2016,7,20.0
C007,2016,8,20.4
C007,2016,9,19.5
C007,2016,10,15.5
C007,2016,11,11.6
C007,2016,12,13.7
C0D0,2016,1,9.0
C0D0,2016,2,7.3
C0D0,2016,3,7.5
C0D0,2016,4,10.3
C0D0,2016,5,14.2
C0D0,2016,6,17.1
C0D0,2016,7,18.8
C0D0,2016,8,19.7
C0D0,2016,9,17.9
C0D0,2016,10,13.3
C0D0,2016,11,9.1
C0D0,2016,12,7.3
C064,2016,1,11.7
C064,2016,2,10.1
C064,2016,3,10.1
C064,2016,4,12.5
C064,2016,5,15.4
C064,2016,6,17.6
C064,2016,7,19.9
C064,2016,8,20.7
C064,2016,9,19.4
C064,2016,10,15.6
C064,2016,11,11.7
C064,2016,12,11.7
C028,2016,1,8.9
C028,2016,2,7.5
C028,2016,3,7.4
C028,2016,4,10.2
C028,2016,5,14.2
C028,2016,6,17.3
C028,2016,7,19.0
C028,2016,8,20.8
C028,2016,9,18.7
C028,2016,10,14.6
C028,2016,11,9.5
C028,2016,12,8.8
C029,2016,1,11.0
C029,2016,2,9.5
C029,2016,3,9.5
C029,2016,4,12.4
C029,2016,5,15.9
C029,2016,6,18.3
C029,2016,7,20.2
C029,2016,8,21.0
C029,2016,9,19.5
C029,2016,10,15.5
C029,2016,11,11.2
C029,2016,12,10.7
C076,2017,1,2.5
C076,2017,2,7.1
C076,2017,3,9.4
C076,2017,4,10.5
C076,2017,5,15.8
C076,2017,6,18.5
C076,2017,7,19.5
C076,2017,8,19.5
C076,2017,9,15.1
C076,2017,10,13.5
C076,2017,11,6.6
C076,2017,12,4.6
C0A4,2017,3,10.4
C0A4,2017,4,10.8
C0A4,2017,5,16.0
C0A4,2017,6,19.4
C0A4,2017,7,19.1
C0A4,2017,8,18.7
C0A4,2017,9,14.3
C0A4,2017,10,12.8
C0A4,2017,11,6.6
C0A4,2017,12,5.0
C056,2017,1,2.5
C056,2017,2,7.1
C056,2017,3,9.3
C056,2017,4,10.1
C056,2017,5,15.3
C056,2017,6,18.2
C056,2017,7,18.9
C056,2017,8,18.9
C056,2017,9,14.6
C056,2017,10,13.7
C056,2017,11,7.0
C056,2017,12,4.3
C035,2017,1,3.8
C035,2017,2,8.4
C035,2017,3,10.2
C035,2017,4,11.1
C035,2017,5,16.3
C035,2017,6,16.7
C035,2017,7,17.4
C035,2017,8,17.5
C035,2017,9,14.0
C035,2017,10,13.0
C035,2017,11,6.7
C035,2017,12,4.2
C0A3,2017,1,1.6
C0A3,2017,2,5.5
C0A3,2017,3,7.9
C0A3,2017,4,9.0
C0A3,2017,5,13.9
C0A3,2017,6,17.6
C0A3,2017,7,18.5
C0A3,2017,8,18.4
C0A3,2017,9,14.0
C0A3,2017,10,12.7
C0A3,2017,11,6.0
C0A3,2017,12,3.7
C016,2017,1,2.8
C016,2017,2,7.3
C016,2017,3,9.1
C016,2017,4,10.0
C016,2017,5,15.2
C016,2017,6,17.9
C016,2017,7,18.8
C016,2017,8,19.0
C016,2017,9,14.7
C016,2017,10,13.7
C016,2017,11,7.0
C016,2017,12,4.7
C025,2017,1,4.0
C025,2017,2,7.9
C025,2017,3,9.7
C025,2017,4,10.5
C025,2017,5,15.5
C025,2017,6,16.8
C025,2017,7,17.3
C025,2017,8,17.7
C025,2017,9,13.8
C025,2017,10,13.6
C025,2017,11,7.0
C025,2017,12,4.2
C0A2,2017,1,2.7
C0A2,2017,2,7.4
C0A2,2017,3,8.6
C0A2,2017,4,9.8
C0A2,2017,6,17.4
C0A2,2017,7,18.2
C0A2,2017,8,18.5
C0A2,2017,9,14.1
C0A2,2017,10,13.5
C0A2,2017,11,6.5
C0A2,2017,12,3.4
C034,2017,1,3.3
C034,2017,2,7.4
C034,2017,3,9.5
C034,2017,4,10.3
C034,2017,5,15.5
C034,2017,6,18.9
C034,2017,7,19.8
C034,2017,8,19.7
C034,2017,9,15.6
C034,2017,10,13.8
C034,2017,11,7.3
C034,2017,12,5.4
C0AA,2017,1,2.6
C0AA,2017,2,6.9
C0AA,2017,3,9.0
C0AA,2017,4,9.6
C0AA,2017,5,15.0
C0AA,2017,6,18.3
C0AA,2017,7,18.9
C0AA,2017,8,18.8
C0AA,2017,9,14.5
C0AA,2017,10,13.3
C0AA,2017,11,6.8
C0AA,2017,12,4.0
C067,2017,1,5.3
C067,2017,2,10.2
C067,2017,3,11.6
C067,2017,4,12.2
C067,2017,5,17.3
C067,2017,6,19.4
C067,2017,7,20.1
C067,2017,8,20.2
C067,2017,9,16.7
C067,2017,10,16.0
C067,2017,11,9.8
C067,2017,12,7.3
C040,2017,1,5.0
C040,2017,2,9.2
C040,2017,3,11.2
C040,2017,4,12.1
C040,2017,5,17.2
C040,2017,6,19.5
C040,2017,7,19.9
C040,2017,8,20.1
C040,2017,9,16.6
C040,2017,10,15.8
C040,2017,11,9.4
C040,2017,12,6.7
C044,2017,1,3.2
C044,2017,2,6.8
C044,2017,3,8.5
C044,2017,4,9.6
C044,2017,5,14.3
C044,2017,6,16.9
C044,2017,7,16.4
C044,2017,8,16.6
C044,2017,9,13.1
C044,2017,10,12.1
C044,2017,11,6.1
C044,2017,12,3.9
C048,2017,1,1.8
C048,2017,2,5.2
C048,2017,3,7.5
C048,2017,4,8.7
C048,2017,5,13.7
C048,2017,6,16.7
C048,2017,7,16.8
C048,2017,8,17.1
C048,2017,9,13.1
C048,2017,10,13.4
C048,2017,11,6.1
C048,2017,12,2.8
C068,2017,1,3.1
C068,2017,2,7.8
C068,2017,3,9.6
C068,2017,4,10.9
C068,2017,5,15.8
C068,2017,6,18.4
C068,2017,7,19.0
C068,2017,8,19.1
C068,2017,9,14.9
C068,2017,10,14.3
C068,2017,11,7.3
C068,2017,12,4.0
C024,2017,1,1.1
C024,2017,2,5.1
C024,2017,3,7.0
C024,2017,4,8.3
C024,2017,5,13.3
C024,2017,6,16.6
C024,2017,7,16.7
C024,2017,8,16.8
C024,2017,9,12.5
C024,2017,10,11.7
C024,2017,11,5.0
C024,2017,12,2.0
C00A,2017,1,3.6
C00A,2017,2,7.1
C00A,2017,3,9.4
C00A,2017,4,10.9
C00A,2017,5,15.6
C00A,2017,6,19.5
C00A,2017,7,20.7
C00A,2017,8,20.6
C00A,2017,9,15.5
C00A,2017,10,14.1
C00A,2017,11,7.3
C00A,2017,12,4.6
C047,2017,1,1.1
C047,2017,2,5.3
C047,2017,3,7.4
C047,2017,4,8.2
C047,2017,5,13.0
C047,2017,6,16.0
C047,2017,7,16.2
C047,2017,8,16.4
C047,2017,9,12.4
C047,2017,10,12.5
C047,2017,11,5.6
C047,2017,12,2.4
C031,2017,1,5.5
C031,2017,2,9.0
C031,2017,3,11.6
C031,2017,4,13.4
C031,2017,5,18.1
C031,2017,6,22.0
C031,2017,7,22.4
C031,2017,8,22.3
C031,2017,9,17.8
C031,2017,10,16.7
C031,2017,11,9.5
C031,2017,12,6.3
C041,2017,1,2.3
C041,2017,2,6.2
C041,2017,3,8.6
C041,2017,4,9.8
C041,2017,5,14.8
C041,2017,6,18.2
C041,2017,7,18.9
C041,2017,8,18.8
C041,2017,9,14.1
C041,2017,10,12.6
C041,2017,11,6.1
C041,2017,12,3.8
C055,2017,1,2.9
C055,2017,2,8.0
C055,2017,3,10.4
C055,2017,4,11.4
C055,2017,5,16.8
C055,2017,6,18.6
C055,2017,7,18.0
C055,2017,8,18.0
C055,2017,9,13.6
C055,2017,10,12.5
C055,2017,11,6.2
C055,2017,12,3.7
C060,2017,1,4.1
C060,2017,2,7.6
C060,2017,3,10.3
C060,2017,4,12.1
C060,2017,5,17.1
C060,2017,6,20.6
C060,2017,7,21.1
C060,2017,8,20.8
C060,2017,9,16.6
C060,2017,10,15.2
C060,2017,11,7.9
C060,2017,12,5.0
C0A1,2017,1,1.0
C0A1,2017,2,4.8
C0A1,2017,3,7.5
C0A1,2017,4,8.8
C0A1,2017,5,14.0
C0A1,2017,6,17.1
C0A1,2017,7,18.0
C0A1,2017,8,17.7
C0A1,2017,9,13.1
C0A1,2017,10,11.7
C0A1,2017,11,5.9
C0A1,2017,12,3.6
C021,2017,1,1.5
C021,2017,2,5.3
C021,2017,3,7.3
C021,2017,4,8.6
C021,2017,5,13.4
C021,2017,6,16.9
C021,2017,7,17.2
C021,2017,8,17.4
C021,2017,9,13.0
C021,2017,10,12.4
C021,2017,11,5.8
C021,2017,12,2.6
C030,2017,1,2.3
C030,2017,2,7.1
C030,2017,3,9.3
C030,2017,4,10.0
C030,2017,5,15.3
C030,2017,6,18.3
C030,2017,7,19.2
C030,2017,8,19.2
C030,2017,9,14.8
C030,2017,10,13.8
C030,2017,11,6.9
C030,2017,12,3.7
C051,2017,1,5.5
C051,2017,2,10.4
C051,2017,3,11.8
C051,2017,4,12.0
C051,2017,5,17.5
C051,2017,6,19.6
C051,2017,7,20.3
C051,2017,8,20.1
C051,2017,9,16.7
C051,2017,10,16.1
C051,2017,11,9.5
C051,2017,12,7.4
C0A0,2017,1,3.4
C0A0,2017,2,7.7
C0A0,2017,3,9.6
C0A0,2017,4,10.7
C0A0,2017,5,15.7
C0A0,2017,6,17.8
C0A0,2017,7,17.3
C0A0,2017,8,17.1
C0A0,2017,9,13.2
C0A0,2017,10,11.8
C0A0,2017,11,5.7
C0A0,2017,12,3.2
C049,2017,1,2.5
C049,2017,2,6.7
C049,2017,3,8.7
C049,2017,4,9.9
C049,2017,5,15.2
C049,2017,6,18.2
C049,2017,7,19.2
C049,2017,8,19.1
C049,2017,9,14.8
C049,2017,10,13.1
C049,2017,11,6.2
C049,2017,12,4.4
C00B,2017,5,14.2
C00B,2017,6,17.3
C00B,2017,7,18.1
C00B,2017,8,17.9
C00B,2017,9,14.0
C00B,2017,10,12.7
C00B,2017,11,6.2
C00B,2017,12,4.0
C020,2017,1,2.6
C020,2017,2,7.1
C020,2017,3,9.1
C020,2017,4,10.0
C020,2017,5,15.2
C020,2017,6,18.5
C020,2017,7,19.3
C020,2017,8,19.2
C020,2017,9,14.6
C020,2017,10,13.2
C020,2017,11,6.7
C020,2017,12,4.3
C070,2017,1,1.7
C070,2017,2,5.3
C070,2017,3,7.4
C070,2017,4,8.3
C070,2017,5,13.3
C070,2017,6,15.6
C070,2017,7,16.0
C070,2017,8,16.2
C070,2017,9,12.9
C070,2017,10,13.0
C070,2017,11,5.9
C070,2017,12,2.5
C050,2017,1,3.5
C050,2017,2,7.9
C050,2017,3,10.2
C050,2017,4,10.9
C050,2017,5,16.5
C050,2017,6,20.1
C050,2017,7,21.1
C050,2017,8,20.9
C050,2017,9,16.4
C050,2017,10,14.4
C050,2017,11,7.6
C050,2017,12,5.8
C0B1,2017,1,6.2
C0B1,2017,2,10.7
C0B1,2017,3,11.9
C0B1,2017,4,12.2
C0B1,2017,5,16.8
C0B1,2017,6,19.0
C0B1,2017,7,19.5
C0B1,2017,8,19.6
C0B1,2017,9,16.6
C0B1,2017,10,15.7
C0B1,2017,11,10.0
C0B1,2017,12,8.2
C079,2017,1,4.8
C079,2017,2,10.0
C079,2017,3,11.4
C079,2017,4,11.9
C079,2017,5,16.9
C079,2017,6,19.2
C079,2017,7,19.7
C079,2017,8,19.7
C079,2017,9,16.6
C079,2017,10,15.6
C079,2017,11,9.6
C079,2017,12,7.5
C0C1,2017,1,7.1
C0C1,2017,2,11.4
C0C1,2017,3,12.9
C0C1,2017,4,13.3
C0C1,2017,5,18.6
C0C1,2017,6,19.8
C0C1,2017,7,20.1
C0C1,2017,8,19.9
C0C1,2017,9,16.9
C0C1,2017,10,15.8
C0C1,2017,11,9.6
C0C1,2017,12,7.9
C061,2017,1,6.3
C061,2017,2,10.2
C061,2017,3,11.3
C061,2017,4,11.3
C061,2017,5,16.1
C061,2017,6,17.9
C061,2017,7,18.3
C061,2017,8,18.7
C061,2017,9,16.2
C061,2017,10,16.0
C061,2017,11,10.6
C061,2017,12,8.3
C032,2017,1,5.8
C032,2017,2,9.7
C032,2017,3,11.1
C032,2017,4,11.5
C032,2017,5,16.6
C032,2017,6,18.8
C032,2017,7,19.4
C032,2017,8,19.4
C032,2017,9,16.2
C032,2017,10,15.2
C032,2017,11,9.0
C032,2017,12,7.1
C002,2017,1,7.0
C002,2017,2,11.2
C002,2017,3,12.3
C002,2017,4,12.7
C002,2017,5,17.0
C002,2017,6,19.9
C002,2017,7,20.4
C002,2017,8,20.5
C002,2017,9,17.1
C002,2017,10,15.8
C002,2017,11,10.6
C002,2017,12,8.6
C0C2,2017,1,3.6
C0C2,2017,2,7.9
C0C2,2017,3,9.5
C0C2,2017,4,9.9
C0C2,2017,5,15.2
C0C2,2017,6,17.8
C0C2,2017,7,19.1
C0C2,2017,8,19.2
C0C2,2017,9,15.9
C0C2,2017,10,14.5
C0C2,2017,11,8.4
C0C2,2017,12,6.8
C069,2017,1,8.4
C069,2017,2,11.7
C069,2017,3,12.6
C069,2017,4,13.0
C069,2017,5,16.9
C069,2017,6,19.5
C069,2017,7,20.1
C069,2017,8,20.4
C069,2017,9,17.8
C069,2017,10,17.5
C069,2017,11,12.6
C069,2017,12,10.1
C0B6,2017,1,4.7
C0B6,2017,2,9.5
C0B6,2017,3,10.9
C0B6,2017,4,11.3
C0B6,2017,5,16.5
C0B6,2017,6,18.8
C0B6,2017,7,19.4
C0B6,2017,8,19.3
C0B6,2017,9,15.9
C0B6,2017,10,14.9
C0B6,2017,11,8.8
C0B6,2017,12,6.6
C0BE,2017,1,6.8
C0BE,2017,2,10.9
C0BE,2017,3,12.2
C0BE,2017,4,12.5
C0BE,2017,5,17.0
C0BE,2017,6,19.5
C0BE,2017,7,19.5
C0BE,2017,8,19.3
C0BE,2017,9,16.5
C0BE,2017,10,15.5
C0BE,2017,11,10.1
C0BE,2017,12,8.4
C065,2017,1,5.4
C065,2017,2,8.8
C065,2017,3,10.2
C065,2017,4,10.9
C065,2017,5,15.6
C065,2017,6,17.4
C065,2017,7,17.8
C065,2017,8,17.7
C065,2017,9,14.3
C065,2017,10,15.1
C065,2017,11,8.9
C065,2017,12,6.0
C003,2017,1,6.3
C003,2017,2,10.7
C003,2017,3,12.0
C003,2017,4,12.2
C003,2017,5,17.0
C003,2017,6,19.2
C003,2017,7,20.0
C003,2017,8,20.4
C003,2017,9,17.4
C003,2017,10,16.6
C003,2017,11,10.3
C003,2017,12,8.9
C039,2017,1,8.4
C039,2017,2,11.9
C039,2017,3,12.5
C039,2017,4,12.7
C039,2017,5,17.2
C039,2017,6,19.3
C039,2017,7,19.8
C039,2017,8,20.4
C039,2017,9,17.6
C039,2017,10,17.0
C039,2017,11,11.5
C039,2017,12,9.2
C075,2017,1,6.0
C075,2017,2,10.6
C075,2017,3,12.2
C075,2017,4,12.7
C075,2017,5,17.8
C075,2017,6,20.3
C075,2017,7,19.5
C075,2017,8,19.5
C075,2017,9,16.2
C075,2017,10,15.3
C075,2017,11,9.4
C075,2017,12,7.4
C074,2017,1,5.1
C074,2017,2,10.3
C074,2017,3,12.0
C074,2017,4,12.7
C074,2017,5,17.7
C074,2017,6,19.8
C074,2017,7,20.5
C074,2017,8,20.4
C074,2017,9,16.7
C074,2017,10,15.7
C074,2017,11,9.5
C074,2017,12,7.5
C009,2017,8,20.7
C009,2017,9,17.6
C009,2017,10,16.6
C009,2017,11,10.6
C009,2017,12,8.8
C038,2017,1,8.0
C038,2017,2,12.0
C038,2017,3,13.2
C038,2017,4,13.4
C038,2017,5,17.8
C038,2017,6,19.9
C038,2017,7,20.4
C038,2017,8,20.8
C038,2017,9,18.0
C038,2017,10,17.3
C038,2017,11,11.9
C038,2017,12,9.7
C033,2017,1,6.2
C033,2017,2,11.2
C033,2017,3,13.1
C033,2017,4,13.4
C033,2017,5,18.4
C033,2017,6,19.5
C033,2017,7,19.8
C033,2017,8,19.8
C033,2017,9,16.6
C033,2017,10,16.1
C033,2017,11,10.1
C033,2017,12,7.7
C0BD,2017,1,4.8
C0BD,2017,2,9.1
C0BD,2017,3,10.6
C0BD,2017,4,11.2
C0BD,2017,5,16.0
C0BD,2017,6,18.4
C0BD,2017,7,18.9
C0BD,2017,8,18.9
C0BD,2017,9,15.8
C0BD,2017,10,14.6
C0BD,2017,11,8.8
C0BD,2017,12,6.9
C036,2017,1,6.2
C036,2017,2,10.9
C036,2017,3,12.6
C036,2017,4,12.3
C036,2017,5,17.9
C036,2017,6,19.7
C036,2017,7,19.7
C036,2017,8,19.8
C036,2017,9,16.4
C036,2017,10,15.8
C036,2017,11,9.7
C036,2017,12,7.2
C045,2017,1,5.4
C045,2017,2,8.5
C045,2017,3,9.9
C045,2017,4,10.7
C045,2017,5,15.3
C045,2017,6,16.6
C045,2017,7,16.9
C045,2017,8,17.1
C045,2017,9,14.2
C045,2017,10,14.6
C045,2017,11,8.5
C045,2017,12,5.3
C0B7,2017,1,4.3
C0B7,2017,2,9.5
C0B7,2017,3,11.1
C0B7,2017,4,11.6
C0B7,2017,5,16.7
C0B7,2017,6,19.0
C0B7,2017,7,19.9
C0B7,2017,8,19.6
C0B7,2017,9,16.1
C0B7,2017,10,15.3
C0B7,2017,11,9.1
C0B7,2017,12,7.2
C019,2017,1,6.5
C019,2017,2,9.9
C019,2017,3,10.9
C019,2017,4,11.3
C019,2017,5,15.4
C019,2017,6,17.6
C019,2017,7,17.7
C019,2017,8,18.0
C019,2017,9,15.6
C019,2017,10,15.9
C019,2017,11,10.4
C019,2017,12,7.4
C057,2017,1,7.6
C057,2017,2,11.9
C057,2017,3,12.9
C057,2017,4,13.2
C057,2017,5,17.9
C057,2017,6,20.2
C057,2017,7,21.1
C057,2017,8,21.8
C057,2017,9,18.8
C057,2017,10,16.7
C057,2017,11,11.1
C057,2017,12,9.2
C063,2017,1,6.8
C063,2017,2,11.1
C063,2017,3,12.2
C063,2017,4,12.5
C063,2017,5,17.0
C063,2017,6,19.7
C063,2017,7,19.9
C063,2017,8,19.6
C063,2017,9,16.6
C063,2017,10,15.3
C063,2017,11,9.6
C063,2017,12,8.1
C046,2017,1,2.9
C046,2017,2,6.2
C046,2017,3,7.7
C046,2017,4,8.3
C046,2017,5,13.4
C046,2017,6,15.5
C046,2017,7,15.3
C046,2017,8,15.5
C046,2017,9,12.3
C046,2017,10,13.8
C046,2017,11,6.8
C046,2017,12,3.7
C0BA,2017,1,6.9
C0BA,2017,2,10.7
C0BA,2017,3,11.7
C0BA,2017,4,12.1
C0BA,2017,5,16.4
C0BA,2017,6,19.3
C0BA,2017,7,19.8
C0BA,2017,8,19.8
C0BA,2017,9,17.0
C0BA,2017,10,16.0
C0BA,2017,11,10.9
C0BA,2017,12,9.0
C059,2017,1,4.9
C059,2017,2,8.6
C059,2017,3,10.0
C059,2017,4,10.6
C059,2017,5,15.6
C059,2017,6,18.0
C059,2017,7,18.7
C059,2017,8,18.6
C059,2017,9,15.6
C059,2017,10,15.1
C059,2017,11,9.0
C059,2017,12,6.8
C072,2017,1,2.5
C072,2017,2,5.9
C072,2017,3,7.7
C072,2017,4,8.6
C072,2017,5,13.6
C072,2017,6,15.3
C072,2017,7,15.6
C072,2017,8,15.9
C072,2017,9,12.9
C072,2017,10,13.2
C072,2017,11,6.6
C072,2017,12,3.3
C0B4,2017,1,4.8
C0B4,2017,2,9.6
C0B4,2017,3,11.1
C0B4,2017,4,11.3
C0B4,2017,5,16.4
C0B4,2017,6,18.5
C0B4,2017,7,19.2
C0B4,2017,8,19.3
C0B4,2017,9,16.2
C0B4,2017,10,15.4
C0B4,2017,11,9.2
C0B4,2017,12,7.0
C054,2017,1,2.7
C054,2017,2,7.1
C054,2017,3,8.9
C054,2017,4,9.6
C054,2017,5,14.9
C054,2017,6,17.3
C054,2017,7,17.6
C054,2017,8,17.5
C054,2017,9,13.6
C054,2017,10,12.5
C054,2017,11,6.4
C054,2017,12,4.6
C042,2017,1,8.5
C042,2017,2,12.4
C042,2017,3,13.5
C042,2017,4,13.5
C042,2017,5,17.4
C042,2017,6,19.8
C042,2017,7,19.8
C042,2017,8,20.2
C042,2017,9,17.9
C042,2017,10,17.2
C042,2017,11,12.6
C042,2017,12,10.2
C0B9,2017,1,5.7
C0B9,2017,2,10.5
C0B9,2017,3,11.7
C0B9,2017,4,11.8
C0B9,2017,5,16.5
C0B9,2017,6,18.8
C0B9,2017,7,19.4
C0B9,2017,8,19.6
C0B9,2017,9,16.6
C0B9,2017,10,15.4
C0B9,2017,11,9.6
C0B9,2017,12,8.3
C0C3,2017,1,5.6
C0C3,2017,2,10.2
C0C3,2017,3,11.3
C0C3,2017,4,11.8
C0C3,2017,5,16.8
C0C3,2017,6,19.3
C0C3,2017,7,19.8
C0C3,2017,8,19.8
C0C3,2017,9,16.8
