code,year,month,temp_min_abs
C003,2018,8,12.3
C003,2018,9,7.7
C003,2018,10,3.2
C003,2018,11,3.2
C003,2018,12,0.8
C039,2018,1,2.2
C039,2018,2,-2.9
C039,2018,3,1.7
C039,2018,4,6.5
C039,2018,5,7.4
C039,2018,6,12.0
C039,2018,7,16.4
C039,2018,8,14.6
C039,2018,9,10.7
C039,2018,10,5.0
C039,2018,11,4.9
C039,2018,12,1.6
C075,2018,1,0.9
C075,2018,2,-4.4
C075,2018,3,-0.7
C075,2018,4,3.0
C075,2018,5,4.1
C075,2018,6,8.7
C075,2018,7,13.0
C075,2018,8,11.4
C075,2018,9,6.7
C075,2018,10,2.0
C075,2018,11,2.2
C075,2018,12,1.5
C074,2018,1,0.5
C074,2018,2,-4.9
C074,2018,3,0.1
C074,2018,4,3.2
C074,2018,5,4.8
C074,2018,6,10.1
C074,2018,7,14.1
C074,2018,8,12.1
C074,2018,9,7.6
C074,2018,10,2.7
C074,2018,11,1.8
C074,2018,12,0.1
C009,2018,1,1.7
C009,2018,2,-2.3
C009,2018,3,2.0
C009,2018,4,4.9
C009,2018,5,6.1
C009,2018,6,11.3
C009,2018,7,14.9
C009,2018,8,12.9
C009,2018,9,9.7
C009,2018,10,4.2
C009,2018,11,3.1
C009,2018,12,2.0
C038,2018,1,2.5
C038,2018,2,-1.9
C038,2018,3,2.0
C038,2018,4,6.9
C038,2018,5,7.2
C038,2018,6,11.7
C038,2018,7,16.2
C038,2018,8,13.9
C038,2018,9,10.6
C038,2018,10,5.6
C038,2018,11,5.8
C038,2018,12,2.6
C033,2018,1,-0.2
C033,2018,2,-4.8
C033,2018,3,0.3
C033,2018,4,3.9
C033,2018,5,4.8
C033,2018,6,9.5
C033,2018,7,13.2
C033,2018,8,11.2
C033,2018,9,7.5
C033,2018,10,2.9
C033,2018,11,1.4
C033,2018,12,0.4
C0BD,2018,1,0.1
C0BD,2018,2,-5.4
C0BD,2018,3,-0.7
C0BD,2018,4,2.5
C0BD,2018,5,2.4
C0BD,2018,6,8.1
C0BD,2018,7,12.8
C0BD,2018,8,11.1
C0BD,2018,9,6.7
C0BD,2018,10,1.3
C0BD,2018,11,1.4
C0BD,2018,12,0.7
C036,2018,1,0.6
C036,2018,2,-4.4
C036,2018,3,0.4
C036,2018,4,3.8
C036,2018,5,5.0
C036,2018,6,10.6
C036,2018,7,14.7
C036,2018,8,13.4
C036,2018,9,8.8
C036,2018,10,7.9
C036,2018,11,1.6
C036,2018,12,0.0
C045,2018,1,0.5
C045,2018,2,-6.7
C045,2018,3,-1.7
C045,2018,4,2.8
C045,2018,5,2.5
C045,2018,6,8.2
C045,2018,7,12.1
C045,2018,8,11.8
C045,2018,9,8.6
C045,2018,10,0.2
C045,2018,11,1.9
C045,2018,12,2.0
C0B7,2018,1,0.4
C0B7,2018,2,-4.8
C0B7,2018,3,-0.1
C0B7,2018,4,2.6
C0B7,2018,5,4.3
C0B7,2018,6,9.7
C0B7,2018,7,12.9
C0B7,2018,8,11.4
C0B7,2018,9,6.9
C0B7,2018,10,2.5
C0B7,2018,11,1.5
C0B7,2018,12,-0.2
C019,2018,1,1.9
C019,2018,2,-4.4
C019,2018,3,0.2
C019,2018,4,5.0
C019,2018,5,4.5
C019,2018,6,10.0
C019,2018,7,14.1
C019,2018,8,13.9
C019,2018,9,10.8
C019,2018,10,2.9
C019,2018,11,3.6
C019,2018,12,3.2
C057,2018,1,0.1
C057,2018,2,-2.4
C057,2018,3,1.2
C057,2018,4,4.9
C057,2018,5,6.8
C057,2018,6,10.0
C057,2018,7,14.6
C057,2018,8,12.0
C057,2018,9,8.1
C057,2018,10,3.9
C057,2018,11,1.5
C057,2018,12,0.1
C063,2018,1,-0.8
C063,2018,2,-5.1
C063,2018,3,-0.7
C063,2018,4,2.8
C063,2018,5,2.7
C063,2018,6,9.0
C063,2018,7,13.0
C063,2018,8,11.3
C063,2018,9,6.9
C063,2018,10,1.2
C063,2018,11,0.9
C063,2018,12,-0.7
C046,2018,1,-1.5
C046,2018,2,-9.8
C046,2018,3,-3.9
C046,2018,4,-0.2
C046,2018,5,0.1
C046,2018,6,6.6
C046,2018,7,10.0
C046,2018,8,9.4
C046,2018,9,6.1
C046,2018,10,-1.6
C046,2018,11,-1.0
C046,2018,12,0.8
C0BA,2018,1,1.5
C0BA,2018,2,-2.5
C0BA,2018,3,0.8
C0BA,2018,4,4.5
C0BA,2018,5,5.1
C0BA,2018,6,10.2
C0BA,2018,7,14.8
C0BA,2018,8,13.3
C0BA,2018,9,9.2
C0BA,2018,10,3.5
C0BA,2018,11,3.1
C0BA,2018,12,2.5
C059,2018,1,-1.4
C059,2018,2,-4.4
C059,2018,3,0.0
C059,2018,4,2.0
C059,2018,5,3.4
C059,2018,6,9.2
C059,2018,7,11.9
C059,2018,8,10.3
C059,2018,9,6.9
C059,2018,10,1.6
C059,2018,11,1.8
C059,2018,12,-1.3
C072,2018,1,-2.1
C072,2018,2,-8.4
C072,2018,3,-3.5
C072,2018,4,0.0
C072,2018,5,1.2
C072,2018,6,7.5
C072,2018,7,10.3
C072,2018,8,9.7
C072,2018,9,6.7
C072,2018,10,-0.9
C072,2018,11,-0.2
C072,2018,12,0.0
C0B4,2018,1,0.2
C0B4,2018,2,-4.1
C0B4,2018,3,0.6
C0B4,2018,4,3.1
C0B4,2018,5,4.1
C0B4,2018,6,8.8
C0B4,2018,7,12.7
C0B4,2018,8,10.8
C0B4,2018,9,7.4
C0B4,2018,10,2.1
C0B4,2018,11,1.7
C0B4,2018,12,-0.6
C054,2018,1,-3.1
C054,2018,2,-6.9
C054,2018,3,-3.5
C054,2018,4,-1.0
C054,2018,5,1.2
C054,2018,6,6.3
C054,2018,7,10.0
C054,2018,8,8.5
C054,2018,9,4.4
C054,2018,10,0.0
C054,2018,11,-1.5
C054,2018,12,-3.6
C042,2018,1,3.3
C042,2018,2,-2.5
C042,2018,3,3.1
C042,2018,4,7.2
C042,2018,5,8.4
C042,2018,6,11.9
C042,2018,7,16.2
C042,2018,8,14.1
C042,2018,9,10.6
C042,2018,10,5.2
C042,2018,11,5.8
C042,2018,12,1.9
C0B9,2018,1,-0.1
C0B9,2018,2,-4.2
C0B9,2018,3,0.4
C0B9,2018,4,3.3
C0B9,2018,5,5.0
C0B9,2018,6,8.8
C0B9,2018,7,13.6
C0B9,2018,8,10.9
C0B9,2018,9,7.0
C0B9,2018,10,3.3
C0B9,2018,11,1.8
C0B9,2018,12,-0.2
C0C3,2018,1,0.7
C0C3,2018,2,-3.1
C0C3,2018,3,0.8
C0C3,2018,4,3.2
C0C3,2018,5,4.7
C0C3,2018,6,10.5
C0C3,2018,7,13.7
C0C3,2018,8,12.4
C0C3,2018,9,7.7
C0C3,2018,10,2.5
C0C3,2018,11,2.3
C0C3,2018,12,-0.1
C066,2018,1,-1.2
C066,2018,2,-6.8
C066,2018,3,-2.2
C066,2018,4,2.0
C066,2018,5,2.3
C066,2018,6,8.7
C066,2018,7,11.8
C066,2018,8,11.4
C066,2018,9,8.0
C066,2018,10,0.1
C066,2018,11,1.6
C066,2018,12,1.5
C022,2018,1,-1.5
C022,2018,2,-7.2
C022,2018,3,-2.1
C022,2018,4,-0.2
C022,2018,5,2.2
C022,2018,6,6.5
C022,2018,7,10.3
C022,2018,8,8.6
C022,2018,9,5.9
C022,2018,10,-0.4
C022,2018,11,0.0
C022,2018,12,-1.2
C0B3,2018,1,0.0
C0B3,2018,2,-4.8
C0B3,2018,3,-0.1
C0B3,2018,4,2.8
C0B3,2018,5,4.0
C0B3,2018,6,9.9
C0B3,2018,7,13.2
C0B3,2018,8,11.4
C0B3,2018,9,7.9
C0B3,2018,10,2.5
C0B3,2018,11,1.3
C0B3,2018,12,-0.2
C037,2018,1,0.6
C037,2018,2,-3.5
C037,2018,3,0.3
C037,2018,4,3.5
C037,2018,5,5.2
C037,2018,6,10.0
C037,2018,7,14.2
C037,2018,8,12.2
C037,2018,9,8.2
C037,2018,10,4.1
C037,2018,11,2.7
C037,2018,12,1.8
C0E5,2018,1,-1.8
C0E5,2018,2,-5.9
C0E5,2018,3,-1.2
C0E5,2018,4,2.5
C0E5,2018,5,3.8
C0E5,2018,6,8.8
C0E5,2018,7,13.7
C0E5,2018,8,11.9
C0E5,2018,9,6.3
C0E5,2018,10,2.3
C0E5,2018,11,0.5
C0E5,2018,12,-0.1
C0DB,2018,1,-1.7
C0DB,2018,2,-7.3
C0DB,2018,3,-2.0
C0DB,2018,4,1.5
C0DB,2018,5,2.6
C0DB,2018,6,7.7
C0DB,2018,7,11.5
C0DB,2018,8,10.3
C0DB,2018,9,4.9
C0DB,2018,10,-0.2
C0DB,2018,11,-0.1
C0DB,2018,12,-1.6
C0D3,2018,1,-0.2
C0D3,2018,2,-6.3
C0D3,2018,3,-0.1
C0D3,2018,4,2.3
C0D3,2018,5,2.9
C0D3,2018,6,7.4
C0D3,2018,7,12.2
C0D3,2018,8,10.1
C0D3,2018,9,6.0
C0D3,2018,10,1.2
C0D3,2018,11,2.0
C0D3,2018,12,-1.1
C0DD,2018,1,0.3
C0DD,2018,2,-5.1
C0DD,2018,3,1.1
C0DD,2018,4,4.3
C0DD,2018,5,4.8
C0DD,2018,6,10.0
C0DD,2018,7,13.9
C0DD,2018,8,12.7
C0DD,2018,9,7.4
C0DD,2018,10,4.1
C0DD,2018,11,1.9
C0DD,2018,12,2.1
C0E9,2018,1,-0.6
C0E9,2018,2,-4.7
C0E9,2018,3,-0.6
C0E9,2018,4,3.0
C0E9,2018,5,5.0
C0E9,2018,6,10.8
C0E9,2018,7,14.5
C0E9,2018,8,12.9
C0E9,2018,9,8.9
C0E9,2018,10,3.1
C0E9,2018,11,3.5
C0E9,2018,12,1.8
C078,2018,1,0.7
C078,2018,2,-3.7
C078,2018,3,0.0
C078,2018,4,3.8
C078,2018,5,4.8
C078,2018,6,10.4
C078,2018,7,14.3
C078,2018,8,13.5
C078,2018,9,9.2
C078,2018,10,3.0
C078,2018,11,2.5
C078,2018,12,1.9
C052,2018,1,-0.3
C052,2018,2,-6.9
C052,2018,3,-1.0
C052,2018,4,2.5
C052,2018,5,3.1
C052,2018,6,7.9
C052,2018,7,12.4
C052,2018,8,11.2
C052,2018,9,5.5
C052,2018,10,0.9
C052,2018,11,1.3
C052,2018,12,-1.5
C0E1,2018,1,-2.6
C0E1,2018,2,-6.5
C0E1,2018,3,-1.8
C0E1,2018,4,1.9
C0E1,2018,5,3.5
C0E1,2018,6,9.1
C0E1,2018,7,13.6
C0E1,2018,8,11.7
C0E1,2018,9,5.9
C0E1,2018,10,2.3
C0E1,2018,11,0.9
C0E1,2018,12,-0.2
C077,2018,1,-0.2
C077,2018,2,-5.3
C077,2018,3,-0.2
C077,2018,4,3.2
C077,2018,5,4.2
C077,2018,6,9.4
C077,2018,7,13.7
C077,2018,8,12.6
C077,2018,9,7.0
C077,2018,10,2.2
C077,2018,11,1.0
C077,2018,12,1.7
C080,2018,1,-0.5
C080,2018,2,-6.5
C080,2018,3,-1.3
C080,2018,4,2.2
C080,2018,5,3.0
C080,2018,6,8.3
C080,2018,7,13.4
C080,2018,8,12.1
C080,2018,9,6.0
C080,2018,10,1.3
C080,2018,11,0.4
C080,2018,12,0.1
C0E8,2018,1,-0.7
C0E8,2018,2,-5.4
C0E8,2018,3,-0.8
C0E8,2018,4,2.7
C0E8,2018,5,4.1
C0E8,2018,6,9.8
C0E8,2018,7,12.9
C0E8,2018,8,12.5
C0E8,2018,9,7.3
C0E8,2018,10,2.0
C0E8,2018,11,1.8
C0E8,2018,12,0.8
C023,2018,1,-1.1
C023,2018,2,-6.8
C023,2018,3,-1.9
C023,2018,4,1.6
C023,2018,5,2.5
C023,2018,6,8.0
C023,2018,7,12.9
C023,2018,8,10.4
C023,2018,9,6.4
C023,2018,10,0.4
C023,2018,11,0.1
C023,2018,12,-0.2
C084,2018,1,1.9
C084,2018,2,-4.3
C084,2018,3,1.6
C084,2018,4,5.3
C084,2018,5,6.1
C084,2018,6,11.1
C084,2018,7,15.4
C084,2018,8,13.7
C084,2018,9,8.4
C084,2018,10,3.5
C084,2018,11,3.2
C084,2018,12,2.7
C0EA,2018,1,-1.1
C0EA,2018,2,-5.2
C0EA,2018,3,-0.8
C0EA,2018,4,2.8
C0EA,2018,5,4.2
C0EA,2018,6,9.3
C0EA,2018,7,14.3
C0EA,2018,8,13.0
C0EA,2018,9,7.5
C0EA,2018,10,1.7
C0EA,2018,11,1.0
C0EA,2018,12,0.5
C026,2018,1,-4.9
C026,2018,2,-8.2
C026,2018,3,-3.2
C026,2018,4,1.6
C026,2018,5,1.7
C026,2018,6,6.5
C026,2018,7,12.6
C026,2018,8,11.0
C026,2018,9,4.0
C026,2018,10,0.3
C026,2018,11,-1.5
C026,2018,12,-4.1
C058,2018,1,-0.3
C058,2018,2,-7.1
C058,2018,3,-1.3
C058,2018,4,2.0
C058,2018,5,3.1
C058,2018,6,7.6
C058,2018,7,12.0
C058,2018,8,11.5
C058,2018,9,7.4
C058,2018,10,-0.2
C058,2018,11,1.1
C058,2018,12,-0.4
C0F0,2018,1,0.4
C0F0,2018,2,-5.1
C0F0,2018,3,0.5
C0F0,2018,4,4.2
C0F0,2018,5,4.6
C0F0,2018,6,10.2
C0F0,2018,7,14.9
C0F0,2018,8,13.1
C0F0,2018,9,8.4
C0F0,2018,10,3.4
C0F0,2018,11,2.0
C0F0,2018,12,1.6
C0F1,2018,1,-0.1
C0F1,2018,2,-8.4
C0F1,2018,3,-1.4
C0F1,2018,4,2.9
C0F1,2018,5,2.8
C0F1,2018,6,9.0
C0F1,2018,7,12.4
C0F1,2018,8,11.2
C0F1,2018,9,6.9
C0F1,2018,10,-0.2
C0F1,2018,11,0.3
C0F1,2018,12,-0.5
C0E7,2018,1,-1.7
C0E7,2018,2,-5.8
C0E7,2018,3,-1.2
C0E7,2018,4,2.2
C0E7,2018,5,4.0
C0E7,2018,6,10.0
C0E7,2018,7,14.4
C0E7,2018,8,12.2
C0E7,2018,9,7.6
C0E7,2018,10,2.4
C0E7,2018,11,2.2
C0E7,2018,12,1.2
C018,2018,1,3.2
C018,2018,2,-2.9
C018,2018,3,3.1
C018,2018,4,7.2
C018,2018,5,6.8
C018,2018,6,13.9
C018,2018,7,17.0
C018,2018,8,15.7
C018,2018,9,15.5
C0DC,2018,1,0.1
C0DC,2018,2,-4.5
C0DC,2018,3,0.2
C0DC,2018,4,3.6
C0DC,2018,5,4.9
C0DC,2018,6,11.5
C0DC,2018,7,14.7
C0DC,2018,8,13.6
C0DC,2018,9,8.5
C0DC,2018,10,2.2
C0DC,2018,11,1.8
C0DC,2018,12,1.0
C071,2018,1,-0.1
C071,2018,2,-7.3
C071,2018,3,-0.2
C071,2018,4,3.8
C071,2018,5,3.9
C071,2018,6,10.0
C071,2018,7,13.4
C071,2018,8,13.5
C071,2018,9,9.4
C071,2018,10,1.6
C071,2018,11,1.5
C071,2018,12,1.9
C0EC,2018,1,0.1
C0EC,2018,2,-4.9
C0EC,2018,3,2.0
C0EC,2018,4,4.7
C0EC,2018,5,5.6
C0EC,2018,6,10.9
C0EC,2018,7,15.0
C0EC,2018,8,13.8
C0EC,2018,9,8.6
C0EC,2018,10,3.3
C0EC,2018,11,4.0
C0EC,2018,12,3.1
C0DE,2018,1,-0.6
C0DE,2018,2,-6.3
C0DE,2018,3,-1.2
C0DE,2018,4,2.1
C0DE,2018,5,3.2
C0DE,2018,6,8.2
C0DE,2018,7,12.2
C0DE,2018,8,11.4
C0DE,2018,9,5.9
C0DE,2018,10,1.1
C0DE,2018,11,0.7
C0DE,2018,12,-0.5
C017,2018,1,0.7
C017,2018,2,-5.2
C017,2018,3,2.0
C017,2018,4,5.4
C017,2018,5,6.0
C017,2018,6,11.3
C017,2018,7,15.1
C017,2018,8,13.4
C017,2018,9,8.4
C017,2018,10,3.3
C017,2018,11,3.6
C017,2018,12,2.9
C0F4,2018,1,0.3
C0F4,2018,2,-3.5
C0F4,2018,3,0.6
C0F4,2018,4,4.0
C0F4,2018,5,5.0
C0F4,2018,6,11.0
C0F4,2018,7,15.0
C0F4,2018,8,13.7
C0F4,2018,9,8.8
C0F4,2018,10,3.4
C0F4,2018,11,1.7
C0F4,2018,12,1.6
C0D1,2018,1,-0.9
C0D1,2018,2,-5.8
C0D1,2018,3,-1.0
C0D1,2018,4,2.2
C0D1,2018,5,3.2
C0D1,2018,6,8.3
C0D1,2018,7,13.8
C0D1,2018,8,11.8
C0D1,2018,9,7.5
C0D1,2018,10,1.4
C0D1,2018,11,1.1
C0D1,2018,12,-0.1
C043,2018,1,-2.0
C043,2018,2,-5.9
C043,2018,3,-1.4
C043,2018,4,2.4
C043,2018,5,3.9
C043,2018,6,10.0
C043,2018,7,13.8
C043,2018,8,12.0
C043,2018,9,6.8
C043,2018,10,1.9
C043,2018,11,1.8
C043,2018,12,0.8
C0D2,2018,1,-0.5
C0D2,2018,2,-4.9
C0D2,2018,3,-1.0
C0D2,2018,4,2.3
C0D2,2018,5,3.8
C0D2,2018,6,9.0
C0D2,2018,7,14.0
C0D2,2018,8,12.0
C0D2,2018,9,7.8
C0D2,2018,10,2.0
C0D2,2018,11,1.2
C0D2,2018,12,0.0
C007,2018,1,2.7
C007,2018,2,-2.8
C007,2018,3,3.6
C007,2018,4,6.5
C007,2018,5,7.4
C007,2018,6,12.3
C007,2018,7,16.3
C007,2018,8,15.0
C007,2018,9,15.5
C0D0,2018,1,-0.4
C0D0,2018,2,-5.7
C0D0,2018,3,-0.5
C0D0,2018,4,1.9
C0D0,2018,5,3.8
C0D0,2018,6,8.5
C0D0,2018,7,12.3
C0D0,2018,8,10.6
C0D0,2018,9,7.3
C0D0,2018,10,1.6
C0D0,2018,11,0.6
C0D0,2018,12,-0.6
C064,2018,1,1.3
C064,2018,2,-3.8
C064,2018,3,3.2
C064,2018,4,6.3
C064,2018,5,6.9
C064,2018,6,11.9
C064,2018,7,15.6
C064,2018,8,14.9
C064,2018,9,11.0
C064,2018,10,4.6
C064,2018,11,4.6
C064,2018,12,4.6
C028,2018,1,0.2
C028,2018,2,-6.9
C028,2018,3,-0.4
C028,2018,4,0.6
C028,2018,5,3.5
C028,2018,6,8.7
C028,2018,7,13.9
C028,2018,8,11.8
C028,2018,9,7.6
C028,2018,10,1.5
C028,2018,11,2.3
C028,2018,12,-0.8
C029,2018,1,0.5
C029,2018,2,-5.1
C029,2018,3,1.3
C029,2018,4,4.8
C029,2018,5,6.4
C029,2018,6,10.2
C029,2018,7,14.5
C029,2018,8,13.6
C029,2018,9,7.8
C029,2018,10,3.0
C029,2018,11,4.1
C029,2018,12,2.8
C076,2019,1,-7.6
C076,2019,2,-3.4
C076,2019,3,-2.4
C076,2019,4,-2.1
C076,2019,5,-1.8
C076,2019,6,2.4
C076,2019,7,7.0
C076,2019,8,7.2
C076,2019,9,4.2
C076,2019,10,2.6
C076,2019,11,-1.3
C076,2019,12,-2.5
C0A4,2019,1,-8.3
C0A4,2019,2,-5.5
C0A4,2019,3,-3.8
C0A4,2019,4,-4.4
C0A4,2019,5,-3.2
C0A4,2019,6,0.4
C0A4,2019,7,5.5
C0A4,2019,8,6.0
C0A4,2019,9,2.9
C0A4,2019,10,0.5
C0A4,2019,11,-0.4
C0A4,2019,12,-5.1
C056,2019,1,-7.3
C056,2019,2,-2.8
C056,2019,3,-2.8
C056,2019,4,-3.0
C056,2019,5,-2.1
C056,2019,6,2.2
C056,2019,7,7.1
C056,2019,8,7.1
C056,2019,9,3.9
C056,2019,10,2.2
C056,2019,11,-0.9
C056,2019,12,-3.7
C035,2019,1,-7.9
C035,2019,2,-2.6
C035,2019,3,-2.4
C035,2019,4,-3.8
C035,2019,5,-1.8
C035,2019,6,1.7
C035,2019,7,6.5
C035,2019,8,6.6
C035,2019,9,2.6
C035,2019,10,1.5
C035,2019,11,-1.9
C035,2019,12,-4.5
C0A3,2019,1,-5.3
C0A3,2019,2,-2.9
C0A3,2019,3,-3.3
C0A3,2019,4,-2.5
C0A3,2019,5,-2.1
C0A3,2019,6,1.2
C0A3,2019,7,6.6
C0A3,2019,8,7.0
C0A3,2019,9,4.3
C0A3,2019,10,1.9
C0A3,2019,11,-1.9
C0A3,2019,12,-3.7
C016,2019,1,-7.6
C016,2019,2,-3.0
C016,2019,3,-2.4
C016,2019,4,-4.0
C016,2019,5,-1.9
C016,2019,6,2.4
C016,2019,7,7.5
C016,2019,8,7.5
C016,2019,9,4.9
C016,2019,10,2.9
C016,2019,11,-0.8
C016,2019,12,-3.1
C025,2019,1,-1.8
C025,2019,2,-2.0
C025,2019,3,-0.4
C025,2019,4,-1.7
C025,2019,5,-0.4
C025,2019,6,4.0
C025,2019,7,8.2
C025,2019,8,7.7
C025,2019,9,4.8
C025,2019,10,2.4
C025,2019,11,-1.1
C025,2019,12,-3.1
C0A2,2019,1,-7.3
C0A2,2019,2,-2.7
C0A2,2019,3,-2.6
C0A2,2019,4,-3.5
C0A2,2019,5,-1.8
C0A2,2019,6,1.6
C0A2,2019,7,7.0
C0A2,2019,8,6.1
C0A2,2019,9,3.7
C0A2,2019,10,2.6
C0A2,2019,11,-0.2
C0A2,2019,12,-3.9
C034,2019,1,-8.1
C034,2019,2,-3.8
C034,2019,3,-3.6
C034,2019,4,-3.4
C034,2019,5,-1.9
C034,2019,6,1.8
C034,2019,7,7.4
C034,2019,8,5.9
C034,2019,9,3.8
C034,2019,10,1.2
C034,2019,11,-1.0
C034,2019,12,-3.7
C0AA,2019,3,-3.4
C0AA,2019,4,-3.0
C0AA,2019,5,-2.9
C0AA,2019,6,1.1
C0AA,2019,7,6.1
C0AA,2019,8,6.2
C0AA,2019,9,3.8
C0AA,2019,10,1.7
C0AA,2019,11,-0.7
C0AA,2019,12,-3.5
C067,2019,1,-3.9
C067,2019,2,-0.1
C067,2019,3,1.1
C067,2019,4,-0.1
C067,2019,5,1.1
C067,2019,6,7.0
C067,2019,7,11.6
C067,2019,8,10.3
C067,2019,9,7.9
C067,2019,10,6.0
C067,2019,11,2.2
C067,2019,12,-1.3
C040,2019,1,-2.7
C040,2019,2,-0.4
C040,2019,3,1.5
C040,2019,4,0.6
C040,2019,5,2.5
C040,2019,6,6.9
C040,2019,7,10.5
C040,2019,8,10.7
C040,2019,9,7.0
C040,2019,10,5.7
C040,2019,11,1.2
C040,2019,12,-1.8
C044,2019,1,-4.4
C044,2019,2,-1.6
C044,2019,3,-1.0
C044,2019,4,-2.7
C044,2019,5,-0.3
C044,2019,6,2.4
C044,2019,7,7.6
C044,2019,8,6.6
C044,2019,9,4.5
C044,2019,10,2.1
C044,2019,11,-0.7
C044,2019,12,-4.7
C048,2019,1,-4.0
C048,2019,2,-2.8
C048,2019,3,-1.1
C048,2019,4,-3.0
C048,2019,5,-1.9
C048,2019,6,3.7
C048,2019,7,8.0
C048,2019,8,7.6
C048,2019,9,5.3
C048,2019,10,2.8
C048,2019,11,-1.2
C048,2019,12,-0.6
C068,2019,1,-6.8
C068,2019,2,-2.8
C068,2019,3,-2.0
C068,2019,4,-2.6
C068,2019,5,-1.7
C068,2019,6,2.1
C068,2019,7,8.0
C068,2019,8,6.5
C068,2019,9,4.7
C068,2019,10,3.2
C068,2019,11,0.2
C068,2019,12,-3.4
C024,2019,1,-7.4
C024,2019,2,-10.6
C024,2019,3,-3.6
C024,2019,4,-6.6
C024,2019,5,-4.6
C024,2019,6,-0.7
C024,2019,7,4.0
C024,2019,8,3.2
C024,2019,9,0.7
C024,2019,10,-0.4
C024,2019,11,-2.1
C024,2019,12,-5.2
C00A,2019,1,-5.2
C00A,2019,2,-3.4
C00A,2019,3,-4.3
C00A,2019,4,-1.0
C00A,2019,5,-1.0
C00A,2019,6,1.9
C00A,2019,7,7.8
C00A,2019,8,6.6
C00A,2019,9,4.8
C00A,2019,10,2.1
C00A,2019,11,-1.8
C00A,2019,12,-4.5
C047,2019,1,-3.9
C047,2019,2,-2.4
C047,2019,3,-1.1
C047,2019,4,-3.0
C047,2019,5,-2.6
C047,2019,6,3.0
C047,2019,7,7.6
C047,2019,8,7.7
C047,2019,9,5.3
C047,2019,10,2.3
C047,2019,11,-1.9
C047,2019,12,-0.9
C031,2019,1,0.3
C031,2019,2,0.2
C031,2019,3,2.4
C031,2019,4,1.3
C031,2019,5,2.6
C031,2019,6,7.1
C031,2019,7,11.9
C031,2019,8,13.0
C031,2019,9,8.9
C031,2019,10,5.0
C031,2019,11,1.4
C031,2019,12,-2.7
C041,2019,1,-6.3
C041,2019,2,-4.2
C041,2019,3,-3.9
C041,2019,4,-4.7
C041,2019,5,-3.2
C041,2019,6,1.0
C041,2019,7,5.4
C041,2019,8,5.1
C041,2019,9,2.1
C041,2019,10,0.6
C041,2019,11,-0.9
C041,2019,12,-4.5
C055,2019,1,-8.7
C055,2019,2,-4.0
C055,2019,3,-3.8
C055,2019,4,-3.8
C055,2019,5,-2.5
C055,2019,6,1.8
C055,2019,7,6.7
C055,2019,8,6.4
C055,2019,9,3.1
C055,2019,10,1.5
C055,2019,11,-1.3
C055,2019,12,-4.5
C060,2019,1,-2.8
C060,2019,2,-2.1
C060,2019,3,-1.2
