code,year,month,viento_media_velocidades_maximas
C050,2017,7,42.2
C050,2017,8,39.7
C050,2017,9,34.3
C050,2017,10,29.6
C050,2017,11,31.0
C050,2017,12,40.1
C061,2017,1,45.4
C061,2017,2,57.6
C061,2017,3,49.4
C061,2017,4,38.9
C061,2017,5,42.8
C061,2017,6,36.6
C061,2017,7,28.6
C061,2017,8,32.4
C061,2017,9,33.1
C061,2017,10,39.2
C061,2017,11,43.9
C061,2017,12,59.4
C032,2017,1,28.5
C032,2017,2,35.3
C032,2017,3,34.1
C032,2017,4,32.8
C032,2017,5,31.4
C032,2017,6,30.2
C032,2017,7,29.7
C032,2017,8,30.2
C032,2017,9,26.7
C032,2017,10,25.6
C032,2017,11,25.2
C032,2017,12,28.1
C002,2017,1,31.1
C002,2017,2,39.7
C002,2017,3,35.9
C002,2017,4,32.7
C002,2017,5,31.5
C002,2017,6,32.2
C002,2017,7,27.7
C002,2017,8,27.8
C002,2017,9,27.7
C002,2017,10,23.5
C002,2017,11,25.6
C002,2017,12,36.1
C069,2017,1,38.5
C069,2017,2,44.3
C069,2017,3,39.9
C069,2017,4,38.2
C069,2017,5,38.2
C069,2017,6,39.2
C069,2017,7,33.6
C069,2017,8,33.4
C069,2017,9,38.0
C069,2017,10,36.0
C069,2017,11,44.2
C069,2017,12,54.5
C065,2017,1,50.7
C065,2017,2,66.8
C065,2017,3,53.6
C065,2017,4,37.5
C065,2017,5,46.2
C065,2017,6,40.5
C065,2017,7,36.1
C065,2017,8,35.8
C065,2017,9,38.0
C065,2017,10,36.8
C065,2017,11,48.7
C065,2017,12,63.9
C003,2017,1,33.3
C003,2017,2,42.0
C003,2017,3,36.6
C003,2017,4,31.9
C003,2017,5,30.6
C003,2017,6,30.3
C003,2017,7,29.3
C003,2017,8,28.2
C003,2017,9,27.9
C003,2017,10,25.5
C003,2017,11,29.3
C003,2017,12,35.0
C039,2017,1,40.4
C039,2017,2,48.3
C039,2017,3,41.4
C039,2017,4,36.1
C039,2017,5,36.1
C039,2017,6,36.1
C039,2017,7,32.4
C039,2017,8,34.5
C039,2017,9,34.6
C039,2017,10,32.8
C039,2017,11,41.3
C039,2017,12,49.5
C075,2017,1,29.2
C075,2017,2,40.9
C075,2017,3,36.6
C075,2017,4,31.9
C075,2017,5,31.4
C075,2017,6,29.1
C075,2017,7,27.1
C075,2017,8,27.5
C075,2017,9,27.2
C075,2017,10,23.1
C075,2017,11,29.2
C075,2017,12,35.1
C038,2017,1,34.3
C038,2017,2,43.6
C038,2017,3,37.2
C038,2017,4,33.2
C038,2017,5,33.0
C038,2017,6,33.3
C038,2017,7,29.4
C038,2017,8,31.6
C038,2017,9,30.0
C038,2017,10,28.3
C038,2017,11,34.0
C038,2017,12,41.4
C033,2017,1,34.1
C033,2017,2,43.6
C033,2017,3,37.0
C033,2017,5,36.7
C033,2017,6,31.0
C033,2017,7,31.6
C033,2017,8,31.8
C033,2017,9,30.1
C033,2017,10,28.1
C033,2017,11,30.7
C033,2017,12,36.8
C036,2017,1,34.8
C036,2017,2,48.5
C036,2017,3,40.2
C036,2017,4,35.9
C036,2017,5,37.0
C036,2017,6,36.9
C036,2017,7,33.2
C036,2017,8,34.1
C036,2017,9,31.7
C036,2017,10,28.0
C036,2017,11,33.3
C036,2017,12,36.8
C045,2017,1,51.4
C045,2017,2,67.0
C045,2017,3,56.6
C045,2017,4,46.1
C045,2017,5,51.0
C045,2017,6,47.6
C045,2017,7,39.6
C045,2017,8,41.3
C045,2017,9,45.0
C019,2017,1,61.3
C019,2017,2,70.6
C019,2017,3,60.3
C019,2017,4,54.3
C019,2017,5,56.7
C019,2017,6,54.0
C019,2017,7,43.9
C019,2017,8,41.5
C019,2017,9,49.6
C019,2017,10,49.4
C019,2017,11,63.4
C057,2017,1,36.4
C057,2017,2,44.2
C057,2017,3,38.1
C057,2017,4,36.1
C057,2017,5,34.6
C057,2017,6,34.1
C057,2017,7,31.4
C057,2017,8,31.6
C057,2017,9,31.3
C057,2017,10,27.8
C057,2017,11,32.7
C057,2017,12,40.4
C046,2017,1,62.6
C046,2017,2,70.8
C046,2017,3,60.6
C046,2017,4,52.3
C046,2017,5,57.6
C046,2017,6,51.9
C046,2017,7,48.4
C046,2017,8,46.0
C046,2017,9,46.4
C046,2017,10,47.6
C046,2017,11,61.2
C046,2017,12,67.4
C059,2017,1,37.7
C059,2017,2,52.1
C059,2017,3,49.9
C059,2017,4,39.1
C059,2017,5,44.4
C059,2017,6,42.3
C059,2017,7,36.1
C059,2017,8,38.2
C059,2017,9,38.8
C059,2017,10,30.5
C059,2017,11,38.3
C059,2017,12,48.3
C072,2017,1,57.9
C072,2017,2,78.5
C072,2017,3,61.3
C072,2017,4,50.9
C072,2017,5,57.2
C072,2017,6,49.5
C072,2017,7,48.5
C072,2017,8,49.0
C072,2017,9,43.7
C072,2017,10,50.5
C072,2017,11,56.6
C072,2017,12,70.0
C0B4,2017,1,26.8
C0B4,2017,2,34.9
C0B4,2017,3,31.8
C0B4,2017,4,31.8
C0B4,2017,5,29.5
C0B4,2017,6,25.1
C0B4,2017,7,30.7
C0B4,2017,8,28.7
C0B4,2017,9,25.8
C0B4,2017,10,23.8
C0B4,2017,11,25.1
C0B4,2017,12,27.7
C054,2017,1,31.1
C054,2017,2,37.3
C054,2017,3,33.6
C054,2017,4,29.8
C054,2017,5,29.3
C054,2017,6,29.4
C054,2017,7,29.3
C054,2017,8,28.4
C054,2017,9,27.7
C054,2017,10,23.0
C054,2017,11,30.3
C054,2017,12,33.4
C042,2017,1,55.3
C042,2017,2,63.8
C042,2017,3,52.2
C042,2017,4,44.3
C042,2017,5,46.1
C042,2017,6,47.3
C042,2017,7,37.6
C042,2017,8,39.8
C042,2017,9,43.4
C042,2017,10,42.9
C042,2017,11,59.0
C042,2017,12,66.8
C0C3,2017,1,29.1
C0C3,2017,2,39.9
C0C3,2017,3,34.2
C0C3,2017,4,36.4
C0C3,2017,5,36.0
C0C3,2017,6,33.9
C0C3,2017,7,33.1
C0C3,2017,8,33.5
C0C3,2017,9,29.0
C0C3,2017,10,29.2
C0C3,2017,11,25.7
C0C3,2017,12,30.0
C066,2017,1,49.5
C066,2017,2,65.7
C066,2017,3,52.8
C066,2017,4,43.3
C066,2017,5,46.3
C066,2017,6,43.7
C066,2017,7,42.3
C066,2017,8,41.0
C066,2017,9,39.2
C066,2017,10,42.2
C066,2017,11,52.4
C066,2017,12,63.6
C022,2017,1,43.8
C022,2017,2,49.6
C022,2017,3,41.6
C022,2017,4,33.9
C022,2017,5,35.6
C022,2017,6,28.7
C022,2017,7,30.0
C022,2017,8,29.4
C022,2017,9,30.4
C022,2017,10,30.8
C022,2017,11,40.8
C022,2017,12,46.7
C037,2017,1,38.4
C037,2017,2,48.5
C037,2017,3,43.1
C037,2017,4,37.6
C037,2017,5,38.0
C037,2017,6,36.0
C037,2017,7,32.9
C037,2017,8,34.9
C037,2017,9,34.0
C037,2017,10,31.3
C037,2017,11,38.3
C037,2017,12,48.3
C023,2017,1,41.4
C023,2017,2,47.7
C023,2017,3,44.1
C023,2017,4,35.8
C023,2017,5,37.3
C023,2017,6,35.9
C023,2017,7,37.8
C023,2017,8,35.7
C023,2017,9,34.4
C023,2017,10,27.9
C023,2017,11,35.3
C023,2017,12,42.1
C026,2017,1,35.9
C026,2017,2,43.6
C026,2017,3,38.3
C026,2017,4,34.4
C026,2017,5,34.4
C026,2017,6,29.3
C026,2017,7,30.0
C026,2017,8,30.5
C026,2017,9,28.0
C026,2017,10,29.4
C026,2017,11,34.0
C026,2017,12,32.3
C058,2017,1,42.2
C058,2017,2,48.9
C058,2017,3,44.2
C058,2017,4,36.2
C058,2017,5,33.2
C058,2017,6,31.2
C058,2017,7,31.3
C058,2017,8,32.1
C058,2017,9,29.6
C058,2017,10,29.6
C058,2017,11,40.3
C058,2017,12,45.7
C018,2017,1,40.7
C018,2017,2,47.0
C018,2017,3,43.4
C018,2017,4,35.9
C018,2017,5,41.2
C018,2017,6,43.9
C018,2017,7,34.2
C018,2017,8,34.2
C018,2017,9,39.8
C018,2017,10,34.2
C018,2017,11,43.7
C018,2017,12,56.0
C071,2017,1,49.4
C071,2017,2,64.2
C071,2017,3,58.6
C071,2017,4,47.4
C071,2017,5,50.2
C071,2017,6,47.4
C071,2017,7,41.4
C071,2017,8,40.8
C071,2017,9,43.8
C071,2017,10,43.2
C071,2017,11,53.6
C071,2017,12,62.8
C0EC,2017,1,33.7
C0EC,2017,2,41.9
C0EC,2017,3,36.6
C0EC,2017,4,27.8
C0EC,2017,5,28.3
C0EC,2017,6,25.8
C0EC,2017,7,24.3
C0EC,2017,8,25.1
C0EC,2017,9,24.1
C0EC,2017,10,26.0
C0EC,2017,11,32.5
C0EC,2017,12,34.6
C017,2017,1,41.4
C017,2017,2,46.3
C017,2017,3,44.2
C017,2017,4,34.2
C017,2017,5,34.4
C017,2017,6,32.8
C017,2017,7,28.3
C017,2017,8,29.7
C017,2017,9,32.6
C017,2017,10,31.9
C017,2017,11,40.8
C017,2017,12,44.7
C043,2017,2,45.2
C043,2017,3,39.5
C043,2017,4,32.1
C043,2017,5,35.3
C043,2017,6,30.2
C043,2017,7,31.1
C043,2017,8,30.7
C043,2017,9,27.5
C043,2017,10,24.7
C043,2017,11,27.9
C043,2017,12,32.6
C007,2017,1,45.9
C007,2017,2,54.2
C007,2017,3,51.7
C007,2017,4,40.1
C007,2017,5,42.9
C007,2017,6,46.6
C007,2017,7,35.2
C007,2017,8,35.5
C007,2017,9,40.3
C007,2017,10,38.5
C007,2017,11,49.1
C007,2017,12,55.4
C064,2017,1,46.4
C064,2017,2,56.2
C064,2017,3,47.5
C064,2017,4,39.6
C064,2017,5,36.9
C064,2017,6,37.1
C064,2017,7,32.7
C064,2017,8,36.3
C064,2017,9,37.6
C064,2017,10,36.4
C064,2017,11,51.2
C064,2017,12,58.4
C028,2017,1,41.9
C028,2017,2,53.4
C028,2017,3,48.3
C028,2017,4,36.0
C028,2017,5,42.2
C028,2017,6,35.2
C028,2017,7,34.2
C028,2017,8,33.2
C028,2017,9,31.6
C028,2017,10,36.5
C028,2017,11,38.5
C028,2017,12,51.4
C029,2017,1,41.4
C029,2017,2,49.0
C029,2017,3,43.2
C029,2017,4,33.0
C029,2017,5,34.9
C029,2017,6,31.2
C029,2017,7,31.5
C029,2017,8,29.8
C029,2017,9,30.5
C029,2017,10,32.0
C029,2017,11,38.6
C029,2017,12,44.6
C056,2018,1,31.3
C056,2018,2,33.7
C056,2018,3,50.8
C056,2018,4,41.3
C056,2018,5,32.1
C056,2018,6,28.6
C056,2018,7,29.8
C056,2018,8,28.6
C056,2018,9,28.8
C056,2018,10,33.6
C056,2018,11,41.0
C056,2018,12,28.1
C035,2018,1,29.5
C035,2018,2,33.6
C035,2018,3,43.8
C035,2018,4,34.2
C035,2018,5,29.7
C035,2018,6,27.9
C035,2018,7,30.7
C035,2018,8,29.9
C035,2018,9,29.3
C035,2018,10,30.4
C035,2018,11,32.5
C035,2018,12,28.0
C016,2018,1,32.5
C016,2018,2,36.7
C016,2018,3,49.9
C016,2018,4,41.3
C016,2018,5,35.5
C016,2018,6,33.2
C016,2018,7,37.8
C016,2018,8,34.5
C016,2018,9,34.9
C016,2018,10,36.8
C016,2018,11,36.5
C016,2018,12,29.4
C025,2018,1,49.3
C025,2018,2,50.5
C025,2018,3,68.3
C025,2018,4,49.9
C025,2018,5,42.4
C025,2018,6,38.3
C025,2018,7,44.6
C025,2018,8,40.6
C025,2018,9,41.0
C025,2018,10,47.9
C025,2018,11,51.8
C025,2018,12,44.5
C034,2018,1,29.9
C034,2018,2,32.8
C034,2018,3,47.9
C034,2018,4,32.6
C034,2018,5,30.8
C034,2018,6,28.1
C034,2018,7,33.2
C034,2018,8,33.2
C034,2018,9,29.2
C034,2018,10,29.6
C034,2018,11,32.8
C034,2018,12,24.2
C0AA,2018,1,30.4
C0AA,2018,2,36.5
C0AA,2018,3,51.2
C0AA,2018,4,39.3
C0AA,2018,5,33.7
C0AA,2018,6,31.8
C0AA,2018,7,36.1
C0AA,2018,8,33.3
C0AA,2018,9,32.7
C0AA,2018,10,37.7
C0AA,2018,11,39.5
C0AA,2018,12,27.0
C067,2018,1,32.3
C067,2018,2,29.8
C067,2018,3,45.7
C067,2018,4,35.0
C067,2018,5,27.2
C067,2018,6,27.1
C067,2018,7,27.0
C067,2018,8,25.9
C067,2018,9,30.8
C067,2018,10,30.4
C067,2018,11,40.8
C067,2018,12,30.1
C040,2018,1,38.4
C040,2018,2,40.6
C040,2018,3,58.3
C040,2018,4,43.1
C040,2018,5,37.7
C040,2018,6,38.0
C040,2018,7,39.3
C040,2018,8,38.1
C040,2018,9,38.0
C040,2018,10,39.0
C040,2018,11,41.4
C040,2018,12,35.1
C048,2018,1,63.2
C048,2018,2,60.3
C048,2018,3,70.9
C048,2018,4,58.3
C048,2018,5,45.1
C048,2018,6,42.1
C048,2018,7,41.2
C048,2018,8,41.0
C048,2018,9,43.7
C048,2018,10,50.9
C048,2018,11,61.3
C048,2018,12,63.2
C068,2018,1,38.0
C068,2018,2,43.8
C068,2018,3,57.4
C068,2018,4,54.6
C068,2018,5,43.7
C068,2018,6,44.3
C068,2018,7,50.8
C068,2018,8,47.8
C068,2018,9,49.1
C068,2018,10,48.0
C068,2018,11,51.8
C068,2018,12,37.3
C024,2018,1,41.7
C024,2018,2,45.2
C024,2018,3,57.3
C024,2018,4,47.3
C024,2018,5,37.6
C024,2018,6,36.1
C024,2018,7,35.3
C024,2018,8,35.0
C024,2018,9,34.6
C024,2018,10,44.0
C024,2018,11,48.9
C024,2018,12,40.9
C00A,2018,1,38.9
C00A,2018,2,39.8
C00A,2018,3,51.3
C00A,2018,4,43.4
C00A,2018,5,34.2
C00A,2018,6,32.9
C00A,2018,7,36.0
C00A,2018,8,32.8
C00A,2018,9,33.9
C00A,2018,10,39.2
C00A,2018,11,41.4
C00A,2018,12,34.2
C047,2018,1,60.3
C047,2018,2,57.3
C047,2018,3,70.7
C047,2018,4,57.7
C047,2018,5,44.1
C047,2018,6,41.6
C047,2018,7,39.1
C047,2018,8,39.7
C047,2018,9,40.8
C047,2018,10,50.7
C047,2018,11,60.8
C047,2018,12,58.4
C031,2018,1,44.5
C031,2018,2,44.7
C031,2018,3,55.8
C031,2018,4,45.4
C031,2018,5,40.2
C031,2018,6,39.0
C031,2018,7,43.4
C031,2018,8,43.5
C031,2018,9,40.0
C031,2018,10,41.1
C031,2018,11,40.0
C031,2018,12,39.5
C041,2018,1,33.9
C041,2018,2,33.9
C041,2018,3,55.1
C041,2018,4,44.8
C041,2018,5,31.8
C041,2018,6,30.2
C041,2018,7,27.9
C041,2018,8,26.8
C041,2018,9,31.2
C041,2018,10,35.5
C041,2018,11,43.9
C041,2018,12,31.5
C060,2018,1,47.5
C060,2018,2,49.7
C060,2018,3,55.4
C060,2018,4,45.3
C060,2018,5,40.5
C060,2018,6,35.6
C060,2018,7,35.5
C060,2018,8,34.2
C060,2018,9,33.2
C060,2018,10,40.4
C060,2018,11,41.1
C060,2018,12,42.8
C021,2018,1,47.2
C021,2018,2,54.1
C021,2018,3,62.9
C021,2018,4,48.2
C021,2018,5,40.1
C021,2018,6,36.8
C021,2018,7,38.5
C021,2018,8,38.3
C021,2018,9,38.5
C021,2018,10,46.6
C021,2018,11,52.7
C021,2018,12,43.4
C030,2018,1,29.2
C030,2018,2,35.5
C030,2018,3,48.3
C030,2018,4,41.0
C030,2018,5,32.0
C030,2018,6,31.5
C030,2018,7,35.2
C030,2018,8,34.3
C030,2018,9,33.0
C030,2018,10,35.9
C030,2018,11,39.5
C030,2018,12,26.1
C051,2018,1,33.4
C051,2018,2,30.0
C051,2018,3,51.8
C051,2018,4,35.2
C051,2018,5,27.9
C051,2018,6,25.5
C051,2018,7,26.9
C051,2018,8,27.0
C051,2018,9,29.1
C051,2018,10,30.7
C051,2018,11,38.2
C051,2018,12,31.9
C00B,2018,1,38.2
C00B,2018,2,35.7
C00B,2018,3,60.1
C00B,2018,4,37.1
C00B,2018,5,32.4
C00B,2018,6,29.5
C00B,2018,7,31.9
C00B,2018,8,31.0
C00B,2018,9,29.4
C00B,2018,10,35.8
C00B,2018,11,49.0
C00B,2018,12,32.1
C020,2018,1,38.2
C020,2018,2,41.1
C020,2018,3,55.8
C020,2018,4,43.5
C020,2018,5,34.1
C020,2018,6,34.0
C020,2018,7,38.2
C020,2018,8,35.6
C020,2018,9,35.4
C020,2018,10,36.3
C020,2018,11,43.4
C020,2018,12,31.8
C070,2018,6,44.8
C070,2018,7,45.1
C070,2018,8,45.2
C070,2018,9,47.0
C070,2018,10,55.5
C070,2018,11,64.2
C070,2018,12,55.2
C050,2018,1,37.0
C050,2018,2,36.0
C050,2018,3,54.2
C050,2018,4,39.6
C050,2018,5,34.9
C050,2018,6,34.1
C050,2018,7,39.8
C050,2018,8,37.7
C050,2018,9,36.2
C050,2018,10,33.3
C050,2018,11,38.4
C050,2018,12,32.3
C061,2018,1,61.7
C061,2018,2,46.5
C061,2018,3,70.7
C061,2018,4,50.5
C061,2018,5,30.6
C061,2018,6,27.3
C061,2018,7,25.3
C061,2018,8,26.7
C061,2018,9,28.6
C061,2018,10,42.3
C061,2018,11,68.6
C061,2018,12,57.8
C032,2018,1,27.2
C032,2018,2,28.5
C032,2018,3,39.9
C032,2018,4,31.2
C032,2018,5,28.2
C032,2018,6,27.5
C032,2018,7,29.0
C032,2018,8,28.0
C032,2018,9,29.7
C032,2018,10,29.7
C032,2018,11,30.4
C032,2018,12,21.7
C002,2018,1,35.0
C002,2018,2,33.0
C002,2018,3,46.1
C002,2018,4,31.2
C002,2018,5,28.2
C002,2018,6,27.0
C002,2018,7,26.3
C002,2018,8,28.6
C002,2018,9,27.0
C002,2018,10,30.9
C002,2018,11,29.1
C002,2018,12,26.7
C069,2018,1,55.4
C069,2018,2,51.5
C069,2018,3,64.8
C069,2018,4,41.9
C069,2018,5,33.7
C069,2018,6,32.8
C069,2018,7,31.5
C069,2018,8,32.7
C069,2018,9,29.4
C069,2018,10,40.1
C069,2018,11,48.7
C069,2018,12,43.6
C065,2018,1,61.5
C065,2018,2,50.6
C065,2018,3,81.4
C065,2018,4,51.9
C065,2018,5,34.6
C065,2018,6,31.5
C065,2018,7,31.9
C065,2018,8,34.0
C065,2018,9,28.6
C065,2018,10,46.6
C065,2018,11,67.2
C065,2018,12,50.5
C003,2018,1,33.0
C003,2018,2,32.8
C003,2018,3,46.3
C003,2018,4,34.9
C003,2018,5,28.8
C003,2018,6,25.5
C003,2018,7,27.1
C003,2018,8,27.4
C003,2018,9,27.2
C003,2018,10,32.6
C003,2018,11,34.7
C003,2018,12,29.4
C039,2018,1,47.4
C039,2018,2,41.3
C039,2018,3,57.3
C039,2018,4,37.1
C039,2018,5,31.0
C039,2018,6,31.0
C039,2018,7,31.0
C039,2018,8,32.0
C039,2018,9,31.7
C039,2018,10,37.6
C039,2018,11,48.9
C039,2018,12,43.5
C075,2018,1,33.1
C075,2018,2,32.4
C075,2018,3,47.0
C075,2018,4,32.2
C075,2018,5,26.5
C075,2018,6,25.0
C075,2018,7,25.5
C075,2018,8,26.2
C075,2018,9,24.2
C075,2018,10,29.8
C075,2018,11,35.8
C075,2018,12,28.8
C038,2018,1,41.6
C038,2018,2,37.8
C038,2018,3,53.7
C038,2018,4,35.0
C038,2018,5,30.0
C038,2018,6,28.7
C038,2018,7,28.7
C038,2018,8,30.1
C038,2018,9,27.4
C038,2018,10,33.4
C038,2018,11,44.4
C038,2018,12,36.9
C033,2018,1,31.4
C033,2018,2,34.5
C033,2018,3,50.8
C033,2018,4,40.6
C033,2018,5,31.0
C033,2018,6,27.3
C033,2018,8,29.3
C033,2018,9,31.6
C033,2018,10,36.0
C033,2018,11,41.2
C033,2018,12,31.4
C036,2018,1,35.4
C036,2018,2,37.6
C036,2018,3,54.0
C036,2018,4,40.4
C036,2018,5,31.8
C036,2018,6,31.0
C036,2018,7,31.8
C036,2018,8,32.0
C036,2018,9,32.3
C036,2018,10,35.9
C036,2018,11,42.4
C036,2018,12,29.3
C045,2018,2,57.6
C045,2018,3,80.9
C045,2018,4,55.0
C045,2018,5,40.7
C045,2018,6,35.9
C045,2018,7,38.2
C045,2018,8,39.3
C045,2018,9,37.3
C045,2018,10,55.7
C045,2018,11,69.9
C045,2018,12,63.2
C019,2018,2,65.1
C019,2018,3,90.1
C019,2018,4,61.9
C019,2018,5,40.4
C019,2018,6,42.0
C019,2018,7,40.8
C019,2018,8,43.2
C019,2018,9,39.9
C019,2018,10,57.0
C019,2018,11,77.1
C019,2018,12,67.9
C057,2018,1,40.5
C057,2018,2,40.6
C057,2018,3,53.4
C057,2018,4,36.7
C057,2018,5,32.7
C057,2018,6,29.3
C057,2018,7,29.7
C057,2018,8,30.8
C057,2018,9,28.8
C057,2018,10,36.0
C057,2018,11,37.9
C057,2018,12,29.1
C046,2018,3,81.4
C046,2018,4,63.4
C046,2018,5,41.9
C046,2018,6,40.1
C046,2018,7,41.2
C046,2018,8,42.8
C046,2018,9,42.9
C046,2018,10,59.7
C046,2018,11,72.7
C046,2018,12,60.0
C059,2018,1,49.3
C059,2018,2,44.3
C059,2018,3,62.3
C059,2018,4,40.6
C059,2018,5,37.0
C059,2018,6,32.8
C059,2018,7,37.1
C059,2018,8,35.1
C059,2018,9,32.5
C059,2018,10,40.3
C059,2018,11,45.4
C059,2018,12,41.8
C072,2018,1,65.1
C072,2018,2,57.4
C072,2018,3,83.7
C072,2018,4,64.7
C072,2018,5,44.5
C072,2018,6,41.6
C072,2018,7,43.8
C072,2018,8,42.6
C072,2018,9,46.2
C072,2018,10,58.5
C072,2018,11,74.7
C072,2018,12,63.7
C0B4,2018,1,28.1
C0B4,2018,2,28.0
C0B4,2018,3,37.1
C0B4,2018,4,30.1
C0B4,2018,5,25.9
C0B4,2018,6,24.1
C0B4,2018,7,26.2
C0B4,2018,8,25.8
C0B4,2018,9,28.5
C0B4,2018,10,27.5
