code,year,month,viento_velocidad_racha_maxima
C020,2017,10,62.6
C020,2017,11,56.9
C020,2017,12,99.0
C050,2017,1,60.1
C050,2017,2,110.9
C050,2017,3,56.2
C050,2017,4,59.4
C050,2017,5,66.6
C050,2017,6,80.6
C050,2017,7,78.5
C050,2017,8,46.8
C050,2017,9,45.7
C050,2017,10,46.1
C050,2017,11,60.5
C050,2017,12,133.2
C061,2017,1,100.1
C061,2017,2,126.7
C061,2017,3,74.9
C061,2017,4,86.4
C061,2017,5,86.4
C061,2017,6,101.2
C061,2017,7,66.2
C061,2017,8,74.2
C061,2017,9,67.7
C061,2017,10,79.2
C061,2017,11,99.0
C061,2017,12,142.9
C032,2017,1,50.4
C032,2017,2,63.7
C032,2017,3,51.8
C032,2017,4,49.3
C032,2017,5,49.7
C032,2017,6,55.8
C032,2017,7,51.8
C032,2017,8,42.8
C032,2017,9,47.2
C032,2017,10,47.2
C032,2017,11,46.4
C032,2017,12,62.6
C002,2017,1,52.9
C002,2017,2,90.4
C002,2017,3,95.8
C002,2017,4,77.4
C002,2017,5,50.8
C002,2017,6,78.5
C002,2017,7,41.4
C002,2017,8,42.8
C002,2017,9,45.7
C002,2017,10,44.6
C002,2017,11,38.2
C002,2017,12,88.9
C069,2017,1,86.4
C069,2017,2,100.1
C069,2017,3,81.7
C069,2017,4,84.2
C069,2017,5,70.6
C069,2017,6,92.5
C069,2017,7,72.4
C069,2017,8,62.6
C069,2017,9,67.3
C069,2017,10,89.6
C069,2017,11,79.2
C069,2017,12,111.2
C065,2017,1,96.5
C065,2017,2,173.5
C065,2017,3,95.4
C065,2017,4,96.1
C065,2017,5,100.1
C065,2017,6,94.3
C065,2017,7,74.5
C065,2017,8,70.9
C065,2017,9,77.0
C065,2017,10,67.7
C065,2017,11,109.4
C065,2017,12,173.9
C003,2017,1,70.9
C003,2017,2,99.7
C003,2017,3,61.2
C003,2017,4,68.0
C003,2017,5,70.9
C003,2017,6,62.6
C003,2017,7,63.0
C003,2017,8,42.5
C003,2017,9,49.0
C003,2017,10,59.0
C003,2017,11,52.6
C003,2017,12,76.3
C039,2017,1,67.7
C039,2017,2,104.0
C039,2017,3,68.8
C039,2017,4,80.6
C039,2017,5,73.8
C039,2017,6,71.6
C039,2017,7,50.4
C039,2017,8,55.8
C039,2017,9,58.3
C039,2017,10,61.9
C039,2017,11,74.2
C039,2017,12,92.5
C075,2017,1,60.1
C075,2017,2,84.2
C075,2017,3,71.3
C075,2017,4,56.5
C075,2017,5,71.3
C075,2017,6,66.2
C075,2017,7,60.5
C075,2017,8,37.8
C075,2017,9,45.4
C075,2017,10,43.9
C075,2017,11,48.6
C075,2017,12,76.3
C038,2017,1,60.8
C038,2017,2,90.7
C038,2017,3,60.5
C038,2017,4,79.2
C038,2017,5,60.5
C038,2017,6,70.6
C038,2017,7,46.1
C038,2017,8,47.2
C038,2017,9,54.4
C038,2017,10,62.6
C038,2017,11,74.2
C038,2017,12,95.0
C033,2017,1,91.4
C033,2017,2,100.8
C033,2017,3,65.2
C033,2017,4,69.1
C033,2017,5,77.0
C033,2017,6,55.1
C033,2017,7,52.9
C033,2017,8,44.6
C033,2017,9,64.4
C033,2017,10,60.1
C033,2017,11,58.3
C033,2017,12,88.6
C036,2017,1,74.9
C036,2017,2,101.5
C036,2017,3,71.3
C036,2017,4,85.7
C036,2017,5,65.5
C036,2017,6,65.2
C036,2017,7,57.2
C036,2017,8,52.2
C036,2017,9,51.5
C036,2017,10,50.4
C036,2017,11,61.2
C036,2017,12,91.8
C045,2017,1,83.9
C045,2017,2,146.2
C045,2017,3,96.5
C045,2017,4,101.9
C045,2017,5,89.6
C045,2017,6,104.4
C045,2017,7,66.6
C045,2017,8,61.2
C045,2017,9,89.3
C045,2017,10,61.2
C019,2017,1,107.3
C019,2017,2,138.2
C019,2017,3,105.1
C019,2017,4,115.6
C019,2017,5,89.3
C019,2017,6,137.5
C019,2017,7,84.6
C019,2017,8,82.8
C019,2017,9,90.7
C019,2017,10,97.9
C019,2017,11,105.5
C019,2017,12,163.1
C057,2017,1,75.6
C057,2017,2,84.6
C057,2017,3,73.8
C057,2017,4,88.6
C057,2017,5,59.0
C057,2017,6,79.9
C057,2017,7,60.1
C057,2017,8,48.2
C057,2017,9,58.7
C057,2017,10,61.2
C057,2017,11,57.6
C057,2017,12,91.8
C046,2017,1,119.2
C046,2017,2,129.2
C046,2017,3,104.0
C046,2017,4,105.5
C046,2017,5,107.6
C046,2017,6,98.6
C046,2017,7,90.4
C046,2017,8,79.2
C046,2017,9,75.6
C046,2017,10,88.2
C046,2017,11,97.9
C046,2017,12,121.7
C059,2017,1,69.8
C059,2017,2,119.9
C059,2017,3,112.0
C059,2017,4,95.0
C059,2017,5,83.2
C059,2017,6,122.8
C059,2017,7,63.4
C059,2017,8,65.9
C059,2017,9,67.7
C059,2017,10,60.1
C059,2017,11,74.9
C059,2017,12,126.4
C072,2017,1,96.1
C072,2017,2,188.3
C072,2017,3,90.0
C072,2017,4,121.7
C072,2017,5,101.2
C072,2017,6,108.4
C072,2017,7,97.2
C072,2017,8,85.0
C072,2017,9,65.9
C072,2017,10,89.3
C072,2017,11,124.9
C072,2017,12,173.2
C0B4,2017,1,51.8
C0B4,2017,2,77.0
C0B4,2017,3,47.2
C0B4,2017,4,47.9
C0B4,2017,5,54.0
C0B4,2017,6,34.6
C0B4,2017,7,137.5
C0B4,2017,8,37.1
C0B4,2017,9,38.9
C0B4,2017,10,45.0
C0B4,2017,11,49.3
C0B4,2017,12,79.2
C054,2017,1,68.0
C054,2017,2,74.5
C054,2017,3,56.2
C054,2017,4,47.2
C054,2017,5,44.6
C054,2017,6,50.8
C054,2017,7,43.2
C054,2017,8,40.0
C054,2017,9,43.9
C054,2017,10,34.2
C054,2017,11,45.7
C054,2017,12,61.2
C042,2017,1,105.8
C042,2017,2,131.0
C042,2017,3,98.6
C042,2017,4,95.8
C042,2017,5,102.2
C042,2017,6,97.9
C042,2017,7,78.1
C042,2017,8,72.7
C042,2017,9,84.2
C042,2017,10,83.9
C042,2017,11,99.0
C042,2017,12,145.1
C0C3,2017,1,52.6
C0C3,2017,2,90.4
C0C3,2017,3,52.9
C0C3,2017,4,52.9
C0C3,2017,5,49.3
C0C3,2017,6,60.5
C0C3,2017,7,60.1
C0C3,2017,8,53.3
C0C3,2017,9,41.8
C0C3,2017,10,51.1
C0C3,2017,11,45.7
C0C3,2017,12,67.7
C066,2017,1,105.5
C066,2017,2,134.3
C066,2017,3,79.9
C066,2017,4,106.6
C066,2017,5,77.0
C066,2017,6,85.0
C066,2017,7,101.5
C066,2017,8,69.1
C066,2017,9,70.2
C066,2017,10,72.0
C066,2017,11,99.7
C066,2017,12,137.2
C022,2017,1,81.0
C022,2017,2,98.6
C022,2017,3,77.8
C022,2017,4,62.6
C022,2017,5,95.8
C022,2017,6,51.8
C022,2017,7,67.3
C022,2017,8,52.2
C022,2017,9,60.5
C022,2017,10,54.4
C022,2017,11,68.4
C022,2017,12,103.3
C037,2017,1,67.0
C037,2017,2,104.8
C037,2017,3,73.1
C037,2017,4,76.7
C037,2017,5,85.3
C037,2017,6,69.5
C037,2017,7,47.5
C037,2017,8,52.6
C037,2017,9,58.0
C037,2017,10,54.4
C037,2017,11,71.6
C037,2017,12,129.2
C023,2017,1,85.7
C023,2017,2,122.0
C023,2017,3,89.6
C023,2017,4,68.8
C023,2017,5,68.4
C023,2017,6,76.0
C023,2017,7,65.9
C023,2017,8,64.1
C023,2017,9,70.9
C023,2017,10,54.7
C023,2017,11,67.0
C023,2017,12,98.3
C026,2017,1,92.2
C026,2017,2,88.9
C026,2017,3,77.4
C026,2017,4,61.2
C026,2017,5,90.0
C026,2017,6,52.6
C026,2017,7,57.2
C026,2017,8,50.0
C026,2017,9,51.1
C026,2017,10,61.9
C026,2017,11,73.8
C026,2017,12,73.4
C058,2017,1,91.4
C058,2017,2,107.3
C058,2017,3,82.4
C058,2017,4,67.0
C058,2017,5,58.3
C058,2017,6,59.0
C058,2017,7,64.4
C058,2017,8,53.3
C058,2017,9,61.2
C058,2017,10,51.8
C058,2017,11,68.0
C058,2017,12,97.2
C018,2017,1,95.4
C018,2017,2,109.8
C018,2017,3,96.5
C018,2017,4,83.2
C018,2017,5,76.0
C018,2017,6,113.4
C018,2017,7,68.4
C018,2017,8,67.7
C018,2017,9,85.7
C018,2017,10,72.4
C018,2017,11,78.1
C018,2017,12,125.6
C071,2017,1,107.6
C071,2017,2,123.1
C071,2017,3,99.4
C071,2017,4,93.2
C071,2017,5,85.3
C071,2017,6,108.4
C071,2017,7,100.8
C071,2017,8,73.8
C071,2017,9,81.0
C071,2017,10,83.9
C071,2017,11,86.8
C071,2017,12,136.8
C0EC,2017,1,79.2
C0EC,2017,2,79.2
C0EC,2017,3,58.7
C0EC,2017,4,64.1
C0EC,2017,5,48.2
C0EC,2017,6,47.2
C0EC,2017,7,55.4
C0EC,2017,8,47.9
C0EC,2017,9,40.3
C0EC,2017,10,59.8
C0EC,2017,11,49.7
C0EC,2017,12,72.4
C017,2017,1,83.2
C017,2017,2,96.5
C017,2017,3,86.8
C017,2017,4,72.7
C017,2017,5,59.8
C017,2017,6,70.2
C017,2017,7,49.7
C017,2017,8,48.6
C017,2017,9,62.6
C017,2017,10,70.6
C017,2017,11,59.8
C017,2017,12,95.0
C043,2017,1,74.9
C043,2017,2,121.0
C043,2017,3,70.9
C043,2017,4,65.2
C043,2017,5,74.2
C043,2017,6,64.4
C043,2017,7,106.9
C043,2017,8,43.2
C043,2017,9,46.1
C043,2017,10,47.5
C043,2017,11,52.6
C043,2017,12,112.3
C007,2017,1,103.7
C007,2017,2,142.6
C007,2017,3,101.5
C007,2017,4,105.1
C007,2017,5,85.7
C007,2017,6,104.4
C007,2017,7,81.7
C007,2017,8,78.1
C007,2017,9,82.4
C007,2017,10,79.2
C007,2017,11,78.1
C007,2017,12,123.1
C064,2017,1,89.6
C064,2017,2,118.4
C064,2017,3,89.6
C064,2017,4,74.2
C064,2017,5,71.6
C064,2017,6,72.4
C064,2017,7,60.5
C064,2017,8,78.5
C064,2017,9,77.0
C064,2017,10,79.2
C064,2017,11,87.8
C064,2017,12,141.5
C028,2017,1,102.6
C028,2017,2,118.8
C028,2017,3,77.8
C028,2017,4,63.4
C028,2017,5,71.3
C028,2017,6,93.2
C028,2017,7,104.4
C028,2017,8,59.8
C028,2017,9,55.1
C028,2017,10,79.2
C028,2017,11,67.3
C028,2017,12,97.2
C029,2017,1,110.5
C029,2017,2,99.4
C029,2017,3,76.3
C029,2017,4,66.2
C029,2017,5,77.8
C029,2017,6,57.2
C029,2017,7,83.2
C029,2017,8,59.8
C029,2017,9,58.3
C029,2017,10,58.7
C029,2017,11,68.4
C029,2017,12,113.0
C056,2018,1,70.6
C056,2018,2,80.3
C056,2018,3,77.0
C056,2018,4,75.2
C056,2018,5,60.1
C056,2018,6,48.6
C056,2018,7,46.1
C056,2018,8,51.8
C056,2018,9,59.4
C056,2018,10,55.8
C056,2018,11,64.8
C056,2018,12,56.9
C035,2018,1,52.9
C035,2018,2,50.0
C035,2018,3,67.0
C035,2018,4,65.5
C035,2018,5,45.4
C035,2018,6,51.5
C035,2018,7,64.8
C035,2018,8,72.0
C035,2018,9,46.1
C035,2018,10,55.1
C035,2018,11,51.1
C035,2018,12,49.0
C016,2018,1,74.5
C016,2018,2,63.0
C016,2018,3,81.7
C016,2018,4,85.7
C016,2018,5,61.9
C016,2018,6,55.1
C016,2018,7,72.4
C016,2018,8,59.0
C016,2018,9,54.0
C016,2018,10,64.4
C016,2018,11,60.5
C016,2018,12,56.5
C025,2018,1,91.4
C025,2018,2,73.1
C025,2018,3,109.8
C025,2018,4,91.1
C025,2018,5,63.7
C025,2018,6,70.2
C025,2018,7,110.9
C025,2018,8,101.5
C025,2018,9,65.5
C025,2018,10,104.0
C025,2018,11,84.6
C025,2018,12,99.7
C034,2018,1,78.1
C034,2018,2,49.0
C034,2018,3,85.0
C034,2018,4,67.7
C034,2018,5,42.1
C034,2018,6,44.6
C034,2018,7,65.2
C034,2018,8,67.3
C034,2018,9,39.6
C034,2018,10,45.7
C034,2018,11,59.4
C034,2018,12,58.3
C0AA,2018,1,61.2
C0AA,2018,2,74.5
C0AA,2018,3,78.5
C0AA,2018,4,81.7
C0AA,2018,5,61.2
C0AA,2018,6,54.7
C0AA,2018,7,96.5
C0AA,2018,8,49.0
C0AA,2018,9,55.4
C0AA,2018,10,70.9
C0AA,2018,11,58.0
C0AA,2018,12,66.2
C067,2018,1,72.7
C067,2018,2,66.6
C067,2018,3,79.2
C067,2018,4,64.8
C067,2018,5,40.3
C067,2018,6,60.8
C067,2018,7,45.7
C067,2018,8,35.3
C067,2018,9,58.3
C067,2018,10,64.1
C067,2018,11,72.4
C067,2018,12,81.4
C040,2018,1,82.1
C040,2018,2,61.2
C040,2018,3,92.5
C040,2018,4,83.5
C040,2018,5,62.6
C040,2018,6,62.6
C040,2018,7,71.3
C040,2018,8,50.0
C040,2018,9,67.0
C040,2018,10,62.6
C040,2018,11,72.0
C040,2018,12,65.5
C048,2018,1,103.0
C048,2018,2,93.6
C048,2018,3,105.8
C048,2018,4,101.5
C048,2018,5,71.3
C048,2018,6,70.9
C048,2018,7,69.1
C048,2018,8,62.6
C048,2018,9,87.8
C048,2018,10,78.5
C048,2018,11,90.4
C048,2018,12,104.8
C068,2018,1,72.0
C068,2018,2,99.7
C068,2018,3,94.7
C068,2018,4,110.5
C068,2018,5,58.3
C068,2018,6,63.0
C068,2018,7,81.4
C068,2018,8,69.5
C068,2018,9,80.3
C068,2018,10,77.4
C068,2018,11,89.6
C068,2018,12,78.1
C024,2018,1,81.4
C024,2018,2,76.0
C024,2018,3,85.0
C024,2018,4,92.9
C024,2018,5,61.2
C024,2018,6,63.4
C024,2018,7,61.9
C024,2018,8,58.0
C024,2018,9,59.4
C024,2018,10,77.4
C024,2018,11,68.8
C024,2018,12,79.2
C00A,2018,1,71.3
C00A,2018,2,65.5
C00A,2018,3,87.5
C00A,2018,4,96.1
C00A,2018,5,61.2
C00A,2018,6,61.2
C00A,2018,7,61.2
C00A,2018,8,54.7
C00A,2018,9,71.3
C00A,2018,10,77.8
C00A,2018,11,67.0
C00A,2018,12,67.0
C047,2018,1,109.8
C047,2018,2,94.7
C047,2018,3,118.4
C047,2018,4,97.2
C047,2018,5,64.8
C047,2018,6,73.1
C047,2018,7,65.9
C047,2018,8,60.8
C047,2018,9,68.8
C047,2018,10,77.4
C047,2018,11,85.3
C047,2018,12,85.0
C031,2018,1,78.5
C031,2018,2,68.8
C031,2018,3,87.5
C031,2018,4,69.1
C031,2018,5,67.3
C031,2018,6,58.3
C031,2018,7,67.3
C031,2018,8,74.5
C031,2018,9,76.7
C031,2018,10,75.2
C031,2018,11,55.4
C031,2018,12,69.1
C041,2018,1,82.4
C041,2018,2,55.4
C041,2018,3,96.5
C041,2018,4,80.3
C041,2018,5,58.7
C041,2018,6,62.6
C041,2018,7,62.6
C041,2018,8,46.1
C041,2018,9,72.4
C041,2018,10,69.5
C041,2018,11,84.2
C041,2018,12,63.7
C060,2018,1,84.6
C060,2018,2,93.2
C060,2018,3,109.8
C060,2018,4,96.5
C060,2018,5,74.2
C060,2018,6,89.6
C060,2018,7,70.9
C060,2018,8,64.8
C060,2018,9,60.8
C060,2018,10,97.2
C060,2018,11,72.4
C060,2018,12,95.4
C021,2018,1,80.3
C021,2018,2,92.2
C021,2018,3,98.6
C021,2018,4,95.8
C021,2018,5,63.7
C021,2018,6,66.2
C021,2018,7,69.5
C021,2018,8,63.0
C021,2018,9,75.6
C021,2018,10,79.2
C021,2018,11,74.2
C021,2018,12,83.5
C030,2018,1,62.6
C030,2018,2,79.2
C030,2018,3,74.9
C030,2018,4,87.5
C030,2018,5,51.5
C030,2018,6,47.9
C030,2018,7,63.0
C030,2018,8,51.5
C030,2018,9,61.9
C030,2018,10,72.7
C030,2018,11,66.2
C030,2018,12,53.3
C051,2018,1,70.2
C051,2018,2,46.1
C051,2018,3,93.6
C051,2018,4,89.6
C051,2018,5,43.2
C051,2018,6,44.6
C051,2018,7,36.4
C051,2018,8,39.2
C051,2018,9,43.2
C051,2018,10,64.1
C051,2018,11,76.3
C051,2018,12,57.6
C00B,2018,1,91.4
C00B,2018,2,92.2
C00B,2018,3,125.6
C00B,2018,4,87.1
C00B,2018,5,56.2
C00B,2018,6,47.9
C00B,2018,7,55.1
C00B,2018,8,41.4
C00B,2018,9,40.7
C00B,2018,10,75.2
C00B,2018,11,103.3
C00B,2018,12,75.6
C020,2018,1,77.8
C020,2018,2,76.7
C020,2018,3,95.4
C020,2018,4,74.9
C020,2018,5,49.0
C020,2018,6,66.6
C020,2018,7,62.6
C020,2018,8,52.9
C020,2018,9,71.6
C020,2018,10,61.9
C020,2018,11,70.9
C020,2018,12,61.9
C070,2018,5,58.0
C070,2018,6,79.9
C070,2018,7,85.7
C070,2018,8,72.0
C070,2018,9,87.5
C070,2018,10,90.7
C070,2018,11,88.6
C070,2018,12,97.9
C050,2018,1,71.3
C050,2018,2,61.9
C050,2018,3,99.7
C050,2018,4,74.2
C050,2018,5,46.4
C050,2018,6,64.8
C050,2018,7,76.0
C050,2018,8,52.9
C050,2018,9,57.2
C050,2018,10,48.6
C050,2018,11,61.9
C050,2018,12,63.0
C061,2018,1,104.8
C061,2018,2,101.9
C061,2018,3,106.2
C061,2018,4,97.9
C061,2018,5,77.0
C061,2018,6,58.7
C061,2018,7,45.4
C061,2018,8,63.4
C061,2018,9,73.4
C061,2018,10,110.2
C061,2018,11,115.6
C061,2018,12,118.1
C032,2018,1,52.2
C032,2018,2,52.6
C032,2018,3,78.5
C032,2018,4,54.4
C032,2018,5,40.0
C032,2018,6,43.2
C032,2018,7,37.1
C032,2018,8,50.8
C032,2018,9,40.3
C032,2018,10,56.2
C032,2018,11,55.4
C032,2018,12,56.9
C002,2018,1,79.2
C002,2018,2,52.2
C002,2018,3,77.0
C002,2018,4,59.4
C002,2018,5,46.4
C002,2018,6,64.1
C002,2018,7,36.4
C002,2018,8,76.3
C002,2018,9,38.2
C002,2018,10,78.1
C002,2018,11,48.6
C002,2018,12,64.8
C069,2018,1,101.2
C069,2018,2,77.4
C069,2018,3,106.9
C069,2018,4,70.6
C069,2018,5,63.4
C069,2018,6,87.8
C069,2018,7,69.1
C069,2018,8,79.2
C069,2018,9,58.7
C069,2018,10,78.5
C069,2018,11,77.8
C069,2018,12,88.2
C065,2018,1,141.1
C065,2018,2,99.0
C065,2018,3,121.0
C065,2018,4,126.7
C065,2018,5,82.1
C065,2018,6,81.0
C065,2018,7,53.3
C065,2018,8,93.2
C065,2018,9,61.9
C065,2018,10,94.7
C065,2018,11,116.3
C065,2018,12,113.8
C003,2018,1,68.0
C003,2018,2,58.7
C003,2018,3,77.0
C003,2018,4,70.9
C003,2018,5,52.9
C003,2018,6,54.0
C003,2018,7,61.9
C003,2018,8,54.7
C003,2018,9,43.9
C003,2018,10,60.1
C003,2018,11,55.8
C003,2018,12,64.4
C039,2018,1,107.6
C039,2018,2,73.4
C039,2018,3,90.4
C039,2018,4,76.7
C039,2018,5,55.1
C039,2018,6,56.5
C039,2018,7,42.5
C039,2018,8,49.0
C039,2018,9,48.6
C039,2018,10,73.8
C039,2018,11,92.9
C039,2018,12,72.4
C075,2018,1,74.2
C075,2018,2,57.6
C075,2018,3,76.7
C075,2018,4,67.0
C075,2018,5,43.2
C075,2018,6,58.7
C075,2018,7,51.5
C075,2018,8,56.2
C075,2018,9,37.8
C075,2018,10,61.2
C075,2018,11,62.6
C075,2018,12,56.2
C038,2018,1,85.7
C038,2018,2,74.2
C038,2018,3,82.1
C038,2018,4,72.0
C038,2018,5,51.5
C038,2018,6,52.9
C038,2018,7,41.0
C038,2018,8,50.8
C038,2018,9,44.6
C038,2018,10,59.0
C038,2018,11,86.0
C038,2018,12,72.0
C033,2018,1,61.9
C033,2018,2,72.0
C033,2018,3,82.8
C033,2018,4,78.5
C033,2018,5,50.4
C033,2018,6,45.7
C033,2018,7,60.1
C033,2018,8,42.1
C033,2018,9,56.9
C033,2018,10,72.4
C033,2018,11,71.3
C033,2018,12,63.7
C036,2018,1,76.0
C036,2018,2,55.8
C036,2018,3,83.5
C036,2018,4,78.1
C036,2018,5,58.7
C036,2018,6,60.8
C036,2018,7,60.5
C036,2018,8,67.0
C036,2018,9,59.4
C036,2018,10,83.5
C036,2018,11,88.6
C036,2018,12,71.3
C045,2018,1,80.6
C045,2018,2,98.3
C045,2018,3,127.4
C045,2018,4,98.3
C045,2018,5,72.4
C045,2018,6,72.7
C045,2018,7,65.9
C045,2018,8,106.6
C045,2018,9,60.8
C045,2018,10,104.4
C045,2018,11,110.2
C045,2018,12,100.1
C019,2018,2,108.4
C019,2018,3,137.9
C019,2018,4,111.6
C019,2018,5,81.7
C019,2018,6,101.9
C019,2018,7,73.8
C019,2018,8,118.8
C019,2018,9,86.0
C019,2018,10,111.6
C019,2018,11,121.0
C019,2018,12,144.0
C057,2018,1,77.0
C057,2018,2,69.1
C057,2018,3,87.8
C057,2018,4,69.5
C057,2018,5,64.4
C057,2018,6,67.7
C057,2018,7,46.8
C057,2018,8,71.6
C057,2018,9,45.4
C057,2018,10,73.1
C057,2018,11,61.9
C057,2018,12,67.0
C046,2018,2,100.4
C046,2018,3,115.2
C046,2018,4,108.0
C046,2018,5,67.7
C046,2018,6,89.6
C046,2018,7,94.7
C046,2018,8,88.9
C046,2018,9,85.3
C046,2018,10,103.3
C046,2018,11,110.5
C046,2018,12,112.3
C059,2018,1,96.5
C059,2018,2,74.9
C059,2018,3,101.2
C059,2018,4,88.9
C059,2018,5,64.8
C059,2018,6,71.3
C059,2018,7,55.4
C059,2018,8,73.8
C059,2018,9,61.9
C059,2018,10,72.7
C059,2018,11,75.2
C059,2018,12,74.9
C072,2018,1,113.4
C072,2018,2,105.1
C072,2018,3,149.8
C072,2018,4,135.0
C072,2018,5,71.6
C072,2018,6,77.0
C072,2018,7,63.4
C072,2018,8,105.5
C072,2018,9,75.6
C072,2018,10,114.5
C072,2018,11,114.5
C072,2018,12,105.5
C0B4,2018,1,55.1
C0B4,2018,2,54.4
C0B4,2018,3,70.6
