code,year,month,viento_velocidad_racha_maxima
C0B4,2018,4,58.3
C0B4,2018,5,42.8
C0B4,2018,6,30.2
C0B4,2018,7,32.0
C0B4,2018,8,37.1
C0B4,2018,9,38.9
C0B4,2018,10,57.6
C0B4,2018,11,61.9
C0B4,2018,12,61.2
C054,2018,1,47.2
C054,2018,2,52.6
C054,2018,3,65.9
C054,2018,4,60.8
C054,2018,5,43.2
C054,2018,6,51.1
C054,2018,7,36.7
C054,2018,8,55.4
C054,2018,9,41.4
C054,2018,10,55.4
C054,2018,11,43.9
C054,2018,12,56.5
C042,2018,1,108.4
C042,2018,2,93.2
C042,2018,3,118.8
C042,2018,4,107.3
C042,2018,5,82.8
C042,2018,6,75.6
C042,2018,7,76.0
C042,2018,8,94.3
C042,2018,9,99.4
C042,2018,10,108.0
C042,2018,11,125.3
C042,2018,12,90.0
C0C3,2018,1,61.9
C0C3,2018,2,46.1
C0C3,2018,3,70.2
C0C3,2018,4,67.0
C0C3,2018,5,47.5
C0C3,2018,6,45.0
C0C3,2018,7,49.0
C0C3,2018,8,46.4
C0C3,2018,9,54.7
C0C3,2018,10,51.1
C0C3,2018,11,69.8
C0C3,2018,12,50.4
C066,2018,1,108.4
C066,2018,2,82.4
C066,2018,3,109.4
C066,2018,4,112.0
C066,2018,5,65.5
C066,2018,6,60.8
C066,2018,7,54.0
C066,2018,8,73.4
C066,2018,9,70.6
C066,2018,10,96.1
C066,2018,11,106.6
C066,2018,12,97.2
C022,2018,1,72.7
C022,2018,2,70.9
C022,2018,3,82.4
C022,2018,4,76.7
C022,2018,5,57.2
C022,2018,6,58.3
C022,2018,7,36.7
C022,2018,8,42.1
C022,2018,9,60.5
C022,2018,10,82.8
C022,2018,11,77.0
C022,2018,12,96.5
C037,2018,1,91.4
C037,2018,2,69.8
C037,2018,3,96.5
C037,2018,4,85.0
C037,2018,5,51.5
C037,2018,6,52.2
C037,2018,7,51.8
C037,2018,8,47.9
C037,2018,9,54.7
C037,2018,10,64.8
C037,2018,11,90.7
C037,2018,12,78.1
C023,2018,1,81.0
C023,2018,2,72.4
C023,2018,3,84.6
C023,2018,4,79.2
C023,2018,5,68.0
C023,2018,6,75.2
C023,2018,7,48.2
C023,2018,8,79.9
C023,2018,9,57.2
C023,2018,10,81.0
C023,2018,11,72.0
C023,2018,12,78.5
C026,2018,1,61.2
C026,2018,2,63.4
C026,2018,3,86.8
C026,2018,4,72.7
C026,2018,5,43.2
C026,2018,6,55.8
C026,2018,7,37.8
C026,2018,8,43.9
C026,2018,9,58.3
C026,2018,10,75.6
C026,2018,11,75.2
C026,2018,12,76.3
C058,2018,1,83.9
C058,2018,2,81.0
C058,2018,3,88.6
C058,2018,4,84.2
C058,2018,5,56.2
C058,2018,6,60.5
C058,2018,7,51.1
C058,2018,8,55.1
C058,2018,9,41.8
C058,2018,10,77.8
C058,2018,11,76.7
C058,2018,12,80.3
C018,2018,1,97.9
C018,2018,2,74.9
C018,2018,3,106.6
C018,2018,4,62.6
C018,2018,5,70.6
C018,2018,6,91.8
C018,2018,7,63.7
C018,2018,8,98.6
C018,2018,9,50.8
C018,2018,10,70.9
C018,2018,11,72.0
C018,2018,12,78.5
C071,2018,1,113.8
C071,2018,2,83.9
C071,2018,3,118.8
C071,2018,4,114.5
C071,2018,5,72.7
C071,2018,6,101.5
C071,2018,7,67.7
C071,2018,8,99.4
C071,2018,9,69.1
C071,2018,10,97.2
C071,2018,11,91.4
C071,2018,12,92.9
C0EC,2018,1,64.4
C0EC,2018,2,61.2
C0EC,2018,3,76.7
C0EC,2018,4,69.8
C0EC,2018,5,42.8
C0EC,2018,6,56.9
C0EC,2018,7,31.7
C0EC,2018,8,33.8
C0EC,2018,9,56.5
C0EC,2018,10,66.6
C0EC,2018,11,67.0
C0EC,2018,12,67.3
C017,2018,1,72.0
C017,2018,2,63.0
C017,2018,3,99.0
C017,2018,4,70.9
C017,2018,5,59.0
C017,2018,6,75.6
C017,2018,7,50.8
C017,2018,8,67.3
C017,2018,9,52.2
C017,2018,10,68.0
C017,2018,11,73.1
C017,2018,12,86.4
C043,2018,1,66.2
C043,2018,2,66.6
C043,2018,3,92.2
C043,2018,4,73.8
C043,2018,5,49.3
C043,2018,6,52.2
C043,2018,7,88.9
C043,2018,8,50.0
C043,2018,9,43.2
C043,2018,10,74.5
C043,2018,11,67.0
C043,2018,12,61.9
C007,2018,1,86.4
C007,2018,2,82.4
C007,2018,3,120.2
C007,2018,4,90.0
C007,2018,5,70.2
C007,2018,6,109.1
C007,2018,7,72.0
C007,2018,8,97.2
C007,2018,9,62.6
C007,2018,10,91.4
C007,2018,11,83.5
C007,2018,12,96.1
C064,2018,1,99.4
C064,2018,2,82.4
C064,2018,3,113.4
C064,2018,4,102.6
C064,2018,5,69.8
C064,2018,6,73.1
C064,2018,7,54.4
C064,2018,8,71.6
C064,2018,9,57.2
C064,2018,10,77.8
C064,2018,11,88.9
C064,2018,12,79.2
C028,2018,1,84.2
C028,2018,2,81.4
C028,2018,3,101.2
C028,2018,4,85.7
C028,2018,5,55.8
C028,2018,6,64.1
C028,2018,7,51.1
C028,2018,8,55.8
C028,2018,9,63.4
C028,2018,10,67.3
C028,2018,11,91.4
C028,2018,12,88.6
C029,2018,1,74.9
C029,2018,2,73.1
C029,2018,3,83.9
C029,2018,4,97.9
C029,2018,5,50.4
C029,2018,6,53.6
C029,2018,7,43.2
C029,2018,8,54.0
C029,2018,9,72.0
C029,2018,10,73.4
C029,2018,11,76.7
C029,2018,12,89.3
C056,2019,1,70.2
C056,2019,2,79.9
C056,2019,3,92.9
C056,2019,4,84.6
C056,2019,5,74.5
C056,2019,6,68.8
C056,2019,7,57.2
C056,2019,8,56.2
C056,2019,9,47.2
C056,2019,10,59.0
C056,2019,11,91.4
C056,2019,12,85.0
C035,2019,1,63.0
C035,2019,2,64.4
C035,2019,3,66.6
C035,2019,4,58.3
C035,2019,5,54.0
C035,2019,6,59.0
C035,2019,7,71.3
C035,2019,8,44.6
C035,2019,9,63.0
C035,2019,10,53.6
C035,2019,11,73.4
C035,2019,12,73.4
C016,2019,1,72.4
C016,2019,2,75.2
C016,2019,3,79.9
C016,2019,4,68.4
C016,2019,5,71.3
C016,2019,6,65.9
C016,2019,7,67.7
C016,2019,8,49.3
C016,2019,9,51.5
C016,2019,10,65.2
C016,2019,11,74.9
C016,2019,12,90.7
C025,2019,1,90.0
C025,2019,2,94.7
C025,2019,3,97.9
C025,2019,4,81.7
C025,2019,5,83.5
C025,2019,6,85.3
C025,2019,7,77.8
C025,2019,8,67.7
C025,2019,9,91.4
C025,2019,10,83.9
C025,2019,11,106.2
C025,2019,12,123.5
C034,2019,1,63.0
C034,2019,2,63.7
C034,2019,3,77.8
C034,2019,4,63.4
C034,2019,5,75.6
C034,2019,6,70.9
C034,2019,7,92.2
C034,2019,8,49.7
C034,2019,9,91.1
C034,2019,10,56.9
C034,2019,11,67.3
C034,2019,12,87.1
C0AA,2019,1,84.6
C0AA,2019,2,73.4
C0AA,2019,3,76.3
C0AA,2019,4,76.3
C0AA,2019,5,69.8
C0AA,2019,6,60.1
C0AA,2019,7,65.9
C0AA,2019,8,56.9
C0AA,2019,9,52.6
C0AA,2019,10,68.4
C0AA,2019,11,88.2
C0AA,2019,12,86.4
C067,2019,1,57.2
C067,2019,2,55.8
C067,2019,3,86.0
C067,2019,4,67.3
C067,2019,5,49.3
C067,2019,6,58.3
C067,2019,7,44.6
C067,2019,8,62.6
C067,2019,9,60.1
C067,2019,10,58.3
C067,2019,11,83.9
C067,2019,12,84.6
C040,2019,1,78.5
C040,2019,2,80.3
C040,2019,3,114.5
C040,2019,4,81.0
C040,2019,5,82.8
C040,2019,6,72.7
C040,2019,7,80.3
C040,2019,8,61.9
C040,2019,9,62.6
C040,2019,10,70.6
C040,2019,11,89.3
C040,2019,12,97.2
C048,2019,1,103.7
C048,2019,2,92.5
C048,2019,3,106.2
C048,2019,4,81.4
C048,2019,5,108.7
C048,2019,6,75.2
C048,2019,7,70.6
C048,2019,8,69.5
C048,2019,9,86.4
C048,2019,10,82.1
C048,2019,11,108.4
C048,2019,12,112.7
C068,2019,1,94.0
C068,2019,2,75.6
C068,2019,3,89.6
C068,2019,4,93.6
C068,2019,5,82.1
C068,2019,6,97.9
C068,2019,7,75.2
C068,2019,8,61.2
C068,2019,9,83.5
C068,2019,10,74.9
C068,2019,11,97.9
C068,2019,12,92.9
C024,2019,1,94.0
C024,2019,2,96.1
C024,2019,3,94.0
C024,2019,4,87.1
C024,2019,5,77.8
C024,2019,6,76.7
C024,2019,7,89.3
C024,2019,8,53.3
C024,2019,9,67.0
C024,2019,10,68.8
C024,2019,11,85.3
C024,2019,12,96.1
C00A,2019,1,74.2
C00A,2019,2,81.4
C00A,2019,3,80.3
C00A,2019,4,92.9
C00A,2019,5,73.4
C00A,2019,6,65.2
C00A,2019,7,49.7
C00A,2019,8,58.3
C00A,2019,9,57.2
C00A,2019,10,72.0
C00A,2019,11,81.0
C00A,2019,12,89.6
C047,2019,1,92.5
C047,2019,2,92.2
C047,2019,3,116.3
C047,2019,4,100.1
C047,2019,5,88.9
C047,2019,6,85.0
C047,2019,7,76.7
C047,2019,8,69.8
C047,2019,9,85.3
C047,2019,10,80.3
C047,2019,11,102.2
C047,2019,12,119.2
C031,2019,1,95.4
C031,2019,2,73.1
C031,2019,3,70.2
C031,2019,4,70.2
C031,2019,5,78.1
C031,2019,6,83.2
C031,2019,7,65.5
C031,2019,8,71.3
C031,2019,9,56.2
C031,2019,10,65.2
C031,2019,11,77.0
C031,2019,12,103.7
C041,2019,1,91.1
C041,2019,2,81.4
C041,2019,3,95.4
C041,2019,4,96.5
C041,2019,5,80.3
C041,2019,6,77.8
C041,2019,7,52.2
C041,2019,8,67.3
C041,2019,9,58.3
C041,2019,10,66.2
C041,2019,11,91.8
C041,2019,12,109.4
C060,2019,1,113.8
C060,2019,2,95.8
C060,2019,3,72.4
C060,2019,4,68.8
C060,2019,5,82.8
C060,2019,6,67.3
C060,2019,7,88.6
C060,2019,8,67.3
C060,2019,9,86.0
C060,2019,10,64.4
C060,2019,11,85.0
C060,2019,12,101.5
C021,2019,1,92.9
C021,2019,2,91.8
C021,2019,3,99.7
C021,2019,4,86.4
C021,2019,5,92.9
C021,2019,6,80.6
C021,2019,7,88.6
C021,2019,8,63.0
C021,2019,9,69.8
C021,2019,10,74.5
C021,2019,11,92.9
C021,2019,12,108.7
C030,2019,1,76.7
C030,2019,2,74.9
C030,2019,3,73.4
C030,2019,4,65.5
C030,2019,5,70.9
C030,2019,6,61.2
C030,2019,7,58.7
C030,2019,8,48.6
C030,2019,9,55.8
C030,2019,10,65.2
C030,2019,11,74.5
C030,2019,12,82.8
C051,2019,1,56.9
C051,2019,2,79.2
C051,2019,3,77.8
C051,2019,4,64.4
C051,2019,5,65.2
C051,2019,6,74.5
C051,2019,7,62.6
C051,2019,8,60.5
C051,2019,9,52.6
C051,2019,10,60.8
C051,2019,11,82.1
C051,2019,12,94.3
C00B,2019,1,69.5
C00B,2019,2,77.8
C00B,2019,3,93.6
C00B,2019,4,72.0
C00B,2019,5,79.9
C00B,2019,6,76.7
C00B,2019,7,52.9
C00B,2019,8,63.7
C00B,2019,9,64.8
C00B,2019,10,70.2
C00B,2019,11,85.0
C00B,2019,12,91.1
C020,2019,1,71.6
C020,2019,2,81.0
C020,2019,3,83.5
C020,2019,4,86.4
C020,2019,5,89.6
C020,2019,6,67.0
C020,2019,7,71.3
C020,2019,8,55.4
C020,2019,9,56.9
C020,2019,10,83.2
C020,2019,11,88.2
C020,2019,12,97.2
C070,2019,1,100.1
C070,2019,2,94.7
C070,2019,3,110.9
C070,2019,4,100.8
C070,2019,5,94.3
C070,2019,6,95.0
C070,2019,7,91.4
C070,2019,8,71.3
C070,2019,9,79.9
C070,2019,10,97.2
C070,2019,11,107.6
C070,2019,12,119.9
C050,2019,1,78.5
C050,2019,2,121.7
C050,2019,3,82.8
C050,2019,4,81.7
C050,2019,5,75.2
C050,2019,6,67.7
C050,2019,7,87.8
C050,2019,8,52.9
C050,2019,9,69.8
C050,2019,10,68.8
C050,2019,11,77.8
C050,2019,12,97.2
C061,2019,1,83.2
C061,2019,2,111.2
C061,2019,3,99.4
C061,2019,4,86.4
C061,2019,5,77.0
C061,2019,6,87.1
C061,2019,7,76.7
C061,2019,8,81.0
C061,2019,9,88.6
C061,2019,10,103.7
C061,2019,11,105.5
C061,2019,12,117.7
C032,2019,1,67.0
C032,2019,2,71.6
C032,2019,3,63.7
C032,2019,4,51.5
C032,2019,5,42.8
C032,2019,6,56.2
C032,2019,7,82.4
C032,2019,8,45.4
C032,2019,9,52.9
C032,2019,10,49.0
C032,2019,11,60.8
C032,2019,12,67.0
C002,2019,1,95.0
C002,2019,2,71.6
C002,2019,3,67.0
C002,2019,4,58.3
C002,2019,5,46.1
C002,2019,6,57.2
C002,2019,7,61.9
C002,2019,8,38.9
C002,2019,9,49.0
C002,2019,10,52.6
C002,2019,11,100.8
C002,2019,12,117.7
C069,2019,1,115.9
C069,2019,2,87.8
C069,2019,3,84.6
C069,2019,4,69.1
C069,2019,5,71.6
C069,2019,6,131.4
C069,2019,7,65.2
C069,2019,8,62.6
C069,2019,9,79.9
C069,2019,10,76.0
C069,2019,11,117.7
C069,2019,12,119.2
C065,2019,1,142.9
C065,2019,2,110.5
C065,2019,3,126.7
C065,2019,4,105.1
C065,2019,5,106.9
C065,2019,6,109.1
C065,2019,7,72.7
C065,2019,10,88.9
C065,2019,11,154.4
C065,2019,12,152.3
C003,2019,1,79.2
C003,2019,2,68.0
C003,2019,3,80.3
C003,2019,4,67.0
C003,2019,5,60.1
C003,2019,6,59.8
C003,2019,7,48.2
C003,2019,8,48.2
C003,2019,9,54.0
C003,2019,10,50.0
C003,2019,11,87.5
C003,2019,12,92.2
C039,2019,1,103.0
C039,2019,2,83.5
C039,2019,3,86.4
C039,2019,4,71.6
C039,2019,5,72.7
C039,2019,6,82.1
C039,2019,7,56.2
C039,2019,8,64.8
C039,2019,9,75.6
C039,2019,10,70.9
C039,2019,11,95.0
C039,2019,12,99.7
C075,2019,1,89.6
C075,2019,2,65.2
C075,2019,3,68.0
C075,2019,4,70.6
C075,2019,5,50.4
C075,2019,6,55.1
C075,2019,7,68.8
C075,2019,8,42.8
C075,2019,9,50.8
C075,2019,10,51.8
C075,2019,11,95.4
C075,2019,12,88.6
C038,2019,1,86.4
C038,2019,2,89.3
C038,2019,3,83.9
C038,2019,4,65.5
C038,2019,5,69.8
C038,2019,6,31.3
C038,2019,7,52.2
C038,2019,8,59.0
C038,2019,9,73.8
C038,2019,10,78.1
C038,2019,11,86.8
C038,2019,12,89.6
C033,2019,1,76.3
C033,2019,2,75.2
C033,2019,3,97.9
C033,2019,9,56.9
C033,2019,10,69.1
C033,2019,11,88.6
C033,2019,12,76.3
C036,2019,1,92.9
C036,2019,2,79.2
C036,2019,3,101.2
C036,2019,4,75.6
C036,2019,5,65.2
C036,2019,6,66.6
C036,2019,7,63.4
C036,2019,8,59.8
C036,2019,9,67.7
C036,2019,10,70.6
C036,2019,11,96.1
C036,2019,12,95.4
C045,2019,1,117.7
C045,2019,2,104.4
C045,2019,3,109.1
C045,2019,4,99.4
C045,2019,5,87.8
C045,2019,6,94.7
C045,2019,7,73.1
C045,2019,8,79.9
C045,2019,9,85.3
C045,2019,10,95.8
C045,2019,11,132.5
C045,2019,12,149.0
C019,2019,1,134.3
C019,2019,2,119.5
C019,2019,3,86.0
C019,2019,4,92.9
C019,2019,5,101.2
C019,2019,6,99.4
C019,2019,7,102.6
C019,2019,8,93.2
C019,2019,9,106.9
C019,2019,10,110.5
C019,2019,11,168.8
C019,2019,12,160.6
C057,2019,1,91.1
C057,2019,2,85.7
C057,2019,3,81.4
C057,2019,4,64.1
C057,2019,5,56.9
C057,2019,6,67.7
C057,2019,7,49.0
C057,2019,8,59.4
C057,2019,9,66.6
C057,2019,10,60.8
C057,2019,11,118.8
C057,2019,12,104.4
C046,2019,1,132.5
C046,2019,2,116.3
C046,2019,3,112.7
C046,2019,4,100.8
C046,2019,5,94.0
C046,2019,6,88.9
C046,2019,7,95.4
C046,2019,8,73.1
C046,2019,9,96.1
C046,2019,10,86.8
C046,2019,11,142.9
C046,2019,12,146.2
C059,2019,1,123.8
C059,2019,2,78.5
C059,2019,3,91.8
C059,2019,4,87.5
C059,2019,5,90.0
C059,2019,6,74.2
C059,2019,7,54.0
C059,2019,8,62.6
C059,2019,9,61.9
C059,2019,10,65.9
C059,2019,11,109.4
C059,2019,12,132.5
C072,2019,1,99.7
C072,2019,2,111.2
C072,2019,3,117.4
C072,2019,4,110.9
C072,2019,5,109.8
C072,2019,6,113.8
C072,2019,7,109.8
C072,2019,8,92.5
C072,2019,9,112.3
C072,2019,10,104.0
C072,2019,11,124.6
C072,2019,12,169.6
C0B4,2019,1,49.3
C0B4,2019,2,47.9
C0B4,2019,3,48.6
C0B4,2019,4,69.5
C0B4,2019,5,38.2
C0B4,2019,6,50.8
C0B4,2019,7,41.8
C0B4,2019,8,43.9
C0B4,2019,9,49.0
C0B4,2019,10,45.4
C0B4,2019,11,56.2
C0B4,2019,12,68.0
C054,2019,1,74.2
C054,2019,2,63.0
C054,2019,3,55.8
C054,2019,4,51.1
C054,2019,5,53.3
C054,2019,6,41.8
C054,2019,7,43.2
C054,2019,8,50.0
C054,2019,9,43.2
C054,2019,10,47.2
C054,2019,11,70.9
C054,2019,12,70.6
C042,2019,1,116.6
C042,2019,2,117.7
C042,2019,3,108.0
C042,2019,4,87.5
C042,2019,5,90.0
C042,2019,6,146.9
C042,2019,7,74.5
C042,2019,8,94.0
C042,2019,9,88.2
C042,2019,10,93.2
C042,2019,11,127.4
C042,2019,12,130.7
C0C3,2019,1,65.5
C0C3,2019,2,47.5
C0C3,2019,3,72.7
C0C3,2019,4,51.8
C0C3,2019,5,46.4
C0C3,2019,6,67.3
C0C3,2019,7,59.0
C0C3,2019,8,53.3
C0C3,2019,9,51.8
C0C3,2019,10,53.6
C0C3,2019,11,63.7
C0C3,2019,12,72.0
C066,2019,1,119.9
C066,2019,2,117.0
C066,2019,3,117.0
C066,2019,4,86.8
C066,2019,5,90.4
C066,2019,6,93.6
C066,2019,7,117.4
C066,2019,8,75.2
C066,2019,9,83.9
C066,2019,10,105.8
C066,2019,11,110.2
C066,2019,12,133.2
C022,2019,1,100.4
C022,2019,2,107.6
C022,2019,3,82.8
C022,2019,4,73.8
C022,2019,5,63.4
C022,2019,6,61.2
C022,2019,7,54.0
C022,2019,8,56.5
C022,2019,9,64.1
C022,2019,10,59.4
C022,2019,11,71.3
C022,2019,12,81.0
C037,2019,2,94.0
C037,2019,3,97.9
C037,2019,4,77.0
C037,2019,5,69.5
C037,2019,6,86.0
C037,2019,7,47.5
C037,2019,8,56.5
C037,2019,9,68.8
C037,2019,10,73.4
C037,2019,11,105.8
C037,2019,12,96.5
C023,2019,1,95.4
C023,2019,2,90.0
C023,2019,3,84.6
C023,2019,4,84.6
C023,2019,5,67.7
C023,2019,6,61.2
C023,2019,7,60.1
C023,2019,8,62.6
C023,2019,9,56.5
C023,2019,10,77.4
C023,2019,11,90.4
C023,2019,12,90.7
C026,2019,1,78.5
C026,2019,2,70.6
C026,2019,3,74.9
C026,2019,4,73.8
C026,2019,5,52.9
C026,2019,6,57.2
C026,2019,7,54.4
C026,2019,8,38.2
C026,2019,9,65.9
C026,2019,10,76.3
C026,2019,11,82.8
C026,2019,12,96.5
C058,2019,1,98.3
C058,2019,2,100.8
C058,2019,3,83.2
C058,2019,4,77.8
C058,2019,5,63.0
C058,2019,6,70.2
C058,2019,7,61.9
C058,2019,8,49.7
C058,2019,9,61.9
C058,2019,10,85.7
C058,2019,11,104.0
C058,2019,12,100.1
C018,2019,1,122.0
C018,2019,2,87.8
C018,2019,3,88.6
C018,2019,4,85.7
C018,2019,5,75.2
C018,2019,6,79.2
C018,2019,7,84.6
C018,2019,8,60.1
C018,2019,9,82.1
C018,2019,10,91.1
C018,2019,11,119.5
C018,2019,12,113.4
C071,2019,1,121.3
C071,2019,2,97.2
C071,2019,3,104.8
C071,2019,4,91.1
C071,2019,7,77.8
C071,2019,8,86.0
C071,2019,9,85.3
C071,2019,10,84.2
C071,2019,12,137.2
C0EC,2019,1,73.4
C0EC,2019,2,67.0
C0EC,2019,3,61.9
C0EC,2019,4,70.9
C0EC,2019,5,50.4
C0EC,2019,6,47.5
C0EC,2019,7,50.4
C0EC,2019,8,43.2
C0EC,2019,9,64.8
C0EC,2019,10,59.4
C0EC,2019,11,74.9
C0EC,2019,12,80.6
C017,2019,1,101.2
C017,2019,2,88.6
C017,2019,3,67.3
C017,2019,4,90.7
C017,2019,5,61.2
C017,2019,6,59.0
C017,2019,7,52.9
C017,2019,8,50.8
C017,2019,9,52.9
C017,2019,10,60.1
C017,2019,11,104.8
C017,2019,12,111.6
C043,2019,1,73.8
C043,2019,2,71.3
C043,2019,3,100.8
C043,2019,4,74.2
C043,2019,5,68.8
C043,2019,6,75.6
C043,2019,7,75.6
C043,2019,8,53.3
C043,2019,9,54.4
C043,2019,10,78.5
C043,2019,11,97.2
C043,2019,12,99.4
C007,2019,1,135.0
C007,2019,2,106.9
C007,2019,3,75.6
C007,2019,4,90.4
C007,2019,5,85.3
C007,2019,6,85.7
C007,2019,7,85.3
C007,2019,8,61.9
C007,2019,9,79.2
C007,2019,10,76.3
C007,2019,11,129.2
C007,2019,12,140.4
C064,2019,1,113.4
C064,2019,2,108.7
C064,2019,3,93.6
C064,2019,4,87.8
C064,2019,5,79.9
C064,2019,6,78.5
C064,2019,7,61.9
C064,2019,8,65.2
C064,2019,9,68.4
C064,2019,10,70.9
C064,2019,11,106.9
C064,2019,12,105.8
C028,2019,1,96.5
C028,2019,2,83.5
C028,2019,3,84.6
C028,2019,4,76.7
C028,2019,5,76.3
C028,2019,6,70.9
C028,2019,7,80.6
C028,2019,8,73.1
C028,2019,9,72.4
C028,2019,10,91.4
C028,2019,11,103.0
C028,2019,12,93.6
C029,2019,1,92.2
C029,2019,2,94.0
C029,2019,3,85.7
C029,2019,4,94.0
C029,2019,5,68.4
C029,2019,6,65.9
C029,2019,7,45.7
C029,2019,8,50.4
C029,2019,9,68.0
C029,2019,10,73.1
C029,2019,11,107.3
C029,2019,12,99.4
