COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MAX
;;;;;VELOCIDAD DE LA RACHA MÁXIMA (km/h);;;;;;;;;;
KOD.;ESTAZIOA;kota (m);URT;OTS;MAR;API;MAI;EKA;UZT;ABU;IRA;URR;AZA;ABE;MAX
C056;Alegria;545;94.7;90.7;70.6;58.3;67.3;49.0;57.6;61.2;65.5;55.4;57.6;79.2;94.7
C035;Altube;618;79.2;71.3;63.0;60.5;61.9;43.2;38.5;44.6;56.5;41.4;55.4;52.6;79.2
C001;Arkaute;517;97.2;90.4;70.6;62.6;73.1;59.4;44.6;67.0;83.2;51.8;61.9;35.6;97.2
C025;Beluntza;687;108.0;102.2;91.4;90.0;95.4;61.2;53.3;79.2;91.8;68.4;78.1;74.9;108.0
C034;Espejo;504;85.0;86.4;61.9;64.8;68.8;65.9;44.6;45.0;71.3;45.0;61.2;30.2;86.4
C0AA;Etura;549;78.5;79.2;65.2;66.6;83.9;51.8;;54.7;87.5;67.0;60.1;69.8;87.5
C067;Gardea;141;78.5;79.9;76.3;76.7;62.6;63.4;53.6;43.9;54.4;65.2;81.0;79.2;81.0
C040;Gasteiz;546;114.5;92.2;81.0;75.2;82.1;63.7;48.6;70.2;79.9;51.8;74.5;50.0;114.5
C048;Herrera;1188;126.0;117.7;94.7;99.0;88.9;75.2;76.0;70.2;109.8;77.4;98.3;83.9;126.0
C068;Ilarduia;596;82.1;87.8;70.2;92.2;105.5;72.7;68.0;66.2;81.0;88.6;76.3;93.6;105.5
C024;Iturrieta;987;90.0;95.0;78.5;75.6;94.0;65.5;57.6;65.2;83.5;73.4;72.4;69.8;95.0
C00A;Kanpezu;550;85.7;92.5;78.5;67.7;100.1;57.2;61.9;49.3;70.2;81.4;64.4;68.8;100.1
C047;Kapildui;1173;118.1;115.9;95.8;79.9;98.3;76.7;70.2;81.4;84.6;74.5;93.2;88.6;118.1
C031;Moreda;490;82.1;97.9;79.2;91.1;77.8;72.4;65.5;68.4;91.8;70.6;64.4;56.9;97.9
C041;Navarrete;689;113.0;112.3;71.6;90.0;100.8;53.3;52.6;58.7;101.2;64.1;73.8;82.1;113.0
C060;Páganos;577;84.6;99.4;95.0;83.9;70.6;57.2;60.1;61.9;81.4;52.9;58.3;52.9;99.4
C021;Roitegi;980;87.8;103.7;85.0;69.8;97.9;67.7;61.9;73.1;82.4;86.4;69.1;74.5;103.7
C030;Salvatierra;589;73.8;80.3;68.8;55.1;70.9;59.8;64.1;67.3;59.8;60.1;58.0;67.0;80.3
C051;Saratxo;230;110.5;91.1;75.6;68.0;64.4;50.0;49.0;43.2;72.4;58.0;76.7;50.0;110.5
C020;Trebiño;546;105.5;96.5;76.3;69.5;74.9;63.7;49.3;53.6;84.6;56.9;65.9;62.6;105.5
C050;Zambrana;470;110.5;108.0;73.1;76.0;68.8;64.4;45.0;68.4;80.3;57.2;66.2;44.6;110.5
C061;Arboleda;329;123.8;118.4;113.8;107.3;76.9;61.9;79.9;65.5;105.8;78.5;112.7;94.3;123.8
C032;Areta;122;50.0;90.4;52.9;53.3;50.8;49.0;45.7;49.3;48.2;36.4;50.0;45.7;90.4
C002;Arteaga;19;79.2;91.1;72.0;56.9;68.0;62.6;42.8;40.7;81.0;34.2;70.9;38.2;91.1
C069;Bermeo;106;87.5;106.2;105.5;85.3;78.5;79.9;60.8;64.1;91.8;45.4;91.4;61.9;106.2
C065;Cerroja;677;135.7;133.6;110.9;119.5;91.4;88.2;55.4;81.0;125.6;83.2;109.8;94.3;135.7
C003;Derio;30;68.4;77.4;70.6;;81.7;52.2;49.7;47.2;73.8;51.8;61.2;63.0;81.7
C039;Deusto;3;88.9;93.2;94.7;73.8;83.9;56.9;48.2;52.9;77.4;52.9;89.6;61.9;94.7
C075;Eitzaga;270;73.1;77.0;74.2;59.0;62.6;61.2;;;;;69.8;;77.0
C038;Galindo;5;85.3;92.5;91.8;73.4;65.5;59.0;51.1;51.5;76.3;48.2;84.2;57.2;92.5
C033;Igorre;150;76.3;94.0;70.2;70.9;84.6;;56.9;50.4;;63.0;74.9;68.0;94.0
C036;Iurreta;180;78.5;98.3;78.5;92.5;67.7;66.2;48.6;59.8;94.3;62.6;71.6;63.4;98.3
C045;La Garbea;717;121.7;120.6;115.2;100.4;87.8;91.4;52.9;71.6;102.6;74.5;113.0;82.1;121.7
C019;Matxitxako;433;123.8;143.3;117.0;115.2;101.2;92.9;84.6;77.0;135.7;96.1;120.2;100.1;143.3
C057;Mungia;22;74.5;90.4;91.4;67.0;72.7;63.7;45.4;46.4;88.9;66.6;78.1;59.4;91.4
C046;Oiz;980;113.8;133.2;112.3;96.5;118.4;86.0;82.4;71.6;130.0;98.6;107.3;103.7;133.2
C059;Ordunte;300;101.5;104.8;86.0;75.6;78.5;83.2;62.6;73.4;87.8;65.2;90.0;56.5;104.8
C072;Orduña;934;142.6;149.8;120.6;125.3;99.0;74.5;77.0;63.0;110.2;86.8;127.1;97.2;149.8
C0B4;Orozko;200;61.9;70.9;54.7;52.9;48.6;44.6;38.5;39.6;58.3;40.3;52.9;61.2;70.9
C054;Otxandio;556;73.4;73.1;77.0;49.0;58.0;51.1;37.1;37.8;57.2;38.9;46.1;49.3;77.0
C042;Punta Galea;61;118.4;134.6;115.2;116.3;86.8;81.4;70.9;80.6;121.0;67.7;114.5;90.4;134.6
C0C3;Sodupe;56;70.9;76.3;53.3;77.4;63.7;60.5;56.9;54.4;53.6;55.4;60.5;54.4;77.4
C066;Untzueta;764;121.3;112.7;98.6;102.2;100.8;64.8;63.4;71.6;91.8;73.8;86.0;73.8;121.3
C022;Urkiola;709;78.1;112.0;97.9;79.2;73.4;52.2;50.0;51.1;78.1;54.4;79.2;79.9;112.0
C037;Venta Alta;162;87.8;100.4;89.3;78.1;78.5;56.2;58.0;68.8;83.2;61.2;87.5;70.2;100.4
C023;Arrasate;318;83.5;103.3;80.6;78.1;79.2;75.2;54.7;49.3;93.6;60.1;79.2;55.4;103.3
C026;Berastegi;379;76.3;78.1;64.8;68.0;66.6;56.2;49.7;42.8;72.0;62.6;78.5;72.4;78.5
C058;Bidania;592;84.2;97.9;82.8;67.3;75.6;50.4;43.2;73.4;94.7;63.4;68.0;61.2;97.9
C018;Higer;43;105.5;105.1;94.3;73.8;70.6;72.0;68.0;74.2;90.7;59.4;84.3;52.2;105.5
C071;Jaizkibel;545;107.6;121.3;101.2;85.7;93.2;77.0;77.0;65.2;96.5;108.7;104.4;81.0;121.3
C0EC;Lasarte;18;73.4;71.6;67.3;64.1;66.2;49.3;52.6;48.6;59.0;61.9;70.9;64.8;73.4
C017;Miramon;113;74.9;94.7;90.4;76.0;77.0;59.0;44.6;50.4;74.5;64.8;81.7;64.4;94.7
C043;Ordizia;243;106.9;114.5;69.1;65.9;66.6;52.6;41.8;55.1;68.4;54.4;72.4;58.0;114.5
C007;Santa Clara;48;96.5;116.6;104.0;83.2;90.4;82.1;72.7;83.2;107.3;83.9;108.0;;116.6
C064;Zarautz;80;118.1;109.8;108.4;74.9;79.2;63.0;64.4;81.0;81.4;70.9;87.1;72.0;118.1
C028;Zegama;520;96.5;109.1;81.0;79.2;91.8;61.2;64.1;54.4;83.5;61.9;81.4;78.5;109.1
C029;Zizurkil;149;82.4;94.0;75.6;77.4;74.5;60.8;55.4;45.4;85.0;70.6;77.4;95.4;95.4
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MAX
;;;;;VELOCIDAD DE LA RACHA MÁXIMA (km/h);;;;;;;;;;
